Date,Team,Player,Pos
01/12/2023,BOS,Derrick White,SG
01/12/2023,BOS,Jayson Tatum,SF
01/12/2023,BOS,Grant Williams,PF
01/12/2023,BOS,Robert Williams III,C
01/12/2023,BRK,Ben Simmons,PG
01/12/2023,BRK,Kyrie Irving,PG
01/12/2023,BRK,Joe Harris,SG
01/12/2023,BRK,Royce O'Neale,PF
01/12/2023,BRK,Nicolas Claxton,C
01/12/2023,CHO,LaMelo Ball,PG
01/12/2023,CHO,Terry Rozier,PG
01/12/2023,CHO,Jalen McDaniels,PF
01/12/2023,CHO,P.J. Washington,PF
01/12/2023,CHO,Mason Plumlee,C
01/12/2023,TOR,Fred VanVleet,PG
01/12/2023,TOR,Gary Trent Jr.,SG
01/12/2023,TOR,Scottie Barnes,SF
01/12/2023,TOR,OG Anunoby,SF
01/12/2023,TOR,Pascal Siakam,PF
01/12/2023,DAL,Luka Doncic,PG
01/12/2023,DAL,Spencer Dinwiddie,PG
01/12/2023,DAL,Tim Hardaway Jr.,SF
01/12/2023,DAL,Reggie Bullock,SF
01/12/2023,DAL,Christian Wood,PF
01/12/2023,LAL,Dennis Schroder,PG
01/12/2023,LAL,Max Christie,SG
01/12/2023,LAL,LeBron James,SF
01/12/2023,LAL,Juan Toscano-Anderson,PF
01/12/2023,LAL,Thomas Bryant,C
01/12/2023,CLE,Darius Garland,PG
01/12/2023,CLE,Donovan Mitchell,SG
01/12/2023,CLE,Isaac Okoro,SF
01/12/2023,CLE,Evan Mobley,PF
01/12/2023,CLE,Jarrett Allen,C
01/12/2023,POR,Damian Lillard,PG
01/12/2023,POR,Anfernee Simons,SG
01/12/2023,POR,Josh Hart,SF
01/12/2023,POR,Jerami Grant,PF
01/12/2023,POR,Jusuf Nurkic,C
01/13/2023,NOP,Dyson Daniels,PG
01/13/2023,NOP,CJ McCollum,PG
01/13/2023,NOP,Trey Murphy III,SF
01/13/2023,NOP,Naji Marshall,SF
01/13/2023,NOP,Jonas Valanciunas,C
01/13/2023,DET,Killian Hayes,PG
01/13/2023,DET,Jaden Ivey,SG
01/13/2023,DET,Bojan Bogdanovic,SF
01/13/2023,DET,Saddiq Bey,PF
01/13/2023,DET,Nerlens Noel,C
01/13/2023,ATL,Trae Young,PG
01/13/2023,ATL,Dejounte Murray,SG
01/13/2023,ATL,De'Andre Hunter,SF
01/13/2023,ATL,John Collins,PF
01/13/2023,ATL,Onyeka Okongwu,C
01/13/2023,IND,Andrew Nembhard,PG
01/13/2023,IND,Bennedict Mathurin,SG
01/13/2023,IND,Chris Duarte,SF
01/13/2023,IND,Buddy Hield,SF
01/13/2023,IND,Isaiah Jackson,PF
01/13/2023,NYK,Jalen Brunson,PG
01/13/2023,NYK,Quentin Grimes,SG
01/13/2023,NYK,RJ Barrett,SG
01/13/2023,NYK,Julius Randle,PF
01/13/2023,NYK,Mitchell Robinson,C
01/13/2023,WAS,Jordan Goodwin,PG
01/13/2023,WAS,Corey Kispert,SF
01/13/2023,WAS,Kyle Kuzma,PF
01/13/2023,WAS,Kristaps Porzingis,C
01/13/2023,WAS,Daniel Gafford,C
01/13/2023,GSW,Stephen Curry,PG
01/13/2023,GSW,Klay Thompson,SG
01/13/2023,GSW,Andrew Wiggins,SF
01/13/2023,GSW,Draymond Green,PF
01/13/2023,GSW,Kevon Looney,C
01/13/2023,SAS,Tre Jones,PG
01/13/2023,SAS,Romeo Langford,SG
01/13/2023,SAS,Keldon Johnson,SF
01/13/2023,SAS,Jeremy Sochan,PF
01/13/2023,SAS,Jakob Poeltl,C
01/13/2023,OKC,Shai Gilgeous-Alexander,PG
01/13/2023,OKC,Josh Giddey,SG
01/13/2023,OKC,Luguentz Dort,SF
01/13/2023,OKC,Jalen Williams,SF
01/13/2023,OKC,Mike Muscala,C
01/13/2023,CHI,Ayo Dosunmu,PG
01/13/2023,CHI,Zach LaVine,SG
01/13/2023,CHI,Alex Caruso,SG
01/13/2023,CHI,Patrick Williams,PF
01/13/2023,CHI,Nikola Vucevic,C
01/13/2023,PHO,Duane Washington Jr.,PG
01/13/2023,PHO,Torrey Craig,SF
01/13/2023,PHO,Mikal Bridges,SF
01/13/2023,PHO,Dario Saric,PF
01/13/2023,PHO,Deandre Ayton,C
01/13/2023,MIN,D'Angelo Russell,PG
01/13/2023,MIN,Anthony Edwards,SG
01/13/2023,MIN,Kyle Anderson,SF
01/13/2023,MIN,Jaden McDaniels,PF
01/13/2023,MIN,Rudy Gobert,C
01/13/2023,ORL,Markelle Fultz,PG
01/13/2023,ORL,Gary Harris,SG
01/13/2023,ORL,Franz Wagner,SF
01/13/2023,ORL,Paolo Banchero,PF
01/13/2023,ORL,Wendell Carter Jr.,C
01/13/2023,UTA,Malik Beasley,SG
01/13/2023,UTA,Jordan Clarkson,SG
01/13/2023,UTA,Nickeil Alexander-Walker,SG
01/13/2023,UTA,Lauri Markkanen,PF
01/13/2023,UTA,Walker Kessler,C
01/13/2023,DEN,Jamal Murray,PG
01/13/2023,DEN,Kentavious Caldwell-Pope,SG
01/13/2023,DEN,Michael Porter Jr.,SF
01/13/2023,DEN,Aaron Gordon,PF
01/13/2023,DEN,DeAndre Jordan,C
01/13/2023,LAC,Terance Mann,PG
01/13/2023,LAC,Kawhi Leonard,SF
01/13/2023,LAC,Marcus Morris Sr.,PF
01/13/2023,LAC,Nicolas Batum,PF
01/13/2023,LAC,Ivica Zubac,C
01/13/2023,HOU,Jalen Green,SG
01/13/2023,HOU,Eric Gordon,SF
01/13/2023,HOU,Kenyon Martin Jr.,SF
01/13/2023,HOU,Jabari Smith Jr.,PF
01/13/2023,HOU,Alperen Sengun,C
01/13/2023,SAC,De'Aaron Fox,PG
01/13/2023,SAC,Terence Davis,SG
01/13/2023,SAC,Harrison Barnes,SF
01/13/2023,SAC,Keegan Murray,PF
01/13/2023,SAC,Domantas Sabonis,C
01/14/2023,MIL,Jrue Holiday,PG
01/14/2023,MIL,Pat Connaughton,SG
01/14/2023,MIL,Grayson Allen,SF
01/14/2023,MIL,Bobby Portis,PF
01/14/2023,MIL,Brook Lopez,C
01/14/2023,MIA,Gabe Vincent,PG
01/14/2023,MIA,Max Strus,SG
01/14/2023,MIA,Haywood Highsmith,SF
01/14/2023,MIA,Jimmy Butler III,SF
01/14/2023,MIA,Bam Adebayo,C
01/14/2023,BOS,Marcus Smart,PG
01/14/2023,BOS,Derrick White,SG
01/14/2023,BOS,Jayson Tatum,SF
01/14/2023,BOS,Robert Williams III,C
01/14/2023,BOS,Al Horford,C
01/14/2023,CHO,LaMelo Ball,PG
01/14/2023,CHO,Terry Rozier,PG
01/14/2023,CHO,Jalen McDaniels,PF
01/14/2023,CHO,P.J. Washington,PF
01/14/2023,CHO,Mason Plumlee,C
01/14/2023,MEM,Ja Morant,PG
01/14/2023,MEM,Desmond Bane,SG
01/14/2023,MEM,Ziaire Williams,SF
01/14/2023,MEM,Jaren Jackson Jr.,PF
01/14/2023,MEM,Steven Adams,C
01/14/2023,IND,Andrew Nembhard,PG
01/14/2023,IND,Bennedict Mathurin,SG
01/14/2023,IND,Buddy Hield,SF
01/14/2023,IND,Aaron Nesmith,PF
01/14/2023,IND,Isaiah Jackson,PF
01/14/2023,ATL,Trae Young,PG
01/14/2023,ATL,Dejounte Murray,SG
01/14/2023,ATL,De'Andre Hunter,SF
01/14/2023,ATL,John Collins,PF
01/14/2023,ATL,Onyeka Okongwu,C
01/14/2023,TOR,Fred VanVleet,PG
01/14/2023,TOR,Gary Trent Jr.,SG
01/14/2023,TOR,Scottie Barnes,SF
01/14/2023,TOR,OG Anunoby,SF
01/14/2023,TOR,Pascal Siakam,PF
01/14/2023,CLE,Darius Garland,PG
01/14/2023,CLE,Donovan Mitchell,SG
01/14/2023,CLE,Isaac Okoro,SF
01/14/2023,CLE,Evan Mobley,PF
01/14/2023,CLE,Jarrett Allen,C
01/14/2023,MIN,D'Angelo Russell,PG
01/14/2023,MIN,Anthony Edwards,SG
01/14/2023,MIN,Kyle Anderson,SF
01/14/2023,MIN,Jaden McDaniels,PF
01/14/2023,MIN,Rudy Gobert,C
01/14/2023,PHI,Tyrese Maxey,PG
01/14/2023,PHI,De'Anthony Melton,SG
01/14/2023,PHI,James Harden,SG
01/14/2023,PHI,P.J. Tucker,PF
01/14/2023,PHI,Joel Embiid,C
01/14/2023,UTA,Mike Conley,PG
01/14/2023,UTA,Malik Beasley,SG
01/14/2023,UTA,Jordan Clarkson,SG
01/14/2023,UTA,Jarred Vanderbilt,SF
01/14/2023,UTA,Walker Kessler,C
01/14/2023,DAL,Spencer Dinwiddie,PG
01/14/2023,DAL,Luka Doncic,PG
01/14/2023,DAL,Tim Hardaway Jr.,SF
01/14/2023,DAL,Reggie Bullock,SF
01/14/2023,DAL,Dwight Powell,C
01/14/2023,POR,Damian Lillard,PG
01/14/2023,POR,Anfernee Simons,SG
01/14/2023,POR,Josh Hart,SF
01/14/2023,POR,Jerami Grant,PF
01/14/2023,POR,Jusuf Nurkic,C
01/15/2023,NYK,Jalen Brunson,PG
01/15/2023,NYK,Quentin Grimes,SG
01/15/2023,NYK,RJ Barrett,SG
01/15/2023,NYK,Julius Randle,PF
01/15/2023,NYK,Mitchell Robinson,C
01/15/2023,DET,Killian Hayes,PG
01/15/2023,DET,Jaden Ivey,SG
01/15/2023,DET,Isaiah Livers,SF
01/15/2023,DET,Isaiah Stewart,PF
01/15/2023,DET,Saddiq Bey,PF
01/15/2023,HOU,Daishen Nix,PG
01/15/2023,HOU,Eric Gordon,SF
01/15/2023,HOU,Kenyon Martin Jr.,SF
01/15/2023,HOU,Jabari Smith Jr.,PF
01/15/2023,HOU,Alperen Sengun,C
01/15/2023,LAC,Terance Mann,PG
01/15/2023,LAC,Kawhi Leonard,SF
01/15/2023,LAC,Nicolas Batum,PF
01/15/2023,LAC,Amir Coffey,PF
01/15/2023,LAC,Ivica Zubac,C
01/15/2023,GSW,Stephen Curry,PG
01/15/2023,GSW,Klay Thompson,SG
01/15/2023,GSW,Andrew Wiggins,SF
01/15/2023,GSW,Draymond Green,PF
01/15/2023,GSW,Kevon Looney,C
01/15/2023,CHI,Ayo Dosunmu,PG
01/15/2023,CHI,Alex Caruso,SG
01/15/2023,CHI,Zach LaVine,SG
01/15/2023,CHI,Patrick Williams,PF
01/15/2023,CHI,Nikola Vucevic,C
01/15/2023,OKC,Shai Gilgeous-Alexander,PG
01/15/2023,OKC,Josh Giddey,SG
01/15/2023,OKC,Jalen Williams,SF
01/15/2023,OKC,Luguentz Dort,SF
01/15/2023,OKC,Jaylin Williams,PF
01/15/2023,BRK,Kyrie Irving,PG
01/15/2023,BRK,Edmond Sumner,PG
01/15/2023,BRK,Joe Harris,SG
01/15/2023,BRK,Royce O'Neale,PF
01/15/2023,BRK,Nicolas Claxton,C
01/15/2023,SAC,De'Aaron Fox,PG
01/15/2023,SAC,Kevin Huerter,SG
01/15/2023,SAC,Harrison Barnes,SF
01/15/2023,SAC,Keegan Murray,PF
01/15/2023,SAC,Domantas Sabonis,C
01/15/2023,SAS,Tre Jones,PG
01/15/2023,SAS,Romeo Langford,SG
01/15/2023,SAS,Keldon Johnson,SF
01/15/2023,SAS,Jeremy Sochan,PF
01/15/2023,SAS,Jakob Poeltl,C
01/15/2023,ORL,Markelle Fultz,PG
01/15/2023,ORL,Gary Harris,SG
01/15/2023,ORL,Franz Wagner,SF
01/15/2023,ORL,Paolo Banchero,PF
01/15/2023,ORL,Wendell Carter Jr.,C
01/15/2023,DEN,Jamal Murray,PG
01/15/2023,DEN,Kentavious Caldwell-Pope,SG
01/15/2023,DEN,Michael Porter Jr.,SF
01/15/2023,DEN,Aaron Gordon,PF
01/15/2023,DEN,Nikola Jokic,C
01/15/2023,DAL,Frank Ntilikina,PG
01/15/2023,DAL,Spencer Dinwiddie,PG
01/15/2023,DAL,Reggie Bullock,SF
01/15/2023,DAL,Christian Wood,PF
01/15/2023,DAL,Dwight Powell,C
01/15/2023,POR,Damian Lillard,PG
01/15/2023,POR,Anfernee Simons,SG
01/15/2023,POR,Josh Hart,SF
01/15/2023,POR,Jerami Grant,PF
01/15/2023,POR,Jusuf Nurkic,C
01/15/2023,PHI,James Harden,SG
01/15/2023,PHI,De'Anthony Melton,SG
01/15/2023,PHI,Tobias Harris,SF
01/15/2023,PHI,P.J. Tucker,PF
01/15/2023,PHI,Joel Embiid,C
01/15/2023,LAL,Dennis Schroder,PG
01/15/2023,LAL,Troy Brown Jr.,SF
01/15/2023,LAL,LeBron James,SF
01/15/2023,LAL,Juan Toscano-Anderson,PF
01/15/2023,LAL,Thomas Bryant,C
01/16/2023,BOS,Marcus Smart,PG
01/16/2023,BOS,Derrick White,SG
01/16/2023,BOS,Jayson Tatum,SF
01/16/2023,BOS,Al Horford,C
01/16/2023,BOS,Robert Williams III,C
01/16/2023,CHO,LaMelo Ball,PG
01/16/2023,CHO,Terry Rozier,PG
01/16/2023,CHO,P.J. Washington,PF
01/16/2023,CHO,Jalen McDaniels,PF
01/16/2023,CHO,Mason Plumlee,C
01/16/2023,IND,Andrew Nembhard,PG
01/16/2023,IND,Bennedict Mathurin,SG
01/16/2023,IND,Buddy Hield,SF
01/16/2023,IND,Aaron Nesmith,PF
01/16/2023,IND,Myles Turner,C
01/16/2023,MIL,Jrue Holiday,PG
01/16/2023,MIL,Pat Connaughton,SG
01/16/2023,MIL,Grayson Allen,SF
01/16/2023,MIL,Bobby Portis,PF
01/16/2023,MIL,Brook Lopez,C
01/16/2023,NOP,CJ McCollum,PG
01/16/2023,NOP,Dyson Daniels,PG
01/16/2023,NOP,Trey Murphy III,SF
01/16/2023,NOP,Naji Marshall,SF
01/16/2023,NOP,Jonas Valanciunas,C
01/16/2023,CLE,Darius Garland,PG
01/16/2023,CLE,Donovan Mitchell,SG
01/16/2023,CLE,Isaac Okoro,SF
01/16/2023,CLE,Evan Mobley,PF
01/16/2023,CLE,Jarrett Allen,C
01/16/2023,TOR,Fred VanVleet,PG
01/16/2023,TOR,Gary Trent Jr.,SG
01/16/2023,TOR,Scottie Barnes,SF
01/16/2023,TOR,OG Anunoby,SF
01/16/2023,TOR,Pascal Siakam,PF
01/16/2023,NYK,Jalen Brunson,PG
01/16/2023,NYK,Quentin Grimes,SG
01/16/2023,NYK,RJ Barrett,SG
01/16/2023,NYK,Julius Randle,PF
01/16/2023,NYK,Mitchell Robinson,C
01/16/2023,GSW,Jordan Poole,PG
01/16/2023,GSW,Stephen Curry,PG
01/16/2023,GSW,Andrew Wiggins,SF
01/16/2023,GSW,Draymond Green,PF
01/16/2023,GSW,Kevon Looney,C
01/16/2023,WAS,Monte Morris,PG
01/16/2023,WAS,Corey Kispert,SF
01/16/2023,WAS,Kyle Kuzma,PF
01/16/2023,WAS,Kristaps Porzingis,C
01/16/2023,WAS,Daniel Gafford,C
01/16/2023,MIA,Gabe Vincent,PG
01/16/2023,MIA,Tyler Herro,SG
01/16/2023,MIA,Jimmy Butler III,SF
01/16/2023,MIA,Caleb Martin,PF
01/16/2023,MIA,Bam Adebayo,C
01/16/2023,ATL,Trae Young,PG
01/16/2023,ATL,Dejounte Murray,SG
01/16/2023,ATL,De'Andre Hunter,SF
01/16/2023,ATL,John Collins,PF
01/16/2023,ATL,Onyeka Okongwu,C
01/16/2023,UTA,Mike Conley,PG
01/16/2023,UTA,Jordan Clarkson,SG
01/16/2023,UTA,Malik Beasley,SG
01/16/2023,UTA,Jarred Vanderbilt,SF
01/16/2023,UTA,Walker Kessler,C
01/16/2023,MIN,D'Angelo Russell,PG
01/16/2023,MIN,Anthony Edwards,SG
01/16/2023,MIN,Kyle Anderson,SF
01/16/2023,MIN,Jaden McDaniels,PF
01/16/2023,MIN,Rudy Gobert,C
01/16/2023,PHO,Landry Shamet,SG
01/16/2023,PHO,Mikal Bridges,SF
01/16/2023,PHO,Torrey Craig,SF
01/16/2023,PHO,Dario Saric,PF
01/16/2023,PHO,Deandre Ayton,C
01/16/2023,MEM,Ja Morant,PG
01/16/2023,MEM,Desmond Bane,SG
01/16/2023,MEM,Dillon Brooks,SF
01/16/2023,MEM,Jaren Jackson Jr.,PF
01/16/2023,MEM,Steven Adams,C
01/16/2023,HOU,Jalen Green,SG
01/16/2023,HOU,Eric Gordon,SF
01/16/2023,HOU,Kenyon Martin Jr.,SF
01/16/2023,HOU,Jabari Smith Jr.,PF
01/16/2023,HOU,Alperen Sengun,C
01/16/2023,LAL,Dennis Schroder,PG
01/16/2023,LAL,Patrick Beverley,PG
01/16/2023,LAL,LeBron James,SF
01/16/2023,LAL,Troy Brown Jr.,SF
01/16/2023,LAL,Thomas Bryant,C
01/17/2023,TOR,Fred VanVleet,PG
01/17/2023,TOR,Gary Trent Jr.,SG
01/17/2023,TOR,Scottie Barnes,SF
01/17/2023,TOR,OG Anunoby,SF
01/17/2023,TOR,Pascal Siakam,PF
01/17/2023,MIL,Jrue Holiday,PG
01/17/2023,MIL,Pat Connaughton,SG
01/17/2023,MIL,Grayson Allen,SF
01/17/2023,MIL,Bobby Portis,PF
01/17/2023,MIL,Brook Lopez,C
01/17/2023,BRK,Ben Simmons,PG
01/17/2023,BRK,Joe Harris,SG
01/17/2023,BRK,Seth Curry,SG
01/17/2023,BRK,Royce O'Neale,PF
01/17/2023,BRK,Nicolas Claxton,C
01/17/2023,SAS,Tre Jones,PG
01/17/2023,SAS,Romeo Langford,SG
01/17/2023,SAS,Keldon Johnson,SF
01/17/2023,SAS,Jeremy Sochan,PF
01/17/2023,SAS,Jakob Poeltl,C
01/17/2023,POR,Damian Lillard,PG
01/17/2023,POR,Anfernee Simons,SG
01/17/2023,POR,Josh Hart,SF
01/17/2023,POR,Jerami Grant,PF
01/17/2023,POR,Jusuf Nurkic,C
01/17/2023,DEN,Jamal Murray,PG
01/17/2023,DEN,Kentavious Caldwell-Pope,SG
01/17/2023,DEN,Michael Porter Jr.,SF
01/17/2023,DEN,Aaron Gordon,PF
01/17/2023,DEN,Nikola Jokic,C
01/17/2023,PHI,James Harden,SG
01/17/2023,PHI,De'Anthony Melton,SG
01/17/2023,PHI,Tobias Harris,SF
01/17/2023,PHI,P.J. Tucker,PF
01/17/2023,PHI,Joel Embiid,C
01/17/2023,LAC,Terance Mann,PG
01/17/2023,LAC,Paul George,SF
01/17/2023,LAC,Kawhi Leonard,SF
01/17/2023,LAC,Marcus Morris Sr.,PF
01/17/2023,LAC,Ivica Zubac,C
01/18/2023,WAS,Monte Morris,PG
01/18/2023,WAS,Bradley Beal,SG
01/18/2023,WAS,Kyle Kuzma,PF
01/18/2023,WAS,Kristaps Porzingis,C
01/18/2023,WAS,Daniel Gafford,C
01/18/2023,NYK,Jalen Brunson,PG
01/18/2023,NYK,Quentin Grimes,SG
01/18/2023,NYK,RJ Barrett,SG
01/18/2023,NYK,Julius Randle,PF
01/18/2023,NYK,Mitchell Robinson,C
01/18/2023,ATL,Trae Young,PG
01/18/2023,ATL,Dejounte Murray,SG
01/18/2023,ATL,De'Andre Hunter,SF
01/18/2023,ATL,John Collins,PF
01/18/2023,ATL,Onyeka Okongwu,C
01/18/2023,DAL,Luka Doncic,PG
01/18/2023,DAL,Spencer Dinwiddie,PG
01/18/2023,DAL,Dorian Finney-Smith,PF
01/18/2023,DAL,Christian Wood,PF
01/18/2023,DAL,Dwight Powell,C
01/18/2023,MIA,Kyle Lowry,PG
01/18/2023,MIA,Tyler Herro,SG
01/18/2023,MIA,Jimmy Butler III,SF
01/18/2023,MIA,Caleb Martin,PF
01/18/2023,MIA,Bam Adebayo,C
01/18/2023,NOP,CJ McCollum,PG
01/18/2023,NOP,Dyson Daniels,PG
01/18/2023,NOP,Naji Marshall,SF
01/18/2023,NOP,Trey Murphy III,SF
01/18/2023,NOP,Jonas Valanciunas,C
01/18/2023,CHO,LaMelo Ball,PG
01/18/2023,CHO,Terry Rozier,PG
01/18/2023,CHO,Jalen McDaniels,PF
01/18/2023,CHO,P.J. Washington,PF
01/18/2023,CHO,Mason Plumlee,C
01/18/2023,HOU,Jalen Green,SG
01/18/2023,HOU,Kenyon Martin Jr.,SF
01/18/2023,HOU,Eric Gordon,SF
01/18/2023,HOU,Jabari Smith Jr.,PF
01/18/2023,HOU,Alperen Sengun,C
01/18/2023,IND,Andrew Nembhard,PG
01/18/2023,IND,Bennedict Mathurin,SG
01/18/2023,IND,Buddy Hield,SF
01/18/2023,IND,Aaron Nesmith,PF
01/18/2023,IND,Myles Turner,C
01/18/2023,OKC,Shai Gilgeous-Alexander,PG
01/18/2023,OKC,Josh Giddey,SG
01/18/2023,OKC,Luguentz Dort,SF
01/18/2023,OKC,Jalen Williams,SF
01/18/2023,OKC,Kenrich Williams,PF
01/18/2023,CLE,Darius Garland,PG
01/18/2023,CLE,Isaac Okoro,SF
01/18/2023,CLE,Caris LeVert,SF
01/18/2023,CLE,Evan Mobley,PF
01/18/2023,CLE,Jarrett Allen,C
01/18/2023,MEM,Ja Morant,PG
01/18/2023,MEM,Desmond Bane,SG
01/18/2023,MEM,Dillon Brooks,SF
01/18/2023,MEM,Jaren Jackson Jr.,PF
01/18/2023,MEM,Steven Adams,C
01/18/2023,LAC,Terance Mann,PG
01/18/2023,LAC,Norman Powell,SG
01/18/2023,LAC,Nicolas Batum,PF
01/18/2023,LAC,Marcus Morris Sr.,PF
01/18/2023,LAC,Ivica Zubac,C
01/18/2023,UTA,Mike Conley,PG
01/18/2023,UTA,Jordan Clarkson,SG
01/18/2023,UTA,Malik Beasley,SG
01/18/2023,UTA,Lauri Markkanen,PF
01/18/2023,UTA,Walker Kessler,C
01/18/2023,MIN,D'Angelo Russell,PG
01/18/2023,MIN,Anthony Edwards,SG
01/18/2023,MIN,Kyle Anderson,SF
01/18/2023,MIN,Jaden McDaniels,PF
01/18/2023,MIN,Naz Reid,C
01/18/2023,DEN,Jamal Murray,PG
01/18/2023,DEN,Kentavious Caldwell-Pope,SG
01/18/2023,DEN,Michael Porter Jr.,SF
01/18/2023,DEN,Aaron Gordon,PF
01/18/2023,DEN,Nikola Jokic,C
01/18/2023,SAC,De'Aaron Fox,PG
01/18/2023,SAC,Kevin Huerter,SG
01/18/2023,SAC,Harrison Barnes,SF
01/18/2023,SAC,Richaun Holmes,PF
01/18/2023,SAC,Keegan Murray,PF
01/18/2023,LAL,Patrick Beverley,PG
01/18/2023,LAL,Dennis Schroder,PG
01/18/2023,LAL,Troy Brown Jr.,SF
01/18/2023,LAL,LeBron James,SF
01/18/2023,LAL,Thomas Bryant,C
01/19/2023,CHI,Ayo Dosunmu,PG
01/19/2023,CHI,Zach LaVine,SG
01/19/2023,CHI,DeMar DeRozan,SF
01/19/2023,CHI,Patrick Williams,PF
01/19/2023,CHI,Nikola Vucevic,C
01/19/2023,DET,Killian Hayes,PG
01/19/2023,DET,Jaden Ivey,SG
01/19/2023,DET,Bojan Bogdanovic,SF
01/19/2023,DET,Isaiah Stewart,PF
01/19/2023,DET,Saddiq Bey,PF
01/19/2023,GSW,Stephen Curry,PG
01/19/2023,GSW,Jordan Poole,PG
01/19/2023,GSW,Klay Thompson,SG
01/19/2023,GSW,Andrew Wiggins,SF
01/19/2023,GSW,Draymond Green,PF
01/19/2023,BOS,Marcus Smart,PG
01/19/2023,BOS,Jaylen Brown,SG
01/19/2023,BOS,Jayson Tatum,SF
01/19/2023,BOS,Al Horford,C
01/19/2023,BOS,Robert Williams III,C
01/19/2023,TOR,Fred VanVleet,PG
01/19/2023,TOR,Gary Trent Jr.,SG
01/19/2023,TOR,OG Anunoby,SF
01/19/2023,TOR,Scottie Barnes,SF
01/19/2023,TOR,Pascal Siakam,PF
01/19/2023,MIN,D'Angelo Russell,PG
01/19/2023,MIN,Anthony Edwards,SG
01/19/2023,MIN,Kyle Anderson,SF
01/19/2023,MIN,Jaden McDaniels,PF
01/19/2023,MIN,Naz Reid,C
01/19/2023,BRK,Kyrie Irving,PG
01/19/2023,BRK,Ben Simmons,PG
01/19/2023,BRK,Joe Harris,SG
01/19/2023,BRK,Royce O'Neale,PF
01/19/2023,BRK,Nicolas Claxton,C
01/19/2023,PHO,Damion Lee,SG
01/19/2023,PHO,Torrey Craig,SF
01/19/2023,PHO,Mikal Bridges,SF
01/19/2023,PHO,Dario Saric,PF
01/19/2023,PHO,Deandre Ayton,C
01/19/2023,PHI,James Harden,SG
01/19/2023,PHI,De'Anthony Melton,SG
01/19/2023,PHI,Tobias Harris,SF
01/19/2023,PHI,P.J. Tucker,PF
01/19/2023,PHI,Joel Embiid,C
01/19/2023,POR,Damian Lillard,PG
01/19/2023,POR,Anfernee Simons,SG
01/19/2023,POR,Josh Hart,SF
01/19/2023,POR,Jerami Grant,PF
01/19/2023,POR,Jusuf Nurkic,C
01/20/2023,NOP,CJ McCollum,PG
01/20/2023,NOP,Dyson Daniels,PG
01/20/2023,NOP,Herbert Jones,SF
01/20/2023,NOP,Trey Murphy III,SF
01/20/2023,NOP,Jonas Valanciunas,C
01/20/2023,ORL,Markelle Fultz,PG
01/20/2023,ORL,Gary Harris,SG
01/20/2023,ORL,Franz Wagner,SF
01/20/2023,ORL,Paolo Banchero,PF
01/20/2023,ORL,Wendell Carter Jr.,C
01/20/2023,MIA,Kyle Lowry,PG
01/20/2023,MIA,Tyler Herro,SG
01/20/2023,MIA,Jimmy Butler III,SF
01/20/2023,MIA,Caleb Martin,PF
01/20/2023,MIA,Bam Adebayo,C
01/20/2023,DAL,Spencer Dinwiddie,PG
01/20/2023,DAL,Luka Doncic,PG
01/20/2023,DAL,Tim Hardaway Jr.,SF
01/20/2023,DAL,Dorian Finney-Smith,PF
01/20/2023,DAL,Dwight Powell,C
01/20/2023,NYK,Jalen Brunson,PG
01/20/2023,NYK,RJ Barrett,SG
01/20/2023,NYK,Quentin Grimes,SG
01/20/2023,NYK,Julius Randle,PF
01/20/2023,NYK,Jericho Sims,C
01/20/2023,ATL,Trae Young,PG
01/20/2023,ATL,Dejounte Murray,SG
01/20/2023,ATL,De'Andre Hunter,SF
01/20/2023,ATL,John Collins,PF
01/20/2023,ATL,Clint Capela,C
01/20/2023,GSW,Jordan Poole,PG
01/20/2023,GSW,Ty Jerome,PG
01/20/2023,GSW,Donte DiVincenzo,SG
01/20/2023,GSW,Jonathan Kuminga,PF
01/20/2023,GSW,Kevon Looney,C
01/20/2023,CLE,Darius Garland,PG
01/20/2023,CLE,Isaac Okoro,SF
01/20/2023,CLE,Caris LeVert,SF
01/20/2023,CLE,Evan Mobley,PF
01/20/2023,CLE,Jarrett Allen,C
01/20/2023,LAC,Terance Mann,PG
01/20/2023,LAC,Kawhi Leonard,SF
01/20/2023,LAC,Paul George,SF
01/20/2023,LAC,Marcus Morris Sr.,PF
01/20/2023,LAC,Ivica Zubac,C
01/20/2023,SAS,Tre Jones,PG
01/20/2023,SAS,Romeo Langford,SG
01/20/2023,SAS,Keldon Johnson,SF
01/20/2023,SAS,Jeremy Sochan,PF
01/20/2023,SAS,Jakob Poeltl,C
01/20/2023,IND,Andrew Nembhard,PG
01/20/2023,IND,Buddy Hield,SF
01/20/2023,IND,Oshae Brissett,PF
01/20/2023,IND,Aaron Nesmith,PF
01/20/2023,IND,Myles Turner,C
01/20/2023,DEN,Jamal Murray,PG
01/20/2023,DEN,Kentavious Caldwell-Pope,SG
01/20/2023,DEN,Michael Porter Jr.,SF
01/20/2023,DEN,Aaron Gordon,PF
01/20/2023,DEN,Zeke Nnaji,C
01/20/2023,BRK,Ben Simmons,PG
01/20/2023,BRK,Kyrie Irving,PG
01/20/2023,BRK,Joe Harris,SG
01/20/2023,BRK,Royce O'Neale,PF
01/20/2023,BRK,Nicolas Claxton,C
01/20/2023,UTA,Mike Conley,PG
01/20/2023,UTA,Jordan Clarkson,SG
01/20/2023,UTA,Malik Beasley,SG
01/20/2023,UTA,Lauri Markkanen,PF
