Date,Team,B2B,Player,Opp,Off_PTS,Off_L5_PTS,AVG_PTS_H2H,Def_PTS,Def_L5_PTS
10/27/2022,GSW,1,Jonathan Kuminga,MIA,2.4,2.4,,12.857142857142858,15.2
10/27/2022,LAC,0,Nicolas Batum,OKC,5.2,5.2,,10.0,10.2
10/27/2022,LAC,0,Robert Covington,OKC,5.2,5.2,,10.0,10.2
10/27/2022,MIA,1,Haywood Highsmith,GSW,0.3333333333333333,0.4,,15.166666666666666,12.0
10/27/2022,MEM,0,David Roddy,SAC,4.4,4.4,,10.0,8.4
10/27/2022,MIA,1,Jamal Cain,GSW,0.0,0.0,,15.166666666666666,12.0
10/27/2022,OKC,0,Ousmane Dieng,LAC,1.8,1.8,,9.88888888888889,9.4
10/27/2022,MEM,0,Kenneth Lofton Jr.,SAC,0.8,0.8,,10.0,8.4
10/27/2022,MIA,1,Bam Adebayo,GSW,16.5,17.4,,21.83333333333333,20.8
10/27/2022,SAC,0,Domantas Sabonis,MEM,13.5,13.5,,18.2,18.2
10/27/2022,LAC,0,Ivica Zubac,OKC,9.6,9.6,,15.8,15.8
10/27/2022,SAC,0,Richaun Holmes,MEM,4.75,4.75,,18.2,18.2
10/27/2022,MIA,1,Udonis Haslem,GSW,0.0,0.0,,21.83333333333333,20.8
10/27/2022,OKC,0,Mike Muscala,LAC,8.8,8.8,,13.0,13.0
10/27/2022,LAC,0,Moussa Diabate,OKC,1.5,1.5,,15.8,15.8
10/27/2022,SAC,0,Alex Len,MEM,0.0,0.0,,18.2,18.2
10/27/2022,LAC,0,Moses Brown,OKC,1.0,1.0,,15.8,15.8
10/27/2022,BRK,0,Nic Claxton,DAL,11.6,11.6,,10.2,10.2
10/27/2022,GSW,1,James Wiseman,MIA,11.0,11.0,,11.0,10.2
10/27/2022,OKC,0,Darius Bazley,LAC,5.8,5.8,,13.0,13.0
10/27/2022,DAL,0,Christian Wood,BRK,21.0,21.0,,8.5,7.2
10/27/2022,GSW,1,Kevon Looney,MIA,6.0,6.0,,11.0,10.2
10/27/2022,MEM,0,Steven Adams,SAC,6.4,6.4,,10.0,10.0
10/27/2022,OKC,0,Jaylin Williams,LAC,1.0,1.0,,13.0,13.0
10/27/2022,BRK,0,Day'Ron Sharpe,DAL,3.2,3.2,,10.2,10.2
10/27/2022,DAL,0,JaVale McGee,BRK,6.25,6.25,,8.5,7.2
10/27/2022,MEM,0,Xavier Tillman Sr.,SAC,2.2,2.2,,10.0,10.0
10/27/2022,DAL,0,Dwight Powell,BRK,0.25,0.25,,8.5,7.2
10/28/2022,ATL,0,Trae Young,DET,29.4,29.4,,22.5,23.6
10/28/2022,NOP,0,CJ McCollum,PHO,20.2,20.2,,19.22222222222222,16.0
10/28/2022,DET,0,Cade Cunningham,ATL,22.5,23.4,,18.428571428571427,16.6
10/28/2022,NYK,0,Jalen Brunson,MIL,18.6,18.6,,18.6,18.6
10/28/2022,MIN,0,D'Angelo Russell,LAL,16.166666666666668,15.4,,19.0,17.6
10/28/2022,IND,0,Tyrese Haliburton,WAS,23.0,22.4,,16.0,16.0
10/28/2022,DEN,0,Jamal Murray,UTA,12.4,12.4,,18.444444444444443,19.2
10/28/2022,MIL,0,Jrue Holiday,NYK,14.0,14.0,,16.75,14.0
10/28/2022,UTA,0,Collin Sexton,DEN,11.0,9.2,,20.0,18.6
10/28/2022,UTA,0,Mike Conley,DEN,11.0,10.6,,20.0,18.6
10/28/2022,DEN,0,Bones Hyland,UTA,12.0,12.4,,18.444444444444443,19.2
10/28/2022,PHI,0,James Harden,TOR,22.666666666666668,20.2,,12.625,9.6
10/28/2022,HOU,0,Kevin Porter Jr.,POR,20.5,20.4,,13.22222222222222,12.8
10/28/2022,NOP,0,Jose Alvarado,PHO,9.4,9.4,,19.22222222222222,16.0
10/28/2022,ATL,0,Aaron Holiday,DET,7.0,7.0,,22.5,23.6
10/28/2022,LAL,0,Russell Westbrook,MIN,12.25,12.25,,14.5,12.2
10/28/2022,NYK,0,Derrick Rose,MIL,8.8,8.8,,18.6,18.6
10/28/2022,CHO,0,Dennis Smith Jr.,ORL,11.6,11.6,,13.571428571428571,10.4
10/28/2022,NOP,0,Devonte' Graham,PHO,6.4,6.4,,19.22222222222222,16.0
10/28/2022,TOR,0,Fred VanVleet,PHI,13.333333333333334,13.0,,10.77777777777778,11.4
10/28/2022,SAS,0,Tre Jones,CHI,13.5,13.4,,9.714285714285714,12.0
10/28/2022,MIL,0,George Hill,NYK,8.25,8.25,,16.75,14.0
10/28/2022,WAS,0,Monte Morris,IND,8.6,8.6,,13.857142857142858,16.4
10/28/2022,BOS,0,Malcolm Brogdon,CLE,11.4,11.4,,10.666666666666666,9.8
10/28/2022,DET,0,Cory Joseph,ATL,4.333333333333333,3.6,,18.428571428571427,16.6
10/28/2022,CHI,0,Goran Dragic,SAS,8.666666666666666,8.0,,13.25,11.0
10/28/2022,PHO,0,Chris Paul,NOP,9.2,9.2,,13.0,13.8
10/28/2022,MIL,0,Jevon Carter,NYK,5.25,5.25,,16.75,14.0
10/28/2022,BOS,0,Marcus Smart,CLE,10.0,10.0,,10.666666666666666,9.8
10/28/2022,CLE,0,Raul Neto,BOS,3.4,3.4,,18.0,18.0
10/28/2022,PHO,0,Cameron Payne,NOP,8.4,8.4,,13.0,13.8
10/28/2022,ATL,0,Vit Krejci,DET,0.0,0.0,,22.5,23.6
10/28/2022,CHO,0,Theo Maledon,ORL,5.8,5.8,,13.571428571428571,10.4
10/28/2022,DET,0,Killian Hayes,ATL,2.6666666666666665,2.6,,18.428571428571427,16.6
10/28/2022,IND,0,T.J. McConnell,WAS,3.0,2.0,,16.0,16.0
10/28/2022,CHI,0,Alex Caruso,SAS,4.833333333333333,4.6,,13.25,11.0
10/28/2022,DEN,0,Ish Smith,UTA,0.3333333333333333,0.4,,18.444444444444443,19.2
10/28/2022,NYK,0,Miles McBride,MIL,0.0,0.0,,18.6,18.6
10/28/2022,NYK,0,Ryan Arcidiacono,MIL,0.0,0.0,,18.6,18.6
10/28/2022,HOU,0,Daishen Nix,POR,3.6,3.6,,13.22222222222222,12.8
10/28/2022,WAS,0,Jordan Goodwin,IND,0.4,0.4,,13.857142857142858,16.4
10/28/2022,TOR,0,Dalano Banton,PHI,2.5,2.6,,10.77777777777778,11.4
10/28/2022,HOU,0,Trevor Hudgins,POR,0.5,0.6,,13.22222222222222,12.8
10/28/2022,TOR,0,Malachi Flynn,PHI,1.5,1.8,,10.77777777777778,11.4
10/28/2022,BOS,0,Payton Pritchard,CLE,1.2,1.2,,10.666666666666666,9.8
10/28/2022,TOR,0,Jeff Dowtin Jr.,PHI,0.0,0.0,,10.77777777777778,11.4
10/28/2022,CLE,0,Donovan Mitchell,BOS,31.0,31.0,,22.88888888888889,25.2
10/28/2022,PHI,0,Tyrese Maxey,TOR,24.0,24.6,,22.125,24.4
10/28/2022,WAS,0,Bradley Beal,IND,22.6,22.6,,17.727272727272727,17.6
10/28/2022,ATL,0,Dejounte Murray,DET,19.8,19.8,,17.6,19.2
10/28/2022,CLE,0,Caris LeVert,BOS,17.4,17.4,,22.88888888888889,25.2
10/28/2022,PHO,0,Devin Booker,NOP,29.2,29.2,,15.166666666666666,17.0
10/28/2022,POR,0,Anfernee Simons,HOU,20.5,20.2,,16.6,18.4
10/28/2022,CHI,0,Ayo Dosunmu,SAS,12.5,11.6,,19.9,20.2
10/28/2022,IND,0,Bennedict Mathurin,WAS,19.166666666666668,19.2,,15.0,15.8
10/28/2022,HOU,0,Jalen Green,POR,20.666666666666668,21.6,,14.181818181818182,11.2
10/28/2022,NYK,0,RJ Barrett,MIL,18.2,18.2,,15.166666666666666,16.4
10/28/2022,MIN,0,Anthony Edwards,LAL,23.83333333333333,26.4,,12.125,13.8
10/28/2022,SAS,0,Josh Richardson,CHI,11.666666666666666,14.0,,17.142857142857142,15.6
10/28/2022,WAS,0,Will Barton,IND,10.8,10.8,,17.727272727272727,17.6
10/28/2022,PHI,0,De'Anthony Melton,TOR,8.333333333333334,9.0,,22.125,24.4
10/28/2022,TOR,0,Gary Trent Jr.,PHI,19.166666666666668,19.2,,12.77777777777778,13.6
10/28/2022,CHI,0,Coby White,SAS,8.333333333333334,8.0,,19.9,20.2
10/28/2022,HOU,0,Eric Gordon,POR,15.0,15.0,,14.181818181818182,11.2
10/28/2022,POR,0,Shaedon Sharpe,HOU,9.333333333333334,8.8,,16.6,18.4
10/28/2022,NYK,0,Evan Fournier,MIL,11.0,11.0,,15.166666666666666,16.4
10/28/2022,LAL,0,Lonnie Walker IV,MIN,13.4,13.4,,13.0,11.6
10/28/2022,MIL,0,Grayson Allen,NYK,11.25,11.25,,14.5,14.5
10/28/2022,MIN,0,Jaylen Nowell,LAL,14.5,14.8,,12.125,13.8
10/28/2022,DET,0,Jaden Ivey,ATL,12.666666666666666,11.4,,12.5,12.5
10/28/2022,UTA,0,Jordan Clarkson,DEN,16.666666666666668,18.0,,10.727272727272728,8.2
10/28/2022,ORL,0,Terrence Ross,CHO,12.166666666666666,12.0,,12.625,12.2
10/28/2022,NYK,0,Immanuel Quickley,MIL,9.0,9.0,,15.166666666666666,16.4
10/28/2022,SAS,0,Blake Wesley,CHI,3.333333333333333,3.333333333333333,,17.142857142857142,15.6
10/28/2022,DEN,0,Christian Braun,UTA,5.333333333333333,6.4,,16.375,16.2
10/28/2022,CHO,0,James Bouknight,ORL,6.8,6.8,,14.555555555555555,13.0
10/28/2022,PHO,0,Damion Lee,NOP,5.8,5.8,,15.166666666666666,17.0
10/28/2022,POR,0,Keon Johnson,HOU,2.1666666666666665,2.6,,16.6,18.4
10/28/2022,IND,0,Andrew Nembhard,WAS,5.5,6.6,,15.0,15.8
10/28/2022,UTA,0,Malik Beasley,DEN,10.833333333333334,10.0,,10.727272727272728,8.2
10/28/2022,BOS,0,Derrick White,CLE,10.6,10.6,,11.555555555555555,10.4
10/28/2022,SAS,0,Romeo Langford,CHI,1.3333333333333333,0.8,,17.142857142857142,15.6
10/28/2022,PHO,0,Landry Shamet,NOP,5.0,5.0,,15.166666666666666,17.0
10/28/2022,PHI,0,Jaden Springer,TOR,0.8333333333333334,1.0,,22.125,24.4
10/28/2022,LAL,0,Austin Reaves,MIN,6.8,6.8,,13.0,11.6
10/28/2022,LAL,0,Kendrick Nunn,MIN,6.2,6.2,,13.0,11.6
10/28/2022,UTA,0,Talen Horton-Tucker,DEN,7.833333333333333,8.8,,10.727272727272728,8.2
10/28/2022,LAL,0,Patrick Beverley,MIN,5.4,5.4,,13.0,11.6
10/28/2022,DEN,0,Peyton Watson,UTA,1.0,1.2,,16.375,16.2
10/28/2022,ATL,0,Tyrese Martin,DET,0.8,0.8,,17.6,19.2
10/28/2022,HOU,0,Garrison Mathews,POR,3.5,4.2,,14.181818181818182,11.2
10/28/2022,PHI,0,Shake Milton,TOR,0.3333333333333333,0.4,,22.125,24.4
10/28/2022,WAS,0,Johnny Davis,IND,0.4,0.4,,17.727272727272727,17.6
10/28/2022,HOU,0,Josh Christopher,POR,2.1666666666666665,1.4,,14.181818181818182,11.2
10/28/2022,PHI,0,Furkan Korkmaz,TOR,0.0,0.0,,22.125,24.4
10/28/2022,PHO,0,Josh Okogie,NOP,1.2,1.2,,15.166666666666666,17.0
10/28/2022,CHI,0,Dalen Terry,SAS,0.0,0.0,,19.9,20.2
10/28/2022,ORL,0,R.J. Hampton,CHO,2.833333333333333,2.4,,12.625,12.2
10/28/2022,ATL,0,Trent Forrest,DET,0.0,0.0,,17.6,19.2
10/28/2022,SAS,0,Malaki Branham,CHI,0.0,0.0,,17.142857142857142,15.6
10/28/2022,NOP,0,Garrett Temple,PHO,1.2,1.2,,13.0,13.0
10/28/2022,MIN,0,Bryn Forbes,LAL,1.5,1.8,,12.125,13.8
10/28/2022,CHO,0,Bryce McGowens,ORL,0.8,0.8,,14.555555555555555,13.0
10/28/2022,PHO,0,Duane Washington Jr.,NOP,0.4,0.4,,15.166666666666666,17.0
10/28/2022,LAL,0,Max Christie,MIN,1.0,1.0,,13.0,11.6
10/28/2022,UTA,0,Ochai Agbaji,DEN,1.5,1.8,,10.727272727272728,8.2
10/28/2022,UTA,0,Nickeil Alexander-Walker,DEN,1.5,1.4,,10.727272727272728,8.2
10/28/2022,ORL,0,Kevon Harris,CHO,0.8333333333333334,1.0,,12.625,12.2
10/28/2022,DET,0,Rodney McGruder,ATL,0.5,0.6,,12.5,12.5
10/28/2022,NOP,0,Dereon Seabron,PHO,0.0,0.0,,13.0,13.0
10/28/2022,MIN,0,Austin Rivers,LAL,0.0,0.0,,12.125,13.8
10/28/2022,BOS,0,Jayson Tatum,CLE,32.4,32.4,,22.0,23.4
10/28/2022,BOS,0,Jaylen Brown,CLE,25.6,25.6,,22.0,23.4
10/28/2022,SAS,0,Keldon Johnson,CHI,23.666666666666668,24.4,,16.181818181818183,20.0
10/28/2022,CHI,0,DeMar DeRozan,SAS,26.166666666666668,24.0,,13.8,15.6
10/28/2022,CHO,0,Gordon Hayward,ORL,19.4,19.4,,14.555555555555555,12.4
10/28/2022,TOR,0,Scottie Barnes,PHI,14.4,14.4,,19.4,16.2
10/28/2022,PHO,0,Mikal Bridges,NOP,15.4,15.4,,15.833333333333334,17.0
10/28/2022,TOR,0,OG Anunoby,PHI,13.5,12.6,,19.4,16.2
10/28/2022,CHO,0,Kelly Oubre Jr.,ORL,16.2,16.2,,14.555555555555555,12.4
10/28/2022,IND,0,Buddy Hield,WAS,17.166666666666668,17.4,,13.333333333333334,12.8
10/28/2022,ORL,0,Franz Wagner,CHO,15.833333333333334,15.0,,12.125,8.2
10/28/2022,SAS,0,Doug McDermott,CHI,9.833333333333334,9.4,,16.181818181818183,20.0
10/28/2022,MIN,0,Jaden McDaniels,LAL,11.666666666666666,10.2,,14.285714285714286,12.4
10/28/2022,DEN,0,Michael Porter Jr.,UTA,18.8,18.8,,11.0,10.0
10/28/2022,NOP,0,Trey Murphy III,PHO,15.0,15.0,,12.0,13.6
10/28/2022,CHO,0,Jalen McDaniels,ORL,10.2,10.2,,14.555555555555555,12.4
10/28/2022,LAL,0,Troy Brown Jr.,MIN,7.333333333333333,7.333333333333333,,17.666666666666668,19.2
10/28/2022,BOS,0,Sam Hauser,CLE,4.8,4.8,,22.0,23.4
10/28/2022,POR,0,Josh Hart,HOU,10.5,8.8,,12.75,12.75
10/28/2022,DET,0,Saddiq Bey,ATL,14.0,15.2,,11.857142857142858,13.8
10/28/2022,IND,0,Aaron Nesmith,WAS,8.666666666666666,9.8,,13.333333333333334,12.8
10/28/2022,CLE,0,Cedi Osman,BOS,13.2,13.2,,11.833333333333334,10.6
10/28/2022,WAS,0,Deni Avdija,IND,5.6,5.6,,15.166666666666666,13.6
10/28/2022,MIL,0,Jordan Nwora,NYK,4.5,4.5,,16.285714285714285,15.2
10/28/2022,MIL,0,Wesley Matthews,NYK,4.25,4.25,,16.285714285714285,15.2
10/28/2022,ATL,0,De'Andre Hunter,DET,14.6,14.6,,8.1,7.8
10/28/2022,IND,0,Chris Duarte,WAS,6.833333333333333,7.2,,13.333333333333334,12.8
10/28/2022,CHI,0,Javonte Green,SAS,5.333333333333333,5.2,,13.8,15.6
10/28/2022,NOP,0,Naji Marshall,PHO,9.4,9.4,,12.0,13.6
10/28/2022,DEN,0,Bruce Brown,UTA,10.666666666666666,11.2,,11.0,10.0
10/28/2022,PHI,0,Tobias Harris,TOR,12.666666666666666,11.6,,10.0,7.2
10/28/2022,POR,0,Nassir Little,HOU,5.333333333333333,6.4,,12.75,12.75
10/28/2022,LAL,0,Matt Ryan,MIN,2.8,2.8,,17.666666666666668,19.2
10/28/2022,BOS,0,Justin Jackson,CLE,1.2,1.2,,22.0,23.4
10/28/2022,HOU,0,KJ Martin,POR,8.833333333333334,9.4,,10.25,12.2
10/28/2022,HOU,0,Jae'Sean Tate,POR,8.0,8.0,,10.25,12.2
10/28/2022,NYK,0,Cam Reddish,MIL,8.4,8.4,,8.4,8.4
10/28/2022,TOR,0,Justin Champagnie,PHI,0.3333333333333333,0.4,,19.4,16.2
10/28/2022,MIL,0,MarJon Beauchamp,NYK,0.5,0.5,,16.285714285714285,15.2
10/28/2022,ORL,0,Chuma Okeke,CHO,3.8333333333333335,4.2,,12.125,8.2
10/28/2022,DET,0,Hamidou Diallo,ATL,4.166666666666667,4.6,,11.857142857142858,13.8
10/28/2022,SAS,0,Jordan Hall,CHI,0.0,0.0,,16.181818181818183,20.0
10/28/2022,ATL,0,Jalen Johnson,DET,4.8,4.8,,8.1,7.8
10/28/2022,ORL,0,Caleb Houstan,CHO,2.0,2.4,,12.125,8.2
10/28/2022,WAS,0,Jordan Schakel,IND,0.0,0.0,,15.166666666666666,13.6
10/28/2022,ATL,0,Justin Holiday,DET,4.2,4.2,,8.1,7.8
10/28/2022,CHI,0,Malcolm Hill,SAS,0.0,0.0,,13.8,15.6
10/28/2022,CLE,0,Isaac Okoro,BOS,1.6,1.6,,11.833333333333334,10.6
10/28/2022,ATL,0,AJ Griffin,DET,3.6,3.6,,8.1,7.8
10/28/2022,DET,0,Kevin Knox,ATL,1.1666666666666667,0.8,,11.857142857142858,13.8
10/28/2022,PHI,0,Danuel House Jr.,TOR,2.6666666666666665,3.0,,10.0,7.2
10/28/2022,UTA,0,Leandro Bolmaro,DEN,0.3333333333333333,0.4,,12.5,10.4
10/28/2022,PHI,0,Matisse Thybulle,TOR,1.0,1.2,,10.0,7.2
10/28/2022,CLE,0,Lamar Stevens,BOS,0.0,0.0,,11.833333333333334,10.6
10/28/2022,NYK,0,Svi Mykhailiuk,MIL,0.6,0.6,,8.4,8.4
10/28/2022,DEN,0,Jack White,UTA,0.0,0.0,,11.0,10.0
10/28/2022,ATL,0,Jarrett Culver,DET,0.0,0.0,,8.1,7.8
10/28/2022,MIL,0,Giannis Antetokounmpo,NYK,34.5,34.5,,17.875,19.8
10/28/2022,DET,0,Bojan Bogdanovic,ATL,23.0,22.8,,19.33333333333333,19.8
10/28/2022,TOR,0,Pascal Siakam,PHI,25.33333333333333,25.8,,16.833333333333332,17.2
10/28/2022,MIL,0,Bobby Portis,NYK,14.0,14.0,,17.875,19.8
10/28/2022,POR,0,Jerami Grant,HOU,15.666666666666666,14.2,,16.0,13.2
10/28/2022,NYK,0,Julius Randle,MIL,19.0,19.0,,15.2,15.2
10/28/2022,UTA,0,Lauri Markkanen,DEN,21.166666666666668,22.0,,13.727272727272728,16.6
10/28/2022,LAL,0,LeBron James,MIN,25.8,25.8,,12.333333333333334,13.8
10/28/2022,PHO,0,Cameron Johnson,NOP,11.2,11.2,,16.428571428571427,14.6
10/28/2022,TOR,0,Chris Boucher,PHI,10.333333333333334,10.333333333333334,,16.833333333333332,17.2
10/28/2022,ATL,0,John Collins,DET,16.0,16.0,,14.5,11.6
10/28/2022,HOU,0,Jabari Smith Jr.,POR,13.833333333333334,13.2,,15.285714285714286,18.6
10/28/2022,CHO,0,P.J. Washington,ORL,12.2,12.2,,15.75,13.2
10/28/2022,ORL,0,Paolo Banchero,CHO,23.5,22.8,,12.285714285714286,13.2
10/28/2022,CLE,0,Evan Mobley,BOS,15.8,15.8,,13.166666666666666,14.6
10/28/2022,WAS,0,Kyle Kuzma,IND,20.4,20.4,,11.625,12.0
10/28/2022,MIN,0,Karl-Anthony Towns,LAL,20.5,22.2,,11.0,13.2
10/28/2022,DEN,0,Aaron Gordon,UTA,13.0,11.2,,13.181818181818182,9.4
10/28/2022,NYK,0,Obi Toppin,MIL,9.6,9.6,,15.2,15.2
10/28/2022,DET,0,Isaiah Livers,ATL,6.25,6.25,,19.33333333333333,19.8
10/28/2022,PHO,0,Torrey Craig,NOP,6.8,6.8,,16.428571428571427,14.6
10/28/2022,UTA,0,Jarred Vanderbilt,DEN,8.666666666666666,9.0,,13.727272727272728,16.6
10/28/2022,SAS,0,Jeremy Sochan,CHI,8.0,8.8,,15.142857142857142,11.2
10/28/2022,DEN,0,Jeff Green,UTA,9.5,10.2,,13.181818181818182,9.4
10/28/2022,HOU,0,Tari Eason,POR,7.166666666666667,7.0,,15.285714285714286,18.6
10/28/2022,POR,0,Justise Winslow,HOU,6.333333333333333,5.4,,16.0,13.2
10/28/2022,WAS,0,Rui Hachimura,IND,11.0,11.0,,11.625,12.0
10/28/2022,CLE,0,Kevin Love,BOS,8.2,8.2,,13.166666666666666,14.6
10/28/2022,CLE,0,Dean Wade,BOS,8.2,8.2,,13.166666666666666,14.6
10/28/2022,ORL,0,Bol Bol,CHO,10.0,10.0,,12.285714285714286,13.2
10/28/2022,CHI,0,Patrick Williams,SAS,6.833333333333333,7.4,,13.285714285714286,13.4
10/28/2022,MIN,0,Taurean Prince,LAL,8.0,7.4,,11.0,13.2
10/28/2022,TOR,0,Thaddeus Young,PHI,1.1666666666666667,0.8,,16.833333333333332,17.2
10/28/2022,SAS,0,Keita Bates-Diop,CHI,4.666666666666667,5.2,,15.142857142857142,11.2
10/28/2022,POR,0,Greg Brown III,HOU,1.3333333333333333,1.6,,16.0,13.2
10/28/2022,CHO,0,JT Thor,ORL,1.4,1.4,,15.75,13.2
10/28/2022,SAS,0,Isaiah Roby,CHI,2.5,2.0,,15.142857142857142,11.2
10/28/2022,CHI,0,Derrick Jones Jr.,SAS,4.0,4.8,,13.285714285714286,13.4
10/28/2022,MIL,0,Thanasis Antetokounmpo,NYK,0.0,0.0,,17.875,19.8
10/28/2022,PHI,0,Georges Niang,TOR,5.333333333333333,5.8,,12.8,13.6
10/28/2022,PHI,0,P.J. Tucker,TOR,5.0,4.8,,12.8,13.6
10/28/2022,UTA,0,Micah Potter,DEN,2.0,2.0,,13.727272727272728,16.6
10/28/2022,POR,0,Jabari Walker,HOU,0.6666666666666666,0.8,,16.0,13.2
10/28/2022,TOR,0,Juancho Hernangomez,PHI,0.0,0.0,,16.833333333333332,17.2
10/28/2022,PHO,0,Dario Saric,NOP,0.0,0.0,,16.428571428571427,14.6
10/28/2022,DEN,0,Zeke Nnaji,UTA,1.3333333333333333,1.6,,13.181818181818182,9.4
10/28/2022,IND,0,Terry Taylor,WAS,3.1666666666666665,2.2,,11.166666666666666,11.8
10/28/2022,WAS,0,Anthony Gill,IND,2.2,2.2,,11.625,12.0
10/28/2022,DEN,0,Vlatko Cancar,UTA,0.0,0.0,,13.181818181818182,9.4
10/28/2022,ORL,0,Admiral Schofield,CHO,0.8333333333333334,1.0,,12.285714285714286,13.2
10/28/2022,IND,0,Oshae Brissett,WAS,0.5,0.0,,11.166666666666666,11.8
10/28/2022,IND,0,James Johnson,WAS,0.3333333333333333,0.4,,11.166666666666666,11.8
10/28/2022,WAS,0,Isaiah Todd,IND,0.0,0.0,,11.625,12.0
10/28/2022,NOP,0,Jonas Valanciunas,PHO,17.8,17.8,,16.8,16.8
10/28/2022,HOU,0,Alperen Sengun,POR,15.25,15.25,,17.0,17.8
10/28/2022,WAS,0,Kristaps Porzingis,IND,17.8,17.8,,15.75,15.8
10/28/2022,DEN,0,Nikola Jokic,UTA,20.666666666666668,19.4,,12.666666666666666,9.8
10/28/2022,CHI,0,Nikola Vucevic,SAS,16.0,16.2,,15.75,17.4
10/28/2022,MIN,0,Rudy Gobert,LAL,15.0,13.4,,16.0,16.0
10/28/2022,CLE,0,Jarrett Allen,BOS,13.2,13.2,,18.0,18.0
10/28/2022,IND,0,Jalen Smith,WAS,14.0,13.6,,15.75,15.2
10/28/2022,ORL,0,Wendell Carter Jr.,CHO,14.0,14.6,,15.333333333333334,15.6
10/28/2022,PHO,0,Deandre Ayton,NOP,15.4,15.4,,11.5,13.8
10/28/2022,SAS,0,Jakob Poeltl,CHI,15.833333333333334,16.2,,11.375,11.4
10/28/2022,UTA,0,Kelly Olynyk,DEN,12.166666666666666,13.0,,11.714285714285714,13.2
10/28/2022,CHI,0,Andre Drummond,SAS,9.0,9.0,,15.75,17.4
10/28/2022,CHO,0,Nick Richards,ORL,13.2,13.2,,11.375,11.0
10/28/2022,POR,0,Jusuf Nurkic,HOU,13.5,14.6,,10.571428571428571,11.8
10/28/2022,DET,0,Isaiah Stewart,ATL,11.666666666666666,11.2,,11.444444444444445,9.4
10/28/2022,BOS,0,Al Horford,CLE,8.75,8.75,,12.4,12.4
10/28/2022,NOP,0,Larry Nance Jr.,PHO,6.6,6.6,,16.8,16.8
10/28/2022,PHO,0,Jock Landale,NOP,9.4,9.4,,11.5,13.8
10/28/2022,WAS,0,Daniel Gafford,IND,7.0,7.0,,15.75,15.8
10/28/2022,CLE,0,Robin Lopez,BOS,4.5,4.5,,18.0,18.0
10/28/2022,IND,0,Isaiah Jackson,WAS,6.666666666666667,7.4,,15.75,15.2
10/28/2022,ATL,0,Onyeka Okongwu,DET,10.4,10.4,,11.0,9.2
10/28/2022,DET,0,Jalen Duren,ATL,8.166666666666666,7.0,,11.444444444444445,9.4
10/28/2022,SAS,0,Zach Collins,CHI,8.166666666666666,9.6,,11.375,11.4
10/28/2022,MIL,0,Brook Lopez,NYK,11.75,11.75,,9.285714285714286,10.8
10/28/2022,ORL,0,Mo Bamba,CHO,5.5,6.6,,15.333333333333334,15.6
10/28/2022,IND,0,Myles Turner,WAS,5.333333333333333,6.4,,15.75,15.2
10/28/2022,IND,0,Goga Bitadze,WAS,4.5,5.4,,15.75,15.2
10/28/2022,PHI,0,Montrezl Harrell,TOR,2.6666666666666665,2.8,,17.4,17.4
10/28/2022,MIN,0,Naz Reid,LAL,3.6666666666666665,4.4,,16.0,16.0
10/28/2022,CHO,0,Mason Plumlee,ORL,7.6,7.6,,11.375,11.0
10/28/2022,DEN,0,DeAndre Jordan,UTA,4.5,5.4,,12.666666666666666,9.8
10/28/2022,ATL,0,Clint Capela,DET,7.0,7.0,,11.0,9.2
10/28/2022,TOR,0,Precious Achiuwa,PHI,8.166666666666666,7.8,,9.285714285714286,11.4
10/28/2022,NYK,0,Isaiah Hartenstein,MIL,8.6,8.6,,7.333333333333333,5.8
10/28/2022,HOU,0,Usman Garuba,POR,2.0,2.4,,17.0,17.8
10/28/2022,NYK,0,Mitchell Robinson,MIL,8.0,8.0,,7.333333333333333,5.8
10/28/2022,UTA,0,Udoka Azubuike,DEN,4.0,4.0,,11.714285714285714,13.2
10/28/2022,BOS,0,Noah Vonleh,CLE,2.4,2.4,,12.4,12.4
10/28/2022,LAL,0,Damian Jones,MIN,2.6,2.6,,11.6,11.6
10/28/2022,NOP,0,Willy Hernangomez,PHO,0.8,0.8,,16.8,16.8
10/28/2022,HOU,0,Boban Marjanovic,POR,0.6666666666666666,0.8,,17.0,17.8
10/28/2022,PHI,0,Paul Reed,TOR,0.0,0.0,,17.4,17.4
10/28/2022,POR,0,Drew Eubanks,HOU,4.166666666666667,5.0,,10.571428571428571,11.8
10/28/2022,BOS,0,Blake Griffin,CLE,2.0,2.0,,12.4,12.4
10/28/2022,NOP,0,Jaxson Hayes,PHO,0.0,0.0,,16.8,16.8
10/28/2022,PHO,0,Bismack Biyombo,NOP,2.2,2.2,,11.5,13.8
10/28/2022,MIN,0,Nathan Knight,LAL,0.0,0.0,,16.0,16.0
10/28/2022,BOS,0,Luke Kornet,CLE,1.4,1.4,,12.4,12.4
10/28/2022,CHO,0,Mark Williams,ORL,2.2,2.2,,11.375,11.0
10/28/2022,LAL,0,Wenyen Gabriel,MIN,1.6,1.6,,11.6,11.6
10/28/2022,WAS,0,Taj Gibson,IND,0.0,0.0,,15.75,15.8
10/28/2022,WAS,0,Vernon Carey Jr.,IND,0.0,0.0,,15.75,15.8
10/28/2022,CHI,0,Tony Bradley,SAS,0.0,0.0,,15.75,17.4
10/28/2022,MIL,0,Serge Ibaka,NYK,2.75,2.75,,9.285714285714286,10.8
10/28/2022,CHO,0,Kai Jones,ORL,1.4,1.4,,11.375,11.0
