Date,Team,B2B,Player,Opp,Off_PTS,Off_L5_PTS,AVG_PTS_H2H,Def_PTS,Def_L5_PTS
10/18/2022,PHI,0,James Harden,BOS,35.0,35.0,,35.0,35.0
10/18/2022,GSW,0,Stephen Curry,LAL,33.0,33.0,,22.5,22.5
10/18/2022,LAL,0,Russell Westbrook,GSW,19.0,19.0,,19.0,19.0
10/18/2022,BOS,0,Malcolm Brogdon,PHI,16.0,16.0,,15.0,15.0
10/18/2022,GSW,0,Jordan Poole,LAL,12.0,12.0,,22.5,22.5
10/18/2022,BOS,0,Marcus Smart,PHI,14.0,14.0,,15.0,15.0
10/18/2022,LAL,0,Scotty Pippen Jr.,GSW,2.0,2.0,,19.0,19.0
10/18/2022,GSW,0,Ryan Rollins,LAL,0.0,0.0,,22.5,22.5
10/18/2022,BOS,0,Payton Pritchard,PHI,0.0,0.0,,15.0,15.0
10/18/2022,PHI,0,Tyrese Maxey,BOS,21.0,21.0,,13.0,13.0
10/18/2022,LAL,0,Kendrick Nunn,GSW,13.0,13.0,,7.0,7.0
10/18/2022,GSW,0,Donte DiVincenzo,LAL,8.0,8.0,,8.0,8.0
10/18/2022,PHI,0,De'Anthony Melton,BOS,5.0,5.0,,13.0,13.0
10/18/2022,GSW,0,Moses Moody,LAL,5.0,5.0,,8.0,8.0
10/18/2022,LAL,0,Lonnie Walker IV,GSW,5.0,5.0,,7.0,7.0
10/18/2022,LAL,0,Austin Reaves,GSW,3.0,3.0,,7.0,7.0
10/18/2022,LAL,0,Patrick Beverley,GSW,3.0,3.0,,7.0,7.0
10/18/2022,LAL,0,Max Christie,GSW,3.0,3.0,,7.0,7.0
10/18/2022,PHI,0,Furkan Korkmaz,BOS,0.0,0.0,,13.0,13.0
10/18/2022,PHI,0,Jaden Springer,BOS,0.0,0.0,,13.0,13.0
10/18/2022,PHI,0,Shake Milton,BOS,0.0,0.0,,13.0,13.0
10/18/2022,BOS,0,Derrick White,PHI,2.0,2.0,,2.0,2.0
10/18/2022,BOS,0,JD Davison,PHI,0.0,0.0,,2.0,2.0
10/18/2022,BOS,0,Jaylen Brown,PHI,35.0,35.0,,35.0,35.0
10/18/2022,BOS,0,Jayson Tatum,PHI,35.0,35.0,,35.0,35.0
10/18/2022,GSW,0,Andrew Wiggins,LAL,20.0,20.0,,19.0,19.0
10/18/2022,GSW,0,Klay Thompson,LAL,18.0,18.0,,19.0,19.0
10/18/2022,PHI,0,Tobias Harris,BOS,18.0,18.0,,18.0,18.0
10/18/2022,BOS,0,Sam Hauser,PHI,0.0,0.0,,35.0,35.0
10/18/2022,BOS,0,Justin Jackson,PHI,0.0,0.0,,35.0,35.0
10/18/2022,PHI,0,Danuel House Jr.,BOS,1.0,1.0,,18.0,18.0
10/18/2022,GSW,0,Patrick Baldwin Jr.,LAL,0.0,0.0,,19.0,19.0
10/18/2022,PHI,0,Matisse Thybulle,BOS,0.0,0.0,,18.0,18.0
10/18/2022,LAL,0,LeBron James,GSW,31.0,31.0,,31.0,31.0
10/18/2022,BOS,0,Grant Williams,PHI,15.0,15.0,,15.0,15.0
10/18/2022,GSW,0,JaMychal Green,LAL,8.0,8.0,,6.0,6.0
10/18/2022,PHI,0,P.J. Tucker,BOS,6.0,6.0,,6.0,6.0
10/18/2022,GSW,0,Draymond Green,LAL,4.0,4.0,,6.0,6.0
10/18/2022,BOS,0,Mfiondu Kabengele,PHI,0.0,0.0,,15.0,15.0
10/18/2022,PHI,0,Georges Niang,BOS,3.0,3.0,,6.0,6.0
10/18/2022,GSW,0,Jonathan Kuminga,LAL,0.0,0.0,,6.0,6.0
10/18/2022,LAL,0,Anthony Davis,GSW,27.0,27.0,,27.0,27.0
10/18/2022,PHI,0,Joel Embiid,BOS,26.0,26.0,,26.0,26.0
10/18/2022,GSW,0,James Wiseman,LAL,8.0,8.0,,7.0,7.0
10/18/2022,GSW,0,Kevon Looney,LAL,7.0,7.0,,7.0,7.0
10/18/2022,PHI,0,Montrezl Harrell,BOS,2.0,2.0,,26.0,26.0
10/18/2022,BOS,0,Al Horford,PHI,6.0,6.0,,4.0,4.0
10/18/2022,BOS,0,Noah Vonleh,PHI,2.0,2.0,,4.0,4.0
10/18/2022,LAL,0,Wenyen Gabriel,GSW,0.0,0.0,,27.0,27.0
10/18/2022,LAL,0,Damian Jones,GSW,0.0,0.0,,27.0,27.0
10/18/2022,PHI,0,Paul Reed,BOS,0.0,0.0,,26.0,26.0
10/18/2022,BOS,0,Blake Griffin,PHI,1.0,1.0,,4.0,4.0
10/18/2022,BOS,0,Luke Kornet,PHI,0.0,0.0,,4.0,4.0
10/19/2022,DAL,0,Luka Doncic,PHO,35.0,35.0,,35.0,35.0
10/19/2022,MEM,0,Ja Morant,NYK,34.0,34.0,,24.5,24.5
10/19/2022,IND,0,Tyrese Haliburton,WAS,26.0,26.0,,26.0,26.0
10/19/2022,OKC,0,Shai Gilgeous-Alexander,MIN,32.0,32.0,,22.0,22.0
10/19/2022,HOU,0,Kevin Porter Jr.,ATL,21.0,21.0,,21.0,21.0
10/19/2022,NOP,0,CJ McCollum,BRK,21.0,21.0,,21.0,21.0
10/19/2022,SAC,0,De'Aaron Fox,POR,33.0,33.0,,17.5,17.5
10/19/2022,MEM,0,Tyus Jones,NYK,15.0,15.0,,24.5,24.5
10/19/2022,MIN,0,D'Angelo Russell,OKC,20.0,20.0,,20.0,20.0
10/19/2022,POR,0,Damian Lillard,SAC,20.0,20.0,,20.0,20.0
10/19/2022,UTA,0,Collin Sexton,DEN,20.0,20.0,,16.5,16.5
10/19/2022,DET,0,Cade Cunningham,ORL,18.0,18.0,,18.0,18.0
10/19/2022,ATL,0,Trae Young,HOU,23.0,23.0,,14.0,14.0
10/19/2022,OKC,0,Tre Mann,MIN,12.0,12.0,,22.0,22.0
10/19/2022,IND,0,T.J. McConnell,WAS,8.0,8.0,,26.0,26.0
10/19/2022,NYK,0,Jalen Brunson,MEM,15.0,15.0,,15.0,15.0
10/19/2022,TOR,0,Fred VanVleet,CLE,15.0,15.0,,15.0,15.0
10/19/2022,UTA,0,Mike Conley,DEN,13.0,13.0,,16.5,16.5
10/19/2022,BRK,0,Patty Mills,NOP,16.0,16.0,,11.666666666666666,11.666666666666666
10/19/2022,BRK,0,Kyrie Irving,NOP,15.0,15.0,,11.666666666666666,11.666666666666666
10/19/2022,NOP,0,Jose Alvarado,BRK,7.0,7.0,,21.0,21.0
10/19/2022,SAS,0,Tre Jones,CHO,14.0,14.0,,14.0,14.0
10/19/2022,DET,0,Cory Joseph,ORL,8.0,8.0,,18.0,18.0
10/19/2022,DEN,0,Jamal Murray,UTA,12.0,12.0,,12.0,12.0
10/19/2022,CHO,0,Dennis Smith Jr.,SAS,12.0,12.0,,12.0,12.0
10/19/2022,CHI,0,Goran Dragic,MIA,12.0,12.0,,9.0,9.0
10/19/2022,MIN,0,Jordan McLaughlin,OKC,4.0,4.0,,20.0,20.0
10/19/2022,DEN,0,Bones Hyland,UTA,10.0,10.0,,12.0,12.0
10/19/2022,DAL,0,McKinley Wright IV,PHO,0.0,0.0,,35.0,35.0
10/19/2022,MEM,0,Kennedy Chandler,NYK,0.0,0.0,,24.5,24.5
10/19/2022,WAS,0,Delon Wright,IND,8.0,8.0,,7.5,7.5
10/19/2022,DET,0,Killian Hayes,ORL,3.0,3.0,,18.0,18.0
10/19/2022,NYK,0,Derrick Rose,MEM,4.0,4.0,,15.0,15.0
10/19/2022,SAC,0,Davion Mitchell,POR,2.0,2.0,,17.5,17.5
10/19/2022,NOP,0,Devonte' Graham,BRK,0.0,0.0,,21.0,21.0
10/19/2022,NOP,0,Dyson Daniels,BRK,0.0,0.0,,21.0,21.0
10/19/2022,ATL,0,Aaron Holiday,HOU,5.0,5.0,,14.0,14.0
10/19/2022,WAS,0,Monte Morris,IND,7.0,7.0,,7.5,7.5
10/19/2022,HOU,0,Trevor Hudgins,ATL,0.0,0.0,,21.0,21.0
10/19/2022,PHO,0,Cameron Payne,DAL,7.0,7.0,,6.5,6.5
10/19/2022,CHI,0,Alex Caruso,MIA,6.0,6.0,,9.0,9.0
10/19/2022,TOR,0,Dalano Banton,CLE,2.0,2.0,,15.0,15.0
10/19/2022,PHO,0,Chris Paul,DAL,6.0,6.0,,6.5,6.5
10/19/2022,BRK,0,Ben Simmons,NOP,4.0,4.0,,11.666666666666666,11.666666666666666
10/19/2022,SAC,0,Matthew Dellavedova,POR,0.0,0.0,,17.5,17.5
10/19/2022,CHO,0,Theo Maledon,SAS,2.0,2.0,,12.0,12.0
10/19/2022,TOR,0,Malachi Flynn,CLE,0.0,0.0,,15.0,15.0
10/19/2022,NYK,0,Ryan Arcidiacono,MEM,0.0,0.0,,15.0,15.0
10/19/2022,TOR,0,Jeff Dowtin Jr.,CLE,0.0,0.0,,15.0,15.0
10/19/2022,NYK,0,Miles McBride,MEM,0.0,0.0,,15.0,15.0
10/19/2022,ATL,0,Vit Krejci,HOU,0.0,0.0,,14.0,14.0
10/19/2022,MIA,0,Gabe Vincent,CHI,2.0,2.0,,2.0,2.0
10/19/2022,MIA,0,Kyle Lowry,CHI,2.0,2.0,,2.0,2.0
10/19/2022,DEN,0,Ish Smith,UTA,0.0,0.0,,12.0,12.0
10/19/2022,WAS,0,Jordan Goodwin,IND,0.0,0.0,,7.5,7.5
10/19/2022,CHO,0,Terry Rozier,SAS,24.0,24.0,,24.0,24.0
10/19/2022,CLE,0,Donovan Mitchell,TOR,31.0,31.0,,20.5,20.5
10/19/2022,MIA,0,Tyler Herro,CHI,23.0,23.0,,23.0,23.0
10/19/2022,PHO,0,Devin Booker,DAL,28.0,28.0,,19.5,19.5
10/19/2022,POR,0,Anfernee Simons,SAC,22.0,22.0,,22.0,22.0
10/19/2022,ATL,0,Dejounte Murray,HOU,20.0,20.0,,20.0,20.0
10/19/2022,WAS,0,Bradley Beal,IND,23.0,23.0,,18.5,18.5
10/19/2022,SAC,0,Kevin Huerter,POR,23.0,23.0,,18.5,18.5
10/19/2022,DET,0,Jaden Ivey,ORL,19.0,19.0,,19.0,19.0
10/19/2022,TOR,0,Gary Trent Jr.,CLE,19.0,19.0,,19.0,19.0
10/19/2022,IND,0,Bennedict Mathurin,WAS,19.0,19.0,,19.0,19.0
10/19/2022,ORL,0,Jalen Suggs,DET,21.0,21.0,,17.0,17.0
10/19/2022,POR,0,Shaedon Sharpe,SAC,12.0,12.0,,22.0,22.0
10/19/2022,MEM,0,Desmond Bane,NYK,16.0,16.0,,16.0,16.0
10/19/2022,WAS,0,Will Barton,IND,14.0,14.0,,18.5,18.5
10/19/2022,CHI,0,Ayo Dosunmu,MIA,17.0,17.0,,13.5,13.5
10/19/2022,SAC,0,Terence Davis,POR,14.0,14.0,,18.5,18.5
10/19/2022,DAL,0,Spencer Dinwiddie,PHO,15.0,15.0,,15.0,15.0
10/19/2022,HOU,0,Jalen Green,ATL,16.0,16.0,,13.5,13.5
10/19/2022,PHO,0,Damion Lee,DAL,11.0,11.0,,19.5,19.5
10/19/2022,ORL,0,Terrence Ross,DET,13.0,13.0,,17.0,17.0
10/19/2022,CLE,0,Caris LeVert,TOR,10.0,10.0,,20.5,20.5
10/19/2022,UTA,0,Malik Beasley,DEN,15.0,15.0,,12.5,12.5
10/19/2022,NYK,0,Evan Fournier,MEM,14.0,14.0,,12.5,12.5
10/19/2022,HOU,0,Eric Gordon,ATL,11.0,11.0,,13.5,13.5
10/19/2022,MIN,0,Jaylen Nowell,OKC,13.0,13.0,,12.0,12.0
10/19/2022,NYK,0,RJ Barrett,MEM,11.0,11.0,,12.5,12.5
10/19/2022,MIN,0,Anthony Edwards,OKC,11.0,11.0,,12.0,12.0
10/19/2022,SAC,0,Malik Monk,POR,6.0,6.0,,18.5,18.5
10/19/2022,SAS,0,Devin Vassell,CHO,11.0,11.0,,10.5,10.5
10/19/2022,CHO,0,James Bouknight,SAS,0.0,0.0,,24.0,24.0
10/19/2022,CHI,0,Coby White,MIA,10.0,10.0,,13.5,13.5
10/19/2022,CHO,0,Bryce McGowens,SAS,0.0,0.0,,24.0,24.0
10/19/2022,MIA,0,Dru Smith,CHI,0.0,0.0,,23.0,23.0
10/19/2022,POR,0,Keon Johnson,SAC,0.0,0.0,,22.0,22.0
10/19/2022,ORL,0,R.J. Hampton,DET,5.0,5.0,,17.0,17.0
10/19/2022,UTA,0,Jordan Clarkson,DEN,10.0,10.0,,12.5,12.5
10/19/2022,HOU,0,Josh Christopher,ATL,6.0,6.0,,13.5,13.5
10/19/2022,ATL,0,Trent Forrest,HOU,0.0,0.0,,20.0,20.0
10/19/2022,ATL,0,Tyrese Martin,HOU,0.0,0.0,,20.0,20.0
10/19/2022,PHO,0,Josh Okogie,DAL,0.0,0.0,,19.5,19.5
10/19/2022,PHO,0,Duane Washington Jr.,DAL,0.0,0.0,,19.5,19.5
10/19/2022,SAS,0,Joshua Primo,CHO,10.0,10.0,,10.5,10.5
10/19/2022,IND,0,Andrew Nembhard,WAS,0.0,0.0,,19.0,19.0
10/19/2022,DET,0,Rodney McGruder,ORL,0.0,0.0,,19.0,19.0
10/19/2022,IND,0,Kendall Brown,WAS,0.0,0.0,,19.0,19.0
10/19/2022,WAS,0,Johnny Davis,IND,0.0,0.0,,18.5,18.5
10/19/2022,ORL,0,Kevon Harris,DET,0.0,0.0,,17.0,17.0
10/19/2022,BRK,0,Edmond Sumner,NOP,6.0,6.0,,6.0,6.0
10/19/2022,DAL,0,Josh Green,PHO,1.0,1.0,,15.0,15.0
10/19/2022,MEM,0,Vince Williams Jr.,NYK,0.0,0.0,,16.0,16.0
10/19/2022,UTA,0,Talen Horton-Tucker,DEN,3.0,3.0,,12.5,12.5
10/19/2022,DAL,0,Theo Pinson,PHO,0.0,0.0,,15.0,15.0
10/19/2022,DAL,0,Jaden Hardy,PHO,0.0,0.0,,15.0,15.0
10/19/2022,SAS,0,Romeo Langford,CHO,4.0,4.0,,10.5,10.5
10/19/2022,UTA,0,Nickeil Alexander-Walker,DEN,2.0,2.0,,12.5,12.5
10/19/2022,HOU,0,Garrison Mathews,ATL,0.0,0.0,,13.5,13.5
10/19/2022,CHI,0,Dalen Terry,MIA,0.0,0.0,,13.5,13.5
10/19/2022,UTA,0,Ochai Agbaji,DEN,0.0,0.0,,12.5,12.5
10/19/2022,NYK,0,Immanuel Quickley,MEM,0.0,0.0,,12.5,12.5
10/19/2022,MIN,0,Bryn Forbes,OKC,0.0,0.0,,12.0,12.0
10/19/2022,BRK,0,Cam Thomas,NOP,2.0,2.0,,6.0,6.0
10/19/2022,MIN,0,Austin Rivers,OKC,0.0,0.0,,12.0,12.0
10/19/2022,MIN,0,Wendell Moore Jr.,OKC,0.0,0.0,,12.0,12.0
10/19/2022,SAS,0,Josh Richardson,CHO,0.0,0.0,,10.5,10.5
10/19/2022,SAS,0,Malaki Branham,CHO,0.0,0.0,,10.5,10.5
10/19/2022,SAS,0,Blake Wesley,CHO,0.0,0.0,,10.5,10.5
10/19/2022,DEN,0,Kentavious Caldwell-Pope,UTA,2.0,2.0,,2.0,2.0
10/19/2022,BRK,0,David Duke Jr.,NOP,0.0,0.0,,6.0,6.0
10/19/2022,BRK,0,Alondes Williams,NOP,0.0,0.0,,6.0,6.0
10/19/2022,DEN,0,Peyton Watson,UTA,0.0,0.0,,2.0,2.0
10/19/2022,DEN,0,Christian Braun,UTA,0.0,0.0,,2.0,2.0
10/19/2022,DEN,0,Davon Reed,UTA,0.0,0.0,,2.0,2.0
10/19/2022,NOP,0,Brandon Ingram,BRK,28.0,28.0,,22.0,22.0
10/19/2022,CHI,0,DeMar DeRozan,MIA,37.0,37.0,,21.5,21.5
10/19/2022,NYK,0,Cam Reddish,MEM,22.0,22.0,,22.0,22.0
10/19/2022,SAS,0,Keldon Johnson,CHO,20.0,20.0,,20.0,20.0
10/19/2022,MIA,0,Max Strus,CHI,22.0,22.0,,14.5,14.5
10/19/2022,NOP,0,Trey Murphy III,BRK,16.0,16.0,,22.0,22.0
10/19/2022,MIN,0,Jaden McDaniels,OKC,19.0,19.0,,19.0,19.0
10/19/2022,POR,0,Josh Hart,SAC,19.0,19.0,,19.0,19.0
10/19/2022,ATL,0,De'Andre Hunter,HOU,22.0,22.0,,12.5,12.5
10/19/2022,CHO,0,Gordon Hayward,SAS,20.0,20.0,,12.666666666666666,12.666666666666666
10/19/2022,TOR,0,OG Anunoby,CLE,18.0,18.0,,16.5,16.5
10/19/2022,CLE,0,Cedi Osman,TOR,17.0,17.0,,17.0,17.0
10/19/2022,SAS,0,Doug McDermott,CHO,12.0,12.0,,20.0,20.0
10/19/2022,ORL,0,Franz Wagner,DET,20.0,20.0,,10.0,10.0
10/19/2022,TOR,0,Scottie Barnes,CLE,15.0,15.0,,16.5,16.5
10/19/2022,PHO,0,Mikal Bridges,DAL,13.0,13.0,,13.0,13.0
10/19/2022,CHO,0,Kelly Oubre Jr.,SAS,13.0,13.0,,12.666666666666666,12.666666666666666
10/19/2022,CHI,0,Javonte Green,MIA,6.0,6.0,,21.5,21.5
10/19/2022,DEN,0,Michael Porter Jr.,UTA,15.0,15.0,,11.5,11.5
10/19/2022,MEM,0,John Konchar,NYK,12.0,12.0,,12.0,12.0
10/19/2022,IND,0,Buddy Hield,WAS,16.0,16.0,,8.0,8.0
10/19/2022,NOP,0,Naji Marshall,BRK,4.0,4.0,,22.0,22.0
10/19/2022,MIA,0,Caleb Martin,CHI,7.0,7.0,,14.5,14.5
10/19/2022,OKC,0,Luguentz Dort,MIN,10.0,10.0,,10.0,10.0
10/19/2022,BRK,0,Royce O'Neale,NOP,10.0,10.0,,10.0,10.0
10/19/2022,DAL,0,Reggie Bullock,PHO,10.0,10.0,,9.5,9.5
10/19/2022,DEN,0,Bruce Brown,UTA,8.0,8.0,,11.5,11.5
10/19/2022,MIA,0,Duncan Robinson,CHI,5.0,5.0,,14.5,14.5
10/19/2022,CHO,0,Jalen McDaniels,SAS,5.0,5.0,,12.666666666666666,12.666666666666666
10/19/2022,DAL,0,Tim Hardaway Jr.,PHO,9.0,9.0,,9.5,9.5
10/19/2022,ATL,0,Jalen Johnson,HOU,5.0,5.0,,12.5,12.5
10/19/2022,NYK,0,Svi Mykhailiuk,MEM,0.0,0.0,,22.0,22.0
10/19/2022,CHI,0,Malcolm Hill,MIA,0.0,0.0,,21.5,21.5
10/19/2022,DET,0,Saddiq Bey,ORL,8.0,8.0,,8.0,8.0
10/19/2022,MIN,0,Josh Minott,OKC,0.0,0.0,,19.0,19.0
10/19/2022,POR,0,Nassir Little,SAC,0.0,0.0,,19.0,19.0
10/19/2022,ATL,0,Justin Holiday,HOU,3.0,3.0,,12.5,12.5
10/19/2022,HOU,0,KJ Martin,ATL,6.0,6.0,,6.0,6.0
10/19/2022,IND,0,Chris Duarte,WAS,5.0,5.0,,8.0,8.0
10/19/2022,CLE,0,Isaac Okoro,TOR,0.0,0.0,,17.0,17.0
10/19/2022,CLE,0,Lamar Stevens,TOR,0.0,0.0,,17.0,17.0
10/19/2022,OKC,0,Eugene Omoruyi,MIN,4.0,4.0,,10.0,10.0
10/19/2022,TOR,0,Justin Champagnie,CLE,0.0,0.0,,16.5,16.5
10/19/2022,PHO,0,Ish Wainright,DAL,0.0,0.0,,13.0,13.0
10/19/2022,BRK,0,Kessler Edwards,NOP,3.0,3.0,,10.0,10.0
10/19/2022,CHO,0,Cody Martin,SAS,0.0,0.0,,12.666666666666666,12.666666666666666
10/19/2022,ATL,0,Jarrett Culver,HOU,0.0,0.0,,12.5,12.5
10/19/2022,ATL,0,AJ Griffin,HOU,0.0,0.0,,12.5,12.5
10/19/2022,IND,0,Aaron Nesmith,WAS,3.0,3.0,,8.0,8.0
10/19/2022,DET,0,Kevin Knox,ORL,3.0,3.0,,8.0,8.0
10/19/2022,ORL,0,Chuma Okeke,DET,2.0,2.0,,10.0,10.0
10/19/2022,ORL,0,Caleb Houstan,DET,0.0,0.0,,10.0,10.0
10/19/2022,BRK,0,Yuta Watanabe,NOP,0.0,0.0,,10.0,10.0
10/19/2022,DET,0,Hamidou Diallo,ORL,2.0,2.0,,8.0,8.0
10/19/2022,DET,0,Buddy Boeheim,ORL,0.0,0.0,,8.0,8.0
10/19/2022,DET,0,Braxton Key,ORL,0.0,0.0,,8.0,8.0
10/19/2022,BRK,0,Kevin Durant,NOP,32.0,32.0,,32.0,32.0
10/19/2022,ORL,0,Paolo Banchero,DET,27.0,27.0,,27.0,27.0
10/19/2022,MIA,0,Jimmy Butler,CHI,24.0,24.0,,24.0,24.0
10/19/2022,DET,0,Bojan Bogdanovic,ORL,24.0,24.0,,24.0,24.0
10/19/2022,ATL,0,John Collins,HOU,24.0,24.0,,24.0,24.0
10/19/2022,NYK,0,Julius Randle,MEM,24.0,24.0,,24.0,24.0
10/19/2022,NOP,0,Zion Williamson,BRK,25.0,25.0,,15.5,15.5
10/19/2022,TOR,0,Pascal Siakam,CLE,23.0,23.0,,23.0,23.0
10/19/2022,DEN,0,Aaron Gordon,UTA,22.0,22.0,,22.0,22.0
10/19/2022,POR,0,Jerami Grant,SAC,23.0,23.0,,17.0,17.0
10/19/2022,CHO,0,P.J. Washington,SAS,17.0,17.0,,17.0,17.0
10/19/2022,HOU,0,Jabari Smith Jr.,ATL,17.0,17.0,,17.0,17.0
10/19/2022,WAS,0,Kyle Kuzma,IND,22.0,22.0,,14.5,14.5
10/19/2022,ORL,0,Bol Bol,DET,10.0,10.0,,27.0,27.0
10/19/2022,MEM,0,Santi Aldama,NYK,18.0,18.0,,13.0,13.0
10/19/2022,UTA,0,Lauri Markkanen,DEN,17.0,17.0,,13.333333333333334,13.333333333333334
10/19/2022,PHO,0,Cameron Johnson,DAL,15.0,15.0,,15.0,15.0
10/19/2022,POR,0,Justise Winslow,SAC,11.0,11.0,,17.0,17.0
10/19/2022,UTA,0,Rudy Gay,DEN,16.0,16.0,,13.333333333333334,13.333333333333334
10/19/2022,HOU,0,Tari Eason,ATL,8.0,8.0,,17.0,17.0
10/19/2022,CLE,0,Evan Mobley,TOR,14.0,14.0,,10.0,10.0
10/19/2022,OKC,0,Josh Giddey,MIN,14.0,14.0,,10.0,10.0
10/19/2022,OKC,0,Aleksej Pokusevski,MIN,11.0,11.0,,10.0,10.0
10/19/2022,DEN,0,Jeff Green,UTA,6.0,6.0,,22.0,22.0
10/19/2022,MIN,0,Karl-Anthony Towns,OKC,12.0,12.0,,7.0,7.0
10/19/2022,BRK,0,Markieff Morris,NOP,3.0,3.0,,32.0,32.0
10/19/2022,MEM,0,Brandon Clarke,NYK,8.0,8.0,,13.0,13.0
10/19/2022,MIN,0,Taurean Prince,OKC,11.0,11.0,,7.0,7.0
10/19/2022,CLE,0,Dean Wade,TOR,8.0,8.0,,10.0,10.0
10/19/2022,CLE,0,Kevin Love,TOR,8.0,8.0,,10.0,10.0
10/19/2022,SAC,0,Harrison Barnes,POR,9.0,9.0,,9.0,9.0
10/19/2022,NOP,0,Herbert Jones,BRK,6.0,6.0,,15.5,15.5
10/19/2022,WAS,0,Rui Hachimura,IND,7.0,7.0,,14.5,14.5
10/19/2022,IND,0,Terry Taylor,WAS,8.0,8.0,,8.0,8.0
10/19/2022,UTA,0,Jarred Vanderbilt,DEN,7.0,7.0,,13.333333333333334,13.333333333333334
10/19/2022,TOR,0,Thaddeus Young,CLE,3.0,3.0,,23.0,23.0
10/19/2022,OKC,0,Jeremiah Robinson-Earl,MIN,6.0,6.0,,10.0,10.0
10/19/2022,NYK,0,Obi Toppin,MEM,2.0,2.0,,24.0,24.0
10/19/2022,SAC,0,Trey Lyles,POR,6.0,6.0,,9.0,9.0
10/19/2022,MEM,0,Jake LaRavia,NYK,5.0,5.0,,13.0,13.0
10/19/2022,ORL,0,Admiral Schofield,DET,0.0,0.0,,27.0,27.0
10/19/2022,OKC,0,Kenrich Williams,MIN,5.0,5.0,,10.0,10.0
10/19/2022,MIA,0,Haywood Highsmith,CHI,0.0,0.0,,24.0,24.0
10/19/2022,MIA,0,Nikola Jovic,CHI,0.0,0.0,,24.0,24.0
10/19/2022,TOR,0,Ron Harper Jr.,CLE,0.0,0.0,,23.0,23.0
10/19/2022,TOR,0,Juancho Hernangomez,CLE,0.0,0.0,,23.0,23.0
10/19/2022,DEN,0,Zeke Nnaji,UTA,0.0,0.0,,22.0,22.0
10/19/2022,DEN,0,Vlatko Cancar,UTA,0.0,0.0,,22.0,22.0
10/19/2022,PHO,0,Torrey Craig,DAL,2.0,2.0,,15.0,15.0
10/19/2022,WAS,0,Anthony Gill,IND,2.0,2.0,,14.5,14.5
10/19/2022,SAS,0,Isaiah Roby,CHO,5.0,5.0,,4.0,4.0
10/19/2022,POR,0,Jabari Walker,SAC,0.0,0.0,,17.0,17.0
10/19/2022,CHO,0,JT Thor,SAS,0.0,0.0,,17.0,17.0
10/19/2022,POR,0,Greg Brown III,SAC,0.0,0.0,,17.0,17.0
10/19/2022,IND,0,Oshae Brissett,WAS,3.0,3.0,,8.0,8.0
10/19/2022,DAL,0,Dorian Finney-Smith,PHO,5.0,5.0,,3.5,3.5
10/19/2022,PHO,0,Dario Saric,DAL,0.0,0.0,,15.0,15.0
10/19/2022,SAS,0,Jeremy Sochan,CHO,4.0,4.0,,4.0,4.0
10/19/2022,WAS,0,Isaiah Todd,IND,0.0,0.0,,14.5,14.5
10/19/2022,CHI,0,Patrick Williams,MIA,4.0,4.0,,4.0,4.0
10/19/2022,UTA,0,Micah Potter,DEN,0.0,0.0,,13.333333333333334,13.333333333333334
10/19/2022,MIN,0,Kyle Anderson,OKC,2.0,2.0,,7.0,7.0
10/19/2022,MEM,0,Kenneth Lofton Jr.,NYK,0.0,0.0,,13.0,13.0
10/19/2022,MEM,0,David Roddy,NYK,0.0,0.0,,13.0,13.0
10/19/2022,OKC,0,Ousmane Dieng,MIN,0.0,0.0,,10.0,10.0
10/19/2022,CLE,0,Isaiah Mobley,TOR,0.0,0.0,,10.0,10.0
10/19/2022,SAS,0,Keita Bates-Diop,CHO,2.0,2.0,,4.0,4.0
10/19/2022,SAC,0,Chimezie Metu,POR,0.0,0.0,,9.0,9.0
10/19/2022,SAC,0,KZ Okpala,POR,0.0,0.0,,9.0,9.0
10/19/2022,DAL,0,Maxi Kleber,PHO,2.0,2.0,,3.5,3.5
10/19/2022,IND,0,James Johnson,WAS,0.0,0.0,,8.0,8.0
10/19/2022,CHI,0,Derrick Jones Jr.,MIA,0.0,0.0,,4.0,4.0
10/19/2022,DEN,0,Nikola Jokic,UTA,27.0,27.0,,27.0,27.0
10/19/2022,DAL,0,Christian Wood,PHO,25.0,25.0,,25.0,25.0
10/19/2022,MIN,0,Rudy Gobert,OKC,23.0,23.0,,23.0,23.0
10/19/2022,PHO,0,Deandre Ayton,DAL,18.0,18.0,,18.0,18.0
10/19/2022,CHO,0,Nick Richards,SAS,19.0,19.0,,15.5,15.5
10/19/2022,NYK,0,Isaiah Hartenstein,MEM,16.0,16.0,,16.0,16.0
10/19/2022,IND,0,Jalen Smith,WAS,16.0,16.0,,16.0,16.0
10/19/2022,WAS,0,Kristaps Porzingis,IND,15.0,15.0,,15.0,15.0
10/19/2022,CHI,0,Nikola Vucevic,MIA,15.0,15.0,,15.0,15.0
10/19/2022,SAS,0,Jakob Poeltl,CHO,14.0,14.0,,14.0,14.0
10/19/2022,DET,0,Isaiah Stewart,ORL,14.0,14.0,,14.0,14.0
10/19/2022,DET,0,Jalen Duren,ORL,14.0,14.0,,14.0,14.0
10/19/2022,NOP,0,Jonas Valanciunas,BRK,15.0,15.0,,11.5,11.5
10/19/2022,HOU,0,Alperen Sengun,ATL,15.0,15.0,,11.0,11.0
10/19/2022,CHO,0,Mason Plumlee,SAS,12.0,12.0,,15.5,15.5
