Date,Team,Player,Status,Reason
11/16/2022,NOP,Dereon Seabron,Out,G League - Two-Way
11/16/2022,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Contusion
11/16/2022,CLE,Jarrett Allen,Out,Injury/Illness - Illness; Non-Covid Related
11/16/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
11/16/2022,CLE,Dean Wade,Out,Injury/Illness - Right Knee; Soreness
11/16/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
11/16/2022,MIL,Grayson Allen,Out,Injury/Illness - Right Ankle; Sprain
11/16/2022,MIL,Pat Connaughton,Out,Injury/Illness - Right Calf; Strain
11/16/2022,MIL,Jrue Holiday,Out,Injury/Illness - Right Ankle; Sprain
11/16/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
11/16/2022,MIL,Wesley Matthews,Out,Injury/Illness - Right Hamstring; Strain
11/16/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
11/16/2022,DAL,Luka Doncic,Out,Rest
11/16/2022,DAL,Tyler Dorsey,Out,G League - Two-Way
11/16/2022,DAL,Jaden Hardy,Out,G League - On Assignment
11/16/2022,DAL,Maxi Kleber,Out,Injury/Illness - Back; Low Back Contusion
11/16/2022,DAL,JaVale McGee,Out,Injury/Illness - Neck; Strain
11/16/2022,DAL,McKinley Wright IV,Out,G League - Two-Way
11/16/2022,HOU,Darius Days,Out,G League - Two-Way
11/16/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
11/16/2022,HOU,Trevor Hudgins,Out,G League - Two-Way
11/16/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Right Ankle; Soreness
11/16/2022,HOU,TyTy Washington Jr.,Out,G League - On Assignment
11/16/2022,GSW,Patrick Baldwin Jr.,Out,Injury/Illness - Low Back; Soreness
11/16/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
11/16/2022,GSW,Jonathan Kuminga,Questionable,Injury/Illness - General; Illness
11/16/2022,PHO,Jae Crowder,Out,Not With Team
11/16/2022,PHO,Cameron Johnson,Out,Injury/Illness - Right Meniscus; Tear
11/16/2022,PHO,Chris Paul,Questionable,Injury/Illness - Right Heel; Soreness
11/16/2022,PHO,Landry Shamet,Out,Injury/Illness - N/a; Concussion protocol
11/16/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
11/16/2022,DEN,Aaron Gordon,Questionable,Injury/Illness - Non-covid; Illness
11/16/2022,DEN,Bones Hyland,Questionable,Health and Safety Protocols
11/16/2022,DEN,Nikola Jokic,Out,Health and Safety Protocols
11/16/2022,DEN,Ish Smith,Doubtful,Injury/Illness - Right Calf; Strain
11/16/2022,NYK,Feron Hunt,Out,G League - Two-Way
11/16/2022,NYK,Trevor Keels,Out,G League - Two-Way
11/16/2022,NYK,Mitchell Robinson,Out,Injury/Illness - Right Knee; sprained
11/17/2022,BRK,Kyrie Irving,Out,Team Suspension
11/17/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
11/17/2022,BRK,Alondes Williams,Out,G League - Two-Way
11/17/2022,POR,Greg Brown III,Out,G League - On Assignment
11/17/2022,POR,Keon Johnson,Out,Injury/Illness - Left Hip; Pointer
11/17/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
11/17/2022,POR,Olivier Sarr,Out,Injury/Illness - Right Wrist; Sprain
11/17/2022,SAC,Richaun Holmes,Out,Injury/Illness - N/a; Non-COVID illness
11/17/2022,SAC,Keegan Murray,Out,Injury/Illness - Lower back; Soreness
11/17/2022,SAC,Neemias Queta,Out,G League - Two-Way
11/17/2022,SAS,Dominick Barlow,Out,G League - Two-Way
11/17/2022,SAS,Malaki Branham,Out,Injury/Illness - Left Ankle; Sprain
11/17/2022,SAS,Zach Collins,Out,Injury/Illness - Left Fibula; Non-Displaced Head Fracture
11/17/2022,SAS,Romeo Langford,Out,Health and Safety Protocols
11/17/2022,SAS,Doug McDermott,Out,Injury/Illness - Left Calf; Tightness
11/17/2022,SAS,Blake Wesley,Out,Injury/Illness - Left MCL; Sprain
11/17/2022,DET,Buddy Boeheim,Out,G League - Two-Way
11/17/2022,DET,Cade Cunningham,Out,Injury/Illness - Left Shin; Soreness
11/17/2022,DET,Isaiah Stewart,Out,Injury/Illness - Right Great toe; Sprain
11/18/2022,MIA,Bam Adebayo,Out,Injury/Illness - Left Knee; Contusion
11/18/2022,MIA,Jimmy Butler,Out,Injury/Illness - Right Knee; Soreness
11/18/2022,MIA,Dewayne Dedmon,Out,Injury/Illness - Stomach; non-covid illness
11/18/2022,MIA,Udonis Haslem,Out,Personal Reasons
11/18/2022,MIA,Tyler Herro,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
11/18/2022,MIA,Duncan Robinson,Out,Injury/Illness - Right Hand; Sprain
11/18/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Surgery
11/18/2022,WAS,Vernon Carey Jr.,Out,G League - On Assignment
11/18/2022,WAS,Johnny Davis,Out,G League - On Assignment
11/18/2022,WAS,Jordan Goodwin,Out,Injury/Illness - Left Knee; Left knee soreness
11/18/2022,WAS,Jordan Schakel,Out,G League - Two-Way
11/18/2022,WAS,Isaiah Todd,Out,G League - On Assignment
11/18/2022,WAS,Delon Wright,Out,Injury/Illness - Right Hamstring; Right hamstring strain
11/18/2022,CHO,LaMelo Ball,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Procedure
11/18/2022,CHO,Dennis Smith Jr.,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,CHO,Mark Williams,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,CLE,Mamadi Diakite,Out,G League - Two-Way
11/18/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
11/18/2022,CLE,Dean Wade,Out,Injury/Illness - Right Knee; Soreness
11/18/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
11/18/2022,MIL,Pat Connaughton,Out,Injury/Illness - Right Calf; Strain
11/18/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
11/18/2022,MIL,Wesley Matthews,Out,Injury/Illness - Right Hamstring; Strain
11/18/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
11/18/2022,PHI,Michael Foster Jr.,Out,G League - Two-Way
11/18/2022,PHI,James Harden,Out,Injury/Illness - Right Foot; Tendon Strain
11/18/2022,PHI,Tobias Harris,Out,Injury/Illness - Left Hip; Soreness
11/18/2022,PHI,Furkan Korkmaz,Out,Injury/Illness - Left Knee; Effusion
11/18/2022,PHI,Jaden Springer,Out,Injury/Illness - Right Quad; Strain
11/18/2022,HOU,Darius Days,Out,G League - Two-Way
11/18/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
11/18/2022,HOU,Trevor Hudgins,Out,G League - Two-Way
11/18/2022,HOU,Kevin Porter Jr.,Out,Injury/Illness - Left Low Back; Soreness
11/18/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Right Ankle; Soreness
11/18/2022,HOU,TyTy Washington Jr.,Out,G League - On Assignment
11/18/2022,IND,Kendall Brown,Out,G League - Two-Way
11/18/2022,IND,Chris Duarte,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,IND,Trevelin Queen,Out,G League - Two-Way
11/18/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Surgery
11/18/2022,MEM,Desmond Bane,Out,Injury/Illness - Right Big Toe; Sprain
11/18/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
11/18/2022,MEM,Kenneth Lofton Jr.,Out,G League - Two-Way
11/18/2022,MEM,Vince Williams Jr.,Out,G League - Two-Way
11/18/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Patellar; Tendinitis
11/18/2022,OKC,Darius Bazley,Out,Injury/Illness - Right Ankle; Sprain
11/18/2022,OKC,Ousmane Dieng,Out,G League - On Assignment
11/18/2022,OKC,Chet Holmgren,Out,Injury/Illness - Right Foot; Surgery
11/18/2022,OKC,Isaiah Joe,Out,Injury/Illness - Right Knee; Soreness
11/18/2022,OKC,Tre Mann,Out,Injury/Illness - Low Back; Soreness
11/18/2022,OKC,Eugene Omoruyi,Out,G League - Two-Way
11/18/2022,CHI,Kostas Antetokounmpo,Out,G League - Two-Way
11/18/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
11/18/2022,CHI,Malcolm Hill,Out,G League - Two-Way
11/18/2022,CHI,Marko Simonovic,Out,G League - On Assignment
11/18/2022,CHI,Dalen Terry,Out,G League - On Assignment
11/18/2022,ORL,Cole Anthony,Out,Injury/Illness - Right Internal Oblique; Tear
11/18/2022,ORL,Paolo Banchero,Out,Injury/Illness - Left Ankle; Sprain
11/18/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
11/18/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
11/18/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Sprain
11/18/2022,BOS,JD Davison,Out,G League - Two-Way
11/18/2022,BOS,Danilo Gallinari,Out,Injury/Illness - Left Knee; ACL Repair
11/18/2022,BOS,Mfiondu Kabengele,Out,G League - Two-Way
11/18/2022,BOS,Marcus Smart,Out,Injury/Illness - Right Ankle; Inflammation
11/18/2022,BOS,Robert Williams III,Out,Injury/Illness - Left Knee; Surgery
11/18/2022,NOP,Kira Lewis Jr.,Out,G League - On Assignment
11/18/2022,NOP,E.J. Liddell,Out,Injury/Illness - Right Knee; ACL Injury Recovery
11/18/2022,NOP,Dereon Seabron,Out,G League - Two-Way
11/18/2022,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Contusion
11/18/2022,DAL,Tyler Dorsey,Out,G League - Two-Way
11/18/2022,DAL,Jaden Hardy,Out,G League - On Assignment
11/18/2022,DAL,Maxi Kleber,Out,Injury/Illness - Back; Low Back Contusion
11/18/2022,DAL,McKinley Wright IV,Out,G League - Two-Way
11/18/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
11/18/2022,DEN,Aaron Gordon,Questionable,Injury/Illness - Non-covid; Illness
11/18/2022,DEN,Nikola Jokic,Out,Health and Safety Protocols
11/18/2022,DEN,Jamal Murray,Out,Health and Safety Protocols
11/18/2022,DEN,Ish Smith,Doubtful,Injury/Illness - Right Calf; Strain
11/18/2022,PHO,Jae Crowder,Out,Not With Team
11/18/2022,PHO,Cameron Johnson,Out,Injury/Illness - Right Meniscus; Tear
11/18/2022,PHO,Josh Okogie,Questionable,Injury/Illness - Right Hamstring; Soreness
11/18/2022,PHO,Chris Paul,Out,Injury/Illness - Right Heel; Soreness
11/18/2022,PHO,Landry Shamet,Out,Injury/Illness - N/a; Concussion protocol
11/18/2022,UTA,Ochai Agbaji,Out,G League - On Assignment
11/18/2022,UTA,Leandro Bolmaro,Out,G League - On Assignment
11/18/2022,UTA,Rudy Gay,Out,Injury/Illness - Left Hand; Third MCP joint sprain
11/18/2022,UTA,Johnny Juzang,Out,G League - Two-Way
11/18/2022,UTA,Micah Potter,Out,G League - Two-Way
11/18/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
11/18/2022,GSW,Jonathan Kuminga,Probable,Injury/Illness - General; Illness
11/18/2022,NYK,Feron Hunt,Out,G League - Two-Way
11/18/2022,NYK,Trevor Keels,Out,G League - Two-Way
11/18/2022,NYK,Mitchell Robinson,Doubtful,Injury/Illness - Right Knee; sprained
11/18/2022,DET,Buddy Boeheim,Out,G League - Two-Way
11/18/2022,DET,Cade Cunningham,Out,Injury/Illness - Left Shin; Soreness
11/18/2022,DET,Cory Joseph,Questionable,Injury/Illness - Left Hip; Soreness
11/18/2022,DET,Isaiah Stewart,Out,Injury/Illness - Right Great Toe; Sprain
11/18/2022,LAL,Max Christie,Out,Health and Safety Protocols
11/18/2022,LAL,Anthony Davis,Probable,Injury/Illness - Low Back; Tightness
11/18/2022,LAL,LeBron James,Questionable,Injury/Illness - Left Adductor; Strain
11/18/2022,LAL,Scotty Pippen Jr.,Out,G League - Two-Way
11/18/2022,LAL,Cole Swider,Out,G League - Two-Way
11/18/2022,LAL,Juan Toscano-Anderson,Out,Injury/Illness - Mid Back; Soreness
11/19/2022,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Knee; Injury Recovery
11/19/2022,ATL,Jarrett Culver,Out,G League - Two-Way
11/19/2022,ATL,Tyrese Martin,Out,G League - On Assignment
11/19/2022,TOR,Precious Achiuwa,Out,Injury/Illness - Right Ankle; Sprain
11/19/2022,TOR,Dalano Banton,Out,Injury/Illness - Left Ankle; Sprain
11/19/2022,TOR,Chris Boucher,Out,Injury/Illness - Illness; Non-COVID
11/19/2022,TOR,Justin Champagnie,Out,Injury/Illness - Back; Soreness; lower
11/19/2022,TOR,Otto Porter Jr.,Out,Injury/Illness - Left Foot; Second toe - dislocation
11/19/2022,TOR,Pascal Siakam,Out,Injury/Illness - Right Adductor; Strain
11/19/2022,TOR,Gary Trent Jr.,Out,Injury/Illness - Illness; Non-COVID
11/19/2022,IND,Kendall Brown,Out,G League - Two-Way
11/19/2022,IND,Chris Duarte,Out,Injury/Illness - Left Ankle; Sprain
11/19/2022,IND,Trevelin Queen,Out,G League - Two-Way
11/19/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Surgery
11/19/2022,ORL,Cole Anthony,Out,Injury/Illness - Right Internal Oblique; Tear
11/19/2022,ORL,Paolo Banchero,Out,Injury/Illness - Left Ankle; Sprain
11/19/2022,ORL,Wendell Carter Jr.,Out,Injury/Illness - Right Plantar Fascia; Strain
11/19/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
11/19/2022,ORL,Gary Harris,Out,Injury/Illness - Left Knee; Injury Management
11/19/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
11/19/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Strain
11/19/2022,MIN,Luka Garza,Out,G League - Two-Way
11/19/2022,MIN,Josh Minott,Out,G League - On Assignment
11/19/2022,MIN,Wendell Moore Jr.,Out,G League - On Assignment
11/19/2022,PHI,Michael Foster Jr.,Out,G League - Two-Way
11/19/2022,PHI,James Harden,Out,Injury/Illness - Right Foot; Tendon Strain
11/19/2022,PHI,Tobias Harris,Questionable,Injury/Illness - Left Hip; Soreness
11/19/2022,PHI,Furkan Korkmaz,Out,Injury/Illness - Left Knee; Effusion
11/19/2022,PHI,Tyrese Maxey,Out,Injury/Illness - Left Foot; Fracture
11/19/2022,PHI,Jaden Springer,Out,Injury/Illness - Right Quad; Strain
11/19/2022,POR,Ibou Badji,Out,G League - Two-Way
11/19/2022,POR,Greg Brown III,Out,G League - On Assignment
11/19/2022,POR,Keon Johnson,Out,Injury/Illness - Left Hip; Pointer
11/19/2022,POR,Nassir Little,Questionable,Injury/Illness - Left Calf; Soreness
11/19/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
11/19/2022,UTA,Ochai Agbaji,Out,G League - On Assignment
11/19/2022,UTA,Leandro Bolmaro,Out,G League - On Assignment
11/19/2022,UTA,Rudy Gay,Out,Injury/Illness - Left Hand; third MCP joint sprain
11/19/2022,UTA,Johnny Juzang,Out,G League - Two-Way
11/19/2022,UTA,Micah Potter,Out,G League - Two-Way
11/19/2022,SAS,Zach Collins,Out,Injury/Illness - Left Fibula; Non-Displaced Head Fracture
11/19/2022,SAS,Romeo Langford,Out,Return to Competition Reconditioning
11/19/2022,SAS,Jakob Poeltl,Questionable,Injury/Illness - Right Knee; Soreness
11/19/2022,SAS,Devin Vassell,Out,Injury/Illness - Left Ankle; Soreness
11/19/2022,SAS,Blake Wesley,Out,Injury/Illness - Left MCL; Sprain
11/20/2022,BRK,Alondes Williams,Out,G League - Two-Way
11/20/2022,CHO,Mark Williams,Questionable,Injury/Illness - Left Ankle; Sprain
11/20/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
11/20/2022,DAL,McKinley Wright IV,Out,G League - Two-Way
11/20/2022,DEN,Ish Smith,Questionable,Injury/Illness - Right Calf; Strain
11/20/2022,DET,Isaiah Stewart,Out,Injury/Illness - Right Great Toe; Sprain
11/20/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
11/20/2022,HOU,TyTy Washington Jr.,Out,G League - On Assignment
11/20/2022,LAL,Juan Toscano-Anderson,Questionable,Injury/Illness - Mid Back; Soreness
11/20/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Patellar; Tendinitis
11/20/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Surgery
11/20/2022,NYK,Cam Reddish,Out,Injury/Illness - Right Groin; sore
11/20/2022,PHO,Landry Shamet,Out,Injury/Illness - N/a; Concussion protocol
11/20/2022,SAC,Keegan Murray,Probable,Injury/Illness - Lower Back; Soreness
11/20/2022,WAS,Delon Wright,Out,Injury/Illness - Right Hamstring; Right hamstring strain
11/20/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
11/20/2022,CHO,Dennis Smith Jr.,Questionable,Injury/Illness - Left Ankle; Sprain
11/20/2022,CLE,Dean Wade,Out,Injury/Illness - Right Knee; Soreness
11/20/2022,DAL,Maxi Kleber,Out,Injury/Illness - Low Back; Contusion
11/20/2022,DEN,Jamal Murray,Out,Health and Safety Protocols
11/20/2022,DET,Cory Joseph,Probable,Injury/Illness - Left Hip; Soreness
11/20/2022,HOU,Jae'Sean Tate,Out,Injury/Illness - Right Ankle; Soreness
11/20/2022,LAL,Cole Swider,Out,G League - Two-Way
11/20/2022,MEM,Ja Morant,Out,Injury/Illness - Left Ankle; Sprain
11/20/2022,MIA,Gabe Vincent,Questionable,Injury/Illness - Left Knee; Effusion
11/20/2022,NYK,Trevor Keels,Out,G League - Two-Way
11/20/2022,PHO,Chris Paul,Out,Injury/Illness - Right Heel; Soreness
11/20/2022,SAC,Malik Monk,Questionable,Injury/Illness - N/a; Dental procedure recovery
11/20/2022,WAS,Monte Morris,Out,Injury/Illness - Right Ankle; Right ankle soreness
11/20/2022,BRK,Nic Claxton,Out,Personal Reasons
11/20/2022,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Procedure
11/20/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
11/20/2022,DAL,Tyler Dorsey,Out,G League - Two-Way
11/20/2022,DEN,Nikola Jokic,Out,Health and Safety Protocols
11/20/2022,DET,Cade Cunningham,Out,Injury/Illness - Left Shin; Soreness
11/20/2022,HOU,Alperen Sengun,Questionable,Injury/Illness - Right Groin; Soreness
11/20/2022,LAL,Scotty Pippen Jr.,Out,G League - Two-Way
11/20/2022,MEM,Kenneth Lofton Jr.,Out,G League - Two-Way
11/20/2022,MIA,Duncan Robinson,Doubtful,Injury/Illness - Right Hand; Sprain
11/20/2022,NYK,Feron Hunt,Out,G League - Two-Way
11/20/2022,PHO,Cameron Johnson,Out,Injury/Illness - Right Meniscus; Tear
11/20/2022,WAS,Rui Hachimura,Questionable,Injury/Illness - Right Ankle; Right ankle soreness
11/20/2022,CHO,LaMelo Ball,Out,Injury/Illness - Left Ankle; Sprain
11/20/2022,CLE,Kevin Love,Questionable,Injury/Illness - Right Thumb; Fracture
11/20/2022,DAL,Reggie Bullock,Probable,Injury/Illness - Neck; Strain
11/20/2022,DEN,Bones Hyland,Probable,Injury/Illness - Left Hip; Soreness
11/20/2022,DET,Buddy Boeheim,Out,G League - Two-Way
11/20/2022,HOU,Kevin Porter Jr.,Questionable,Injury/Illness - Left Low Back; Soreness
11/20/2022,LAL,LeBron James,Questionable,Injury/Illness - Left Adductor; Strain
11/20/2022,MEM,Jaren Jackson Jr.,Out,Injury/Illness - Right Foot; RTN from Injury Management (RT Foot Surgery Recovery)
11/20/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
11/20/2022,PHO,Jae Crowder,Out,Not With Team
11/20/2022,DEN,Aaron Gordon,Questionable,Injury/Illness - Non-covid; Illness
11/20/2022,DET,Saddiq Bey,Questionable,Injury/Illness - Right Ankle; Sprain
11/20/2022,HOU,Trevor Hudgins,Out,G League - Two-Way
11/20/2022,LAL,Anthony Davis,Probable,Injury/Illness - Low Back; Tightness
11/20/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
11/20/2022,MIA,Tyler Herro,Out,Injury/Illness - Left Ankle; Sprain
11/20/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
11/20/2022,HOU,Bruno Fernando,Out,Injury/Illness - Left Knee; Soreness
11/20/2022,LAL,Max Christie,Out,Health and Safety Protocols
11/20/2022,MEM,Desmond Bane,Out,Injury/Illness - Right Big Toe; Sprain
11/20/2022,MIA,Udonis Haslem,Out,Personal Reasons
11/20/2022,HOU,Darius Days,Out,G League - Two-Way
11/20/2022,MIA,Dewayne Dedmon,Questionable,Injury/Illness - Stomach; non-covid illness
11/20/2022,MIA,Jimmy Butler,Out,Injury/Illness - Right Knee; Soreness
11/20/2022,MIA,Bam Adebayo,Questionable,Injury/Illness - Left Knee; Contusion
11/21/2022,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Knee; Injury Recovery
11/21/2022,ATL,Jarrett Culver,Out,G League - Two-Way
11/21/2022,ATL,Trent Forrest,Out,G League - Two-Way
11/21/2022,ATL,De'Andre Hunter,Out,Injury/Illness - Illness; Non-COVID
11/21/2022,ATL,Tyrese Martin,Out,G League - On Assignment
11/21/2022,CLE,Caris LeVert,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,CLE,Isaiah Mobley,Out,G League - Two-Way
11/21/2022,CLE,Ricky Rubio,Out,Injury/Illness - Left Knee; ACL Surgery
11/21/2022,CLE,Dean Wade,Out,Injury/Illness - Right Knee; Soreness
11/21/2022,CLE,Dylan Windler,Out,Injury/Illness - Right Ankle; Sprain
11/21/2022,IND,Kendall Brown,Out,G League - Two-Way
11/21/2022,IND,Chris Duarte,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,IND,Andrew Nembhard,Out,Injury/Illness - Left Knee; Bruised
11/21/2022,IND,Trevelin Queen,Out,G League - Two-Way
11/21/2022,IND,Daniel Theis,Out,Injury/Illness - Right Knee; Surgery
11/21/2022,ORL,Cole Anthony,Out,Injury/Illness - Right Internal Oblique; Tear
11/21/2022,ORL,Paolo Banchero,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,ORL,Wendell Carter Jr.,Out,Injury/Illness - Right Plantar Fascia; Strain
11/21/2022,ORL,Markelle Fultz,Out,Injury/Illness - Left Big Toe; Fracture
11/21/2022,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
11/21/2022,ORL,Moritz Wagner,Out,Injury/Illness - Right Midfoot; Strain
11/21/2022,BOS,JD Davison,Out,G League - Two-Way
11/21/2022,BOS,Danilo Gallinari,Out,Injury/Illness - Left Knee; ACL Repair
11/21/2022,BOS,Mfiondu Kabengele,Out,G League - Two-Way
11/21/2022,BOS,Robert Williams III,Out,Injury/Illness - Left Knee; Surgery
11/21/2022,CHI,Kostas Antetokounmpo,Out,G League - Two-Way
11/21/2022,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
11/21/2022,CHI,Malcolm Hill,Out,G League - Two-Way
11/21/2022,CHI,Marko Simonovic,Out,G League - On Assignment
11/21/2022,GSW,Stephen Curry,Out,Injury/Illness - Right Elbow; Soreness
11/21/2022,GSW,Draymond Green,Out,Injury/Illness - Low Back; Injury Management
11/21/2022,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Injury Management
11/21/2022,GSW,Klay Thompson,Out,Injury/Illness - Right Achilles Tendon; Injury Management
11/21/2022,GSW,Andrew Wiggins,Out,Injury/Illness - Left Foot; Soreness
11/21/2022,NOP,Kira Lewis Jr.,Out,G League - On Assignment
11/21/2022,NOP,E.J. Liddell,Out,Injury/Illness - Right Knee; ACL Injury Recovery
11/21/2022,NOP,Trey Murphy III,Out,Injury/Illness - Right Foot; Contusion
11/21/2022,NOP,Dereon Seabron,Out,G League - Two-Way
11/21/2022,MIA,Jimmy Butler,Out,Injury/Illness - Right Knee; Soreness
11/21/2022,MIA,Udonis Haslem,Out,Personal Reasons
11/21/2022,MIA,Tyler Herro,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,MIA,Victor Oladipo,Out,Injury/Illness - Left Knee; Tendinosis
11/21/2022,MIA,Duncan Robinson,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,MIA,Gabe Vincent,Out,Injury/Illness - Left Knee; Effusion
11/21/2022,MIA,Omer Yurtseven,Out,Injury/Illness - Left Ankle; Surgery
11/21/2022,MIN,Kyle Anderson,Out,Injury/Illness - Back; Spasms
11/21/2022,NYK,Feron Hunt,Out,G League - Two-Way
11/21/2022,NYK,Trevor Keels,Out,G League - Two-Way
11/21/2022,NYK,Cam Reddish,Out,Injury/Illness - Right Groin; sore
11/21/2022,NYK,Derrick Rose,Out,Injury/Illness - Right toe; sore
11/21/2022,OKC,Ousmane Dieng,Out,G League - On Assignment
11/21/2022,OKC,Chet Holmgren,Out,Injury/Illness - Right Foot; Surgery
11/21/2022,OKC,Aleksej Pokusevski,Out,Injury/Illness - Left Ankle; Sprain
11/21/2022,MIL,Giannis Antetokounmpo,Probable,Injury/Illness - Left Calf; Tightness
11/21/2022,MIL,Joe Ingles,Out,Injury/Illness - Left Knee; ACL Surgery
11/21/2022,MIL,Wesley Matthews,Out,Injury/Illness - Right Hamstring; Strain
11/21/2022,MIL,Khris Middleton,Out,Injury/Illness - Left Wrist; Ligament Surgery
11/21/2022,POR,Greg Brown III,Out,G League - On Assignment
11/21/2022,POR,Keon Johnson,Out,Injury/Illness - Left Hip; Pointer
11/21/2022,POR,Damian Lillard,Out,Injury/Illness - Right Soleus; Strain
11/21/2022,POR,Gary Payton II,Out,Return to Competition Reconditioning
11/21/2022,UTA,Ochai Agbaji,Out,G League - On Assignment
11/21/2022,UTA,Leandro Bolmaro,Out,G League - On Assignment
11/21/2022,UTA,Mike Conley,Out,Injury/Illness - Left Leg; Popliteus strain
11/21/2022,UTA,Rudy Gay,Out,Injury/Illness - Left Hand; Third MCP joint sprain
11/21/2022,UTA,Johnny Juzang,Out,G League - Two-Way
11/21/2022,UTA,Micah Potter,Out,G League - Two-Way
11/22/2022,BRK,T.J. Warren,Out,Injury/Illness - Left Foot; Injury Recovery
11/22/2022,BRK,Yuta Watanabe,Out,Injury/Illness - Right Hamstring; Tightness
11/22/2022,BRK,Alondes Williams,Out,G League - Two-Way
11/22/2022,PHI,Joel Embiid,Out,Injury/Illness - Left Mid-Foot; Sprain
11/22/2022,PHI,James Harden,Out,Injury/Illness - Right Foot; Strain
11/22/2022,PHI,Tyrese Maxey,Out,Injury/Illness - Left Foot; Fracture
11/22/2022,PHI,Jaden Springer,Out,Injury/Illness - Right Quad; Strain
11/22/2022,MEM,Desmond Bane,Out,Injury/Illness - Right Big Toe; Sprain
11/22/2022,MEM,Danny Green,Out,Injury/Illness - Left Knee; Surgery Recovery
11/22/2022,MEM,Ja Morant,Questionable,Injury/Illness - Left Ankle; Sprain
11/22/2022,MEM,Ziaire Williams,Out,Injury/Illness - Right Patellar; Tendinitis
11/22/2022,DEN,Collin Gillespie,Out,Injury/Illness - Right Lower Leg; Fracture
11/22/2022,DEN,Aaron Gordon,Questionable,Injury/Illness - Non-covid; Illness
