game_id,Date,Team,Team_type,Opp,Opp_type,Player,Pos,Active,MP,FG,FGA,FG%,3PM,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,DD,TD,Fpts
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Malcolm Brogdon,PG,1,23.87,7,11,0.636,0,2,0.0,2,2,1.0,1,1,2,4,2,0,1,2,16,15.1,9,0,0,17.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Jaylen Brown,SF,1,38.57,14,24,0.583,4,12,0.333,3,3,1.0,0,3,3,2,2,1,4,1,35,24.4,7,0,0,26.5
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,JD Davison,SG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Blake Griffin,C,1,8.28,0,2,0.0,0,1,0.0,1,2,0.5,2,3,5,1,0,0,0,3,1,1.0,-5,0,0,6.5
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Sam Hauser,SF,1,3.32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4,3,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Al Horford,C,1,23.1,2,7,0.286,2,5,0.4,0,0,0.0,1,4,5,1,0,0,0,4,6,2.9,8,0,0,10.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Justin Jackson,SF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Mfiondu Kabengele,PF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Luke Kornet,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Payton Pritchard,PG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Marcus Smart,PG,1,36.08,3,8,0.375,1,4,0.25,7,8,0.875,1,2,3,7,1,0,1,3,14,14.2,0,0,0,18.5
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Jayson Tatum,SF,1,38.63,13,20,0.65,2,7,0.286,7,9,0.778,0,12,12,4,1,1,3,1,35,30.1,10,1,0,36.5
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Noah Vonleh,C,1,20.17,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,1,1,0,4,2,1.7,7,0,0,7.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Derrick White,SG,1,24.03,1,3,0.333,0,1,0.0,0,1,0.0,1,2,3,4,1,0,1,2,2,3.2,9,0,0,9.0
20221018_PHI_BOS,10/18/2022,BOS,Home,PHI,Away,Grant Williams,PF,1,23.95,5,5,1.0,3,3,1.0,2,3,0.667,0,1,1,1,0,0,0,3,15,12.9,-3,0,0,11.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Joel Embiid,C,1,37.27,9,18,0.5,1,6,0.167,7,9,0.778,1,14,15,5,0,1,6,4,26,17.7,-13,1,0,30.5
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,James Harden,PG,1,37.28,9,14,0.643,5,9,0.556,12,12,1.0,0,8,8,7,0,0,3,3,35,31.9,1,0,0,32.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Montrezl Harrell,C,1,10.73,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,3,2,-1.2,4,0,0,2.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Tobias Harris,SF,1,34.23,7,14,0.5,3,6,0.5,1,2,0.5,1,1,2,0,3,0,0,3,18,13.4,-1,0,0,18.5
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Danuel House Jr.,SF,1,16.2,0,2,0.0,0,1,0.0,1,2,0.5,0,1,1,1,2,0,1,2,1,0.4,-5,0,0,5.5
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Furkan Korkmaz,SG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Tyrese Maxey,SG,1,38.18,8,16,0.5,2,5,0.4,3,3,1.0,0,1,1,2,2,0,1,5,21,13.7,-6,0,0,17.5
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,De'Anthony Melton,SG,1,20.55,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0,1,0,0,2,5,3.2,-13,0,0,5.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Shake Milton,SG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Georges Niang,PF,1,12.15,1,4,0.25,1,3,0.333,0,0,0.0,0,0,0,1,0,0,0,1,3,0.9,-5,0,0,3.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Paul Reed,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20221018_PHI_BOS,10/18/2022,PHI,Away,BOS,Home,Jaden Springer,SG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
