Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
10/21/2025,7:30p,Houston Rockets,HOU,124,Oklahoma City Thunder,OKC,125,Paycom Center,0,0,0,0,1
10/21/2025,10:00p,Golden State Warriors,GSW,119,Los Angeles Lakers,LAL,109,Crypto.com Arena,0,0,0,0,1
10/22/2025,7:00p,Brooklyn Nets,BRK,117,Charlotte Hornets,CHO,136,Spectrum Center,0,0,0,0,1
10/22/2025,7:00p,Cleveland Cavaliers,CLE,111,New York Knicks,NYK,119,Madison Square Garden (IV),0,0,0,0,1
10/22/2025,7:00p,Miami Heat,MIA,121,Orlando Magic,ORL,125,Kia Center,0,0,0,0,1
10/22/2025,7:30p,Philadelphia 76ers,PHI,117,Boston Celtics,BOS,116,TD Garden,0,0,0,0,1
10/22/2025,7:30p,Toronto Raptors,TOR,138,Atlanta Hawks,ATL,118,State Farm Arena,0,0,0,0,1
10/22/2025,8:00p,Detroit Pistons,DET,111,Chicago Bulls,CHI,115,United Center,0,0,0,0,1
10/22/2025,8:00p,New Orleans Pelicans,NOP,122,Memphis Grizzlies,MEM,128,FedExForum,0,0,0,0,1
10/22/2025,8:00p,Washington Wizards,WAS,120,Milwaukee Bucks,MIL,133,Fiserv Forum,0,0,0,0,1
10/22/2025,9:00p,Los Angeles Clippers,LAC,108,Utah Jazz,UTA,129,Delta Center,0,0,0,0,1
10/22/2025,9:30p,San Antonio Spurs,SAS,125,Dallas Mavericks,DAL,92,American Airlines Center,0,0,0,0,1
10/22/2025,10:00p,Minnesota Timberwolves,MIN,118,Portland Trail Blazers,POR,114,Moda Center,0,0,0,0,1
10/22/2025,10:00p,Sacramento Kings,SAC,116,Phoenix Suns,PHO,120,Mortgage Matchup Center,0,0,0,0,1
10/23/2025,7:30p,Oklahoma City Thunder,OKC,141,Indiana Pacers,IND,135,Gainbridge Fieldhouse,0,0,0,0,1
10/23/2025,10:00p,Denver Nuggets,DEN,131,Golden State Warriors,GSW,137,Chase Center,0,0,0,0,1
10/24/2025,6:30p,Milwaukee Bucks,MIL,122,Toronto Raptors,TOR,116,Scotiabank Arena,0,0,0,0,1
10/24/2025,7:00p,Atlanta Hawks,ATL,111,Orlando Magic,ORL,107,Kia Center,0,0,0,0,1
10/24/2025,7:30p,Cleveland Cavaliers,CLE,131,Brooklyn Nets,BRK,124,Barclays Center,0,0,0,0,1
10/24/2025,7:30p,Boston Celtics,BOS,95,New York Knicks,NYK,105,Madison Square Garden (IV),0,0,0,0,1
10/24/2025,8:00p,Detroit Pistons,DET,115,Houston Rockets,HOU,111,Toyota Center,0,0,0,0,1
10/24/2025,8:00p,San Antonio Spurs,SAS,120,New Orleans Pelicans,NOP,116,Smoothie King Center,0,0,0,0,1
10/24/2025,8:00p,Miami Heat,MIA,146,Memphis Grizzlies,MEM,114,FedExForum,0,0,0,0,1
10/24/2025,8:30p,Washington Wizards,WAS,117,Dallas Mavericks,DAL,107,American Airlines Center,0,0,0,0,1
10/24/2025,10:00p,Minnesota Timberwolves,MIN,110,Los Angeles Lakers,LAL,128,Crypto.com Arena,0,0,0,0,1
10/24/2025,10:00p,Golden State Warriors,GSW,119,Portland Trail Blazers,POR,139,Moda Center,1,0,0,0,1
10/24/2025,10:00p,Utah Jazz,UTA,104,Sacramento Kings,SAC,105,Golden 1 Center,0,0,0,0,1
10/24/2025,10:30p,Phoenix Suns,PHO,102,Los Angeles Clippers,LAC,129,Intuit Dome,0,0,0,0,1
10/25/2025,7:00p,Chicago Bulls,CHI,110,Orlando Magic,ORL,98,Kia Center,0,1,0,0,1
10/25/2025,7:30p,Oklahoma City Thunder,OKC,117,Atlanta Hawks,ATL,100,State Farm Arena,0,1,0,0,1
10/25/2025,7:30p,Charlotte Hornets,CHO,121,Philadelphia 76ers,PHI,125,Xfinity Mobile Arena,0,0,0,0,1
10/25/2025,8:00p,Indiana Pacers,IND,103,Memphis Grizzlies,MEM,128,FedExForum,0,1,0,0,1
10/25/2025,9:00p,Phoenix Suns,PHO,111,Denver Nuggets,DEN,133,Ball Arena,1,0,0,0,1
10/26/2025,2:00p,Brooklyn Nets,BRK,107,San Antonio Spurs,SAS,118,Frost Bank Center,0,0,0,0,1
10/26/2025,3:30p,Boston Celtics,BOS,113,Detroit Pistons,DET,119,Little Caesars Arena,0,0,0,0,1
10/26/2025,6:00p,Charlotte Hornets,CHO,139,Washington Wizards,WAS,113,Capital One Arena,1,0,0,0,1
10/26/2025,6:00p,New York Knicks,NYK,107,Miami Heat,MIA,115,Kaseya Center,0,0,0,0,1
10/26/2025,6:00p,Milwaukee Bucks,MIL,113,Cleveland Cavaliers,CLE,118,Rocket Arena,0,0,0,0,1
10/26/2025,7:00p,Indiana Pacers,IND,110,Minnesota Timberwolves,MIN,114,Target Center,1,0,0,0,1
10/26/2025,7:30p,Toronto Raptors,TOR,129,Dallas Mavericks,DAL,139,American Airlines Center,0,0,0,0,1
10/26/2025,9:00p,Los Angeles Lakers,LAL,127,Sacramento Kings,SAC,120,Golden 1 Center,0,0,0,0,1
10/26/2025,9:00p,Portland Trail Blazers,POR,107,Los Angeles Clippers,LAC,114,Intuit Dome,0,0,0,0,1
10/27/2025,7:00p,Cleveland Cavaliers,CLE,116,Detroit Pistons,DET,95,Little Caesars Arena,1,1,0,0,1
10/27/2025,7:00p,Orlando Magic,ORL,124,Philadelphia 76ers,PHI,136,Xfinity Mobile Arena,0,0,0,0,1
10/27/2025,8:00p,Atlanta Hawks,ATL,123,Chicago Bulls,CHI,128,United Center,0,0,0,0,1
10/27/2025,8:00p,Brooklyn Nets,BRK,109,Houston Rockets,HOU,137,Toyota Center,1,0,0,0,1
10/27/2025,8:00p,Boston Celtics,BOS,122,New Orleans Pelicans,NOP,90,Smoothie King Center,1,0,0,0,1
10/27/2025,8:00p,Toronto Raptors,TOR,103,San Antonio Spurs,SAS,121,Frost Bank Center,1,1,0,0,1
10/27/2025,8:30p,Oklahoma City Thunder,OKC,101,Dallas Mavericks,DAL,94,American Airlines Center,0,1,0,0,1
10/27/2025,9:00p,Phoenix Suns,PHO,134,Utah Jazz,UTA,138,Delta Center,0,0,0,0,1
10/27/2025,9:30p,Denver Nuggets,DEN,127,Minnesota Timberwolves,MIN,114,Target Center,0,1,0,0,1
10/27/2025,10:00p,Memphis Grizzlies,MEM,118,Golden State Warriors,GSW,131,Chase Center,0,0,0,0,1
10/27/2025,10:30p,Portland Trail Blazers,POR,122,Los Angeles Lakers,LAL,108,Crypto.com Arena,1,1,0,0,1
10/28/2025,7:00p,Philadelphia 76ers,PHI,139,Washington Wizards,WAS,134,Capital One Arena,1,0,0,0,1
10/28/2025,7:30p,Charlotte Hornets,CHO,117,Miami Heat,MIA,144,Kaseya Center,0,0,0,0,1
10/28/2025,8:00p,New York Knicks,NYK,111,Milwaukee Bucks,MIL,121,Fiserv Forum,0,0,0,0,1
10/28/2025,8:00p,Sacramento Kings,SAC,101,Oklahoma City Thunder,OKC,107,Paycom Center,0,1,0,0,1
10/28/2025,11:00p,Los Angeles Clippers,LAC,79,Golden State Warriors,GSW,98,Chase Center,0,1,0,0,1
10/29/2025,6:30p,Houston Rockets,HOU,139,Toronto Raptors,TOR,121,Scotiabank Arena,0,0,0,0,1
10/29/2025,7:00p,Cleveland Cavaliers,CLE,105,Boston Celtics,BOS,125,TD Garden,0,0,0,0,1
10/29/2025,7:00p,Orlando Magic,ORL,116,Detroit Pistons,DET,135,Little Caesars Arena,0,0,0,0,1
10/29/2025,7:30p,Atlanta Hawks,ATL,117,Brooklyn Nets,BRK,112,Barclays Center,0,0,0,0,1
10/29/2025,8:00p,Sacramento Kings,SAC,113,Chicago Bulls,CHI,126,United Center,1,0,0,0,1
10/29/2025,8:30p,Indiana Pacers,IND,105,Dallas Mavericks,DAL,107,American Airlines Center,0,0,0,0,1
10/29/2025,9:00p,Portland Trail Blazers,POR,136,Utah Jazz,UTA,134,Delta Center,0,0,0,0,1
10/29/2025,9:00p,New Orleans Pelicans,NOP,88,Denver Nuggets,DEN,122,Ball Arena,0,0,0,0,1
10/29/2025,9:30p,Los Angeles Lakers,LAL,116,Minnesota Timberwolves,MIN,115,Target Center,0,0,0,0,1
10/29/2025,10:00p,Memphis Grizzlies,MEM,114,Phoenix Suns,PHO,113,Mortgage Matchup Center,0,0,0,0,1
10/30/2025,7:00p,Orlando Magic,ORL,123,Charlotte Hornets,CHO,107,Spectrum Center,1,0,0,0,1
10/30/2025,8:00p,Golden State Warriors,GSW,110,Milwaukee Bucks,MIL,120,Fiserv Forum,0,0,0,0,1
10/30/2025,8:00p,Washington Wizards,WAS,108,Oklahoma City Thunder,OKC,127,Paycom Center,0,0,0,0,1
10/30/2025,8:30p,Miami Heat,MIA,101,San Antonio Spurs,SAS,107,Frost Bank Center,0,0,0,0,1
10/31/2025,7:00p,Atlanta Hawks,ATL,128,Indiana Pacers,IND,108,Gainbridge Fieldhouse,0,0,1,0,1
10/31/2025,7:00p,Boston Celtics,BOS,109,Philadelphia 76ers,PHI,108,Xfinity Mobile Arena,0,0,1,0,1
10/31/2025,7:30p,Toronto Raptors,TOR,112,Cleveland Cavaliers,CLE,101,Rocket Arena,0,0,1,0,1
10/31/2025,8:00p,New York Knicks,NYK,125,Chicago Bulls,CHI,135,United Center,0,0,1,0,1
10/31/2025,9:30p,Los Angeles Lakers,LAL,117,Memphis Grizzlies,MEM,112,FedExForum,0,0,1,0,1
10/31/2025,10:00p,Utah Jazz,UTA,96,Phoenix Suns,PHO,118,Mortgage Matchup Center,0,0,1,0,1
10/31/2025,10:00p,Denver Nuggets,DEN,107,Portland Trail Blazers,POR,109,Moda Center,0,0,1,0,1
10/31/2025,10:30p,New Orleans Pelicans,NOP,124,Los Angeles Clippers,LAC,126,Intuit Dome,0,0,1,0,1
11/1/2025,5:00p,Sacramento Kings,SAC,135,Milwaukee Bucks,MIL,133,Fiserv Forum,0,0,0,0,1
11/1/2025,6:00p,Minnesota Timberwolves,MIN,122,Charlotte Hornets,CHO,105,Spectrum Center,0,0,0,0,1
11/1/2025,7:00p,Golden State Warriors,GSW,109,Indiana Pacers,IND,114,Gainbridge Fieldhouse,0,1,0,0,1
11/1/2025,7:00p,Orlando Magic,ORL,125,Washington Wizards,WAS,94,Capital One Arena,0,0,0,0,1
11/1/2025,8:00p,Houston Rockets,HOU,128,Boston Celtics,BOS,101,TD Garden,0,1,0,0,1
11/1/2025,10:00p,Dallas Mavericks,DAL,110,Detroit Pistons,DET,122,Mexico City Arena,0,0,0,0,1
11/2/2025,3:30p,New Orleans Pelicans,NOP,106,Oklahoma City Thunder,OKC,137,Paycom Center,0,0,0,0,1
11/2/2025,6:00p,Philadelphia 76ers,PHI,129,Brooklyn Nets,BRK,105,Barclays Center,0,0,0,0,1
11/2/2025,6:00p,Utah Jazz,UTA,103,Charlotte Hornets,CHO,126,Spectrum Center,0,1,0,0,1
11/2/2025,6:00p,Atlanta Hawks,ATL,109,Cleveland Cavaliers,CLE,117,Rocket Arena,0,0,0,0,1
11/2/2025,6:00p,Memphis Grizzlies,MEM,104,Toronto Raptors,TOR,117,Scotiabank Arena,0,0,0,0,1
11/2/2025,7:00p,Chicago Bulls,CHI,116,New York Knicks,NYK,128,Madison Square Garden (IV),0,0,0,0,1
11/2/2025,8:00p,San Antonio Spurs,SAS,118,Phoenix Suns,PHO,130,Mortgage Matchup Center,0,0,0,0,1
11/2/2025,9:30p,Miami Heat,MIA,120,Los Angeles Lakers,LAL,130,Crypto.com Arena,0,0,0,0,1
11/3/2025,7:00p,Minnesota Timberwolves,MIN,125,Brooklyn Nets,BRK,109,Barclays Center,0,1,0,0,1
11/3/2025,7:00p,Milwaukee Bucks,MIL,117,Indiana Pacers,IND,115,Gainbridge Fieldhouse,0,0,0,0,1
11/3/2025,7:30p,Utah Jazz,UTA,105,Boston Celtics,BOS,103,TD Garden,1,0,0,0,1
11/3/2025,7:30p,Washington Wizards,WAS,102,New York Knicks,NYK,119,Madison Square Garden (IV),0,1,0,0,1
11/3/2025,8:00p,Dallas Mavericks,DAL,102,Houston Rockets,HOU,110,Toyota Center,0,0,0,0,1
11/3/2025,8:00p,Detroit Pistons,DET,114,Memphis Grizzlies,MEM,106,FedExForum,0,1,0,0,1
11/3/2025,9:00p,Sacramento Kings,SAC,124,Denver Nuggets,DEN,130,Ball Arena,0,0,0,0,1
11/3/2025,10:00p,Los Angeles Lakers,LAL,123,Portland Trail Blazers,POR,115,Moda Center,1,0,0,0,1
11/3/2025,10:30p,Miami Heat,MIA,120,Los Angeles Clippers,LAC,119,Intuit Dome,1,0,0,0,1
11/4/2025,7:30p,Milwaukee Bucks,MIL,100,Toronto Raptors,TOR,128,Scotiabank Arena,1,0,0,0,1
11/4/2025,8:00p,Orlando Magic,ORL,112,Atlanta Hawks,ATL,127,State Farm Arena,0,0,0,0,1
11/4/2025,8:00p,Philadelphia 76ers,PHI,111,Chicago Bulls,CHI,113,United Center,0,0,0,0,1
11/4/2025,8:00p,Charlotte Hornets,CHO,112,New Orleans Pelicans,NOP,116,Smoothie King Center,0,0,0,0,1
11/4/2025,10:00p,Phoenix Suns,PHO,107,Golden State Warriors,GSW,118,Chase Center,0,0,0,0,1
11/4/2025,11:00p,Oklahoma City Thunder,OKC,126,Los Angeles Clippers,LAC,107,Intuit Dome,0,1,0,0,1
11/5/2025,7:00p,Philadelphia 76ers,PHI,121,Cleveland Cavaliers,CLE,132,Rocket Arena,1,0,0,0,1
11/5/2025,7:00p,Utah Jazz,UTA,103,Detroit Pistons,DET,114,Little Caesars Arena,0,0,0,0,1
11/5/2025,7:00p,Brooklyn Nets,BRK,112,Indiana Pacers,IND,103,Gainbridge Fieldhouse,0,0,0,0,1
11/5/2025,7:30p,Washington Wizards,WAS,107,Boston Celtics,BOS,136,TD Garden,0,0,0,0,1
11/5/2025,7:30p,Minnesota Timberwolves,MIN,114,New York Knicks,NYK,137,Madison Square Garden (IV),0,0,0,0,1
11/5/2025,8:00p,Houston Rockets,HOU,124,Memphis Grizzlies,MEM,109,FedExForum,0,0,0,0,1
11/5/2025,8:30p,New Orleans Pelicans,NOP,101,Dallas Mavericks,DAL,99,American Airlines Center,1,0,0,0,1
11/5/2025,9:00p,Miami Heat,MIA,112,Denver Nuggets,DEN,122,Ball Arena,0,0,0,0,1
11/5/2025,10:00p,San Antonio Spurs,SAS,116,Los Angeles Lakers,LAL,118,Crypto.com Arena,0,0,0,0,1
11/5/2025,10:00p,Oklahoma City Thunder,OKC,119,Portland Trail Blazers,POR,121,Moda Center,1,0,0,0,1
11/5/2025,10:00p,Golden State Warriors,GSW,116,Sacramento Kings,SAC,121,Golden 1 Center,1,0,0,0,1
11/6/2025,9:00p,Los Angeles Clippers,LAC,102,Phoenix Suns,PHO,115,Mortgage Matchup Center,0,0,0,0,1
11/7/2025,7:00p,Boston Celtics,BOS,110,Orlando Magic,ORL,123,Kia Center,0,0,1,0,1
11/7/2025,7:00p,Cleveland Cavaliers,CLE,148,Washington Wizards,WAS,115,Capital One Arena,0,0,1,0,1
11/7/2025,7:30p,Toronto Raptors,TOR,109,Atlanta Hawks,ATL,97,State Farm Arena,0,0,1,0,1
11/7/2025,7:30p,Detroit Pistons,DET,125,Brooklyn Nets,BRK,107,Barclays Center,0,0,1,0,1
11/7/2025,7:30p,Houston Rockets,HOU,110,San Antonio Spurs,SAS,121,Frost Bank Center,0,0,1,0,1
11/7/2025,8:00p,Dallas Mavericks,DAL,104,Memphis Grizzlies,MEM,118,FedExForum,0,0,1,0,1
11/7/2025,8:00p,Charlotte Hornets,CHO,108,Miami Heat,MIA,126,Kaseya Center,0,0,1,0,1
11/7/2025,8:00p,Chicago Bulls,CHI,110,Milwaukee Bucks,MIL,126,Fiserv Forum,0,0,1,0,1
11/7/2025,8:00p,Utah Jazz,UTA,97,Minnesota Timberwolves,MIN,137,Target Center,0,0,1,0,1
11/7/2025,10:00p,Golden State Warriors,GSW,104,Denver Nuggets,DEN,129,Ball Arena,0,0,1,0,1
11/7/2025,10:00p,Oklahoma City Thunder,OKC,132,Sacramento Kings,SAC,101,Golden 1 Center,0,0,1,0,1
11/8/2025,7:00p,Dallas Mavericks,DAL,111,Washington Wizards,WAS,105,Capital One Arena,1,1,0,0,1
11/8/2025,7:30p,Toronto Raptors,TOR,120,Philadelphia 76ers,PHI,130,Xfinity Mobile Arena,1,0,0,0,1
11/8/2025,8:00p,Los Angeles Lakers,LAL,102,Atlanta Hawks,ATL,122,State Farm Arena,0,1,0,0,1
11/8/2025,8:00p,Chicago Bulls,CHI,122,Cleveland Cavaliers,CLE,128,Rocket Arena,1,1,0,0,1
11/8/2025,8:00p,Portland Trail Blazers,POR,131,Miami Heat,MIA,136,Kaseya Center,0,1,0,0,1
11/8/2025,8:00p,New Orleans Pelicans,NOP,119,San Antonio Spurs,SAS,126,Frost Bank Center,0,1,0,0,1
11/8/2025,9:00p,Indiana Pacers,IND,100,Denver Nuggets,DEN,117,Ball Arena,0,1,0,0,1
11/8/2025,10:30p,Phoenix Suns,PHO,114,Los Angeles Clippers,LAC,103,Intuit Dome,0,0,0,0,1
11/9/2025,3:30p,Houston Rockets,HOU,122,Milwaukee Bucks,MIL,115,Fiserv Forum,0,0,0,0,1
11/9/2025,6:00p,Oklahoma City Thunder,OKC,114,Memphis Grizzlies,MEM,100,FedExForum,0,0,0,0,1
11/9/2025,6:00p,Brooklyn Nets,BRK,98,New York Knicks,NYK,134,Madison Square Garden (IV),0,0,0,0,1
11/9/2025,6:00p,Boston Celtics,BOS,111,Orlando Magic,ORL,107,Kia Center,0,0,0,0,1
11/9/2025,7:30p,Detroit Pistons,DET,111,Philadelphia 76ers,PHI,108,Xfinity Mobile Arena,0,1,0,0,1
11/9/2025,8:30p,Indiana Pacers,IND,83,Golden State Warriors,GSW,114,Chase Center,1,0,0,0,1
11/9/2025,9:00p,Minnesota Timberwolves,MIN,144,Sacramento Kings,SAC,117,Golden 1 Center,0,0,0,0,1
11/10/2025,7:00p,Los Angeles Lakers,LAL,121,Charlotte Hornets,CHO,111,Spectrum Center,0,0,0,0,1
11/10/2025,7:00p,Washington Wizards,WAS,135,Detroit Pistons,DET,137,Little Caesars Arena,0,1,0,0,1
11/10/2025,7:00p,Portland Trail Blazers,POR,112,Orlando Magic,ORL,115,Kia Center,0,1,0,0,1
11/10/2025,7:30p,Cleveland Cavaliers,CLE,138,Miami Heat,MIA,140,Kaseya Center,0,0,0,0,1
11/10/2025,8:00p,San Antonio Spurs,SAS,121,Chicago Bulls,CHI,117,United Center,0,0,0,0,1
11/10/2025,8:30p,Milwaukee Bucks,MIL,116,Dallas Mavericks,DAL,114,American Airlines Center,1,0,0,0,1
11/10/2025,9:00p,New Orleans Pelicans,NOP,98,Phoenix Suns,PHO,121,Mortgage Matchup Center,0,0,0,0,1
11/10/2025,9:00p,Minnesota Timberwolves,MIN,120,Utah Jazz,UTA,113,Delta Center,1,0,0,0,1
11/10/2025,10:30p,Atlanta Hawks,ATL,105,Los Angeles Clippers,LAC,102,Intuit Dome,0,0,0,0,1
11/11/2025,7:30p,Toronto Raptors,TOR,119,Brooklyn Nets,BRK,109,Barclays Center,0,0,0,0,1
11/11/2025,7:30p,Memphis Grizzlies,MEM,120,New York Knicks,NYK,133,Madison Square Garden (IV),0,0,0,0,1
11/11/2025,8:00p,Golden State Warriors,GSW,102,Oklahoma City Thunder,OKC,126,Paycom Center,0,0,0,0,1
11/11/2025,8:00p,Boston Celtics,BOS,100,Philadelphia 76ers,PHI,102,Xfinity Mobile Arena,0,0,0,0,1
11/11/2025,9:00p,Indiana Pacers,IND,128,Utah Jazz,UTA,152,Delta Center,0,1,0,0,1
11/11/2025,11:00p,Denver Nuggets,DEN,122,Sacramento Kings,SAC,108,Golden 1 Center,0,0,0,0,1
11/12/2025,7:00p,Milwaukee Bucks,MIL,100,Charlotte Hornets,CHO,111,Spectrum Center,0,0,0,0,1
11/12/2025,7:00p,Chicago Bulls,CHI,113,Detroit Pistons,DET,124,Little Caesars Arena,0,0,0,0,1
11/12/2025,7:00p,Orlando Magic,ORL,124,New York Knicks,NYK,107,Madison Square Garden (IV),0,1,0,0,1
11/12/2025,7:30p,Memphis Grizzlies,MEM,95,Boston Celtics,BOS,131,TD Garden,1,1,0,0,1
11/12/2025,7:30p,Cleveland Cavaliers,CLE,130,Miami Heat,MIA,116,Kaseya Center,0,0,0,0,1
11/12/2025,8:00p,Washington Wizards,WAS,112,Houston Rockets,HOU,135,Toyota Center,0,0,0,0,1
11/12/2025,8:00p,Portland Trail Blazers,POR,125,New Orleans Pelicans,NOP,117,Smoothie King Center,0,0,0,0,1
11/12/2025,8:00p,Golden State Warriors,GSW,125,San Antonio Spurs,SAS,120,Frost Bank Center,1,0,0,0,1
11/12/2025,8:30p,Phoenix Suns,PHO,123,Dallas Mavericks,DAL,114,American Airlines Center,0,0,0,0,1
11/12/2025,9:30p,Los Angeles Lakers,LAL,92,Oklahoma City Thunder,OKC,121,Paycom Center,0,1,0,0,1
11/12/2025,10:00p,Atlanta Hawks,ATL,133,Sacramento Kings,SAC,100,Golden 1 Center,0,1,0,0,1
11/12/2025,10:30p,Denver Nuggets,DEN,130,Los Angeles Clippers,LAC,116,Intuit Dome,1,0,0,0,1
11/13/2025,7:00p,Toronto Raptors,TOR,126,Cleveland Cavaliers,CLE,113,Rocket Arena,0,1,0,0,1
11/13/2025,9:00p,Indiana Pacers,IND,98,Phoenix Suns,PHO,133,Mortgage Matchup Center,0,1,0,0,1
11/13/2025,9:00p,Atlanta Hawks,ATL,132,Utah Jazz,UTA,122,Delta Center,1,0,0,0,1
11/14/2025,7:00p,Miami Heat,MIA,132,New York Knicks,NYK,140,Madison Square Garden (IV),0,0,1,0,1
11/14/2025,7:00p,Brooklyn Nets,BRK,98,Orlando Magic,ORL,105,Kia Center,0,0,1,0,1
11/14/2025,7:30p,Philadelphia 76ers,PHI,105,Detroit Pistons,DET,114,Little Caesars Arena,0,0,1,0,1
11/14/2025,8:00p,Portland Trail Blazers,POR,116,Houston Rockets,HOU,140,Toyota Center,0,0,1,0,1
11/14/2025,8:00p,Charlotte Hornets,CHO,134,Milwaukee Bucks,MIL,147,Fiserv Forum,0,0,1,0,1
11/14/2025,8:00p,Sacramento Kings,SAC,110,Minnesota Timberwolves,MIN,124,Target Center,0,0,1,0,1
11/14/2025,8:00p,Los Angeles Lakers,LAL,118,New Orleans Pelicans,NOP,104,Smoothie King Center,0,0,1,0,1
11/14/2025,8:30p,Los Angeles Clippers,LAC,133,Dallas Mavericks,DAL,127,American Airlines Center,0,0,1,0,1
11/14/2025,9:30p,Golden State Warriors,GSW,109,San Antonio Spurs,SAS,108,Frost Bank Center,0,0,1,0,1
11/15/2025,5:00p,Memphis Grizzlies,MEM,100,Cleveland Cavaliers,CLE,108,Rocket Arena,0,0,0,0,1
11/15/2025,7:00p,Oklahoma City Thunder,OKC,109,Charlotte Hornets,CHO,96,Spectrum Center,0,1,0,0,1
11/15/2025,7:00p,Toronto Raptors,TOR,129,Indiana Pacers,IND,111,Gainbridge Fieldhouse,0,0,0,0,1
11/15/2025,8:00p,Los Angeles Lakers,LAL,119,Milwaukee Bucks,MIL,95,Fiserv Forum,1,1,0,0,1
11/15/2025,8:00p,Denver Nuggets,DEN,123,Minnesota Timberwolves,MIN,112,Target Center,0,1,0,0,1
11/16/2025,3:30p,Los Angeles Clippers,LAC,118,Boston Celtics,BOS,121,TD Garden,0,0,0,0,1
11/16/2025,4:00p,Sacramento Kings,SAC,110,San Antonio Spurs,SAS,123,Frost Bank Center,0,0,0,0,1
11/16/2025,6:00p,Brooklyn Nets,BRK,129,Washington Wizards,WAS,106,Capital One Arena,0,0,0,0,1
11/16/2025,7:00p,Orlando Magic,ORL,113,Houston Rockets,HOU,117,Toyota Center,0,0,0,0,1
11/16/2025,7:00p,Golden State Warriors,GSW,124,New Orleans Pelicans,NOP,106,Smoothie King Center,0,0,0,0,1
11/16/2025,7:30p,Portland Trail Blazers,POR,133,Dallas Mavericks,DAL,138,American Airlines Center,0,0,0,0,1
11/16/2025,8:00p,Atlanta Hawks,ATL,124,Phoenix Suns,PHO,122,Mortgage Matchup Center,0,0,0,0,1
11/16/2025,8:00p,Chicago Bulls,CHI,147,Utah Jazz,UTA,150,Delta Center,0,0,0,0,1
11/17/2025,7:00p,Milwaukee Bucks,MIL,106,Cleveland Cavaliers,CLE,118,Rocket Arena,0,0,0,0,1
11/17/2025,7:00p,Indiana Pacers,IND,112,Detroit Pistons,DET,127,Little Caesars Arena,0,0,0,0,1
11/17/2025,7:00p,Los Angeles Clippers,LAC,108,Philadelphia 76ers,PHI,110,Xfinity Mobile Arena,1,0,0,0,1
11/17/2025,7:30p,New York Knicks,NYK,113,Miami Heat,MIA,115,Kaseya Center,0,0,0,0,1
11/17/2025,7:30p,Charlotte Hornets,CHO,108,Toronto Raptors,TOR,110,Scotiabank Arena,0,0,0,0,1
11/17/2025,8:00p,Dallas Mavericks,DAL,96,Minnesota Timberwolves,MIN,120,Target Center,1,0,0,0,1
11/17/2025,8:00p,Oklahoma City Thunder,OKC,126,New Orleans Pelicans,NOP,109,Smoothie King Center,0,1,0,0,1
11/17/2025,9:00p,Chicago Bulls,CHI,130,Denver Nuggets,DEN,127,Ball Arena,1,0,0,0,1
11/18/2025,7:00p,Golden State Warriors,GSW,113,Orlando Magic,ORL,121,Kia Center,0,0,0,0,1
11/18/2025,7:30p,Detroit Pistons,DET,120,Atlanta Hawks,ATL,112,State Farm Arena,1,0,0,0,1
11/18/2025,7:30p,Boston Celtics,BOS,113,Brooklyn Nets,BRK,99,Barclays Center,0,0,0,0,1
11/18/2025,8:00p,Memphis Grizzlies,MEM,101,San Antonio Spurs,SAS,111,Frost Bank Center,0,0,0,0,1
11/18/2025,10:30p,Utah Jazz,UTA,126,Los Angeles Lakers,LAL,140,Crypto.com Arena,0,0,0,0,1
11/18/2025,11:00p,Phoenix Suns,PHO,127,Portland Trail Blazers,POR,110,Moda Center,0,0,0,0,1
11/19/2025,7:00p,Houston Rockets,HOU,114,Cleveland Cavaliers,CLE,104,Rocket Arena,0,0,0,0,1
11/19/2025,7:00p,Charlotte Hornets,CHO,118,Indiana Pacers,IND,127,Gainbridge Fieldhouse,0,0,0,0,1
11/19/2025,7:00p,Toronto Raptors,TOR,121,Philadelphia 76ers,PHI,112,Xfinity Mobile Arena,0,0,0,0,1
11/19/2025,7:30p,Golden State Warriors,GSW,96,Miami Heat,MIA,110,Kaseya Center,1,0,0,0,1
11/19/2025,8:00p,Washington Wizards,WAS,109,Minnesota Timberwolves,MIN,120,Target Center,0,0,0,0,1
11/19/2025,8:00p,Denver Nuggets,DEN,125,New Orleans Pelicans,NOP,118,Smoothie King Center,0,0,0,0,1
11/19/2025,8:00p,Sacramento Kings,SAC,99,Oklahoma City Thunder,OKC,113,Paycom Center,0,0,0,0,1
11/19/2025,9:30p,New York Knicks,NYK,113,Dallas Mavericks,DAL,111,American Airlines Center,0,0,0,0,1
11/19/2025,10:00p,Chicago Bulls,CHI,122,Portland Trail Blazers,POR,121,Moda Center,0,1,0,0,1
11/20/2025,7:00p,Los Angeles Clippers,LAC,101,Orlando Magic,ORL,129,Kia Center,0,0,0,0,1
11/20/2025,8:00p,Sacramento Kings,SAC,96,Memphis Grizzlies,MEM,137,FedExForum,1,0,0,0,1
11/20/2025,8:00p,Philadelphia 76ers,PHI,123,Milwaukee Bucks,MIL,114,Fiserv Forum,1,0,0,0,1
11/20/2025,8:00p,Atlanta Hawks,ATL,126,San Antonio Spurs,SAS,135,Frost Bank Center,0,0,0,0,1
