Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
4/8/2026,7:30p,Milwaukee Bucks,MIL,,Detroit Pistons,DET,,Little Caesars Arena,1,0,0,0,0
4/8/2026,8:00p,Portland Trail Blazers,POR,,San Antonio Spurs,SAS,,Frost Bank Center,0,0,0,0,0
4/8/2026,9:00p,Memphis Grizzlies,MEM,,Denver Nuggets,DEN,,Ball Arena,0,0,0,0,0
4/8/2026,10:00p,Oklahoma City Thunder,OKC,,Los Angeles Clippers,LAC,,Intuit Dome,1,1,0,0,0
4/8/2026,10:00p,Dallas Mavericks,DAL,,Phoenix Suns,PHO,,Mortgage Matchup Center,1,1,0,0,0
4/9/2026,7:00p,Miami Heat,MIA,,Toronto Raptors,TOR,,Scotiabank Arena,0,0,0,0,0
4/9/2026,7:00p,Chicago Bulls,CHI,,Washington Wizards,WAS,,Capital One Arena,0,0,0,0,0
4/9/2026,7:30p,Indiana Pacers,IND,,Brooklyn Nets,BRK,,Barclays Center,0,0,0,0,0
4/9/2026,7:30p,Boston Celtics,BOS,,New York Knicks,NYK,,Madison Square Garden (IV),0,0,0,0,0
4/9/2026,8:00p,Philadelphia 76ers,PHI,,Houston Rockets,HOU,,Toyota Center,0,0,0,0,0
4/9/2026,10:00p,Los Angeles Lakers,LAL,,Golden State Warriors,GSW,,Chase Center,0,0,0,0,0
4/10/2026,7:00p,Miami Heat,MIA,,Washington Wizards,WAS,,Capital One Arena,1,1,0,0,0
4/10/2026,7:00p,Detroit Pistons,DET,,Charlotte Hornets,CHO,,Spectrum Center,0,0,0,0,0
4/10/2026,7:30p,New Orleans Pelicans,NOP,,Boston Celtics,BOS,,TD Garden,0,1,0,0,0
4/10/2026,7:30p,Philadelphia 76ers,PHI,,Indiana Pacers,IND,,Gainbridge Fieldhouse,1,1,0,0,0
4/10/2026,7:30p,Cleveland Cavaliers,CLE,,Atlanta Hawks,ATL,,State Farm Arena,0,0,0,0,0
4/10/2026,7:30p,Toronto Raptors,TOR,,New York Knicks,NYK,,Madison Square Garden (IV),1,1,0,0,0
4/10/2026,8:00p,Orlando Magic,ORL,,Chicago Bulls,CHI,,United Center,0,1,0,0,0
4/10/2026,8:00p,Minnesota Timberwolves,MIN,,Houston Rockets,HOU,,Toyota Center,0,1,0,0,0
4/10/2026,8:00p,Brooklyn Nets,BRK,,Milwaukee Bucks,MIL,,Fiserv Forum,1,0,0,0,0
4/10/2026,8:00p,Dallas Mavericks,DAL,,San Antonio Spurs,SAS,,Frost Bank Center,0,0,0,0,0
4/10/2026,9:30p,Memphis Grizzlies,MEM,,Utah Jazz,UTA,,Delta Center,0,0,0,0,0
4/10/2026,10:00p,Oklahoma City Thunder,OKC,,Denver Nuggets,DEN,,Ball Arena,0,0,0,0,0
4/10/2026,10:00p,Los Angeles Clippers,LAC,,Portland Trail Blazers,POR,,Moda Center,0,0,0,0,0
4/10/2026,10:00p,Golden State Warriors,GSW,,Sacramento Kings,SAC,,Golden 1 Center,1,0,0,0,0
4/10/2026,10:30p,Phoenix Suns,PHO,,Los Angeles Lakers,LAL,,Crypto.com Arena,0,1,0,0,0
4/12/2026,6:00p,Orlando Magic,ORL,,Boston Celtics,BOS,,TD Garden,0,0,0,0,0
4/12/2026,6:00p,Washington Wizards,WAS,,Cleveland Cavaliers,CLE,,Rocket Arena,0,0,0,0,0
4/12/2026,6:00p,Detroit Pistons,DET,,Indiana Pacers,IND,,Gainbridge Fieldhouse,0,0,0,0,0
4/12/2026,6:00p,Atlanta Hawks,ATL,,Miami Heat,MIA,,Kaseya Center,0,0,0,0,0
4/12/2026,6:00p,Charlotte Hornets,CHO,,New York Knicks,NYK,,Madison Square Garden (IV),0,0,0,0,0
4/12/2026,6:00p,Milwaukee Bucks,MIL,,Philadelphia 76ers,PHI,,Xfinity Mobile Arena,0,0,0,0,0
4/12/2026,6:00p,Brooklyn Nets,BRK,,Toronto Raptors,TOR,,Scotiabank Arena,0,0,0,0,0
4/12/2026,8:30p,Chicago Bulls,CHI,,Dallas Mavericks,DAL,,American Airlines Center,0,0,0,0,0
4/12/2026,8:30p,Memphis Grizzlies,MEM,,Houston Rockets,HOU,,Toyota Center,0,0,0,0,0
4/12/2026,8:30p,Golden State Warriors,GSW,,Los Angeles Clippers,LAC,,Intuit Dome,0,0,0,0,0
4/12/2026,8:30p,Utah Jazz,UTA,,Los Angeles Lakers,LAL,,Crypto.com Arena,0,0,0,0,0
4/12/2026,8:30p,New Orleans Pelicans,NOP,,Minnesota Timberwolves,MIN,,Target Center,0,0,0,0,0
4/12/2026,8:30p,Phoenix Suns,PHO,,Oklahoma City Thunder,OKC,,Paycom Center,0,0,0,0,0
4/12/2026,8:30p,Sacramento Kings,SAC,,Portland Trail Blazers,POR,,Moda Center,0,0,0,0,0
4/12/2026,8:30p,Denver Nuggets,DEN,,San Antonio Spurs,SAS,,Frost Bank Center,0,0,0,0,0
