game_id,Date,Team,Team_type,Opp,Opp_type,Player,Pos,Active,MP,FG,FGA,FG%,3PM,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,DD,TD,Fpts
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Kevin Durant,SF,1,47.05,9,16,0.563,0,4,0.0,5,6,0.833,0,9,9,3,0,0,4,6,23,13.4,0,0,0,19.5
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Alperen Sengun,C,1,48.88,12,24,0.5,5,8,0.625,10,11,0.909,4,7,11,7,2,1,4,5,39,33.1,9,1,0,43.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Amen Thompson,SF,1,38.6,8,17,0.471,0,7,0.0,2,2,1.0,2,2,4,5,1,1,4,3,18,11.3,-11,0,0,18.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Reed Sheppard,PG,1,27.78,3,11,0.273,2,7,0.286,1,2,0.5,1,1,2,4,1,1,2,1,9,5.2,0,0,0,13.5
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Tari Eason,PF,1,21.6,1,6,0.167,1,4,0.25,0,0,0.0,0,6,6,0,0,1,4,1,3,-2.7,-4,0,0,6.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Josh Okogie,SG,1,19.97,1,3,0.333,1,3,0.333,5,6,0.833,1,1,2,1,0,1,0,2,8,7.5,-8,0,0,9.5
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Clint Capela,C,1,7.87,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,0,1,0,1,0,4,3.7,5,0,0,3.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Jabari Smith Jr.,PF,1,41.75,7,15,0.467,2,6,0.333,0,0,0.0,3,2,5,0,1,0,0,4,16,10.4,2,0,0,16.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Steven Adams,C,1,36.5,1,4,0.25,0,0,0.0,2,2,1.0,5,8,13,3,0,0,3,4,4,5.0,2,0,0,15.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Jae'Sean Tate,SF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Aaron Holiday,PG,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Jeff Green,PF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Dorian Finney-Smith,PF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Shai Gilgeous-Alexander,PG,1,47.22,12,26,0.462,1,9,0.111,10,14,0.714,0,5,5,5,2,2,3,2,35,24.6,3,0,0,33.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Ajay Mitchell,SG,1,14.6,6,12,0.5,3,6,0.5,1,1,1.0,1,1,2,2,0,1,0,2,16,12.3,2,0,0,15.5
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Isaiah Hartenstein,C,1,36.85,2,5,0.4,0,1,0.0,2,2,1.0,5,3,8,5,2,0,1,6,6,9.8,9,0,0,19.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Jaylin Williams,PF,1,12.88,1,5,0.2,0,4,0.0,0,0,0.0,0,0,0,1,1,0,0,1,2,0.2,-3,0,0,4.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Cason Wallace,SG,1,41.65,5,10,0.5,3,8,0.375,1,2,0.5,1,6,7,5,4,0,2,3,14,15.4,8,0,0,26.5
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Ousmane Dieng,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Chet Holmgren,PF,1,38.5,11,17,0.647,2,5,0.4,4,4,1.0,2,5,7,2,0,0,3,6,28,19.4,-1,0,0,21.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Aaron Wiggins,SG,1,20.53,4,8,0.5,2,5,0.4,0,0,0.0,0,1,1,1,0,0,1,1,10,5.6,2,0,0,7.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Alex Caruso,SG,1,30.18,3,9,0.333,2,6,0.333,0,0,0.0,0,2,2,3,2,1,0,2,8,7.5,-15,0,0,16.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Luguentz Dort,SF,1,45.25,2,12,0.167,0,8,0.0,2,2,1.0,2,4,6,5,1,0,1,4,6,2.9,2,0,0,15.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Chris Youngblood,,1,0.1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,JD Davison,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_HOU_OKC,10/21/2025,OKC,Home,HOU,Away,Brooks Barnhizer,,1,2.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,-2,0,0,0.0
20251021_HOU_OKC,10/21/2025,HOU,Away,OKC,Home,Kevon Harris,,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Brandin Podziemski,SG,1,32.53,3,7,0.429,1,4,0.25,0,0,0.0,1,6,7,2,1,0,1,2,7,6.4,13,0,0,14.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Buddy Hield,SG,1,22.25,6,11,0.545,5,10,0.5,0,0,0.0,0,1,1,0,1,0,2,0,17,11.0,5,0,0,12.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Quinten Post,PF,1,8.57,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,0.9,5,0,0,3.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Jimmy Butler,SF,1,34.73,7,14,0.5,1,2,0.5,16,16,1.0,2,3,5,4,1,0,1,4,31,27.5,20,0,0,26.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Jonathan Kuminga,PF,1,32.9,6,11,0.545,4,6,0.667,1,2,0.5,3,6,9,6,1,0,2,3,17,17.2,4,0,0,25.5
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Draymond Green,PF,1,28.4,3,6,0.5,1,3,0.333,1,3,0.333,1,6,7,9,1,2,4,5,8,9.4,20,0,0,22.5
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Gary Payton II,SG,1,12.07,3,6,0.5,0,1,0.0,0,0,0.0,1,1,2,1,1,1,3,3,6,2.2,3,0,0,7.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Will Richard,SG,1,13.58,2,2,1.0,1,1,1.0,0,0,0.0,1,0,1,1,1,0,0,2,5,6.0,-11,0,0,7.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Stephen Curry,PG,1,32.07,6,14,0.429,3,9,0.333,8,8,1.0,0,1,1,4,3,1,2,3,23,19.2,1,0,0,24.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Gui Santos,PF,1,2.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,0,0,0,-1.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Al Horford,C,1,20.25,2,7,0.286,1,4,0.25,0,0,0.0,0,5,5,1,0,0,2,4,5,-0.5,-10,0,0,7.0
20251021_GSW_LAL,10/21/2025,GSW,Away,LAL,Home,Trayce Jackson-Davis,C,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Rui Hachimura,PF,1,35.42,3,6,0.5,3,6,0.5,0,0,0.0,0,4,4,3,0,0,1,2,9,7.5,-6,0,0,12.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Jake LaRavia,PF,1,15.83,2,4,0.5,1,2,0.5,0,2,0.0,2,1,3,0,0,0,0,1,5,3.5,-5,0,0,6.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Jarred Vanderbilt,PF,1,11.93,0,4,0.0,0,2,0.0,0,0,0.0,0,3,3,0,1,0,2,0,0,-2.9,-4,0,0,3.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Deandre Ayton,C,1,33.88,5,7,0.714,0,0,0.0,0,2,0.0,2,4,6,0,0,1,4,3,10,4.4,-4,0,0,9.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Dalton Knecht,SF,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Marcus Smart,SG,1,22.77,3,6,0.5,0,3,0.0,3,4,0.75,0,0,0,0,1,0,3,4,9,2.0,2,0,0,3.5
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Austin Reaves,SG,1,36.33,9,16,0.563,1,5,0.2,7,10,0.7,1,4,5,9,2,0,5,5,26,20.4,-14,0,0,26.5
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Jaxson Hayes,C,1,14.12,2,3,0.667,0,0,0.0,0,0,0.0,2,4,6,1,0,0,1,2,4,4.2,-6,0,0,8.0
20251021_GSW_LAL,10/21/2025,LAL,Home,GSW,Away,Luka Doncic,PG,1,40.98,17,27,0.63,2,10,0.2,7,10,0.7,0,12,12,9,2,1,3,1,43,38.9,-8,1,0,51.5
