game_id,Date,Team,Player,Pos,MP,Opp,Off_PTS,AVG_PTS_H2H,Def_PTS,Off_AST,AVG_AST_H2H,Def_AST,Off_REB,AVG_REB_H2H,Def_REB,Off_PR,AVG_PR_H2H,Def_PR,Off_PA,AVG_PA_H2H,Def_PA,Off_RA,AVG_RA_H2H,Def_RA,Off_PRA,AVG_PRA_H2H,Def_PRA,PTS,PTS_line,PTS_Diff,PTS_Result,AST,AST_line,AST_Diff,AST_Result,REB,REB_line,REB_Diff,REB_Result,PR,PR_line,PR_Diff,PR_Result,PA,PA_line,PA_Diff,PA_Result,RA,RA_line,RA_Diff,RA_Result,PRA,PRA_line,PRA_Diff,PRA_Result,B2B
20251118_PHO_POR,11/18/2025,POR,Shaedon Sharpe,SG,29.67,PHO,22.571428571428573,10.25,17.5,2.230769230769231,1.375,3.583333333333333,5.0,1.75,3.583333333333333,27.571428571428573,12.0,21.08333333333333,24.642857142857142,11.625,21.08333333333333,7.071428571428571,3.125,7.166666666666667,29.642857142857142,13.375,24.666666666666668,29,23.5,5.5,O,3,2.5,0.5,O,2,4.5,-2.5,U,31,28.5,2.5,O,32,26.5,5.5,O,5,8.5,-3.5,U,34,32.5,1.5,O,0.0
20251118_BOS_BRK,11/18/2025,BRK,Drake Powell,SG,24.47,BOS,5.75,,13.538461538461538,2.142857142857143,,4.538461538461538,2.4285714285714284,,4.384615384615385,7.875,,17.923076923076923,7.625,,18.07692307692308,4.0,,8.923076923076923,9.75,,22.46153846153846,3,6.5,-3.5,U,1,1.5,-0.5,U,1,2.5,-1.5,U,4,8.5,-4.5,U,4,8.5,-4.5,U,2,4.5,-2.5,U,5,10.5,-5.5,U,0.0
20251118_BOS_BRK,11/18/2025,BRK,Terance Mann,SG,27.22,BOS,10.153846153846152,7.6,13.538461538461538,4.0,4.4,4.538461538461538,3.6666666666666665,5.0,4.384615384615385,12.571428571428571,12.6,17.923076923076923,12.857142857142858,12.0,18.07692307692308,7.076923076923077,9.4,8.923076923076923,16.0,17.0,22.46153846153846,3,9.5,-6.5,U,7,2.5,4.5,O,4,3.5,0.5,O,7,12.5,-5.5,U,10,12.5,-2.5,U,11,6.5,4.5,O,14,16.5,-2.5,U,0.0
20251118_DET_ATL,11/18/2025,ATL,Nickeil Alexander-Walker,SG,36.72,DET,18.142857142857142,12.0,15.5625,3.571428571428572,2.6,3.125,2.7857142857142856,1.6,4.5625,20.928571428571427,13.6,20.125,21.714285714285715,14.6,18.6875,6.357142857142857,4.2,7.6875,24.5,16.2,23.25,24,17.5,6.5,O,3,3.5,-0.5,U,3,2.5,0.5,O,27,20.5,6.5,O,27,20.5,6.5,O,6,6.5,-0.5,U,30,23.5,6.5,O,1.0
20251118_GSW_ORL,11/18/2025,GSW,Will Richard,SG,15.3,ORL,9.142857142857142,,17.076923076923077,1.5833333333333333,,3.5384615384615383,3.2,,3.769230769230769,11.428571428571429,,20.846153846153847,10.5,,20.615384615384617,3.923076923076923,,7.3076923076923075,12.785714285714286,,24.384615384615383,6,8.5,-2.5,U,2,1.5,0.5,O,0,2.5,-2.5,U,6,,,,8,9.5,-1.5,U,2,4.5,-2.5,U,8,12.5,-4.5,U,0.0
20251118_MEM_SAS,11/18/2025,MEM,Cam Spencer,SG,23.65,SAS,9.133333333333333,,16.363636363636363,3.0,,4.2727272727272725,2.3076923076923075,,3.909090909090909,11.133333333333333,,20.27272727272728,12.133333333333333,,20.63636363636364,5.0,,8.181818181818182,14.133333333333333,,24.545454545454547,15,8.5,6.5,O,3,3.5,-0.5,U,2,2.5,-0.5,U,17,10.5,6.5,O,18,12.5,5.5,O,5,6.5,-1.5,U,20,15.5,4.5,O,0.0
20251118_GSW_ORL,11/18/2025,GSW,Gary Payton II,SG,10.25,ORL,4.111111111111111,5.0,17.076923076923077,1.6,0.8,3.5384615384615383,2.923076923076923,1.8,3.769230769230769,5.357142857142857,6.8,20.846153846153847,5.3,5.8,20.615384615384617,3.857142857142857,2.6,7.3076923076923075,6.5,7.6,24.384615384615383,4,3.5,0.5,O,1,1.5,-0.5,U,1,2.5,-1.5,U,5,7.5,-2.5,U,5,5.5,-0.5,U,2,4.5,-2.5,U,6,,,,0.0
20251118_GSW_ORL,11/18/2025,GSW,Buddy Hield,SG,15.2,ORL,7.066666666666666,6.333333333333333,17.076923076923077,2.4,0.8333333333333334,3.5384615384615383,2.0,2.1666666666666665,3.769230769230769,8.125,8.5,20.846153846153847,8.125,7.166666666666667,20.615384615384617,3.4285714285714284,3.0,7.3076923076923075,9.625,9.333333333333334,24.384615384615383,2,7.5,-5.5,U,0,1.5,-1.5,U,0,,,,2,9.5,-7.5,U,2,8.5,-6.5,U,0,3.5,-3.5,U,2,11.5,-9.5,U,0.0
20251118_MEM_SAS,11/18/2025,MEM,Kentavious Caldwell-Pope,SG,18.93,SAS,8.214285714285714,8.428571428571429,16.363636363636363,3.2857142857142856,2.7142857142857144,4.2727272727272725,3.0,1.2857142857142858,3.909090909090909,10.266666666666667,9.714285714285714,20.27272727272728,10.733333333333333,11.142857142857142,20.63636363636364,5.666666666666667,4.0,8.181818181818182,13.333333333333334,12.428571428571429,24.545454545454547,4,8.5,-4.5,U,3,2.5,0.5,O,3,2.5,0.5,O,7,10.5,-3.5,U,7,11.5,-4.5,U,6,5.5,0.5,O,10,13.5,-3.5,U,0.0
20251118_BOS_BRK,11/18/2025,BRK,Tyrese Martin,SG,17.88,BOS,8.583333333333334,5.6,13.538461538461538,2.4285714285714284,1.8,4.538461538461538,3.0,1.0,4.384615384615385,10.357142857142858,6.6,17.923076923076923,9.785714285714286,7.4,18.07692307692308,5.428571428571429,2.8,8.923076923076923,12.785714285714286,8.4,22.46153846153846,8,8.5,-0.5,U,2,2.5,-0.5,U,1,2.5,-1.5,U,9,11.5,-2.5,U,10,11.5,-1.5,U,3,5.5,-2.5,U,11,14.5,-3.5,U,0.0
20251118_MEM_SAS,11/18/2025,MEM,Vince Williams Jr.,SG,29.83,SAS,9.555555555555555,5.5,16.363636363636363,3.7777777777777777,2.75,4.2727272727272725,4.7,3.5,3.909090909090909,13.3,9.0,20.27272727272728,12.0,8.25,20.63636363636364,8.1,6.25,8.181818181818182,16.7,11.75,24.545454545454547,14,9.5,4.5,O,9,3.5,5.5,O,9,3.5,5.5,O,23,14.5,8.5,O,23,14.5,8.5,O,18,7.5,10.5,O,32,18.5,13.5,O,0.0
20251118_MEM_SAS,11/18/2025,MEM,Jaylen Wells,SG,26.63,SAS,9.466666666666669,11.2,16.363636363636363,2.090909090909091,1.6,4.2727272727272725,3.4,1.6,3.909090909090909,12.866666666666667,12.8,20.27272727272728,11.0,12.8,20.63636363636364,4.933333333333334,3.2,8.181818181818182,14.4,14.4,24.545454545454547,9,9.5,-0.5,U,2,1.5,0.5,O,1,3.5,-2.5,U,10,13.5,-3.5,U,11,11.5,-0.5,U,3,4.5,-1.5,U,12,15.5,-3.5,U,0.0
20251118_DET_ATL,11/18/2025,ATL,Dyson Daniels,SG,37.58,DET,8.5,17.166666666666668,15.5625,5.6875,4.833333333333333,3.125,5.6875,6.666666666666667,4.5625,14.1875,23.83333333333333,20.125,14.1875,22.0,18.6875,11.375,11.5,7.6875,19.875,28.666666666666668,23.25,12,,,,6,5.5,0.5,O,9,,,,21,17.5,3.5,O,18,16.5,1.5,O,15,11.5,3.5,O,27,22.5,4.5,O,1.0
20251118_UTA_LAL,11/18/2025,LAL,LeBron James,SF,29.62,UTA,11.0,20.5,17.6,12.0,10.333333333333334,5.6,3.0,5.0,7.666666666666667,14.0,25.5,25.266666666666666,23.0,30.83333333333333,23.2,15.0,15.333333333333334,13.266666666666667,26.0,35.833333333333336,30.866666666666667,11,15.5,-4.5,U,12,4.5,7.5,O,3,5.5,-2.5,U,14,21.5,-7.5,U,23,20.5,2.5,O,15,9.5,5.5,O,26,25.5,0.5,O,0.0
20251118_UTA_LAL,11/18/2025,UTA,Svi Mykhailiuk,SF,25.2,LAL,11.333333333333334,2.1666666666666665,22.363636363636363,2.2142857142857144,0.1666666666666666,3.4545454545454546,2.642857142857143,0.5,6.2727272727272725,11.533333333333331,2.6666666666666665,28.63636363636364,11.133333333333333,2.333333333333333,25.818181818181817,4.533333333333333,0.6666666666666666,9.727272727272728,13.6,2.833333333333333,32.09090909090909,13,7.5,5.5,O,1,1.5,-0.5,U,3,1.5,1.5,O,16,9.5,6.5,O,14,9.5,4.5,O,4,3.5,0.5,O,17,11.5,5.5,O,0.0
20251118_PHO_POR,11/18/2025,PHO,Dillon Brooks,SF,25.63,POR,20.88888888888889,14.125,17.666666666666668,2.7142857142857144,1.875,3.583333333333333,3.111111111111111,4.125,6.083333333333333,24.0,18.25,23.75,23.0,16.0,21.25,5.222222222222222,6.0,9.666666666666666,26.11111111111111,20.125,27.33333333333333,12,17.5,-5.5,U,4,1.5,2.5,O,2,2.5,-0.5,U,14,20.5,-6.5,U,16,19.5,-3.5,U,6,5.5,0.5,O,18,22.5,-4.5,U,0.0
20251118_DET_ATL,11/18/2025,ATL,Jalen Johnson,SF,39.1,DET,22.642857142857142,21.2,23.63636363636364,7.071428571428571,5.2,2.727272727272727,10.071428571428571,9.0,4.363636363636363,32.714285714285715,30.2,28.0,29.714285714285715,26.4,26.363636363636363,17.142857142857142,14.2,7.090909090909091,39.785714285714285,35.4,30.727272727272727,25,20.5,4.5,O,9,5.5,3.5,O,8,8.5,-0.5,U,33,29.5,3.5,O,34,26.5,7.5,O,17,15.5,1.5,O,42,36.5,5.5,O,1.0
20251118_MEM_SAS,11/18/2025,SAS,Julian Champagnie,SF,24.38,MEM,10.461538461538462,8.555555555555555,17.11764705882353,1.6,1.2222222222222223,4.0,4.428571428571429,3.2222222222222223,5.411764705882353,14.142857142857142,11.77777777777778,22.529411764705884,10.857142857142858,9.77777777777778,21.11764705882353,5.571428571428571,4.444444444444445,9.411764705882351,15.285714285714286,13.0,26.529411764705884,9,12.5,-3.5,U,0,1.5,-1.5,U,1,4.5,-3.5,U,10,16.5,-6.5,U,9,13.5,-4.5,U,1,5.5,-4.5,U,10,18.5,-8.5,U,0.0
20251118_DET_ATL,11/18/2025,ATL,Zaccharie Risacher,SF,0.0,DET,12.76923076923077,10.75,23.63636363636364,2.5,2.0,2.727272727272727,2.9166666666666665,3.5,4.363636363636363,15.461538461538462,14.25,28.0,14.307692307692308,12.75,26.363636363636363,4.583333333333333,5.5,7.090909090909091,17.0,16.25,30.727272727272727,0,11.5,-11.5,U,0,1.5,-1.5,U,0,2.5,-2.5,U,0,14.5,-14.5,U,0,13.5,-13.5,U,0,4.5,-4.5,U,0,16.5,-16.5,U,1.0
20251118_BOS_BRK,11/18/2025,BOS,Jaylen Brown,SF,32.0,BRK,27.53333333333333,18.714285714285715,18.5625,4.066666666666666,3.4285714285714284,3.8125,5.533333333333333,4.428571428571429,4.75,33.06666666666667,23.142857142857142,23.3125,31.6,22.142857142857142,22.375,9.6,7.857142857142857,8.5625,37.13333333333333,26.571428571428573,27.125,29,26.5,2.5,O,4,4.5,-0.5,U,4,5.5,-1.5,U,33,32.5,0.5,O,33,30.5,2.5,O,8,10.5,-2.5,U,37,37.5,-0.5,U,0.0
20251118_PHO_POR,11/18/2025,POR,Deni Avdija,SF,29.18,PHO,25.5,16.285714285714285,16.0,4.785714285714286,3.0,3.1,6.428571428571429,5.714285714285714,5.0,31.928571428571427,22.0,21.0,30.285714285714285,19.285714285714285,19.1,11.214285714285714,8.714285714285714,8.1,36.71428571428572,25.0,24.1,19,24.5,-5.5,U,5,,,,5,6.5,-1.5,U,24,31.5,-7.5,U,24,31.5,-7.5,U,10,13.5,-3.5,U,29,38.5,-9.5,U,0.0
20251118_PHO_POR,11/18/2025,PHO,Royce O'Neale,SF,31.17,POR,11.333333333333334,7.714285714285714,17.666666666666668,2.933333333333333,2.2857142857142856,3.583333333333333,5.466666666666667,4.142857142857143,6.083333333333333,16.8,11.857142857142858,23.75,14.266666666666667,10.0,21.25,8.4,6.428571428571429,9.666666666666666,19.73333333333333,14.142857142857142,27.33333333333333,9,10.5,-1.5,U,1,2.5,-1.5,U,5,4.5,0.5,O,14,15.5,-1.5,U,10,13.5,-3.5,U,6,7.5,-1.5,U,15,18.5,-3.5,U,0.0
20251118_GSW_ORL,11/18/2025,ORL,Franz Wagner,SF,36.38,GSW,22.8,21.0,15.272727272727272,3.8,3.2,2.090909090909091,6.4,4.8,5.181818181818182,29.2,25.8,20.454545454545453,26.6,24.2,17.363636363636363,10.2,8.0,7.272727272727272,33.0,29.0,22.545454545454547,18,23.5,-5.5,U,3,4.5,-1.5,U,8,6.5,1.5,O,26,30.5,-4.5,U,21,28.5,-7.5,U,11,10.5,0.5,O,29,35.5,-6.5,U,0.0
20251118_BOS_BRK,11/18/2025,BRK,Michael Porter Jr.,SF,33.7,BOS,24.15384615384616,14.4,16.23076923076923,3.5,1.6,3.076923076923077,7.6923076923076925,6.2,6.076923076923077,31.846153846153847,20.6,22.307692307692307,27.384615384615383,16.0,19.307692307692307,10.923076923076923,7.8,9.153846153846152,35.07692307692308,22.2,25.384615384615383,25,23.5,1.5,O,2,2.5,-0.5,U,6,6.5,-0.5,U,31,30.5,0.5,O,27,26.5,0.5,O,8,9.5,-1.5,U,33,33.5,-0.5,U,0.0
20251118_GSW_ORL,11/18/2025,GSW,Jimmy Butler,SF,38.23,ORL,20.066666666666663,11.285714285714286,19.8,4.733333333333333,3.7142857142857135,3.4,5.466666666666667,3.857142857142857,6.266666666666667,25.53333333333333,15.142857142857142,26.066666666666663,24.8,15.0,23.2,10.2,7.571428571428571,9.666666666666666,30.266666666666666,18.857142857142858,29.466666666666665,33,19.5,13.5,O,4,4.5,-0.5,U,7,5.5,1.5,O,40,25.5,14.5,O,37,24.5,12.5,O,11,10.5,0.5,O,44,30.5,13.5,O,0.0
20251118_PHO_POR,11/18/2025,POR,Kris Murray,SF,25.13,PHO,6.090909090909091,3.333333333333333,16.0,1.3,0.5555555555555556,3.1,3.8181818181818175,1.6666666666666667,5.0,8.384615384615385,5.0,21.0,6.153846153846154,3.888888888888889,19.1,4.583333333333333,2.2222222222222223,8.1,9.384615384615383,5.555555555555555,24.1,3,6.5,-3.5,U,0,1.5,-1.5,U,4,3.5,0.5,O,7,10.5,-3.5,U,3,8.5,-5.5,U,4,5.5,-1.5,U,7,12.5,-5.5,U,0.0
20251118_BOS_BRK,11/18/2025,BRK,Ziaire Williams,SF,27.33,BOS,10.166666666666666,13.166666666666666,16.23076923076923,1.6,1.8333333333333333,3.076923076923077,2.6666666666666665,6.333333333333333,6.076923076923077,12.833333333333334,19.5,22.307692307692307,10.833333333333334,15.0,19.307692307692307,3.333333333333333,8.166666666666666,9.153846153846152,13.5,21.33333333333333,25.384615384615383,12,10.5,1.5,O,3,0.5,2.5,O,4,2.5,1.5,O,16,13.5,2.5,O,15,11.5,3.5,O,7,4.5,2.5,O,19,,,,0.0
20251118_DET_ATL,11/18/2025,DET,Ausar Thompson,SF,23.75,ATL,13.181818181818182,12.0,20.46153846153846,3.7777777777777777,2.5,2.6923076923076925,6.181818181818182,4.166666666666667,5.307692307692308,19.363636363636363,16.166666666666668,25.76923076923077,16.272727272727273,14.5,23.15384615384616,9.272727272727272,6.666666666666667,8.0,22.454545454545453,18.666666666666668,28.46153846153846,6,13.5,-7.5,U,0,3.5,-3.5,U,2,5.5,-3.5,U,8,19.5,-11.5,U,6,17.5,-11.5,U,2,9.5,-7.5,U,8,22.5,-14.5,U,1.0
20251118_UTA_LAL,11/18/2025,UTA,Ace Bailey,SF,23.37,LAL,10.214285714285714,,22.363636363636363,1.8461538461538465,,3.4545454545454546,3.7857142857142856,,6.2727272727272725,13.066666666666666,,28.63636363636364,11.133333333333333,,25.818181818181817,5.133333333333334,,9.727272727272728,14.666666666666666,,32.09090909090909,13,10.5,2.5,O,1,1.5,-0.5,U,1,3.5,-2.5,U,14,13.5,0.5,O,14,12.5,1.5,O,2,,,,15,16.5,-1.5,U,0.0
20251118_PHO_POR,11/18/2025,PHO,Ryan Dunn,SF,26.53,POR,8.666666666666666,3.0,17.666666666666668,2.230769230769231,1.4,3.583333333333333,4.933333333333334,3.2,6.083333333333333,13.6,6.2,23.75,10.6,4.4,21.25,6.866666666666666,4.6,9.666666666666666,15.533333333333331,7.6,27.33333333333333,9,8.5,0.5,O,4,1.5,2.5,O,3,4.5,-1.5,U,12,,,,13,10.5,2.5,O,7,6.5,0.5,O,16,15.5,0.5,O,0.0
20251118_MEM_SAS,11/18/2025,SAS,Keldon Johnson,SF,30.23,MEM,11.571428571428571,14.25,17.11764705882353,1.8461538461538465,1.625,4.0,6.214285714285714,4.75,5.411764705882353,17.785714285714285,19.0,22.529411764705884,13.285714285714286,15.875,21.11764705882353,7.928571428571429,6.375,9.411764705882351,19.5,20.625,26.529411764705884,18,,,,2,2.5,-0.5,U,7,5.5,1.5,O,25,19.5,5.5,O,20,15.5,4.5,O,9,8.5,0.5,O,27,22.5,4.5,O,0.0
20251118_UTA_LAL,11/18/2025,UTA,Lauri Markkanen,PF,32.02,LAL,31.266666666666666,22.75,20.23529411764705,2.3846153846153846,1.75,3.941176470588236,6.133333333333334,6.625,5.941176470588236,37.4,29.375,26.176470588235293,33.333333333333336,24.5,24.176470588235293,8.2,8.375,9.882352941176473,39.46666666666667,31.125,30.11764705882353,31,25.5,5.5,O,2,1.5,0.5,O,5,5.5,-0.5,U,36,31.5,4.5,O,33,27.5,5.5,O,7,7.5,-0.5,U,38,33.5,4.5,O,0.0
20251118_UTA_LAL,11/18/2025,LAL,Rui Hachimura,PF,25.7,UTA,15.142857142857142,17.714285714285715,18.1,1.7,1.1428571428571428,3.5,3.7857142857142856,4.428571428571429,5.2,18.928571428571427,22.142857142857142,23.3,16.357142857142858,18.857142857142858,21.6,5.0,5.571428571428571,8.7,20.142857142857142,23.285714285714285,26.8,6,10.5,-4.5,U,1,1.5,-0.5,U,4,3.5,0.5,O,10,14.5,-4.5,U,7,12.5,-5.5,U,5,4.5,0.5,O,11,16.5,-5.5,U,0.0
20251118_UTA_LAL,11/18/2025,LAL,Jake LaRavia,PF,25.5,UTA,10.6,5.0,18.1,2.6923076923076925,0.4,3.5,4.785714285714286,1.0,5.2,15.066666666666666,6.0,23.3,12.933333333333334,5.4,21.6,6.8,1.4,8.7,17.4,6.4,26.8,16,6.5,9.5,O,2,,,,4,,,,20,,,,18,,,,6,,,,22,,,,0.0
20251118_BOS_BRK,11/18/2025,BRK,Noah Clowney,PF,22.68,BOS,10.461538461538462,3.2857142857142856,16.6,1.9166666666666667,0.7142857142857143,2.0,3.7142857142857135,0.8571428571428571,6.7,13.428571428571429,4.142857142857143,23.3,11.357142857142858,4.0,18.6,5.357142857142857,1.5714285714285714,8.7,15.071428571428571,4.857142857142857,25.3,13,11.5,1.5,O,0,1.5,-1.5,U,1,,,,14,16.5,-2.5,U,13,13.5,-0.5,U,1,6.5,-5.5,U,14,18.5,-4.5,U,0.0
20251118_MEM_SAS,11/18/2025,MEM,Santi Aldama,PF,25.87,SAS,12.466666666666669,13.88888888888889,16.25,2.571428571428572,2.555555555555556,3.0,6.8,8.0,6.125,19.266666666666666,21.88888888888889,22.375,14.866666666666667,16.444444444444443,19.25,9.2,10.555555555555555,9.125,21.666666666666668,24.444444444444443,25.375,10,13.5,-3.5,U,2,2.5,-0.5,U,6,6.5,-0.5,U,16,19.5,-3.5,U,12,16.5,-4.5,U,8,9.5,-1.5,U,18,23.5,-5.5,U,0.0
