Date,Team,Player,Status,Reason
02/08/2024,MEM,Marcus Smart,Out,Injury/Illness - Right Ring Finger; Central Slip Tear
02/08/2024,MEM,Lamar Stevens,Out,Trade Pending
02/08/2024,MEM,Ziaire Williams,Out,Injury/Illness - Left Hand; Bone Contusion
02/08/2024,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
02/08/2024,MIN,Jordan McLaughlin,Out,Injury/Illness - Right Hip; Pointer
02/08/2024,MIL,Damian Lillard,Out,Injury/Illness - Left Ankle; Sprain
02/08/2024,MIL,Chris Livingston,Out,G League - On Assignment
02/08/2024,MIL,Robin Lopez,Out,Trade Pending
02/08/2024,MIL,Khris Middleton,Out,Injury/Illness - Left Ankle; Sprain
02/08/2024,MIL,Cameron Payne,Out,Trade Pending
02/08/2024,MIL,TyTy Washington Jr.,Out,G League - Two-Way
02/08/2024,UTA,Johnny Juzang,Questionable,G League - Two-Way
02/08/2024,UTA,Kevin Knox II,Out,Trade Pending
02/08/2024,UTA,Kira Lewis Jr.,Out,Trade Pending
02/08/2024,UTA,Otto Porter Jr.,Out,Trade Pending
02/08/2024,UTA,Micah Potter,Questionable,G League - Two-Way
02/08/2024,UTA,Jason Preston,Questionable,G League - Two-Way
02/08/2024,UTA,Brice Sensabaugh,Questionable,Injury/Illness - Left Hip; Soreness
02/08/2024,PHO,Bradley Beal,Questionable,Injury/Illness - Right Ankle; Sprain
02/08/2024,PHO,Devin Booker,Out,Injury/Illness - Left Hip; Soreness
02/08/2024,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
02/08/2024,DEN,Kentavious Caldwell-Pope,Questionable,Injury/Illness - Right Hamstring; Tightness
02/08/2024,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
02/08/2024,DEN,Braxton Key,Out,G League - Two-Way
02/08/2024,LAL,Anthony Davis,Questionable,Injury/Illness - Bilateral Achilles; Tendinopathy & Left Hip Spasm
02/08/2024,LAL,LeBron James,Questionable,Injury/Illness - Left Ankle; Peroneal Tendinopathy
02/08/2024,LAL,Cam Reddish,Out,Injury/Illness - Right Ankle; Sprain
02/08/2024,LAL,Jarred Vanderbilt,Out,Injury/Illness - Right Mid-foot; Sprain
02/08/2024,LAL,Gabe Vincent,Out,Injury/Illness - Left Knee; Surgery
02/08/2024,DET,Ryan Arcidiacono,Out,Trade Pending
02/08/2024,DET,Malcolm Cazalon,Out,G League - Two-Way
02/08/2024,DET,Malachi Flynn,Out,Trade Pending
02/08/2024,DET,Simone Fontecchio,Out,Trade Pending
02/08/2024,DET,Evan Fournier,Out,Trade Pending
02/08/2024,DET,Danilo Gallinari,Out,Not With Team
02/08/2024,DET,Quentin Grimes,Out,Trade Pending
02/08/2024,DET,Joe Harris,Out,Not With Team
02/08/2024,DET,Killian Hayes,Out,Not With Team
02/08/2024,DET,Danuel House Jr.,Out,Trade Pending
02/08/2024,DET,Monte Morris,Out,Trade Pending
02/08/2024,DET,Isaiah Stewart,Out,Injury/Illness - Left Ankle; Sprain
02/08/2024,DET,Ausar Thompson,Questionable,Injury/Illness - Left Ankle; Sprain
02/08/2024,POR,Deandre Ayton,Questionable,Injury/Illness - General; Illness
02/08/2024,POR,Malcolm Brogdon,Questionable,Injury/Illness - General; Illness
02/08/2024,POR,Moses Brown,Out,Injury/Illness - Left Wrist; Fracture
02/08/2024,POR,Jerami Grant,Probable,Injury/Illness - Lower Back; Strain
02/08/2024,POR,Scoot Henderson,Questionable,Injury/Illness - Left Foot; Sprain
02/08/2024,POR,Shaedon Sharpe,Out,Injury/Illness - Lower Abdominal; Strain
02/08/2024,POR,Jabari Walker,Probable,Injury/Illness - Right Ankle; Sprain
02/08/2024,POR,Robert Williams III,Out,Injury/Illness - Right Knee; Ligament Tear
02/09/2024,ATL,Kobe Bufkin,Out,G League - On Assignment
02/09/2024,ATL,Clint Capela,Out,Injury/Illness - Left Adductor; Strain
02/09/2024,ATL,Mouhamed Gueye,Out,Injury/Illness - Right Low Back; Stress Fracture
02/09/2024,ATL,Vit Krejci,Out,G League - Two-Way
02/09/2024,ATL,Seth Lundy,Out,G League - Two-Way
02/09/2024,ATL,Wesley Matthews,Out,Injury/Illness - Illness; Illness
02/09/2024,ATL,Patty Mills,Out,Injury/Illness - Illness; Illness
02/09/2024,ATL,Dejounte Murray,Out,Injury/Illness - Lower Back; Tightness
02/09/2024,PHI,Nicolas Batum,Out,Injury/Illness - Left Hamstring; Strain
02/09/2024,PHI,Robert Covington,Out,Injury/Illness - Left Knee; Bone Bruise
02/09/2024,PHI,Joel Embiid,Out,Injury/Illness - Left Knee; Meniscus Procedure
02/09/2024,PHI,Tyrese Maxey,Out,Injury/Illness - N/a; Illness
02/09/2024,PHI,De'Anthony Melton,Out,Injury/Illness - Back; Lumbar Spine Stress Response
02/09/2024,HOU,Steven Adams,Out,Injury/Illness - Right Knee; PCL Surgery
02/09/2024,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Injury Management
02/09/2024,HOU,Fred VanVleet,Out,Injury/Illness - Left Adductor; Strain
02/09/2024,HOU,Nate Williams,Out,G League - Two-Way
02/09/2024,TOR,Markquis Nowell,Out,G League - Two-Way
02/09/2024,WAS,Marvin Bagley III,Out,Injury/Illness - N/a; Low back contusion
02/09/2024,WAS,Patrick Baldwin Jr.,Out,Injury/Illness - Right Ankle; Right ankle sprain
02/09/2024,WAS,Richaun Holmes,Out,Trade Pending
02/09/2024,WAS,Isaiah Livers,Out,Injury/Illness - Right Hip; Right hip joint capsule inflammation
02/09/2024,BOS,Jaden Springer,Out,Injury/Illness - Right Ankle; Impingement
02/09/2024,BOS,Xavier Tillman,Out,Injury/Illness - Left Knee; Soreness
02/09/2024,CHO,LaMelo Ball,Out,Injury/Illness - Right Ankle; Tendinopathy
02/09/2024,CHO,Davis Bertans,Out,Trade Pending
02/09/2024,CHO,Seth Curry,Out,Trade Pending
02/09/2024,CHO,Kyle Lowry,Out,Not With Team
02/09/2024,CHO,Tre Mann,Out,Trade Pending
02/09/2024,CHO,Vasilije Micic,Out,Trade Pending
02/09/2024,CHO,Grant Williams,Out,Trade Pending
02/09/2024,CHO,Mark Williams,Out,Injury/Illness - Low Back; Injury Recovery
02/09/2024,MIL,Chris Livingston,Out,G League - On Assignment
02/09/2024,MIL,Khris Middleton,Out,Injury/Illness - Left Ankle; Sprain
02/09/2024,DEN,Kentavious Caldwell-Pope,Questionable,Injury/Illness - Right Hamstring; Tightness
02/09/2024,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
02/09/2024,DEN,DeAndre Jordan,Probable,Injury/Illness - Left Foot; Soreness
02/09/2024,DEN,Braxton Key,Out,G League - Two-Way
02/09/2024,DEN,Jamal Murray,Probable,Injury/Illness - Bilateral Tibia; Inflammation
02/09/2024,DEN,Jalen Pickett,Out,G League - On Assignment
02/09/2024,DEN,Michael Porter Jr.,Probable,Injury/Illness - Right Knee; Tendinopathy
02/09/2024,DEN,Hunter Tyson,Out,G League - On Assignment
02/09/2024,SAC,Chris Duarte,Out,Injury/Illness - Right Ankle; Sprain
02/09/2024,SAC,Jordan Ford,Out,G League - Two-Way
02/09/2024,SAC,Jalen Slawson,Out,G League - Two-Way
02/09/2024,NOP,E.J. Liddell,Out,G League - On Assignment
02/09/2024,NOP,Naji Marshall,Questionable,Injury/Illness - Low Back; Spasm
02/09/2024,NOP,Dereon Seabron,Out,G League - Two-Way
02/09/2024,NOP,Jonas Valanciunas,Questionable,Injury/Illness - Right Calf; Contusion
02/09/2024,NOP,Zion Williamson,Questionable,Injury/Illness - Left Foot; Bone Bruise
02/09/2024,LAL,Max Christie,Doubtful,Injury/Illness - Right Ankle; Sprain
02/09/2024,LAL,Anthony Davis,Questionable,Injury/Illness - Bilateral Achilles; Tendinopathy & Left Hip Spasm
02/09/2024,LAL,LeBron James,Questionable,Injury/Illness - Left Ankle; Peroneal Tendinopathy
02/09/2024,LAL,Cam Reddish,Out,Injury/Illness - Right Ankle; Sprain
02/09/2024,LAL,D'Angelo Russell,Probable,Injury/Illness - Left Knee; Soreness
02/09/2024,LAL,Jarred Vanderbilt,Out,Injury/Illness - Right Mid-foot; Sprain
02/09/2024,LAL,Gabe Vincent,Out,Injury/Illness - Left Knee; Surgery
02/10/2024,OKC,Gordon Hayward,Out,Injury/Illness - Left Calf; Strain
02/10/2024,OKC,Keyontae Johnson,Out,G League - Two-Way
02/10/2024,DAL,Greg Brown III,Out,G League - Two-Way
02/10/2024,DAL,Dante Exum,Out,Injury/Illness - Right Knee; Bursitis
02/10/2024,DAL,Dereck Lively II,Out,Injury/Illness - Nasal; Fracture
02/10/2024,DET,Ryan Arcidiacono,Out,Trade Pending
02/10/2024,DET,Malcolm Cazalon,Out,G League - Two-Way
02/10/2024,DET,Malachi Flynn,Out,Trade Pending
02/10/2024,DET,Evan Fournier,Out,Trade Pending
02/10/2024,DET,Quentin Grimes,Out,Trade Pending
02/10/2024,DET,Isaiah Stewart,Out,Injury/Illness - Left Ankle; Sprain
02/10/2024,SAS,Dominick Barlow,Questionable,G League - Two-Way
02/10/2024,SAS,Charles Bassey,Out,Injury/Illness - Left Acl; Tear
02/10/2024,SAS,Sidy Cissoko,Out,G League - On Assignment
02/10/2024,SAS,Mamadi Diakite,Out,G League - Two-Way
02/10/2024,SAS,David Duke Jr.,Out,G League - Two-Way
02/10/2024,SAS,Marcus Morris Sr.,Out,Not With Team
02/10/2024,BRK,Cameron Johnson,Out,Injury/Illness - Left Adductor; Strain
02/10/2024,BRK,Keon Johnson,Out,G League - Two-Way
02/10/2024,BRK,Day'Ron Sharpe,Out,Injury/Illness - Left Knee; Hyperextension
02/10/2024,BRK,Lonnie Walker IV,Probable,Injury/Illness - Left Hamstring; Tightness
02/10/2024,BRK,Dariq Whitehead,Out,Injury/Illness - Left Shin; Stress Reaction
02/10/2024,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
02/10/2024,CHI,Onuralp Bitim,Out,G League - Two-Way
02/10/2024,CHI,Alex Caruso,Probable,Injury/Illness - Left Adductor; Strain
02/10/2024,CHI,Torrey Craig,Probable,Injury/Illness - Right Ankle; Sprain
02/10/2024,CHI,Henri Drell,Out,G League - Two-Way
02/10/2024,CHI,Zach LaVine,Out,Injury/Illness - Right Midfoot; Surgery
02/10/2024,CHI,Adama Sanogo,Out,G League - Two-Way
02/10/2024,CHI,Coby White,Probable,Injury/Illness - Left Ankle; Contusion
02/10/2024,CHI,Patrick Williams,Out,Injury/Illness - Left Midfoot; Bone Edema
02/10/2024,ORL,Kevon Harris,Out,G League - Two-Way
02/10/2024,ORL,Jett Howard,Out,G League - On Assignment
02/10/2024,ORL,Trevelin Queen,Out,G League - Two-Way
02/10/2024,MEM,Desmond Bane,Out,Injury/Illness - Left Ankle; Sprain
02/10/2024,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
02/10/2024,MEM,Jake LaRavia,Out,Injury/Illness - Left Ankle; Sprain
02/10/2024,MEM,Chimezie Metu,Out,Not With Team
02/10/2024,MEM,Ja Morant,Out,Injury/Illness - Right Shoulder; Labral Repair
02/10/2024,MEM,Derrick Rose,Questionable,Injury/Illness - Right Ankle; Soreness
02/10/2024,MEM,Marcus Smart,Out,Injury/Illness - Right Ring Finger; Central Slip Tear
02/10/2024,MEM,Ziaire Williams,Doubtful,Injury/Illness - Left Hand; Bone Contusion
02/10/2024,CHO,LaMelo Ball,Out,Injury/Illness - Right Ankle; Tendinopathy
02/10/2024,CHO,Kyle Lowry,Out,Not With Team
02/10/2024,CHO,Cody Martin,Probable,Injury/Illness - Right Knee; Contusion
02/10/2024,CHO,Mark Williams,Out,Injury/Illness - Low Back; Injury Recovery
02/10/2024,PHI,Mo Bamba,Out,Injury/Illness - Right Knee; Soreness
02/10/2024,PHI,Nicolas Batum,Out,Injury/Illness - Left Hamstring; Strain
02/10/2024,PHI,Robert Covington,Out,Injury/Illness - Left Knee; Bone Bruise
02/10/2024,PHI,Joel Embiid,Out,Injury/Illness - Left Knee; Meniscus Procedure
02/10/2024,PHI,Tyrese Maxey,Probable,Injury/Illness - N/a; Illness
02/10/2024,PHI,De'Anthony Melton,Out,Injury/Illness - Back; Lumbar Spine Stress Response
02/10/2024,WAS,Patrick Baldwin Jr.,Questionable,Injury/Illness - Right Ankle; Right ankle sprain
02/10/2024,WAS,Isaiah Livers,Out,Injury/Illness - Right Hip; Right hip joint capsule inflammation
02/10/2024,CLE,Emoni Bates,Out,G League - Two-Way
02/10/2024,CLE,Ty Jerome,Out,Injury/Illness - Right Ankle; Surgery
02/10/2024,CLE,Isaiah Mobley,Out,G League - Two-Way
02/10/2024,CLE,Tristan Thompson,Out,League Suspension
02/10/2024,TOR,RJ Barrett,Questionable,Injury/Illness - Knee; Injury management
02/10/2024,TOR,Markquis Nowell,Out,G League - Two-Way
02/10/2024,HOU,Steven Adams,Out,Injury/Illness - Right Knee; PCL Surgery
02/10/2024,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Injury Management
02/10/2024,HOU,Alperen Sengun,Out,Injury/Illness - Lower Back; Pain
02/10/2024,HOU,Jabari Smith Jr.,Questionable,Injury/Illness - N/a; Illness
02/10/2024,HOU,Jae'Sean Tate,Questionable,Injury/Illness - Right Ankle; Soreness
02/10/2024,HOU,Fred VanVleet,Out,Injury/Illness - Left Adductor; Strain
02/10/2024,HOU,Cam Whitmore,Out,Injury/Illness - Right Ankle; Sprain
02/10/2024,ATL,Clint Capela,Out,Injury/Illness - Left Adductor; Strain
02/10/2024,ATL,Mouhamed Gueye,Out,Injury/Illness - Right Low Back; Stress Fracture
02/10/2024,ATL,De'Andre Hunter,Questionable,Injury/Illness - Right Knee; Injury Management
02/10/2024,ATL,Vit Krejci,Out,G League - Two-Way
02/10/2024,ATL,Seth Lundy,Out,G League - Two-Way
02/10/2024,ATL,Wesley Matthews,Questionable,Injury/Illness - Illness; Illness
02/10/2024,ATL,Patty Mills,Questionable,Injury/Illness - Illness; Illness
02/10/2024,ATL,Dejounte Murray,Questionable,Injury/Illness - Right Lower Back; Spasm
02/10/2024,IND,Kendall Brown,Questionable,G League - Two-Way
02/10/2024,IND,Tyrese Haliburton,Questionable,Injury/Illness - Left Hamstring; Strain Injury Management
02/10/2024,IND,Cory Joseph,Out,Not With Team
02/10/2024,IND,Furkan Korkmaz,Out,Not With Team
02/10/2024,IND,Jalen Smith,Questionable,Injury/Illness - Lower Back; Spasms
02/10/2024,IND,Oscar Tshiebwe,Questionable,G League - Two-Way
02/10/2024,IND,Jarace Walker,Questionable,G League - On Assignment
02/10/2024,IND,Isaiah Wong,Questionable,G League - Two-Way
02/10/2024,NYK,OG Anunoby,Out,Injury/Illness - Right Elbow; Surgery
02/10/2024,NYK,Jalen Brunson,Questionable,Injury/Illness - Right Ankle; Sprained
02/10/2024,NYK,Isaiah Hartenstein,Out,Injury/Illness - Left Achillies; Sore
02/10/2024,NYK,Julius Randle,Out,Injury/Illness - Right Shoulder; Dislocated
02/10/2024,NYK,Mitchell Robinson,Out,Injury/Illness - Left Ankle; Surgery
02/10/2024,NYK,Jericho Sims,Questionable,Injury/Illness - Illness; Illness
02/10/2024,PHO,Bradley Beal,Probable,Injury/Illness - Right Ankle; Sprain
02/10/2024,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
02/10/2024,GSW,Chris Paul,Out,Injury/Illness - Left Hand; Fracture
02/10/2024,NOP,Dyson Daniels,Out,Injury/Illness - Left Knee; Soreness
02/10/2024,NOP,E.J. Liddell,Out,G League - On Assignment
02/10/2024,NOP,Naji Marshall,Questionable,Injury/Illness - Low Back; Spasm
02/10/2024,NOP,Trey Murphy III,Questionable,Injury/Illness - Left Knee; Tendinitis
02/10/2024,NOP,Dereon Seabron,Out,G League - Two-Way
02/10/2024,NOP,Zion Williamson,Questionable,Injury/Illness - Left Foot; Bone Contusion
02/10/2024,NOP,Cody Zeller,Questionable,Injury/Illness - Left Knee; Soreness
02/10/2024,POR,Deandre Ayton,Questionable,Injury/Illness - General; Illness
02/10/2024,POR,Malcolm Brogdon,Questionable,Injury/Illness - General; Illness
02/10/2024,POR,Moses Brown,Out,Injury/Illness - Left Wrist; Fracture
02/10/2024,POR,Scoot Henderson,Questionable,Injury/Illness - Left Foot; Sprain
02/10/2024,POR,Duop Reath,Questionable,Injury/Illness - Right Knee; Tendinitis
02/10/2024,POR,Shaedon Sharpe,Out,Injury/Illness - Lower Abdominal; Surgery
02/10/2024,POR,Anfernee Simons,Out,Injury/Illness - Left Ankle; Sprain
02/10/2024,POR,Robert Williams III,Out,Injury/Illness - Right Knee; Ligament Tear
02/11/2024,BOS,Xavier Tillman,Out,Injury/Illness - Left Knee; Soreness
02/11/2024,MIA,Alondes Williams,Out,G League - Two-Way
02/11/2024,OKC,Keyontae Johnson,Out,G League - Two-Way
02/11/2024,SAC,Sasha Vezenkov,Out,Injury/Illness - Right Ankle; Sprain
02/11/2024,BOS,Jaden Springer,Out,Injury/Illness - Right Ankle; Impingement
02/11/2024,MIA,Cole Swider,Out,G League - Two-Way
02/11/2024,OKC,Gordon Hayward,Out,Injury/Illness - Left Calf; Strain
02/11/2024,SAC,Jalen Slawson,Out,G League - Two-Way
02/11/2024,BOS,Drew Peterson,Out,G League - Two-Way
02/11/2024,MIA,Dru Smith,Out,Injury/Illness - Right Knee; Surgery
02/11/2024,OKC,Bismack Biyombo,Out,Not With Team
02/11/2024,SAC,Mason Jones,Out,G League - Two-Way
02/11/2024,BOS,JD Davison,Out,G League - Two-Way
02/11/2024,MIA,Jimmy Butler,Out,Personal Reasons
02/11/2024,SAC,Jordan Ford,Out,G League - Two-Way
02/11/2024,SAC,Chris Duarte,Out,Injury/Illness - Right Ankle; Sprain
02/12/2024,IND,Kendall Brown,Out,G League - Two-Way
02/12/2024,IND,James Johnson,Out,Injury/Illness - N/A; Illness
02/12/2024,IND,Jalen Smith,Out,Injury/Illness - Lower Back; Spasms
02/12/2024,IND,Jarace Walker,Out,G League - On Assignment
02/12/2024,IND,Isaiah Wong,Out,G League - Two-Way
02/12/2024,CHO,Amari Bailey,Out,G League - Two-Way
02/12/2024,CHO,LaMelo Ball,Out,Injury/Illness - Right Ankle; Tendinopathy
02/12/2024,CHO,Leaky Black,Out,G League - Two-Way
02/12/2024,CHO,Nick Smith Jr.,Out,G League - On Assignment
02/12/2024,CHO,Mark Williams,Out,Injury/Illness - Low Back; Injury Recovery
02/12/2024,PHI,Nicolas Batum,Out,Injury/Illness - Left Hamstring; Strain
02/12/2024,PHI,Robert Covington,Out,Injury/Illness - Left Knee; Bone Bruise
02/12/2024,PHI,Joel Embiid,Out,Injury/Illness - Left Knee; Meniscus Procedure
02/12/2024,PHI,Tobias Harris,Out,Injury/Illness - Left Hip; Impingement
02/12/2024,PHI,De'Anthony Melton,Out,Injury/Illness - Back; Lumbar Spine Stress Response
02/12/2024,CLE,Emoni Bates,Out,G League - Two-Way
02/12/2024,CLE,Ty Jerome,Out,Injury/Illness - Right Ankle; Surgery
02/12/2024,CLE,Isaiah Mobley,Out,G League - Two-Way
02/12/2024,CLE,Craig Porter Jr.,Out,G League - Two-Way
02/12/2024,CLE,Tristan Thompson,Out,League Suspension
02/12/2024,CLE,Dean Wade,Out,Injury/Illness - Illness; Illness
02/12/2024,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
02/12/2024,CHI,Onuralp Bitim,Out,G League - Two-Way
02/12/2024,CHI,Alex Caruso,Out,Injury/Illness - Left Toe; Contusion
02/12/2024,CHI,Henri Drell,Out,G League - Two-Way
02/12/2024,CHI,Zach LaVine,Out,Injury/Illness - Right Midfoot; Surgery
02/12/2024,CHI,Adama Sanogo,Out,G League - Two-Way
02/12/2024,CHI,Patrick Williams,Out,Injury/Illness - Left Midfoot; Bone Edema
02/12/2024,ATL,Clint Capela,Out,Injury/Illness - Left Adductor; Strain
02/12/2024,ATL,AJ Griffin,Out,Injury/Illness - Illness; Illness
02/12/2024,ATL,Mouhamed Gueye,Out,Injury/Illness - Right Low Back; Stress Fracture
02/12/2024,ATL,Vit Krejci,Out,G League - Two-Way
02/12/2024,ATL,Seth Lundy,Out,G League - Two-Way
02/12/2024,ATL,Wesley Matthews,Out,Injury/Illness - Illness; Illness
02/12/2024,ATL,Patty Mills,Out,Injury/Illness - Illness; Illness
02/12/2024,SAS,Dominick Barlow,Out,G League - Two-Way
02/12/2024,SAS,Charles Bassey,Out,Injury/Illness - Left Acl; Tear
02/12/2024,SAS,Sidy Cissoko,Out,G League - On Assignment
02/12/2024,SAS,Mamadi Diakite,Out,G League - Two-Way
02/12/2024,SAS,David Duke Jr.,Out,G League - Two-Way
02/12/2024,SAS,Marcus Morris Sr.,Out,Not With Team
02/12/2024,TOR,Javon Freeman-Liberty,Out,G League - Two-Way
02/12/2024,TOR,Markquis Nowell,Out,G League - Two-Way
02/12/2024,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
02/12/2024,DEN,Hunter Tyson,Out,Injury/Illness - Left Finger; Sprain/Fracture
02/12/2024,MIL,Khris Middleton,Out,Injury/Illness - Left Ankle; Sprain
02/12/2024,NOP,Dyson Daniels,Out,Injury/Illness - Left Knee; Soreness
02/12/2024,NOP,Dereon Seabron,Out,G League - Two-Way
02/12/2024,NOP,Cody Zeller,Out,Injury/Illness - Left Knee; Soreness
02/12/2024,MEM,Desmond Bane,Out,Injury/Illness - Left Ankle; Sprain
02/12/2024,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
02/12/2024,MEM,Jacob Gilyard,Out,G League - Two-Way
02/12/2024,MEM,GG Jackson,Out,Coach's Decision
02/12/2024,MEM,Jake LaRavia,Out,Injury/Illness - Left Ankle; Sprain
02/12/2024,MEM,Ja Morant,Out,Injury/Illness - Right Shoulder; Labral Repair
02/12/2024,MEM,Derrick Rose,Out,Injury/Illness - Right Ankle; Soreness
02/12/2024,MEM,Marcus Smart,Out,Injury/Illness - Right Ring Finger; Central Slip Tear
02/12/2024,MEM,Ziaire Williams,Out,Injury/Illness - Left Hand; Bone Contusion
02/12/2024,NYK,OG Anunoby,Out,Injury/Illness - Right Elbow; Surgery
02/12/2024,NYK,Isaiah Hartenstein,Out,Injury/Illness - Left Achilles; Sore
02/12/2024,NYK,Julius Randle,Out,Injury/Illness - Right Shoulder; Dislocated
02/12/2024,NYK,Mitchell Robinson,Out,Injury/Illness - Left Ankle; Surgery
02/12/2024,HOU,Steven Adams,Out,Injury/Illness - Right Knee; PCL Surgery
02/12/2024,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Injury Management
02/12/2024,HOU,Fred VanVleet,Out,Injury/Illness - Left Adductor; Strain
02/12/2024,HOU,Cam Whitmore,Out,Injury/Illness - Right Ankle; Sprain
02/12/2024,WAS,Jules Bernard,Out,G League - Two-Way
02/12/2024,WAS,Isaiah Livers,Out,Injury/Illness - Right Hip; Right hip joint capsule inflammation
02/12/2024,DAL,Dante Exum,Out,Injury/Illness - Right Knee; Soreness
02/12/2024,DAL,Dereck Lively II,Out,Injury/Illness - Nasal; Fracture
02/12/2024,GSW,Chris Paul,Out,Injury/Illness - Left Hand; Fracture
02/12/2024,UTA,Johnny Juzang,Out,G League - Two-Way
02/12/2024,UTA,Otto Porter Jr.,Out,Injury/Illness - Left Foot; Soreness
02/12/2024,UTA,Micah Potter,Out,G League - Two-Way
02/12/2024,UTA,Jason Preston,Out,G League - Two-Way
02/12/2024,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
02/12/2024,MIN,Jaden McDaniels,Questionable,Injury/Illness - Left Index Finger; Sprain
02/12/2024,MIN,Leonard Miller,Out,G League - On Assignment
02/13/2024,BOS,JD Davison,Out,G League - Two-Way
02/13/2024,BOS,Drew Peterson,Out,G League - Two-Way
02/13/2024,BOS,Kristaps Porzingis,Out,Injury/Illness - Low Back; Contusion
02/13/2024,BOS,Jaden Springer,Out,Injury/Illness - Right Ankle; Impingement
02/13/2024,BOS,Xavier Tillman,Out,Injury/Illness - Left Knee; Injury Management
02/13/2024,BRK,Cameron Johnson,Out,Injury/Illness - Left Adductor; Strain
02/13/2024,BRK,Dariq Whitehead,Out,Injury/Illness - Left Shin; Stress Reaction
02/13/2024,OKC,Bismack Biyombo,Out,Not With Team
02/13/2024,OKC,Adam Flagler,Out,G League - Two-Way
02/13/2024,OKC,Gordon Hayward,Out,Injury/Illness - Left Calf; Strain
02/13/2024,OKC,Keyontae Johnson,Out,G League - Two-Way
02/13/2024,OKC,Olivier Sarr,Out,G League - Two-Way
02/13/2024,MIA,Jimmy Butler,Out,Personal Reasons
02/13/2024,MIA,Josh Richardson,Out,Injury/Illness - Right Shoulder; Dislocation
02/13/2024,MIA,Terry Rozier,Out,Injury/Illness - Right Knee; Sprain
02/13/2024,MIA,Dru Smith,Out,Injury/Illness - Right Knee; Surgery
02/13/2024,MIL,Khris Middleton,Out,Injury/Illness - Left Ankle; Sprain
02/13/2024,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
02/13/2024,MIN,Anthony Edwards,Questionable,Injury/Illness - Right Knee; Soreness
02/13/2024,MIN,Jaden McDaniels,Questionable,Injury/Illness - Left Index Finger; Sprain
02/13/2024,MIN,Leonard Miller,Out,G League - On Assignment
02/13/2024,MIN,Wendell Moore Jr.,Questionable,Injury/Illness - Left Knee; Soreness
02/13/2024,POR,Malcolm Brogdon,Out,Injury/Illness - Right Elbow; Tendinitis
02/13/2024,POR,Moses Brown,Out,Injury/Illness - Left Wrist; Fracture
02/13/2024,POR,Scoot Henderson,Questionable,Injury/Illness - Left Foot; Sprain
02/13/2024,POR,Justin Minaya,Questionable,G League - Two-Way
02/13/2024,POR,Duop Reath,Probable,Injury/Illness - Right Knee; Tendinitis
02/13/2024,POR,Rayan Rupert,Questionable,G League - On Assignment
02/13/2024,POR,Shaedon Sharpe,Out,Injury/Illness - Lower Abdominal; Surgery
02/13/2024,POR,Anfernee Simons,Probable,Injury/Illness - Left Ankle; Sprain
02/13/2024,POR,Robert Williams III,Out,Injury/Illness - Right Knee; Ligament Tear
02/13/2024,SAC,Jordan Ford,Out,G League - Two-Way
02/13/2024,SAC,Mason Jones,Out,G League - Two-Way
02/13/2024,SAC,Trey Lyles,Questionable,Injury/Illness - N/a; Illness
02/13/2024,SAC,Jalen Slawson,Out,G League - Two-Way
02/13/2024,SAC,Sasha Vezenkov,Out,Injury/Illness - Right Ankle; Sprain
02/13/2024,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
02/13/2024,DET,Malcolm Cazalon,Out,G League - Two-Way
02/13/2024,DET,Quentin Grimes,Out,Injury/Illness - Right Knee; Sprain
02/13/2024,DET,Jared Rhoden,Out,G League - Two-Way
02/13/2024,DET,Isaiah Stewart,Out,Injury/Illness - Left Ankle; Sprain
02/13/2024,DET,Stanley Umude,Out,G League - Two-Way
02/13/2024,LAL,Max Christie,Out,Injury/Illness - Right Ankle; Sprain
02/13/2024,LAL,Anthony Davis,Questionable,Injury/Illness - Bilateral Achilles; Tendinopathy & Left Hip Spasm
02/13/2024,LAL,LeBron James,Questionable,Injury/Illness - Left Ankle; Peroneal Tendinopathy
02/13/2024,LAL,Cam Reddish,Out,Injury/Illness - Right Ankle; Sprain
02/13/2024,LAL,Jarred Vanderbilt,Out,Injury/Illness - Right Mid-foot; Sprain
02/13/2024,LAL,Gabe Vincent,Out,Injury/Illness - Left Knee; Surgery
02/14/2024,ATL,Clint Capela,Out,Injury/Illness - Left Adductor; Strain
02/14/2024,ATL,AJ Griffin,Out,Injury/Illness - Illness; Illness
