Date,Team,Player,Status,Reason
10/24/2023,DEN,Jay Huff,Out,Injury/Illness - Right Rib; Fracture
10/24/2023,GSW,Draymond Green,Out,Injury/Illness - Left Ankle; Sprain
10/24/2023,LAL,Jarred Vanderbilt,Out,Injury/Illness - Left Heel; Soreness
10/24/2023,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
10/24/2023,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
10/24/2023,LAL,Jalen Hood-Schifino,Out,Injury/Illness - Right Patella; Contusion
10/24/2023,PHO,Devin Booker,Probable,Injury/Illness - Left Big Toe; Soreness
10/24/2023,LAL,D'Moi Hodge,Out,G League - Two-Way
10/24/2023,PHO,Bradley Beal,Questionable,Injury/Illness - Low Back; Tightness
10/24/2023,LAL,Alex Fudge,Out,G League - Two-Way
10/24/2023,LAL,Colin Castleton,Out,G League - Two-Way
10/25/2023,ATL,Wesley Matthews,Out,Injury/Illness - Right Calf; Mild Strain
10/25/2023,BRK,Dariq Whitehead,Out,Injury/Illness - Right Foot; Surgery/Rehab
10/25/2023,CHO,Frank Ntilikina,Out,Injury/Illness - Left tibia; Fracture
10/25/2023,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/25/2023,CLE,Dean Wade,Out,Injury/Illness - Illness; Illness
10/25/2023,DAL,Dwight Powell,Probable,Injury/Illness - Illness; Illness
10/25/2023,DET,Monte Morris,Out,Injury/Illness - Right Quadriceps; Strain
10/25/2023,HOU,Victor Oladipo,Out,Injury/Illness - Left Patellar Tendon; Repair
10/25/2023,IND,Isaiah Wong,Out,G League - Two-Way
10/25/2023,MEM,Ja Morant,Out,League Suspension
10/25/2023,MIA,Josh Richardson,Out,Injury/Illness - Left Foot; Discomfort
10/25/2023,MIN,Jaden McDaniels,Out,Injury/Illness - Left Calf; Strain
10/25/2023,NOP,Trey Murphy III,Out,Injury/Illness - Left Knee; Partial Meniscectomy
10/25/2023,OKC,Kenrich Williams,Out,Injury/Illness - Low Back; Spasms
10/25/2023,ORL,Admiral Schofield,Out,G League - Two-Way
10/25/2023,POR,Ish Wainright,Out,Injury/Illness - Right Calf; Strain
10/25/2023,SAC,Jalen Slawson,Out,Injury/Illness - N/A; Illness
10/25/2023,SAS,Devonte' Graham,Out,League Suspension
10/25/2023,TOR,Christian Koloko,Out,Injury/Illness - Illness; Respiratory issue
10/25/2023,WAS,Landry Shamet,Out,Injury/Illness - Left Toe; Left 1st toe fracture
10/25/2023,CHO,Bryce McGowens,Out,Injury/Illness - Left Ankle; Sprain
10/25/2023,CLE,Ricky Rubio,Out,Not With Team
10/25/2023,DAL,Jaden Hardy,Probable,Injury/Illness - Left Ankle; Sprain
10/25/2023,DET,Isaiah Livers,Out,Injury/Illness - Left Ankle; Sprain
10/25/2023,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Stress Reaction
10/25/2023,IND,Oscar Tshiebwe,Out,G League - Two-Way
10/25/2023,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
10/25/2023,MIA,Haywood Highsmith,Out,Injury/Illness - Left Knee; Sprain
10/25/2023,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
10/25/2023,NOP,Naji Marshall,Out,Injury/Illness - Right Knee; Contusion
10/25/2023,OKC,Jaylin Williams,Out,Injury/Illness - Right Hamstring; Strain
10/25/2023,ORL,Trevelin Queen,Out,G League - Two-Way
10/25/2023,SAC,Trey Lyles,Out,Injury/Illness - Left Calf; Strain
10/25/2023,SAS,Zach Collins,Questionable,Injury/Illness - “”; Non-Covid Illness
10/25/2023,WAS,Anthony Gill,Out,Injury/Illness - Left Hamstring; Left hamstring strain
10/25/2023,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Soreness
10/25/2023,CLE,Jarrett Allen,Out,Injury/Illness - Left Ankle; Bone Bruise
10/25/2023,DAL,Luka Doncic,Questionable,Injury/Illness - Left Calf; Strain
10/25/2023,DET,Bojan Bogdanovic,Out,Injury/Illness - Right Calf; Strain
10/25/2023,IND,Kendall Brown,Out,G League - Two-Way
10/25/2023,MEM,Santi Aldama,Out,Injury/Illness - Right Ankle; Sprain
10/25/2023,NOP,Jose Alvarado,Out,Injury/Illness - Right Ankle; Sprain
10/25/2023,ORL,Kevon Harris,Out,Injury/Illness - Right Knee; Sore
10/25/2023,WAS,Johnny Davis,Out,Injury/Illness - Left Elbow; Left elbow UCL sprain
10/25/2023,CHO,Miles Bridges,Out,League Suspension
10/25/2023,MEM,Steven Adams,Out,Injury/Illness - Right Knee; PCL Sprain
10/25/2023,CHO,James Bouknight,Out,Injury/Illness - Left Knee; Surgery
10/26/2023,LAL,Jarred Vanderbilt,Out,Injury/Illness - Left Heel; Bursitis
10/26/2023,PHI,Azuolas Tubelis,Out,Not With Team
10/26/2023,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
10/26/2023,LAL,Cam Reddish,Probable,Injury/Illness - Right Foot; Soreness
10/26/2023,PHI,Terquavion Smith,Out,G League - Two-Way
10/26/2023,PHO,Devin Booker,Out,Injury/Illness - Left Foot; Soreness
10/26/2023,LAL,Jalen Hood-Schifino,Out,Injury/Illness - Right Patella; Contusion
10/26/2023,PHI,Javonte Smart,Out,G League - Two-Way
10/26/2023,PHO,Bradley Beal,Out,Injury/Illness - Low Back; Tightness
10/26/2023,LAL,Alex Fudge,Out,G League - Two-Way
10/26/2023,PHI,James Harden,Out,Not with Team - Return to Competition Reconditioning
10/26/2023,PHI,Ricky Council IV,Out,G League - Two-Way
10/27/2023,ATL,Wesley Matthews,Out,Injury/Illness - Right Calf; Mild Strain
10/27/2023,BRK,Dariq Whitehead,Out,Injury/Illness - Right Foot; Surgery/Rehab
10/27/2023,CHO,Frank Ntilikina,Out,Injury/Illness - Left Tibia; Fracture
10/27/2023,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/27/2023,CLE,Ricky Rubio,Out,Not With Team
10/27/2023,DAL,A.J. Lawson,Out,G League - Two-Way
10/27/2023,DEN,Jay Huff,Out,Injury/Illness - Right Rib; Fracture
10/27/2023,DET,Monte Morris,Out,Injury/Illness - Right Quadriceps; Strain
10/27/2023,GSW,Draymond Green,Out,Injury/Illness - Left Ankle; Sprain
10/27/2023,HOU,Victor Oladipo,Out,Injury/Illness - Left Patellar Tendon; Repair
10/27/2023,MEM,Ja Morant,Out,League Suspension
10/27/2023,MIA,Josh Richardson,Out,Injury/Illness - Right Foot; Discomfort
10/27/2023,OKC,Kenrich Williams,Out,Injury/Illness - Low Back; Spasms
10/27/2023,ORL,Trevelin Queen,Out,G League - Two-Way
10/27/2023,POR,Ish Wainright,Out,Injury/Illness - Right Calf; Strain
10/27/2023,SAC,Jalen Slawson,Questionable,Injury/Illness - N/A; Illness
10/27/2023,SAS,Devonte' Graham,Out,League Suspension
10/27/2023,TOR,Christian Koloko,Out,Injury/Illness - Illness; Respiratory issue
10/27/2023,BRK,Cameron Johnson,Out,Injury/Illness - Left Calf; Contusion
10/27/2023,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Soreness
10/27/2023,CLE,Darius Garland,Out,Injury/Illness - Left Hamstring; Strain
10/27/2023,DAL,Dexter Dennis,Out,G League - Two-Way
10/27/2023,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
10/27/2023,DET,Isaiah Livers,Out,Injury/Illness - Left Ankle; Sprain
10/27/2023,HOU,Jock Landale,Out,Injury/Illness - Head; Concussion Protocol
10/27/2023,MEM,Luke Kennard,Out,Injury/Illness - Concussion; Concussion Protocol
10/27/2023,MIA,Caleb Martin,Out,Injury/Illness - Left Knee; Tendinosis
10/27/2023,OKC,Jaylin Williams,Out,Injury/Illness - Right Hamstring; Strain
10/27/2023,ORL,Kevon Harris,Out,Injury/Illness - Right Knee; Sore
10/27/2023,POR,Anfernee Simons,Out,Injury/Illness - Right Thumb; Ligament Tear
10/27/2023,SAC,Trey Lyles,Out,Injury/Illness - Left Calf; Strain
10/27/2023,BRK,Nic Claxton,Out,Injury/Illness - Left Ankle; Sprain
10/27/2023,CHO,Miles Bridges,Out,League Suspension
10/27/2023,CLE,Jarrett Allen,Out,Injury/Illness - Left Ankle; Bone Bruise
10/27/2023,DAL,Greg Brown III,Out,G League - Two-Way
10/27/2023,DET,Bojan Bogdanovic,Out,Injury/Illness - Right Calf; Strain
10/27/2023,HOU,Nate Hinton,Out,Injury/Illness - Right Ankle; Sprain
10/27/2023,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
10/27/2023,MIA,Haywood Highsmith,Out,Injury/Illness - Left Knee; Sprain
10/27/2023,CHO,James Bouknight,Out,Injury/Illness - Left Knee; Surgery
10/27/2023,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Stress Reaction
10/27/2023,MEM,Santi Aldama,Out,Injury/Illness - Right Ankle; Sprain
10/27/2023,MEM,Steven Adams,Out,Injury/Illness - Right Knee; PCL Sprain
10/28/2023,CHI,Adama Sanogo,Out,G League - Two-Way
10/28/2023,CLE,Ricky Rubio,Out,Not With Team
10/28/2023,DET,Monte Morris,Out,Injury/Illness - Right Quadriceps; Strain
10/28/2023,IND,Isaiah Wong,Out,G League - Two-Way
10/28/2023,MEM,Ja Morant,Out,League Suspension
10/28/2023,MIA,Josh Richardson,Out,Injury/Illness - Right Heel; Inflammation
10/28/2023,MIN,Jaden McDaniels,Out,Injury/Illness - Left Calf; Strain
10/28/2023,NOP,Trey Murphy III,Out,Injury/Illness - Left Knee; Partial Meniscectomy
10/28/2023,PHI,Terquavion Smith,Out,G League - Two-Way
10/28/2023,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
10/28/2023,TOR,Christian Koloko,Out,Injury/Illness - Illness; Respiratory issue
10/28/2023,UTA,Collin Sexton,Probable,Injury/Illness - Right Wrist; Sprain
10/28/2023,WAS,Landry Shamet,Out,Injury/Illness - Left Toe; Left 1st toe fracture
10/28/2023,CHI,Justin Lewis,Out,G League - Two-Way
10/28/2023,CLE,Donovan Mitchell,Out,Injury/Illness - Right Hamstring; Soreness
10/28/2023,DET,Isaiah Livers,Out,Injury/Illness - Left Ankle; Sprain
10/28/2023,IND,Oscar Tshiebwe,Out,G League - Two-Way
10/28/2023,MEM,Luke Kennard,Out,Injury/Illness - Concussion; Concussion Protocol
10/28/2023,MIA,Caleb Martin,Out,Injury/Illness - Left Knee; Tendinosis
10/28/2023,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
10/28/2023,NOP,Naji Marshall,Out,Injury/Illness - Right Knee; Contusion
10/28/2023,PHI,Javonte Smart,Out,G League - Two-Way
10/28/2023,PHO,Devin Booker,Out,Injury/Illness - Left Ankle; Sprain
10/28/2023,TOR,O.G. Anunoby,Out,Injury/Illness - Bilateral Leg; Muscle cramps
10/28/2023,UTA,Brice Sensabaugh,Out,G League - On Assignment
10/28/2023,WAS,Johnny Davis,Out,Injury/Illness - Left Elbow; Left elbow UCL sprain
10/28/2023,CHI,Onuralp Bitim,Out,G League - Two-Way
10/28/2023,CLE,Ty Jerome,Out,Injury/Illness - Right Ankle; Sprain
10/28/2023,DET,Bojan Bogdanovic,Out,Injury/Illness - Right Calf; Strain
10/28/2023,IND,Kendall Brown,Out,G League - Two-Way
10/28/2023,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
10/28/2023,MIA,Kevin Love,Out,Injury/Illness - Left Shoulder; Contusion
10/28/2023,NOP,Jose Alvarado,Out,Injury/Illness - Right Ankle; Sprain
10/28/2023,PHI,James Harden,Out,Not with Team - Return to Competition Reconditioning
10/28/2023,PHO,Bradley Beal,Out,Injury/Illness - Low Back; Spasms
10/28/2023,UTA,Micah Potter,Out,G League - Two-Way
10/28/2023,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/28/2023,CLE,Darius Garland,Out,Injury/Illness - Left Hamstring; Strain
10/28/2023,MEM,Santi Aldama,Out,Injury/Illness - Right Ankle; Sprain
10/28/2023,MIA,Haywood Highsmith,Out,Injury/Illness - Left Knee; Sprain
10/28/2023,PHI,Ricky Council IV,Out,G League - Two-Way
10/28/2023,UTA,Johnny Juzang,Out,G League - Two-Way
10/28/2023,CLE,Jarrett Allen,Out,Injury/Illness - Left Ankle; Bone Bruise
10/28/2023,MEM,Steven Adams,Out,Injury/Illness - Right Knee; PCL Sprain
10/28/2023,MIA,Jimmy Butler,Out,Rest
10/28/2023,UTA,Taylor Hendricks,Out,G League - On Assignment
10/28/2023,UTA,Josh Christopher,Out,G League - Two-Way
10/29/2023,ATL,Miles Norris,Out,G League - Two-Way
10/29/2023,DEN,Jay Huff,Out,Injury/Illness - Right Rib; Fracture
10/29/2023,GSW,Jonathan Kuminga,Questionable,Injury/Illness - Left Foot; Soreness
10/29/2023,HOU,Victor Oladipo,Out,Injury/Illness - Left Patellar Tendon; Repair
10/29/2023,LAL,Jarred Vanderbilt,Out,Injury/Illness - Left Heel; Bursitis
10/29/2023,MIL,Khris Middleton,Out,Injury/Illness - Right Knee; Injury Management
10/29/2023,OKC,Kenrich Williams,Out,Injury/Illness - Low Back; Spasms
10/29/2023,PHI,James Harden,Out,Return to Competition Reconditioning
10/29/2023,POR,Ish Wainright,Out,Injury/Illness - Right Calf; Strain
10/29/2023,SAC,Trey Lyles,Out,Injury/Illness - Left Calf; Strain
10/29/2023,SAS,Sir'Jabari Rice,Out,G League - Two-Way
10/29/2023,ATL,Wesley Matthews,Out,Injury/Illness - Right Calf; Mild Strain
10/29/2023,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
10/29/2023,GSW,Draymond Green,Probable,Injury/Illness - Left Ankle; Sprain
10/29/2023,HOU,Jock Landale,Out,Injury/Illness - Head; Concussion Protocol
10/29/2023,LAL,Cam Reddish,Probable,Injury/Illness - Right Foot; Soreness
10/29/2023,OKC,Jaylin Williams,Out,Injury/Illness - Right Hamstring; Strain
10/29/2023,PHI,Joel Embiid,Questionable,Rest
10/29/2023,POR,Anfernee Simons,Out,Injury/Illness - Right Thumb; Ligament Tear
10/29/2023,SAS,Sidy Cissoko,Out,G League - On Assignment
10/29/2023,ATL,Seth Lundy,Out,G League - Two-Way
10/29/2023,GSW,Stephen Curry,Probable,Injury/Illness - Left Foot; Soreness
10/29/2023,HOU,Nate Hinton,Probable,Injury/Illness - Right Ankle; Sprain
10/29/2023,LAL,Jalen Hood-Schifino,Out,Injury/Illness - Right Patella; Contusion
10/29/2023,OKC,Lindy Waters III,Out,G League - Two-Way
10/29/2023,POR,Duop Reath,Out,G League - Two-Way
10/29/2023,SAS,Charles Bediako,Out,G League - Two-Way
10/29/2023,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Stress Reaction
10/29/2023,LAL,D'Moi Hodge,Out,G League - Two-Way
10/29/2023,LAL,Alex Fudge,Out,G League - Two-Way
10/29/2023,LAL,Colin Castleton,Out,G League - Two-Way
10/30/2023,BRK,Armoni Brooks,Out,G League - Two-Way
10/30/2023,BRK,Nic Claxton,Out,Injury/Illness - Left Ankle; Sprain
10/30/2023,BRK,Noah Clowney,Out,Not With Team
10/30/2023,BRK,Cameron Johnson,Out,Injury/Illness - Left Calf; Strain/Contusion
10/30/2023,BRK,Dariq Whitehead,Out,Not With Team
10/30/2023,BRK,Jalen Wilson,Out,G League - Two-Way
10/30/2023,CHO,James Bouknight,Out,Injury/Illness - Left Knee; Surgery
10/30/2023,CHO,Miles Bridges,Out,League Suspension
10/30/2023,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Injury Recovery
10/30/2023,CHO,Frank Ntilikina,Out,Injury/Illness - Left Tibia; Non- displaced Fracture
10/30/2023,BOS,JD Davison,Out,G League - Two-Way
10/30/2023,BOS,Nathan Knight,Out,G League - Two-Way
10/30/2023,BOS,Neemias Queta,Out,Injury/Illness - Right Foot; Soreness
10/30/2023,WAS,Daniel Gafford,Out,Injury/Illness - Left Ankle; Left ankle sprain
10/30/2023,WAS,Landry Shamet,Out,Injury/Illness - Left Toe; Left 1st toe fracture
10/30/2023,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
10/30/2023,CHI,Onuralp Bitim,Out,G League - Two-Way
10/30/2023,CHI,Justin Lewis,Out,G League - Two-Way
10/30/2023,CHI,Adama Sanogo,Out,G League - Two-Way
10/30/2023,CHI,Dalen Terry,Out,G League - On Assignment
10/30/2023,IND,Kendall Brown,Out,G League - Two-Way
10/30/2023,IND,Oscar Tshiebwe,Out,G League - Two-Way
10/30/2023,IND,Isaiah Wong,Out,G League - Two-Way
10/30/2023,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
10/30/2023,MIN,Leonard Miller,Out,G League - On Assignment
10/30/2023,MIN,Wendell Moore Jr.,Out,G League - On Assignment
10/30/2023,ATL,Seth Lundy,Out,G League - Two-Way
10/30/2023,ATL,Wesley Matthews,Out,Injury/Illness - Right Calf; Mild Strain
10/30/2023,ATL,Miles Norris,Out,G League - Two-Way
10/30/2023,POR,Duop Reath,Out,G League - Two-Way
10/30/2023,POR,Anfernee Simons,Out,Injury/Illness - Right Thumb; Ligament Tear
10/30/2023,POR,Ish Wainright,Out,Injury/Illness - Right Calf; Strain
10/30/2023,POR,Robert Williams III,Out,Rest
10/30/2023,TOR,Precious Achiuwa,Out,Injury/Illness - Left Groin; Strain
10/30/2023,TOR,Christian Koloko,Out,Injury/Illness - Illness; Respiratory issue
10/30/2023,DAL,Greg Brown III,Out,G League - Two-Way
10/30/2023,DAL,Dexter Dennis,Out,G League - Two-Way
10/30/2023,DAL,Kyrie Irving,Out,Injury/Illness - Left Foot; Sprain
10/30/2023,DAL,A.J. Lawson,Out,G League - Two-Way
10/30/2023,MEM,Steven Adams,Out,Injury/Illness - Right Knee; PCL Sprain
10/30/2023,MEM,Santi Aldama,Out,Injury/Illness - Right Ankle; Sprain
10/30/2023,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
10/30/2023,MEM,Luke Kennard,Out,Injury/Illness - Concussion; Concussion Protocol
10/30/2023,MEM,Ja Morant,Out,League Suspension
10/30/2023,DET,Bojan Bogdanovic,Out,Injury/Illness - Right Calf; Strain
10/30/2023,DET,Isaiah Livers,Out,Injury/Illness - Left Ankle; Sprain
10/30/2023,DET,Monte Morris,Out,Injury/Illness - Right Quadriceps; Strain
10/30/2023,OKC,Keyontae Johnson,Out,G League - Two-Way
10/30/2023,OKC,Jaylin Williams,Out,Injury/Illness - Right Hamstring; Strain
10/30/2023,OKC,Kenrich Williams,Out,Injury/Illness - Low Back; Spasms
10/30/2023,GSW,Jonathan Kuminga,Out,Injury/Illness - Left Knee; Contusion
10/30/2023,GSW,Klay Thompson,Out,Injury/Illness - Right Knee; Soreness
10/30/2023,NOP,Jose Alvarado,Out,Injury/Illness - Right Ankle; Sprain
10/30/2023,NOP,Brandon Ingram,Out,Injury/Illness - Right Knee; Soreness
10/30/2023,NOP,Naji Marshall,Out,Injury/Illness - Right Knee; Contusion
10/30/2023,NOP,Trey Murphy III,Out,Injury/Illness - Left Knee; Partial Meniscectomy
10/30/2023,MIA,Bam Adebayo,Out,Injury/Illness - Left Hip; Contusion
10/30/2023,MIA,Haywood Highsmith,Out,Injury/Illness - Left Knee; Sprain
10/30/2023,MIA,Caleb Martin,Out,Injury/Illness - Left Knee; Tendinosis
10/30/2023,MIL,MarJon Beauchamp,Out,Injury/Illness - N/a; Illness
10/30/2023,UTA,Josh Christopher,Out,G League - Two-Way
10/30/2023,UTA,Taylor Hendricks,Out,G League - On Assignment
10/30/2023,UTA,Johnny Juzang,Out,G League - Two-Way
10/30/2023,UTA,Micah Potter,Out,G League - Two-Way
10/30/2023,UTA,Brice Sensabaugh,Out,G League - On Assignment
10/30/2023,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
10/30/2023,DEN,Jay Huff,Questionable,Injury/Illness - Right Rib; Fracture
10/30/2023,ORL,Kevon Harris,Out,G League - Two-Way
10/30/2023,ORL,Trevelin Queen,Out,G League - Two-Way
10/30/2023,LAL,Alex Fudge,Out,G League - Two-Way
10/30/2023,LAL,Rui Hachimura,Out,Injury/Illness - Left Eye; Contusion
10/30/2023,LAL,Jalen Hood-Schifino,Out,Injury/Illness - Right Patella; Contusion
10/30/2023,LAL,LeBron James,Probable,Injury/Illness - Left Ankle; Tendonitis
10/30/2023,LAL,Cam Reddish,Probable,Injury/Illness - Right Foot; Soreness
10/30/2023,LAL,Jarred Vanderbilt,Out,Injury/Illness - Left Heel; Bursitis
10/31/2023,CLE,Jarrett Allen,Out,Injury/Illness - Left Ankle; Bone Bruise
10/31/2023,CLE,Darius Garland,Out,Injury/Illness - Left Hamstring; Strain
10/31/2023,CLE,Ty Jerome,Out,Injury/Illness - Right Ankle; Sprain
10/31/2023,CLE,Caris LeVert,Out,Injury/Illness - Left Hamstring; Soreness
10/31/2023,CLE,Ricky Rubio,Out,Not With Team
10/31/2023,SAS,Charles Bediako,Out,G League - Two-Way
10/31/2023,SAS,Sidy Cissoko,Out,G League - On Assignment
10/31/2023,SAS,Sir'Jabari Rice,Out,G League - Two-Way
10/31/2023,PHO,Bradley Beal,Out,Injury/Illness - Low Back; Spasms
10/31/2023,PHO,Devin Booker,Out,Injury/Illness - Left Ankle; Sprain
10/31/2023,PHO,Damion Lee,Out,Injury/Illness - Right Meniscus; Surgery
10/31/2023,ORL,Kevon Harris,Out,G League - Two-Way
10/31/2023,ORL,Jonathan Isaac,Out,Rest
10/31/2023,ORL,Trevelin Queen,Out,G League - Two-Way
11/01/2023,MIL,Marques Bolden,Out,G League - Two-Way
11/01/2023,MIL,TyTy Washington Jr.,Out,G League - Two-Way
11/01/2023,MIL,Lindell Wigginton,Out,G League - Two-Way
11/01/2023,TOR,Precious Achiuwa,Out,Injury/Illness - Left Groin; Strain
11/01/2023,TOR,Christian Koloko,Out,Injury/Illness - Illness; Respiratory issue
11/01/2023,POR,Duop Reath,Out,G League - Two-Way
11/01/2023,POR,Anfernee Simons,Out,Injury/Illness - Right Thumb; Ligament Tear
11/01/2023,POR,Ish Wainright,Out,Injury/Illness - Right Calf; Strain
11/01/2023,DET,Bojan Bogdanovic,Out,Injury/Illness - Right Calf; Strain
11/01/2023,DET,Alec Burks,Out,Injury/Illness - Left Forearm; Soreness
11/01/2023,DET,Jalen Duren,Out,Injury/Illness - Left Ankle; Sprain
11/01/2023,DET,Isaiah Livers,Out,Injury/Illness - Left Ankle; Sprain
11/01/2023,DET,Monte Morris,Out,Injury/Illness - Right Quadriceps; Strain
11/01/2023,BRK,Nic Claxton,Out,Injury/Illness - Left Ankle; Sprain
11/01/2023,BRK,Noah Clowney,Out,G League - On Assignment
11/01/2023,BRK,Spencer Dinwiddie,Out,Injury/Illness - Left Ankle; Sprain
11/01/2023,BRK,Cameron Johnson,Out,Injury/Illness - Left Calf; Strain
11/01/2023,BRK,Keon Johnson,Out,G League - Two-Way
11/01/2023,BRK,Dennis Smith Jr.,Out,Injury/Illness - Left Hip; Contusion
11/01/2023,BRK,Dariq Whitehead,Out,G League - On Assignment
11/01/2023,MIA,Kevin Love,Out,Injury/Illness - Left Shoulder; Contusion
11/01/2023,MIA,Caleb Martin,Out,Injury/Illness - Left Knee; Tendinosis
11/01/2023,CLE,Jarrett Allen,Out,Injury/Illness - Left Ankle; Bone Bruise
11/01/2023,CLE,Darius Garland,Out,Injury/Illness - Left Hamstring; Strain
11/01/2023,CLE,Ty Jerome,Out,Injury/Illness - Right Ankle; Sprain
11/01/2023,CLE,Ricky Rubio,Out,Not With Team
11/01/2023,NYK,RJ Barrett,Out,Injury/Illness - Left Knee; Sore
11/01/2023,IND,Kendall Brown,Out,G League - Two-Way
11/01/2023,IND,Tyrese Haliburton,Out,Injury/Illness - Right Ankle; Sprain
11/01/2023,IND,Jalen Smith,Out,Injury/Illness - Left Knee; Capsular Sprain
11/01/2023,IND,Oscar Tshiebwe,Out,G League - Two-Way
11/01/2023,IND,Isaiah Wong,Out,G League - Two-Way
11/01/2023,BOS,JD Davison,Out,G League - Two-Way
11/01/2023,BOS,Nathan Knight,Out,G League - Two-Way
11/01/2023,BOS,Neemias Queta,Out,Injury/Illness - Right Foot; Soreness
11/01/2023,BOS,Jordan Walsh,Out,G League - Two-Way
11/01/2023,NOP,Jose Alvarado,Out,Injury/Illness - Right Ankle; Sprain
11/01/2023,NOP,Brandon Ingram,Out,Injury/Illness - Right Knee; Soreness
11/01/2023,NOP,Naji Marshall,Out,Injury/Illness - Right Knee; Contusion
11/01/2023,NOP,Trey Murphy III,Out,Injury/Illness - Left Knee; Partial Meniscectomy
11/01/2023,OKC,Keyontae Johnson,Out,G League - Two-Way
11/01/2023,OKC,Jaylin Williams,Out,Injury/Illness - Right Hamstring; Strain
11/01/2023,OKC,Kenrich Williams,Out,Injury/Illness - Low Back; Spasms
11/01/2023,WAS,Daniel Gafford,Out,Injury/Illness - Left Ankle; Left ankle sprain
11/01/2023,ATL,Seth Lundy,Out,G League - Two-Way
11/01/2023,ATL,Wesley Matthews,Out,Injury/Illness - Right Calf; Mild Strain
11/01/2023,ATL,Miles Norris,Out,G League - Two-Way
11/01/2023,CHO,James Bouknight,Out,Injury/Illness - Left Knee; Surgery
11/01/2023,CHO,Miles Bridges,Out,League Suspension
11/01/2023,CHO,Cody Martin,Out,Injury/Illness - Left Knee; Injury Recovery
11/01/2023,CHO,Frank Ntilikina,Out,Injury/Illness - Left Tibia; Non- displaced fracture
11/01/2023,CHO,Ish Smith,Out,Return to Competition Reconditioning
11/01/2023,HOU,Tari Eason,Out,Injury/Illness - Left Lower Leg; Stress Reaction
11/01/2023,HOU,Victor Oladipo,Out,Injury/Illness - Left Patellar Tendon; Repair
11/01/2023,DEN,Vlatko Cancar,Out,Injury/Illness - Left Knee; Surgery
11/01/2023,MIN,Jaylen Clark,Out,Injury/Illness - Right Achilles Tendon; Rupture Rehab
11/01/2023,MIN,Leonard Miller,Out,G League - On Assignment
11/01/2023,MIN,Wendell Moore Jr.,Out,G League - On Assignment
11/01/2023,CHI,Lonzo Ball,Out,Injury/Illness - Left Knee; Surgery
11/01/2023,CHI,Onuralp Bitim,Out,G League - Two-Way
11/01/2023,CHI,Justin Lewis,Out,G League - Two-Way
11/01/2023,CHI,Adama Sanogo,Out,G League - Two-Way
11/01/2023,CHI,Dalen Terry,Out,G League - On Assignment
11/01/2023,DAL,Greg Brown III,Out,G League - Two-Way
11/01/2023,DAL,Dexter Dennis,Out,G League - Two-Way
11/01/2023,DAL,Kyrie Irving,Out,Injury/Illness - Left Foot; Sprain
11/01/2023,DAL,A.J. Lawson,Out,G League - Two-Way
11/01/2023,MEM,Steven Adams,Out,Injury/Illness - Right Knee; PCL Sprain
11/01/2023,MEM,Santi Aldama,Out,Injury/Illness - Right Ankle; Sprain
11/01/2023,MEM,Brandon Clarke,Out,Injury/Illness - Left Achilles; Tendon Repair
11/01/2023,MEM,GG Jackson,Out,G League - Two-Way
11/01/2023,MEM,Ja Morant,Out,League Suspension
11/01/2023,MEM,Derrick Rose,Out,Injury/Illness - Left Knee; Soreness
11/01/2023,UTA,Josh Christopher,Out,G League - Two-Way
11/01/2023,UTA,Johnny Juzang,Out,G League - Two-Way
11/01/2023,UTA,Micah Potter,Out,G League - Two-Way
11/01/2023,LAL,Rui Hachimura,Out,Injury/Illness - Concussion; Protocol
11/01/2023,LAL,Jalen Hood-Schifino,Out,Injury/Illness - Right Patella; Contusion
11/01/2023,LAL,Jarred Vanderbilt,Out,Injury/Illness - Left Heel; Bursitis
11/01/2023,LAL,Gabe Vincent,Out,Injury/Illness - Left Knee; Soreness
