Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,is_OT,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
2023-11-22,10:00p,Golden State Warriors,GSW,115,Phoenix Suns,PHO,123,0,Footprint Center,0,1,0,0,0
2023-11-22,10:00p,Utah Jazz,UTA,105,Portland Trail Blazers,POR,121,0,Moda Center,1,1,0,0,0
2023-11-22,10:30p,Dallas Mavericks,DAL,104,Los Angeles Lakers,LAL,101,0,Crypto.com Arena,0,1,0,0,0
2023-11-24,2:30p,Boston Celtics,BOS,96,Orlando Magic,ORL,113,0,Kia Center,0,0,1,0,0
2023-11-24,5:00p,Phoenix Suns,PHO,110,Memphis Grizzlies,MEM,89,0,FedEx Forum,0,0,1,0,0
2023-11-24,7:30p,Miami Heat,MIA,98,New York Knicks,NYK,100,0,Madison Square Garden (IV),0,0,1,0,0
2023-11-24,7:30p,Chicago Bulls,CHI,108,Toronto Raptors,TOR,121,0,Scotiabank Arena,0,0,1,0,0
2023-11-24,8:00p,Denver Nuggets,DEN,86,Houston Rockets,HOU,105,0,Toyota Center,0,0,1,0,0
2023-11-24,8:00p,Detroit Pistons,DET,113,Indiana Pacers,IND,136,0,Gainbridge Fieldhouse,0,0,1,0,0
2023-11-24,8:00p,Washington Wizards,WAS,128,Milwaukee Bucks,MIL,131,0,Fiserv Forum,0,0,1,0,0
2023-11-24,8:00p,Sacramento Kings,SAC,124,Minnesota Timberwolves,MIN,111,0,Target Center,0,0,1,0,0
2023-11-24,10:00p,San Antonio Spurs,SAS,112,Golden State Warriors,GSW,118,0,Chase Center,0,0,1,0,0
2023-11-24,10:30p,New Orleans Pelicans,NOP,116,Los Angeles Clippers,LAC,106,0,Crypto.com Arena,0,0,1,0,0
2023-11-25,5:00p,Philadelphia 76ers,PHI,127,Oklahoma City Thunder,OKC,123,0,Paycom Center,0,0,0,0,0
2023-11-25,6:00p,Miami Heat,MIA,97,Brooklyn Nets,BRK,112,0,Barclays Center,1,0,0,0,0
2023-11-25,7:00p,Atlanta Hawks,ATL,136,Washington Wizards,WAS,108,0,Capital One Arena,0,1,0,0,0
2023-11-25,7:30p,Los Angeles Lakers,LAL,121,Cleveland Cavaliers,CLE,115,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2023-11-25,9:30p,New Orleans Pelicans,NOP,100,Utah Jazz,UTA,105,0,Delta Center,1,0,0,0,0
2023-11-25,10:30p,Dallas Mavericks,DAL,88,Los Angeles Clippers,LAC,107,0,Crypto.com Arena,0,1,0,0,0
2023-11-26,3:30p,Portland Trail Blazers,POR,102,Milwaukee Bucks,MIL,108,0,Fiserv Forum,0,0,0,0,0
2023-11-26,6:00p,Atlanta Hawks,ATL,103,Boston Celtics,BOS,113,0,TD Garden,1,0,0,0,0
2023-11-26,6:00p,Minnesota Timberwolves,MIN,119,Memphis Grizzlies,MEM,97,0,FedEx Forum,0,0,0,0,0
2023-11-26,6:00p,Phoenix Suns,PHO,116,New York Knicks,NYK,113,0,Madison Square Garden (IV),0,0,0,0,0
2023-11-26,6:00p,Charlotte Hornets,CHO,117,Orlando Magic,ORL,130,0,Kia Center,0,0,0,0,0
2023-11-26,7:30p,Chicago Bulls,CHI,109,Brooklyn Nets,BRK,118,0,Barclays Center,0,1,0,0,0
2023-11-26,7:30p,Toronto Raptors,TOR,102,Cleveland Cavaliers,CLE,105,0,Rocket Mortgage Fieldhouse,0,1,0,0,0
2023-11-26,8:00p,San Antonio Spurs,SAS,120,Denver Nuggets,DEN,132,0,Ball Arena,0,0,0,0,0
2023-11-27,7:00p,Washington Wizards,WAS,126,Detroit Pistons,DET,107,0,Little Caesars Arena,0,0,0,0,0
2023-11-27,7:00p,Portland Trail Blazers,POR,114,Indiana Pacers,IND,110,0,Gainbridge Fieldhouse,1,0,0,0,0
2023-11-27,7:00p,Los Angeles Lakers,LAL,94,Philadelphia 76ers,PHI,138,0,Wells Fargo Center,0,0,0,0,0
2023-11-27,9:00p,New Orleans Pelicans,NOP,112,Utah Jazz,UTA,114,0,Delta Center,0,0,0,0,0
2023-11-27,10:30p,Denver Nuggets,DEN,113,Los Angeles Clippers,LAC,104,0,Crypto.com Arena,1,0,0,0,0
2023-11-28,7:30p,Chicago Bulls,CHI,97,Boston Celtics,BOS,124,0,TD Garden,0,0,1,0,0
2023-11-28,7:30p,Toronto Raptors,TOR,103,Brooklyn Nets,BRK,115,0,Barclays Center,0,0,1,0,0
2023-11-28,7:30p,Atlanta Hawks,ATL,105,Cleveland Cavaliers,CLE,128,0,Rocket Mortgage Fieldhouse,0,0,1,0,0
2023-11-28,7:30p,Milwaukee Bucks,MIL,131,Miami Heat,MIA,124,0,Kaseya Center,0,0,1,0,0
2023-11-28,7:30p,Charlotte Hornets,CHO,91,New York Knicks,NYK,115,0,Madison Square Garden (IV),0,0,1,0,0
2023-11-28,8:00p,Oklahoma City Thunder,OKC,103,Minnesota Timberwolves,MIN,106,0,Target Center,0,0,1,0,0
2023-11-28,8:30p,Houston Rockets,HOU,115,Dallas Mavericks,DAL,121,0,American Airlines Center,0,0,1,0,0
2023-11-28,10:00p,Golden State Warriors,GSW,123,Sacramento Kings,SAC,124,0,Golden 1 Center,0,0,1,0,0
2023-11-29,7:00p,Los Angeles Lakers,LAL,133,Detroit Pistons,DET,107,0,Little Caesars Arena,0,0,0,0,0
2023-11-29,7:00p,Washington Wizards,WAS,120,Orlando Magic,ORL,139,0,Kia Center,0,0,0,0,0
2023-11-29,7:30p,Phoenix Suns,PHO,105,Toronto Raptors,TOR,112,0,Scotiabank Arena,0,1,0,0,0
2023-11-29,8:00p,Utah Jazz,UTA,91,Memphis Grizzlies,MEM,105,0,FedEx Forum,0,0,0,0,0
2023-11-29,8:00p,Philadelphia 76ers,PHI,114,New Orleans Pelicans,NOP,124,0,Smoothie King Center,0,0,0,0,0
2023-11-29,9:00p,Houston Rockets,HOU,124,Denver Nuggets,DEN,134,0,Ball Arena,1,0,0,0,0
2023-11-29,10:00p,Los Angeles Clippers,LAC,131,Sacramento Kings,SAC,117,0,Golden 1 Center,0,1,0,0,0
2023-11-30,7:00p,Portland Trail Blazers,POR,103,Cleveland Cavaliers,CLE,95,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2023-11-30,7:30p,Charlotte Hornets,CHO,129,Brooklyn Nets,BRK,128,0,Barclays Center,0,0,0,0,0
2023-11-30,7:30p,Indiana Pacers,IND,132,Miami Heat,MIA,142,0,Kaseya Center,0,0,0,0,0
2023-11-30,7:30p,Detroit Pistons,DET,112,New York Knicks,NYK,118,0,Madison Square Garden (IV),1,0,0,0,0
2023-11-30,8:00p,Milwaukee Bucks,MIL,113,Chicago Bulls,CHI,120,1,United Center,0,0,0,0,0
2023-11-30,8:00p,Utah Jazz,UTA,90,Minnesota Timberwolves,MIN,101,0,Target Center,1,0,0,0,0
2023-11-30,8:00p,Los Angeles Lakers,LAL,110,Oklahoma City Thunder,OKC,133,0,Paycom Center,1,0,0,0,0
2023-11-30,8:00p,Atlanta Hawks,ATL,137,San Antonio Spurs,SAS,135,0,Frost Bank Center,0,0,0,0,0
2023-11-30,10:00p,Los Angeles Clippers,LAC,114,Golden State Warriors,GSW,120,0,Chase Center,1,0,0,0,0
2023-12-01,7:00p,Washington Wizards,WAS,125,Orlando Magic,ORL,130,0,Kia Center,0,0,0,0,0
2023-12-01,7:30p,Philadelphia 76ers,PHI,119,Boston Celtics,BOS,125,0,TD Garden,0,0,0,0,0
2023-12-01,7:30p,Memphis Grizzlies,MEM,108,Dallas Mavericks,DAL,94,0,American Airlines Center,0,0,0,0,0
2023-12-01,7:30p,New York Knicks,NYK,119,Toronto Raptors,TOR,106,0,Scotiabank Arena,1,0,0,0,0
2023-12-01,8:00p,San Antonio Spurs,SAS,106,New Orleans Pelicans,NOP,121,0,Smoothie King Center,1,0,0,0,0
2023-12-01,10:00p,Denver Nuggets,DEN,119,Phoenix Suns,PHO,111,0,Footprint Center,0,0,0,0,0
2023-12-02,4:00p,Golden State Warriors,GSW,112,Los Angeles Clippers,LAC,113,0,Crypto.com Arena,0,0,0,0,0
2023-12-02,5:00p,Minnesota Timberwolves,MIN,123,Charlotte Hornets,CHO,117,0,Spectrum Center,0,0,0,0,0
2023-12-02,7:00p,Orlando Magic,ORL,101,Brooklyn Nets,BRK,129,0,Barclays Center,1,0,0,0,0
2023-12-02,7:00p,Cleveland Cavaliers,CLE,110,Detroit Pistons,DET,101,0,Little Caesars Arena,0,0,0,0,0
2023-12-02,8:00p,New Orleans Pelicans,NOP,118,Chicago Bulls,CHI,124,0,United Center,1,0,0,0,0
2023-12-02,8:00p,Indiana Pacers,IND,144,Miami Heat,MIA,129,0,Kaseya Center,0,0,0,0,0
2023-12-02,8:00p,Atlanta Hawks,ATL,121,Milwaukee Bucks,MIL,132,0,Fiserv Forum,0,0,0,0,0
2023-12-02,9:00p,Oklahoma City Thunder,OKC,126,Dallas Mavericks,DAL,120,0,American Airlines Center,0,1,0,0,0
2023-12-02,9:00p,Memphis Grizzlies,MEM,109,Phoenix Suns,PHO,116,0,Footprint Center,1,1,0,0,0
2023-12-02,9:30p,Portland Trail Blazers,POR,113,Utah Jazz,UTA,118,1,Delta Center,0,0,0,0,0
2023-12-02,10:00p,Denver Nuggets,DEN,117,Sacramento Kings,SAC,123,0,Golden 1 Center,1,0,0,0,0
2023-12-02,10:30p,Houston Rockets,HOU,97,Los Angeles Lakers,LAL,107,0,Crypto.com Arena,0,0,0,0,0
2023-12-04,7:30p,Boston Celtics,BOS,112,Indiana Pacers,IND,122,0,Gainbridge Fieldhouse,0,0,1,0,0
2023-12-04,10:00p,New Orleans Pelicans,NOP,127,Sacramento Kings,SAC,117,0,Golden 1 Center,0,0,1,0,0
2023-12-05,7:30p,New York Knicks,NYK,122,Milwaukee Bucks,MIL,146,0,Fiserv Forum,0,0,1,0,0
2023-12-05,10:00p,Phoenix Suns,PHO,103,Los Angeles Lakers,LAL,106,0,Crypto.com Arena,0,0,1,0,0
2023-12-06,7:00p,Orlando Magic,ORL,111,Cleveland Cavaliers,CLE,121,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2023-12-06,7:00p,Memphis Grizzlies,MEM,116,Detroit Pistons,DET,102,0,Little Caesars Arena,0,0,0,0,0
2023-12-06,7:00p,Philadelphia 76ers,PHI,131,Washington Wizards,WAS,126,0,Capital One Arena,0,0,0,0,0
2023-12-06,7:30p,Brooklyn Nets,BRK,114,Atlanta Hawks,ATL,113,0,State Farm Arena,0,0,0,0,0
2023-12-06,7:30p,San Antonio Spurs,SAS,94,Minnesota Timberwolves,MIN,102,0,Target Center,0,0,0,0,0
2023-12-06,7:30p,Miami Heat,MIA,112,Toronto Raptors,TOR,103,0,Scotiabank Arena,0,0,0,0,0
2023-12-06,8:00p,Charlotte Hornets,CHO,100,Chicago Bulls,CHI,111,0,United Center,0,0,0,0,0
2023-12-06,8:00p,Oklahoma City Thunder,OKC,101,Houston Rockets,HOU,110,0,Toyota Center,0,0,0,0,0
2023-12-06,8:30p,Utah Jazz,UTA,97,Dallas Mavericks,DAL,147,0,American Airlines Center,0,0,0,0,0
2023-12-06,10:00p,Portland Trail Blazers,POR,106,Golden State Warriors,GSW,110,0,Chase Center,0,0,0,0,0
2023-12-06,10:00p,Denver Nuggets,DEN,102,Los Angeles Clippers,LAC,111,0,Crypto.com Arena,0,0,0,0,0
2023-12-07,5:00p,Indiana Pacers,IND,128,Milwaukee Bucks,MIL,119,0,T-Mobile Arena,0,0,1,0,0
2023-12-07,9:00p,New Orleans Pelicans,NOP,89,Los Angeles Lakers,LAL,133,0,T-Mobile Arena,0,0,1,0,0
2023-12-08,7:00p,Toronto Raptors,TOR,116,Charlotte Hornets,CHO,119,0,Spectrum Center,0,0,0,0,0
2023-12-08,7:00p,Detroit Pistons,DET,91,Orlando Magic,ORL,123,0,Kia Center,0,0,0,0,0
2023-12-08,7:00p,Atlanta Hawks,ATL,114,Philadelphia 76ers,PHI,125,0,Wells Fargo Center,0,0,0,0,0
2023-12-08,7:30p,New York Knicks,NYK,123,Boston Celtics,BOS,133,0,TD Garden,0,0,0,0,0
2023-12-08,7:30p,Washington Wizards,WAS,97,Brooklyn Nets,BRK,124,0,Barclays Center,0,0,0,0,0
2023-12-08,8:00p,Minnesota Timberwolves,MIN,127,Memphis Grizzlies,MEM,103,0,FedEx Forum,0,0,0,0,0
2023-12-08,8:00p,Cleveland Cavaliers,CLE,111,Miami Heat,MIA,99,0,Kaseya Center,0,0,0,0,0
2023-12-08,8:00p,Golden State Warriors,GSW,136,Oklahoma City Thunder,OKC,138,1,Paycom Center,0,0,0,0,0
2023-12-08,8:30p,Chicago Bulls,CHI,121,San Antonio Spurs,SAS,112,0,Frost Bank Center,0,0,0,0,0
2023-12-08,9:00p,Houston Rockets,HOU,114,Denver Nuggets,DEN,106,0,Ball Arena,0,0,0,0,0
2023-12-08,9:00p,Sacramento Kings,SAC,114,Phoenix Suns,PHO,106,0,Footprint Center,0,0,0,0,0
2023-12-08,10:00p,Dallas Mavericks,DAL,125,Portland Trail Blazers,POR,112,0,Moda Center,0,0,0,0,0
2023-12-08,10:00p,Los Angeles Clippers,LAC,117,Utah Jazz,UTA,103,0,Delta Center,0,0,0,0,0
2023-12-09,8:30p,Indiana Pacers,IND,109,Los Angeles Lakers,LAL,123,0,T-Mobile Arena,0,0,1,0,0
2023-12-11,7:00p,Miami Heat,MIA,116,Charlotte Hornets,CHO,114,0,Spectrum Center,0,0,0,0,0
2023-12-11,7:00p,Indiana Pacers,IND,131,Detroit Pistons,DET,123,0,Little Caesars Arena,0,0,0,0,0
2023-12-11,7:00p,Cleveland Cavaliers,CLE,94,Orlando Magic,ORL,104,0,Kia Center,0,0,0,0,0
2023-12-11,7:00p,Washington Wizards,WAS,101,Philadelphia 76ers,PHI,146,0,Wells Fargo Center,0,0,0,0,0
2023-12-11,7:30p,Denver Nuggets,DEN,129,Atlanta Hawks,ATL,122,0,State Farm Arena,0,0,0,0,0
2023-12-11,7:30p,Toronto Raptors,TOR,130,New York Knicks,NYK,136,0,Madison Square Garden (IV),0,0,0,0,0
2023-12-11,8:00p,San Antonio Spurs,SAS,82,Houston Rockets,HOU,93,0,Toyota Center,0,0,0,0,0
2023-12-11,8:00p,Dallas Mavericks,DAL,120,Memphis Grizzlies,MEM,113,0,FedEx Forum,0,0,0,0,0
2023-12-11,8:00p,Chicago Bulls,CHI,129,Milwaukee Bucks,MIL,133,1,Fiserv Forum,0,0,0,0,0
2023-12-11,8:00p,Minnesota Timberwolves,MIN,107,New Orleans Pelicans,NOP,121,0,Smoothie King Center,0,0,0,0,0
2023-12-11,8:00p,Utah Jazz,UTA,120,Oklahoma City Thunder,OKC,134,0,Paycom Center,0,0,0,0,0
2023-12-11,10:00p,Brooklyn Nets,BRK,118,Sacramento Kings,SAC,131,0,Golden 1 Center,0,0,0,0,0
2023-12-11,10:30p,Portland Trail Blazers,POR,127,Los Angeles Clippers,LAC,132,0,Crypto.com Arena,0,0,0,0,0
2023-12-12,7:30p,Cleveland Cavaliers,CLE,113,Boston Celtics,BOS,120,0,TD Garden,1,0,0,0,0
2023-12-12,7:30p,Los Angeles Lakers,LAL,125,Dallas Mavericks,DAL,127,0,American Airlines Center,0,1,0,0,0
2023-12-12,8:00p,Denver Nuggets,DEN,114,Chicago Bulls,CHI,106,0,United Center,1,1,0,0,0
2023-12-12,10:00p,Golden State Warriors,GSW,116,Phoenix Suns,PHO,119,0,Footprint Center,0,0,0,0,0
2023-12-12,10:30p,Sacramento Kings,SAC,99,Los Angeles Clippers,LAC,119,0,Crypto.com Arena,1,1,0,0,0
2023-12-13,7:00p,Philadelphia 76ers,PHI,129,Detroit Pistons,DET,111,0,Little Caesars Arena,0,0,0,0,0
2023-12-13,7:00p,New Orleans Pelicans,NOP,142,Washington Wizards,WAS,122,0,Capital One Arena,0,0,0,0,0
2023-12-13,7:30p,Charlotte Hornets,CHO,104,Miami Heat,MIA,115,0,Kaseya Center,0,0,0,0,0
2023-12-13,7:30p,Atlanta Hawks,ATL,128,Toronto Raptors,TOR,135,0,Scotiabank Arena,0,0,0,0,0
2023-12-13,8:00p,Memphis Grizzlies,MEM,104,Houston Rockets,HOU,117,0,Toyota Center,0,0,0,0,0
2023-12-13,8:00p,Indiana Pacers,IND,126,Milwaukee Bucks,MIL,140,0,Fiserv Forum,0,0,0,0,0
2023-12-13,8:00p,Los Angeles Lakers,LAL,122,San Antonio Spurs,SAS,119,0,Frost Bank Center,1,0,0,0,0
2023-12-13,9:00p,Brooklyn Nets,BRK,116,Phoenix Suns,PHO,112,0,Footprint Center,0,1,0,0,0
2023-12-13,9:00p,New York Knicks,NYK,113,Utah Jazz,UTA,117,0,Delta Center,0,0,0,0,0
2023-12-14,7:30p,Cleveland Cavaliers,CLE,107,Boston Celtics,BOS,116,0,TD Garden,0,0,0,0,0
2023-12-14,7:30p,Chicago Bulls,CHI,124,Miami Heat,MIA,116,0,Kaseya Center,0,1,0,0,0
2023-12-14,8:30p,Minnesota Timberwolves,MIN,119,Dallas Mavericks,DAL,101,0,American Airlines Center,0,0,0,0,0
2023-12-14,9:00p,Brooklyn Nets,BRK,101,Denver Nuggets,DEN,124,0,Ball Arena,1,0,0,0,0
2023-12-14,10:00p,Utah Jazz,UTA,122,Portland Trail Blazers,POR,114,0,Moda Center,1,0,0,0,0
2023-12-14,10:00p,Oklahoma City Thunder,OKC,123,Sacramento Kings,SAC,128,0,Golden 1 Center,0,0,0,0,0
2023-12-14,10:30p,Golden State Warriors,GSW,113,Los Angeles Clippers,LAC,121,0,Crypto.com Arena,0,0,0,0,0
2023-12-15,7:00p,New Orleans Pelicans,NOP,112,Charlotte Hornets,CHO,107,0,Spectrum Center,0,0,0,0,0
2023-12-15,7:00p,Detroit Pistons,DET,92,Philadelphia 76ers,PHI,124,0,Wells Fargo Center,0,0,0,0,0
2023-12-15,7:00p,Indiana Pacers,IND,123,Washington Wizards,WAS,137,0,Capital One Arena,0,0,0,0,0
2023-12-15,7:30p,Orlando Magic,ORL,111,Boston Celtics,BOS,128,0,TD Garden,0,1,0,0,0
2023-12-15,7:30p,Los Angeles Lakers,LAL,115,San Antonio Spurs,SAS,129,0,Frost Bank Center,0,0,0,0,0
2023-12-15,7:30p,Atlanta Hawks,ATL,125,Toronto Raptors,TOR,104,0,Scotiabank Arena,0,0,0,0,0
2023-12-15,8:00p,Houston Rockets,HOU,103,Memphis Grizzlies,MEM,96,0,FedEx Forum,0,0,0,0,0
2023-12-15,10:00p,New York Knicks,NYK,139,Phoenix Suns,PHO,122,0,Footprint Center,0,0,0,0,0
2023-12-16,6:00p,Detroit Pistons,DET,114,Milwaukee Bucks,MIL,146,0,Fiserv Forum,1,0,0,0,0
2023-12-16,7:00p,Philadelphia 76ers,PHI,135,Charlotte Hornets,CHO,82,0,Spectrum Center,1,1,0,0,0
2023-12-16,7:30p,Atlanta Hawks,ATL,119,Cleveland Cavaliers,CLE,127,0,Rocket Mortgage Fieldhouse,1,0,0,0,0
2023-12-16,8:00p,Chicago Bulls,CHI,116,Miami Heat,MIA,118,0,Kaseya Center,0,0,0,0,0
2023-12-16,8:00p,Indiana Pacers,IND,109,Minnesota Timberwolves,MIN,127,0,Target Center,1,0,0,0,0
2023-12-16,8:30p,Brooklyn Nets,BRK,120,Golden State Warriors,GSW,124,0,Chase Center,0,0,0,0,0
2023-12-16,9:00p,Oklahoma City Thunder,OKC,118,Denver Nuggets,DEN,117,0,Ball Arena,0,0,0,0,0
2023-12-16,9:00p,Dallas Mavericks,DAL,131,Portland Trail Blazers,POR,120,0,Moda Center,0,0,0,0,0
2023-12-16,10:00p,Utah Jazz,UTA,104,Sacramento Kings,SAC,125,0,Golden 1 Center,0,0,0,0,0
2023-12-16,10:30p,New York Knicks,NYK,122,Los Angeles Clippers,LAC,144,0,Crypto.com Arena,1,0,0,0,0
2023-12-17,3:00p,Orlando Magic,ORL,97,Boston Celtics,BOS,114,0,TD Garden,0,0,0,0,0
2023-12-17,3:30p,New Orleans Pelicans,NOP,146,San Antonio Spurs,SAS,110,0,Frost Bank Center,0,0,0,0,0
2023-12-17,7:00p,Houston Rockets,HOU,119,Milwaukee Bucks,MIL,128,0,Fiserv Forum,0,1,0,0,0
2023-12-17,8:00p,Washington Wizards,WAS,108,Phoenix Suns,PHO,112,0,Footprint Center,0,0,0,0,0
2023-12-17,9:00p,Golden State Warriors,GSW,118,Portland Trail Blazers,POR,114,0,Moda Center,1,1,0,0,0
2023-12-18,7:00p,Houston Rockets,HOU,130,Cleveland Cavaliers,CLE,135,1,Rocket Mortgage Fieldhouse,1,0,0,0,0
2023-12-18,7:00p,Los Angeles Clippers,LAC,151,Indiana Pacers,IND,127,0,Gainbridge Fieldhouse,0,0,0,0,0
2023-12-18,7:00p,Chicago Bulls,CHI,108,Philadelphia 76ers,PHI,104,0,Wells Fargo Center,0,0,0,0,0
2023-12-18,7:30p,Detroit Pistons,DET,124,Atlanta Hawks,ATL,130,0,State Farm Arena,0,0,0,0,0
2023-12-18,7:30p,Minnesota Timberwolves,MIN,112,Miami Heat,MIA,108,0,Kaseya Center,0,0,0,0,0
2023-12-18,7:30p,Charlotte Hornets,CHO,99,Toronto Raptors,TOR,114,0,Scotiabank Arena,0,0,0,0,0
2023-12-18,8:00p,Memphis Grizzlies,MEM,97,Oklahoma City Thunder,OKC,116,0,Paycom Center,0,0,0,0,0
2023-12-18,9:00p,Dallas Mavericks,DAL,104,Denver Nuggets,DEN,130,0,Ball Arena,0,0,0,0,0
2023-12-18,9:00p,Brooklyn Nets,BRK,108,Utah Jazz,UTA,125,0,Delta Center,0,0,0,0,0
2023-12-18,10:00p,Washington Wizards,WAS,131,Sacramento Kings,SAC,143,0,Golden 1 Center,1,0,0,0,0
2023-12-18,10:30p,New York Knicks,NYK,114,Los Angeles Lakers,LAL,109,0,Crypto.com Arena,0,0,0,0,0
2023-12-19,7:30p,Memphis Grizzlies,MEM,115,New Orleans Pelicans,NOP,113,0,Smoothie King Center,1,0,0,0,0
2023-12-19,8:00p,San Antonio Spurs,SAS,119,Milwaukee Bucks,MIL,132,0,Fiserv Forum,0,0,0,0,0
2023-12-19,10:00p,Boston Celtics,BOS,126,Golden State Warriors,GSW,132,1,Chase Center,0,0,0,0,0
2023-12-19,10:00p,Phoenix Suns,PHO,104,Portland Trail Blazers,POR,109,0,Moda Center,0,0,0,0,0
2023-12-20,7:00p,Utah Jazz,UTA,116,Cleveland Cavaliers,CLE,124,0,Rocket Mortgage Fieldhouse,0,0,0,0,0
2023-12-20,7:00p,Charlotte Hornets,CHO,113,Indiana Pacers,IND,144,0,Gainbridge Fieldhouse,0,0,0,0,0
2023-12-20,7:00p,Miami Heat,MIA,115,Orlando Magic,ORL,106,0,Kia Center,0,0,0,0,0
2023-12-20,7:00p,Minnesota Timberwolves,MIN,113,Philadelphia 76ers,PHI,127,0,Wells Fargo Center,0,0,0,0,0
2023-12-20,7:30p,New York Knicks,NYK,121,Brooklyn Nets,BRK,102,0,Barclays Center,0,0,0,0,0
2023-12-20,7:30p,Denver Nuggets,DEN,113,Toronto Raptors,TOR,104,0,Scotiabank Arena,0,0,0,0,0
2023-12-20,8:00p,Los Angeles Lakers,LAL,108,Chicago Bulls,CHI,124,0,United Center,0,0,0,0,0
2023-12-20,8:00p,Atlanta Hawks,ATL,134,Houston Rockets,HOU,127,0,Toyota Center,0,0,0,0,0
2023-12-20,8:30p,Los Angeles Clippers,LAC,120,Dallas Mavericks,DAL,111,0,American Airlines Center,0,0,0,0,0
2023-12-20,10:00p,Boston Celtics,BOS,144,Sacramento Kings,SAC,119,0,Golden 1 Center,1,0,0,0,0
2023-12-21,7:00p,Utah Jazz,UTA,119,Detroit Pistons,DET,111,0,Little Caesars Arena,1,0,0,0,0
2023-12-21,7:30p,New Orleans Pelicans,NOP,123,Cleveland Cavaliers,CLE,104,0,Rocket Mortgage Fieldhouse,0,1,0,0,0
2023-12-21,8:00p,San Antonio Spurs,SAS,95,Chicago Bulls,CHI,114,0,United Center,0,1,0,0,0
2023-12-21,8:00p,Indiana Pacers,IND,103,Memphis Grizzlies,MEM,116,0,FedEx Forum,1,0,0,0,0
2023-12-21,8:00p,Orlando Magic,ORL,114,Milwaukee Bucks,MIL,118,0,Fiserv Forum,1,0,0,0,0
2023-12-21,8:00p,Los Angeles Clippers,LAC,115,Oklahoma City Thunder,OKC,134,0,Paycom Center,1,0,0,0,0
2023-12-21,9:00p,Los Angeles Lakers,LAL,111,Minnesota Timberwolves,MIN,118,0,Target Center,1,1,0,0,0
2023-12-21,10:00p,Washington Wizards,WAS,118,Portland Trail Blazers,POR,117,0,Moda Center,0,0,0,0,0
2023-12-22,7:00p,Toronto Raptors,TOR,111,Philadelphia 76ers,PHI,121,0,Wells Fargo Center,0,0,0,0,0
2023-12-22,7:30p,Denver Nuggets,DEN,122,Brooklyn Nets,BRK,117,0,Barclays Center,0,0,0,0,0
2023-12-22,8:00p,Dallas Mavericks,DAL,96,Houston Rockets,HOU,122,0,Toyota Center,0,0,0,0,0
2023-12-22,8:00p,Atlanta Hawks,ATL,113,Miami Heat,MIA,122,0,Kaseya Center,0,0,0,0,0
2023-12-22,10:00p,Washington Wizards,WAS,118,Golden State Warriors,GSW,129,0,Chase Center,1,0,0,0,0
2023-12-22,10:00p,Phoenix Suns,PHO,105,Sacramento Kings,SAC,120,0,Golden 1 Center,0,0,0,0,0
2023-12-23,12:30p,Milwaukee Bucks,MIL,130,New York Knicks,NYK,111,0,Madison Square Garden (IV),0,0,0,0,0
2023-12-23,3:30p,Boston Celtics,BOS,145,Los Angeles Clippers,LAC,108,0,Crypto.com Arena,0,0,0,0,0
2023-12-23,7:00p,Denver Nuggets,DEN,102,Charlotte Hornets,CHO,95,0,Spectrum Center,1,0,0,0,0
2023-12-23,7:00p,Orlando Magic,ORL,117,Indiana Pacers,IND,110,0,Gainbridge Fieldhouse,0,0,0,0,0
2023-12-23,7:00p,Houston Rockets,HOU,106,New Orleans Pelicans,NOP,104,0,Smoothie King Center,1,0,0,0,0
2023-12-23,7:30p,Memphis Grizzlies,MEM,125,Atlanta Hawks,ATL,119,0,State Farm Arena,0,1,0,0,0
2023-12-23,7:30p,Detroit Pistons,DET,115,Brooklyn Nets,BRK,126,0,Barclays Center,0,1,0,0,0
2023-12-23,7:30p,Utah Jazz,UTA,126,Toronto Raptors,TOR,119,0,Scotiabank Arena,0,1,0,0,0
2023-12-23,8:00p,Cleveland Cavaliers,CLE,109,Chicago Bulls,CHI,95,0,United Center,0,0,0,0,0
2023-12-23,8:00p,Los Angeles Lakers,LAL,129,Oklahoma City Thunder,OKC,120,0,Paycom Center,0,0,0,0,0
2023-12-23,8:30p,San Antonio Spurs,SAS,119,Dallas Mavericks,DAL,144,0,American Airlines Center,0,1,0,0,0
2023-12-23,8:30p,Portland Trail Blazers,POR,106,Golden State Warriors,GSW,126,0,Chase Center,0,1,0,0,0
2023-12-23,10:00p,Minnesota Timberwolves,MIN,110,Sacramento Kings,SAC,98,0,Golden 1 Center,0,1,0,0,0
2023-12-25,12:00p,Milwaukee Bucks,MIL,122,New York Knicks,NYK,129,0,Madison Square Garden (IV),0,0,0,0,0
2023-12-25,2:30p,Golden State Warriors,GSW,114,Denver Nuggets,DEN,120,0,Ball Arena,0,0,0,0,0
2023-12-25,5:00p,Boston Celtics,BOS,126,Los Angeles Lakers,LAL,115,0,Crypto.com Arena,0,0,0,0,0
2023-12-25,8:00p,Philadelphia 76ers,PHI,113,Miami Heat,MIA,119,0,Kaseya Center,0,0,0,0,0
