Date,Team,Player,Pos
01/24/2024,GSW,Andrew Wiggins,SF
01/24/2024,GSW,Dario Saric,PF
01/24/2024,GSW,Kevon Looney,C
01/25/2024,PHI,Tyrese Maxey,PG
01/25/2024,PHI,Patrick Beverley,PG
01/25/2024,PHI,Kelly Oubre Jr.,SF
01/25/2024,PHI,Nicolas Batum,PF
01/25/2024,PHI,Joel Embiid,C
01/25/2024,IND,Andrew Nembhard,PG
01/25/2024,IND,Buddy Hield,SF
01/25/2024,IND,Pascal Siakam,PF
01/25/2024,IND,Aaron Nesmith,PF
01/25/2024,IND,Myles Turner,C
01/25/2024,UTA,Collin Sexton,PG
01/25/2024,UTA,Kris Dunn,PG
01/25/2024,UTA,Simone Fontecchio,SF
01/25/2024,UTA,Lauri Markkanen,PF
01/25/2024,UTA,John Collins,PF
01/25/2024,WAS,Jordan Poole,PG
01/25/2024,WAS,Tyus Jones,PG
01/25/2024,WAS,Deni Avdija,SF
01/25/2024,WAS,Kyle Kuzma,PF
01/25/2024,WAS,Daniel Gafford,C
01/25/2024,MIN,Mike Conley,PG
01/25/2024,MIN,Anthony Edwards,SG
01/25/2024,MIN,Jaden McDaniels,PF
01/25/2024,MIN,Karl-Anthony Towns,PF
01/25/2024,MIN,Rudy Gobert,C
01/25/2024,BRK,Spencer Dinwiddie,PG
01/25/2024,BRK,Mikal Bridges,SF
01/25/2024,BRK,Dorian Finney-Smith,PF
01/25/2024,BRK,Cameron Johnson,PF
01/25/2024,BRK,Nicolas Claxton,C
01/25/2024,BOS,Jrue Holiday,PG
01/25/2024,BOS,Derrick White,SG
01/25/2024,BOS,Jaylen Brown,SG
01/25/2024,BOS,Jayson Tatum,SF
01/25/2024,BOS,Kristaps Porzingis,C
01/25/2024,MIA,Kyle Lowry,PG
01/25/2024,MIA,Terry Rozier,PG
01/25/2024,MIA,Tyler Herro,SG
01/25/2024,MIA,Haywood Highsmith,SF
01/25/2024,MIA,Jimmy Butler III,SF
01/25/2024,DEN,Jamal Murray,PG
01/25/2024,DEN,Kentavious Caldwell-Pope,SG
01/25/2024,DEN,Michael Porter Jr.,SF
01/25/2024,DEN,Aaron Gordon,PF
01/25/2024,DEN,Nikola Jokic,C
01/25/2024,NYK,Jalen Brunson,PG
01/25/2024,NYK,Donte DiVincenzo,SG
01/25/2024,NYK,OG Anunoby,SF
01/25/2024,NYK,Julius Randle,PF
01/25/2024,NYK,Jericho Sims,C
01/25/2024,SAC,De'Aaron Fox,PG
01/25/2024,SAC,Kevin Huerter,SG
01/25/2024,SAC,Harrison Barnes,SF
01/25/2024,SAC,Keegan Murray,PF
01/25/2024,SAC,Domantas Sabonis,C
01/25/2024,GSW,Stephen Curry,PG
01/25/2024,GSW,Klay Thompson,SG
01/25/2024,GSW,Andrew Wiggins,SF
01/25/2024,GSW,Dario Saric,PF
01/25/2024,GSW,Kevon Looney,C
01/25/2024,CHI,Alex Caruso,SG
01/25/2024,CHI,Coby White,SG
01/25/2024,CHI,DeMar DeRozan,SF
01/25/2024,CHI,Patrick Williams,PF
01/25/2024,CHI,Nikola Vucevic,C
01/25/2024,LAL,D'Angelo Russell,PG
01/25/2024,LAL,Austin Reaves,SG
01/25/2024,LAL,Taurean Prince,SF
01/25/2024,LAL,LeBron James,SF
01/25/2024,LAL,Anthony Davis,C
01/26/2024,HOU,Fred VanVleet,PG
01/26/2024,HOU,Jalen Green,SG
01/26/2024,HOU,Dillon Brooks,SF
01/26/2024,HOU,Jeff Green,PF
01/26/2024,HOU,Alperen Sengun,C
01/26/2024,CHO,Terry Rozier,PG
01/26/2024,CHO,LaMelo Ball,PG
01/26/2024,CHO,Brandon Miller,SF
01/26/2024,CHO,Miles Bridges,SF
01/26/2024,CHO,Cody Martin,SF
01/26/2024,PHO,Devin Booker,SG
01/26/2024,PHO,Bradley Beal,SG
01/26/2024,PHO,Grayson Allen,SF
01/26/2024,PHO,Kevin Durant,PF
01/26/2024,PHO,Jusuf Nurkic,C
01/26/2024,IND,Andrew Nembhard,PG
01/26/2024,IND,Buddy Hield,SF
01/26/2024,IND,Pascal Siakam,PF
01/26/2024,IND,Aaron Nesmith,PF
01/26/2024,IND,Myles Turner,C
01/26/2024,DAL,Luka Doncic,PG
01/26/2024,DAL,Derrick Jones Jr.,SF
01/26/2024,DAL,Josh Green,SF
01/26/2024,DAL,Grant Williams,PF
01/26/2024,DAL,Dereck Lively II,C
01/26/2024,ATL,Trae Young,PG
01/26/2024,ATL,Dejounte Murray,SG
01/26/2024,ATL,Saddiq Bey,PF
01/26/2024,ATL,Jalen Johnson,PF
01/26/2024,ATL,Clint Capela,C
01/26/2024,LAC,Terance Mann,PG
01/26/2024,LAC,James Harden,SG
01/26/2024,LAC,Kawhi Leonard,SF
01/26/2024,LAC,Paul George,SF
01/26/2024,LAC,Mason Plumlee,C
01/26/2024,TOR,Gary Trent Jr.,SG
01/26/2024,TOR,RJ Barrett,SG
01/26/2024,TOR,Bruce Brown,SG
01/26/2024,TOR,Scottie Barnes,SF
01/26/2024,TOR,Thaddeus Young,PF
01/26/2024,ORL,Markelle Fultz,PG
01/26/2024,ORL,Jalen Suggs,SG
01/26/2024,ORL,Franz Wagner,SF
01/26/2024,ORL,Paolo Banchero,PF
01/26/2024,ORL,Wendell Carter Jr.,C
01/26/2024,MEM,John Konchar,SG
01/26/2024,MEM,Luke Kennard,SG
01/26/2024,MEM,Vince Williams Jr.,SG
01/26/2024,MEM,Santi Aldama,PF
01/26/2024,MEM,Jaren Jackson Jr.,PF
01/26/2024,OKC,Shai Gilgeous-Alexander,PG
01/26/2024,OKC,Josh Giddey,SG
01/26/2024,OKC,Jalen Williams,SF
01/26/2024,OKC,Luguentz Dort,SF
01/26/2024,OKC,Chet Holmgren,C
01/26/2024,NOP,CJ McCollum,PG
01/26/2024,NOP,Herbert Jones,SF
01/26/2024,NOP,Brandon Ingram,SF
01/26/2024,NOP,Trey Murphy III,SF
01/26/2024,NOP,Jonas Valanciunas,C
01/26/2024,CLE,Max Strus,SG
01/26/2024,CLE,Donovan Mitchell,SG
01/26/2024,CLE,Isaac Okoro,SF
01/26/2024,CLE,Dean Wade,PF
01/26/2024,CLE,Jarrett Allen,C
01/26/2024,MIL,Damian Lillard,PG
01/26/2024,MIL,Malik Beasley,SG
01/26/2024,MIL,Khris Middleton,SF
01/26/2024,MIL,Giannis Antetokounmpo,PF
01/26/2024,MIL,Brook Lopez,C
01/26/2024,POR,Matisse Thybulle,SG
01/26/2024,POR,Anfernee Simons,SG
01/26/2024,POR,Jerami Grant,PF
01/26/2024,POR,Jabari Walker,PF
01/26/2024,POR,Deandre Ayton,C
01/26/2024,SAS,Tre Jones,PG
01/26/2024,SAS,Devin Vassell,SG
01/26/2024,SAS,Julian Champagnie,SF
01/26/2024,SAS,Victor Wembanyama,PF
01/26/2024,SAS,Jeremy Sochan,PF
01/27/2024,WAS,Tyus Jones,PG
01/27/2024,WAS,Jordan Poole,PG
01/27/2024,WAS,Deni Avdija,SF
01/27/2024,WAS,Kyle Kuzma,PF
01/27/2024,WAS,Daniel Gafford,C
01/27/2024,DET,Cade Cunningham,PG
01/27/2024,DET,Jaden Ivey,SG
01/27/2024,DET,Bojan Bogdanovic,SF
01/27/2024,DET,Isaiah Stewart,PF
01/27/2024,DET,Jalen Duren,C
01/27/2024,MIA,Kyle Lowry,PG
01/27/2024,MIA,Terry Rozier,PG
01/27/2024,MIA,Tyler Herro,SG
01/27/2024,MIA,Jimmy Butler III,SF
01/27/2024,MIA,Haywood Highsmith,SF
01/27/2024,NYK,Jalen Brunson,PG
01/27/2024,NYK,Donte DiVincenzo,SG
01/27/2024,NYK,OG Anunoby,SF
01/27/2024,NYK,Julius Randle,PF
01/27/2024,NYK,Isaiah Hartenstein,C
01/27/2024,PHI,Patrick Beverley,PG
01/27/2024,PHI,Kelly Oubre Jr.,SF
01/27/2024,PHI,Marcus Morris Sr.,PF
01/27/2024,PHI,Nicolas Batum,PF
01/27/2024,PHI,Paul Reed,PF
01/27/2024,DEN,Jamal Murray,PG
01/27/2024,DEN,Kentavious Caldwell-Pope,SG
01/27/2024,DEN,Michael Porter Jr.,SF
01/27/2024,DEN,Aaron Gordon,PF
01/27/2024,DEN,Nikola Jokic,C
01/27/2024,HOU,Fred VanVleet,PG
01/27/2024,HOU,Jalen Green,SG
01/27/2024,HOU,Dillon Brooks,SF
01/27/2024,HOU,Jeff Green,PF
01/27/2024,HOU,Alperen Sengun,C
01/27/2024,BRK,Spencer Dinwiddie,PG
01/27/2024,BRK,Cam Thomas,SG
01/27/2024,BRK,Mikal Bridges,SF
01/27/2024,BRK,Dorian Finney-Smith,PF
01/27/2024,BRK,Nicolas Claxton,C
01/27/2024,LAC,Terance Mann,PG
01/27/2024,LAC,James Harden,SG
01/27/2024,LAC,Paul George,SF
01/27/2024,LAC,Kawhi Leonard,SF
01/27/2024,LAC,Mason Plumlee,C
01/27/2024,BOS,Jrue Holiday,PG
01/27/2024,BOS,Jaylen Brown,SG
01/27/2024,BOS,Derrick White,SG
01/27/2024,BOS,Jayson Tatum,SF
01/27/2024,BOS,Al Horford,C
01/27/2024,UTA,Kris Dunn,PG
01/27/2024,UTA,Collin Sexton,PG
01/27/2024,UTA,Simone Fontecchio,SF
01/27/2024,UTA,John Collins,PF
01/27/2024,UTA,Lauri Markkanen,PF
01/27/2024,CHO,Terry Rozier,PG
01/27/2024,CHO,Ish Smith,PG
01/27/2024,CHO,Miles Bridges,SF
01/27/2024,CHO,Cody Martin,SF
01/27/2024,CHO,Brandon Miller,SF
01/27/2024,NOP,CJ McCollum,PG
01/27/2024,NOP,Herbert Jones,SF
01/27/2024,NOP,Brandon Ingram,SF
01/27/2024,NOP,Zion Williamson,PF
01/27/2024,NOP,Jonas Valanciunas,C
01/27/2024,MIL,Damian Lillard,PG
01/27/2024,MIL,Malik Beasley,SG
01/27/2024,MIL,Giannis Antetokounmpo,PF
01/27/2024,MIL,Jae Crowder,PF
01/27/2024,MIL,Brook Lopez,C
01/27/2024,MIN,Anthony Edwards,SG
01/27/2024,MIN,Nickeil Alexander-Walker,SG
01/27/2024,MIN,Jaden McDaniels,PF
01/27/2024,MIN,Karl-Anthony Towns,PF
01/27/2024,MIN,Rudy Gobert,C
01/27/2024,SAS,Tre Jones,PG
01/27/2024,SAS,Devin Vassell,SG
01/27/2024,SAS,Julian Champagnie,SF
01/27/2024,SAS,Victor Wembanyama,PF
01/27/2024,SAS,Jeremy Sochan,PF
01/27/2024,LAL,D'Angelo Russell,PG
01/27/2024,LAL,Austin Reaves,SG
01/27/2024,LAL,Taurean Prince,SF
01/27/2024,LAL,LeBron James,SF
01/27/2024,LAL,Anthony Davis,C
01/27/2024,GSW,Stephen Curry,PG
01/27/2024,GSW,Klay Thompson,SG
01/27/2024,GSW,Andrew Wiggins,SF
01/27/2024,GSW,Jonathan Kuminga,PF
01/27/2024,GSW,Draymond Green,PF
01/27/2024,SAC,De'Aaron Fox,PG
01/27/2024,SAC,Kevin Huerter,SG
01/27/2024,SAC,Harrison Barnes,SF
01/27/2024,SAC,Keegan Murray,PF
01/27/2024,SAC,Domantas Sabonis,C
01/27/2024,DAL,Luka Doncic,PG
01/27/2024,DAL,Jaden Hardy,SG
01/27/2024,DAL,Josh Green,SF
01/27/2024,DAL,Grant Williams,PF
01/27/2024,DAL,Dereck Lively II,C
01/28/2024,OKC,Shai Gilgeous-Alexander,PG
01/28/2024,OKC,Josh Giddey,SG
01/28/2024,OKC,Jalen Williams,SF
01/28/2024,OKC,Luguentz Dort,SF
01/28/2024,OKC,Chet Holmgren,C
01/28/2024,DET,Killian Hayes,PG
01/28/2024,DET,Jaden Ivey,SG
01/28/2024,DET,Bojan Bogdanovic,SF
01/28/2024,DET,Isaiah Stewart,PF
01/28/2024,DET,Jalen Duren,C
01/28/2024,MEM,Vince Williams Jr.,SG
01/28/2024,MEM,John Konchar,SG
01/28/2024,MEM,Jaren Jackson Jr.,PF
01/28/2024,MEM,Santi Aldama,PF
01/28/2024,MEM,David Roddy,PF
01/28/2024,IND,Andrew Nembhard,PG
01/28/2024,IND,Buddy Hield,SF
01/28/2024,IND,Aaron Nesmith,PF
01/28/2024,IND,Pascal Siakam,PF
01/28/2024,IND,Jalen Smith,PF
01/28/2024,TOR,Dennis Schroder,PG
01/28/2024,TOR,Bruce Brown,SG
01/28/2024,TOR,Gary Trent Jr.,SG
01/28/2024,TOR,Scottie Barnes,SF
01/28/2024,TOR,Thaddeus Young,PF
01/28/2024,ATL,Trae Young,PG
01/28/2024,ATL,Bogdan Bogdanovic,SG
01/28/2024,ATL,Saddiq Bey,PF
01/28/2024,ATL,Jalen Johnson,PF
01/28/2024,ATL,Clint Capela,C
01/28/2024,PHO,Bradley Beal,SG
01/28/2024,PHO,Devin Booker,SG
01/28/2024,PHO,Grayson Allen,SF
01/28/2024,PHO,Kevin Durant,PF
01/28/2024,PHO,Drew Eubanks,C
01/28/2024,ORL,Markelle Fultz,PG
01/28/2024,ORL,Jalen Suggs,SG
01/28/2024,ORL,Franz Wagner,SF
01/28/2024,ORL,Paolo Banchero,PF
01/28/2024,ORL,Wendell Carter Jr.,C
01/28/2024,CHI,Ayo Dosunmu,PG
01/28/2024,CHI,Alex Caruso,SG
01/28/2024,CHI,Coby White,SG
01/28/2024,CHI,DeMar DeRozan,SF
01/28/2024,CHI,Nikola Vucevic,C
01/28/2024,POR,Malcolm Brogdon,SG
01/28/2024,POR,Anfernee Simons,SG
01/28/2024,POR,Jabari Walker,PF
01/28/2024,POR,Jerami Grant,PF
01/28/2024,POR,Deandre Ayton,C
01/29/2024,NYK,Jalen Brunson,PG
01/29/2024,NYK,Donte DiVincenzo,SG
01/29/2024,NYK,Josh Hart,SF
01/29/2024,NYK,Precious Achiuwa,PF
01/29/2024,NYK,Isaiah Hartenstein,C
01/29/2024,CHO,Terry Rozier,PG
01/29/2024,CHO,Brandon Miller,SF
01/29/2024,CHO,Cody Martin,SF
01/29/2024,CHO,Miles Bridges,SF
01/29/2024,CHO,P.J. Washington,PF
01/29/2024,LAC,Terance Mann,PG
01/29/2024,LAC,James Harden,SG
01/29/2024,LAC,Kawhi Leonard,SF
01/29/2024,LAC,Paul George,SF
01/29/2024,LAC,Mason Plumlee,C
01/29/2024,CLE,Max Strus,SG
01/29/2024,CLE,Donovan Mitchell,SG
01/29/2024,CLE,Isaac Okoro,SF
01/29/2024,CLE,Evan Mobley,PF
01/29/2024,CLE,Jarrett Allen,C
01/29/2024,UTA,Kris Dunn,PG
01/29/2024,UTA,Collin Sexton,PG
01/29/2024,UTA,Simone Fontecchio,SF
01/29/2024,UTA,Lauri Markkanen,PF
01/29/2024,UTA,John Collins,PF
01/29/2024,BRK,Spencer Dinwiddie,PG
01/29/2024,BRK,Cam Thomas,SG
01/29/2024,BRK,Mikal Bridges,SF
01/29/2024,BRK,Cameron Johnson,PF
01/29/2024,BRK,Nicolas Claxton,C
01/29/2024,PHO,Bradley Beal,SG
01/29/2024,PHO,Devin Booker,SG
01/29/2024,PHO,Grayson Allen,SF
01/29/2024,PHO,Kevin Durant,PF
01/29/2024,PHO,Jusuf Nurkic,C
01/29/2024,MIA,Terry Rozier,PG
01/29/2024,MIA,Kyle Lowry,PG
01/29/2024,MIA,Tyler Herro,SG
01/29/2024,MIA,Jimmy Butler III,SF
01/29/2024,MIA,Haywood Highsmith,SF
01/29/2024,NOP,CJ McCollum,PG
01/29/2024,NOP,Herbert Jones,SF
01/29/2024,NOP,Brandon Ingram,SF
01/29/2024,NOP,Zion Williamson,PF
01/29/2024,NOP,Jonas Valanciunas,C
01/29/2024,BOS,Jrue Holiday,PG
01/29/2024,BOS,Derrick White,SG
01/29/2024,BOS,Jaylen Brown,SG
01/29/2024,BOS,Jayson Tatum,SF
01/29/2024,BOS,Al Horford,C
01/29/2024,MIN,Anthony Edwards,SG
01/29/2024,MIN,Nickeil Alexander-Walker,SG
01/29/2024,MIN,Jaden McDaniels,PF
01/29/2024,MIN,Karl-Anthony Towns,PF
01/29/2024,MIN,Rudy Gobert,C
01/29/2024,OKC,Shai Gilgeous-Alexander,PG
01/29/2024,OKC,Josh Giddey,SG
01/29/2024,OKC,Jalen Williams,SF
01/29/2024,OKC,Luguentz Dort,SF
01/29/2024,OKC,Chet Holmgren,C
01/29/2024,LAL,D'Angelo Russell,PG
01/29/2024,LAL,Austin Reaves,SG
01/29/2024,LAL,Taurean Prince,SF
01/29/2024,LAL,LeBron James,SF
01/29/2024,LAL,Anthony Davis,C
01/29/2024,HOU,Fred VanVleet,PG
01/29/2024,HOU,Jalen Green,SG
01/29/2024,HOU,Dillon Brooks,SF
01/29/2024,HOU,Jabari Smith Jr.,PF
01/29/2024,HOU,Alperen Sengun,C
01/29/2024,SAC,De'Aaron Fox,PG
01/29/2024,SAC,Kevin Huerter,SG
01/29/2024,SAC,Harrison Barnes,SF
01/29/2024,SAC,Keegan Murray,PF
01/29/2024,SAC,Domantas Sabonis,C
01/29/2024,MEM,Scotty Pippen Jr.,PG
01/29/2024,MEM,Jaren Jackson Jr.,PF
01/29/2024,MEM,Santi Aldama,PF
01/29/2024,MEM,David Roddy,PF
01/29/2024,MEM,Xavier Tillman,C
01/29/2024,WAS,Tyus Jones,PG
01/29/2024,WAS,Jordan Poole,PG
01/29/2024,WAS,Deni Avdija,SF
01/29/2024,WAS,Kyle Kuzma,PF
01/29/2024,WAS,Daniel Gafford,C
01/29/2024,SAS,Tre Jones,PG
01/29/2024,SAS,Devin Vassell,SG
01/29/2024,SAS,Julian Champagnie,SF
01/29/2024,SAS,Jeremy Sochan,PF
01/29/2024,SAS,Victor Wembanyama,PF
01/29/2024,ORL,Jalen Suggs,SG
01/29/2024,ORL,Franz Wagner,SF
01/29/2024,ORL,Jonathan Isaac,PF
01/29/2024,ORL,Paolo Banchero,PF
01/29/2024,ORL,Wendell Carter Jr.,C
01/29/2024,DAL,Luka Doncic,PG
01/29/2024,DAL,Tim Hardaway Jr.,SF
01/29/2024,DAL,Josh Green,SF
01/29/2024,DAL,Grant Williams,PF
01/29/2024,DAL,Dereck Lively II,C
01/29/2024,MIL,Damian Lillard,PG
01/29/2024,MIL,Malik Beasley,SG
01/29/2024,MIL,Khris Middleton,SF
01/29/2024,MIL,Giannis Antetokounmpo,PF
01/29/2024,MIL,Brook Lopez,C
01/29/2024,DEN,Jamal Murray,PG
01/29/2024,DEN,Kentavious Caldwell-Pope,SG
01/29/2024,DEN,Michael Porter Jr.,SF
01/29/2024,DEN,Aaron Gordon,PF
01/29/2024,DEN,Nikola Jokic,C
01/29/2024,PHI,Patrick Beverley,PG
01/29/2024,PHI,Kelly Oubre Jr.,SF
01/29/2024,PHI,Tobias Harris,SF
01/29/2024,PHI,Nicolas Batum,PF
01/29/2024,PHI,Paul Reed,PF
01/29/2024,POR,Anfernee Simons,SG
01/29/2024,POR,Malcolm Brogdon,SG
01/29/2024,POR,Jerami Grant,PF
01/29/2024,POR,Jabari Walker,PF
01/29/2024,POR,Deandre Ayton,C
01/30/2024,IND,Tyrese Haliburton,PG
01/30/2024,IND,Buddy Hield,SF
01/30/2024,IND,Pascal Siakam,PF
01/30/2024,IND,Aaron Nesmith,PF
01/30/2024,IND,Myles Turner,C
01/30/2024,BOS,Jrue Holiday,PG
01/30/2024,BOS,Derrick White,SG
01/30/2024,BOS,Jaylen Brown,SG
01/30/2024,BOS,Jayson Tatum,SF
01/30/2024,BOS,Kristaps Porzingis,C
01/30/2024,UTA,Kris Dunn,PG
01/30/2024,UTA,Collin Sexton,PG
01/30/2024,UTA,Simone Fontecchio,SF
01/30/2024,UTA,John Collins,PF
01/30/2024,UTA,Lauri Markkanen,PF
01/30/2024,NYK,Jalen Brunson,PG
01/30/2024,NYK,Donte DiVincenzo,SG
01/30/2024,NYK,Josh Hart,SF
01/30/2024,NYK,Precious Achiuwa,PF
01/30/2024,NYK,Isaiah Hartenstein,C
01/30/2024,LAL,D'Angelo Russell,PG
01/30/2024,LAL,Austin Reaves,SG
01/30/2024,LAL,Taurean Prince,SF
01/30/2024,LAL,LeBron James,SF
01/30/2024,LAL,Jaxson Hayes,C
01/30/2024,ATL,Trae Young,PG
01/30/2024,ATL,Dejounte Murray,SG
01/30/2024,ATL,Saddiq Bey,PF
01/30/2024,ATL,Jalen Johnson,PF
01/30/2024,ATL,Clint Capela,C
01/30/2024,TOR,Dennis Schroder,PG
01/30/2024,TOR,Bruce Brown,SG
01/30/2024,TOR,Gary Trent Jr.,SG
01/30/2024,TOR,Scottie Barnes,SF
01/30/2024,TOR,Thaddeus Young,PF
01/30/2024,CHI,Ayo Dosunmu,PG
01/30/2024,CHI,Alex Caruso,SG
01/30/2024,CHI,Coby White,SG
01/30/2024,CHI,DeMar DeRozan,SF
01/30/2024,CHI,Nikola Vucevic,C
01/30/2024,PHI,Patrick Beverley,PG
01/30/2024,PHI,Tobias Harris,SF
01/30/2024,PHI,Kelly Oubre Jr.,SF
01/30/2024,PHI,Danuel House Jr.,PF
01/30/2024,PHI,Joel Embiid,C
01/30/2024,GSW,Stephen Curry,PG
01/30/2024,GSW,Brandin Podziemski,SG
01/30/2024,GSW,Andrew Wiggins,SF
01/30/2024,GSW,Jonathan Kuminga,PF
01/30/2024,GSW,Draymond Green,PF
01/31/2024,LAC,Terance Mann,PG
01/31/2024,LAC,James Harden,SG
01/31/2024,LAC,Kawhi Leonard,SF
01/31/2024,LAC,Amir Coffey,PF
01/31/2024,LAC,Mason Plumlee,C
01/31/2024,WAS,Tyus Jones,PG
01/31/2024,WAS,Bilal Coulibaly,SG
01/31/2024,WAS,Deni Avdija,SF
01/31/2024,WAS,Kyle Kuzma,PF
01/31/2024,WAS,Daniel Gafford,C
01/31/2024,CHI,Ayo Dosunmu,PG
01/31/2024,CHI,Alex Caruso,SG
01/31/2024,CHI,Coby White,SG
01/31/2024,CHI,DeMar DeRozan,SF
01/31/2024,CHI,Nikola Vucevic,C
01/31/2024,CHO,Bryce McGowens,SG
01/31/2024,CHO,Brandon Miller,SF
01/31/2024,CHO,Miles Bridges,SF
01/31/2024,CHO,Cody Martin,SF
01/31/2024,CHO,Nick Richards,C
01/31/2024,DET,Cade Cunningham,PG
01/31/2024,DET,Jaden Ivey,SG
01/31/2024,DET,Bojan Bogdanovic,SF
01/31/2024,DET,Mike Muscala,C
01/31/2024,DET,Jalen Duren,C
01/31/2024,CLE,Darius Garland,PG
01/31/2024,CLE,Max Strus,SG
01/31/2024,CLE,Donovan Mitchell,SG
01/31/2024,CLE,Evan Mobley,PF
01/31/2024,CLE,Jarrett Allen,C
01/31/2024,SAC,De'Aaron Fox,PG
01/31/2024,SAC,Kevin Huerter,SG
01/31/2024,SAC,Harrison Barnes,SF
01/31/2024,SAC,Keegan Murray,PF
01/31/2024,SAC,Domantas Sabonis,C
01/31/2024,MIA,Terry Rozier,PG
01/31/2024,MIA,Tyler Herro,SG
01/31/2024,MIA,Jimmy Butler III,SF
01/31/2024,MIA,Haywood Highsmith,SF
01/31/2024,MIA,Bam Adebayo,C
01/31/2024,DAL,Jaden Hardy,SG
01/31/2024,DAL,Tim Hardaway Jr.,SF
01/31/2024,DAL,Josh Green,SF
01/31/2024,DAL,Grant Williams,PF
01/31/2024,DAL,Richaun Holmes,PF
01/31/2024,MIN,Mike Conley,PG
01/31/2024,MIN,Anthony Edwards,SG
01/31/2024,MIN,Karl-Anthony Towns,PF
01/31/2024,MIN,Jaden McDaniels,PF
01/31/2024,MIN,Rudy Gobert,C
01/31/2024,DEN,Jamal Murray,PG
01/31/2024,DEN,Kentavious Caldwell-Pope,SG
01/31/2024,DEN,Michael Porter Jr.,SF
01/31/2024,DEN,Peyton Watson,SF
01/31/2024,DEN,Aaron Gordon,PF
01/31/2024,OKC,Shai Gilgeous-Alexander,PG
01/31/2024,OKC,Josh Giddey,SG
01/31/2024,OKC,Luguentz Dort,SF
01/31/2024,OKC,Kenrich Williams,PF
01/31/2024,OKC,Chet Holmgren,C
01/31/2024,NOP,Dyson Daniels,PG
01/31/2024,NOP,CJ McCollum,PG
01/31/2024,NOP,Brandon Ingram,SF
01/31/2024,NOP,Trey Murphy III,SF
01/31/2024,NOP,Jonas Valanciunas,C
01/31/2024,HOU,Fred VanVleet,PG
01/31/2024,HOU,Jalen Green,SG
01/31/2024,HOU,Dillon Brooks,SF
01/31/2024,HOU,Jabari Smith Jr.,PF
01/31/2024,HOU,Alperen Sengun,C
01/31/2024,ORL,Markelle Fultz,PG
01/31/2024,ORL,Jalen Suggs,SG
01/31/2024,ORL,Franz Wagner,SF
01/31/2024,ORL,Paolo Banchero,PF
01/31/2024,ORL,Wendell Carter Jr.,C
01/31/2024,SAS,Tre Jones,PG
01/31/2024,SAS,Devin Vassell,SG
01/31/2024,SAS,Julian Champagnie,SF
01/31/2024,SAS,Victor Wembanyama,PF
01/31/2024,SAS,Jeremy Sochan,PF
01/31/2024,PHO,Devin Booker,SG
01/31/2024,PHO,Bradley Beal,SG
01/31/2024,PHO,Eric Gordon,SF
01/31/2024,PHO,Kevin Durant,PF
01/31/2024,PHO,Jusuf Nurkic,C
01/31/2024,BRK,Spencer Dinwiddie,PG
01/31/2024,BRK,Cam Thomas,SG
01/31/2024,BRK,Mikal Bridges,SF
01/31/2024,BRK,Cameron Johnson,PF
01/31/2024,BRK,Nicolas Claxton,C
01/31/2024,MIL,Damian Lillard,PG
01/31/2024,MIL,Malik Beasley,SG
01/31/2024,MIL,Khris Middleton,SF
01/31/2024,MIL,Giannis Antetokounmpo,PF
01/31/2024,MIL,Brook Lopez,C
01/31/2024,POR,Anfernee Simons,SG
01/31/2024,POR,Malcolm Brogdon,SG
01/31/2024,POR,Jabari Walker,PF
01/31/2024,POR,Jerami Grant,PF
01/31/2024,POR,Deandre Ayton,C
02/01/2024,IND,Tyrese Haliburton,PG
02/01/2024,IND,Buddy Hield,SF
02/01/2024,IND,Pascal Siakam,PF
02/01/2024,IND,Aaron Nesmith,PF
02/01/2024,IND,Myles Turner,C
02/01/2024,NYK,Jalen Brunson,PG
02/01/2024,NYK,Donte DiVincenzo,SG
02/01/2024,NYK,Josh Hart,SF
02/01/2024,NYK,Precious Achiuwa,PF
02/01/2024,NYK,Isaiah Hartenstein,C
02/01/2024,LAL,D'Angelo Russell,PG
02/01/2024,LAL,Austin Reaves,SG
02/01/2024,LAL,Jarred Vanderbilt,SF
02/01/2024,LAL,Taurean Prince,SF
02/01/2024,LAL,Jaxson Hayes,C
02/01/2024,BOS,Jrue Holiday,PG
02/01/2024,BOS,Derrick White,SG
02/01/2024,BOS,Jaylen Brown,SG
02/01/2024,BOS,Jayson Tatum,SF
02/01/2024,BOS,Kristaps Porzingis,C
02/01/2024,CLE,Darius Garland,PG
02/01/2024,CLE,Max Strus,SG
02/01/2024,CLE,Donovan Mitchell,SG
02/01/2024,CLE,Dean Wade,PF
02/01/2024,CLE,Jarrett Allen,C
02/01/2024,MEM,Scotty Pippen Jr.,PG
02/01/2024,MEM,Vince Williams Jr.,SG
02/01/2024,MEM,John Konchar,SG
02/01/2024,MEM,Jaren Jackson Jr.,PF
02/01/2024,MEM,Santi Aldama,PF
02/01/2024,PHI,Tyrese Maxey,PG
02/01/2024,PHI,Tobias Harris,SF
02/01/2024,PHI,Kelly Oubre Jr.,SF
02/01/2024,PHI,Danuel House Jr.,PF
02/01/2024,PHI,Paul Reed,PF
02/01/2024,UTA,Kris Dunn,PG
02/01/2024,UTA,Collin Sexton,PG
02/01/2024,UTA,Simone Fontecchio,SF
02/01/2024,UTA,John Collins,PF
02/01/2024,UTA,Lauri Markkanen,PF
02/02/2024,LAC,Terance Mann,PG
02/02/2024,LAC,James Harden,SG
02/02/2024,LAC,Paul George,SF
02/02/2024,LAC,Kawhi Leonard,SF
