Date,Team,Player,Pos
03/30/2022,HOU,Jae'Sean Tate,SF
03/30/2022,HOU,Usman Garuba,PF
03/30/2022,ATL,Trae Young,PG
03/30/2022,ATL,Kevin Huerter,SG
03/30/2022,ATL,Timothe Luwawu-Cabarrot,SG
03/30/2022,ATL,De'Andre Hunter,SF
03/30/2022,ATL,Clint Capela,C
03/30/2022,OKC,Theo Maledon,PG
03/30/2022,OKC,Vit Krejci,SG
03/30/2022,OKC,Aaron Wiggins,SG
03/30/2022,OKC,Isaiah Roby,PF
03/30/2022,OKC,Aleksej Pokusevski,PF
03/30/2022,MEM,Tyus Jones,PG
03/30/2022,MEM,Desmond Bane,SG
03/30/2022,MEM,Dillon Brooks,SF
03/30/2022,MEM,Jaren Jackson Jr.,PF
03/30/2022,MEM,Steven Adams,C
03/30/2022,SAS,Dejounte Murray,SG
03/30/2022,SAS,Joshua Primo,SG
03/30/2022,SAS,Devin Vassell,SG
03/30/2022,SAS,Keldon Johnson,SF
03/30/2022,SAS,Jakob Poeltl,C
03/30/2022,NOP,CJ McCollum,PG
03/30/2022,NOP,Herbert Jones,SF
03/30/2022,NOP,Brandon Ingram,SF
03/30/2022,NOP,Jaxson Hayes,C
03/30/2022,NOP,Jonas Valanciunas,C
03/30/2022,POR,Brandon Williams,PG
03/30/2022,POR,Keon Johnson,SG
03/30/2022,POR,CJ Elleby,SF
03/30/2022,POR,Greg Brown III,PF
03/30/2022,POR,Drew Eubanks,C
03/30/2022,PHO,Chris Paul,PG
03/30/2022,PHO,Devin Booker,SG
03/30/2022,PHO,Mikal Bridges,SF
03/30/2022,PHO,Jae Crowder,PF
03/30/2022,PHO,Deandre Ayton,C
03/30/2022,GSW,Jordan Poole,PG
03/30/2022,GSW,Klay Thompson,SG
03/30/2022,GSW,Andrew Wiggins,SF
03/30/2022,GSW,Draymond Green,PF
03/30/2022,GSW,Kevon Looney,C
03/31/2022,PHI,Tyrese Maxey,PG
03/31/2022,PHI,Matisse Thybulle,SG
03/31/2022,PHI,James Harden,SG
03/31/2022,PHI,Tobias Harris,SF
03/31/2022,PHI,Joel Embiid,C
03/31/2022,DET,Cory Joseph,PG
03/31/2022,DET,Cade Cunningham,PG
03/31/2022,DET,Marvin Bagley III,PF
03/31/2022,DET,Isaiah Stewart,PF
03/31/2022,DET,Saddiq Bey,PF
03/31/2022,CLE,Darius Garland,PG
03/31/2022,CLE,Caris LeVert,SF
03/31/2022,CLE,Isaac Okoro,SF
03/31/2022,CLE,Lauri Markkanen,PF
03/31/2022,CLE,Moses Brown,C
03/31/2022,ATL,Trae Young,PG
03/31/2022,ATL,Timothe Luwawu-Cabarrot,SG
03/31/2022,ATL,Kevin Huerter,SG
03/31/2022,ATL,De'Andre Hunter,SF
03/31/2022,ATL,Clint Capela,C
03/31/2022,MIL,Jrue Holiday,PG
03/31/2022,MIL,Wesley Matthews,SG
03/31/2022,MIL,Khris Middleton,SF
03/31/2022,MIL,Giannis Antetokounmpo,PF
03/31/2022,MIL,Brook Lopez,C
03/31/2022,BRK,Kyrie Irving,PG
03/31/2022,BRK,Seth Curry,SG
03/31/2022,BRK,Bruce Brown,SG
03/31/2022,BRK,Kevin Durant,PF
03/31/2022,BRK,Andre Drummond,C
03/31/2022,LAC,Reggie Jackson,PG
03/31/2022,LAC,Paul George,SF
03/31/2022,LAC,Nicolas Batum,PF
03/31/2022,LAC,Marcus Morris Sr.,PF
03/31/2022,LAC,Ivica Zubac,C
03/31/2022,CHI,Ayo Dosunmu,PG
03/31/2022,CHI,Alex Caruso,SG
03/31/2022,CHI,Zach LaVine,SG
03/31/2022,CHI,DeMar DeRozan,SF
03/31/2022,CHI,Nikola Vucevic,C
03/31/2022,LAL,Russell Westbrook,PG
03/31/2022,LAL,Malik Monk,SG
03/31/2022,LAL,Trevor Ariza,SF
03/31/2022,LAL,Stanley Johnson,SF
03/31/2022,LAL,Dwight Howard,C
03/31/2022,UTA,Mike Conley,PG
03/31/2022,UTA,Donovan Mitchell,SG
03/31/2022,UTA,Bojan Bogdanovic,SF
03/31/2022,UTA,Royce O'Neale,PF
03/31/2022,UTA,Rudy Gobert,C
04/01/2022,TOR,Fred VanVleet,PG
04/01/2022,TOR,Gary Trent Jr.,SG
04/01/2022,TOR,Scottie Barnes,SF
04/01/2022,TOR,OG Anunoby,SF
04/01/2022,TOR,Pascal Siakam,PF
04/01/2022,ORL,R.J. Hampton,PG
04/01/2022,ORL,Cole Anthony,PG
04/01/2022,ORL,Franz Wagner,SF
04/01/2022,ORL,Chuma Okeke,PF
04/01/2022,ORL,Mo Bamba,C
04/01/2022,DAL,Jalen Brunson,PG
04/01/2022,DAL,Luka Doncic,PG
04/01/2022,DAL,Reggie Bullock,SF
04/01/2022,DAL,Dorian Finney-Smith,PF
04/01/2022,DAL,Dwight Powell,C
04/01/2022,WAS,Tomas Satoransky,PG
04/01/2022,WAS,Kentavious Caldwell-Pope,SG
04/01/2022,WAS,Corey Kispert,SF
04/01/2022,WAS,Rui Hachimura,PF
04/01/2022,WAS,Kristaps Porzingis,C
04/01/2022,IND,Tyrese Haliburton,PG
04/01/2022,IND,Terry Taylor,SF
04/01/2022,IND,Buddy Hield,SF
04/01/2022,IND,Oshae Brissett,PF
04/01/2022,IND,Goga Bitadze,C
04/01/2022,BOS,Marcus Smart,PG
04/01/2022,BOS,Jaylen Brown,SG
04/01/2022,BOS,Jayson Tatum,SF
04/01/2022,BOS,Al Horford,C
04/01/2022,BOS,Daniel Theis,C
04/01/2022,PHO,Chris Paul,PG
04/01/2022,PHO,Devin Booker,SG
04/01/2022,PHO,Mikal Bridges,SF
04/01/2022,PHO,Jae Crowder,PF
04/01/2022,PHO,Deandre Ayton,C
04/01/2022,MEM,De'Anthony Melton,SG
04/01/2022,MEM,Dillon Brooks,SF
04/01/2022,MEM,Kyle Anderson,SF
04/01/2022,MEM,Ziaire Williams,SF
04/01/2022,MEM,Xavier Tillman,C
04/01/2022,SAC,Davion Mitchell,PG
04/01/2022,SAC,Justin Holiday,SF
04/01/2022,SAC,Harrison Barnes,SF
04/01/2022,SAC,Trey Lyles,PF
04/01/2022,SAC,Damian Jones,C
04/01/2022,HOU,Kevin Porter Jr.,PG
04/01/2022,HOU,Garrison Mathews,SG
04/01/2022,HOU,Jalen Green,SG
04/01/2022,HOU,Jae'Sean Tate,SF
04/01/2022,HOU,Usman Garuba,PF
04/01/2022,DET,Killian Hayes,PG
04/01/2022,DET,Cade Cunningham,PG
04/01/2022,DET,Isaiah Livers,SF
04/01/2022,DET,Saddiq Bey,PF
04/01/2022,DET,Isaiah Stewart,PF
04/01/2022,OKC,Theo Maledon,PG
04/01/2022,OKC,Vit Krejci,SG
04/01/2022,OKC,Aaron Wiggins,SG
04/01/2022,OKC,Jaylen Hoard,PF
04/01/2022,OKC,Isaiah Roby,PF
04/01/2022,LAC,Terance Mann,PG
04/01/2022,LAC,Luke Kennard,SG
04/01/2022,LAC,Robert Covington,SF
04/01/2022,LAC,Amir Coffey,PF
04/01/2022,LAC,Ivica Zubac,C
04/01/2022,MIL,Jevon Carter,SG
04/01/2022,MIL,Pat Connaughton,SG
04/01/2022,MIL,Bobby Portis,PF
04/01/2022,MIL,Jordan Nwora,PF
04/01/2022,MIL,Serge Ibaka,C
04/01/2022,POR,Didi Louzada,PG
04/01/2022,POR,Brandon Williams,PG
04/01/2022,POR,Keon Johnson,SG
04/01/2022,POR,CJ Elleby,SF
04/01/2022,POR,Greg Brown III,PF
04/01/2022,SAS,Tre Jones,PG
04/01/2022,SAS,Joshua Primo,SG
04/01/2022,SAS,Devin Vassell,SG
04/01/2022,SAS,Keldon Johnson,SF
04/01/2022,SAS,Jakob Poeltl,C
04/01/2022,MIN,Patrick Beverley,PG
04/01/2022,MIN,D'Angelo Russell,PG
04/01/2022,MIN,Anthony Edwards,SG
04/01/2022,MIN,Jarred Vanderbilt,SF
04/01/2022,MIN,Karl-Anthony Towns,PF
04/01/2022,DEN,Monte Morris,PG
04/01/2022,DEN,Will Barton,SG
04/01/2022,DEN,Aaron Gordon,PF
04/01/2022,DEN,Jeff Green,PF
04/01/2022,DEN,Nikola Jokic,C
04/01/2022,NOP,CJ McCollum,PG
04/01/2022,NOP,Brandon Ingram,SF
04/01/2022,NOP,Herbert Jones,SF
04/01/2022,NOP,Jonas Valanciunas,C
04/01/2022,NOP,Jaxson Hayes,C
04/01/2022,LAL,Russell Westbrook,PG
04/01/2022,LAL,Avery Bradley,SG
04/01/2022,LAL,LeBron James,SF
04/01/2022,LAL,Anthony Davis,C
04/01/2022,LAL,Dwight Howard,C
04/02/2022,CHO,Terry Rozier,PG
04/02/2022,CHO,LaMelo Ball,PG
04/02/2022,CHO,Miles Bridges,SF
04/02/2022,CHO,P.J. Washington,PF
04/02/2022,CHO,Mason Plumlee,C
04/02/2022,PHI,Tyrese Maxey,PG
04/02/2022,PHI,James Harden,SG
04/02/2022,PHI,Matisse Thybulle,SG
04/02/2022,PHI,Tobias Harris,SF
04/02/2022,PHI,Joel Embiid,C
04/02/2022,CLE,Darius Garland,PG
04/02/2022,CLE,Caris LeVert,SF
04/02/2022,CLE,Isaac Okoro,SF
04/02/2022,CLE,Lauri Markkanen,PF
04/02/2022,CLE,Moses Brown,C
04/02/2022,NYK,Alec Burks,SG
04/02/2022,NYK,RJ Barrett,SG
04/02/2022,NYK,Evan Fournier,SG
04/02/2022,NYK,Obi Toppin,PF
04/02/2022,NYK,Mitchell Robinson,C
04/02/2022,BRK,Patty Mills,PG
04/02/2022,BRK,Kyrie Irving,PG
04/02/2022,BRK,Kessler Edwards,SF
04/02/2022,BRK,Kevin Durant,PF
04/02/2022,BRK,Andre Drummond,C
04/02/2022,ATL,Trae Young,PG
04/02/2022,ATL,Kevin Huerter,SG
04/02/2022,ATL,Timothe Luwawu-Cabarrot,SG
04/02/2022,ATL,De'Andre Hunter,SF
04/02/2022,ATL,Clint Capela,C
04/02/2022,MIA,Kyle Lowry,PG
04/02/2022,MIA,Max Strus,SG
04/02/2022,MIA,Jimmy Butler III,SF
04/02/2022,MIA,P.J. Tucker,PF
04/02/2022,MIA,Bam Adebayo,C
04/02/2022,CHI,Ayo Dosunmu,PG
04/02/2022,CHI,Zach LaVine,SG
04/02/2022,CHI,Alex Caruso,SG
04/02/2022,CHI,DeMar DeRozan,SF
04/02/2022,CHI,Nikola Vucevic,C
04/02/2022,UTA,Mike Conley,PG
04/02/2022,UTA,Donovan Mitchell,SG
04/02/2022,UTA,Bojan Bogdanovic,SF
04/02/2022,UTA,Royce O'Neale,PF
04/02/2022,UTA,Rudy Gobert,C
04/02/2022,GSW,Jordan Poole,PG
04/02/2022,GSW,Klay Thompson,SG
04/02/2022,GSW,Andrew Wiggins,SF
04/02/2022,GSW,Draymond Green,PF
04/02/2022,GSW,Kevon Looney,C
04/03/2022,DAL,Jalen Brunson,PG
04/03/2022,DAL,Luka Doncic,PG
04/03/2022,DAL,Reggie Bullock,SF
04/03/2022,DAL,Dorian Finney-Smith,PF
04/03/2022,DAL,Dwight Powell,C
04/03/2022,MIL,Jrue Holiday,PG
04/03/2022,MIL,Wesley Matthews,SG
04/03/2022,MIL,Khris Middleton,SF
04/03/2022,MIL,Giannis Antetokounmpo,PF
04/03/2022,MIL,Brook Lopez,C
04/03/2022,WAS,Tomas Satoransky,PG
04/03/2022,WAS,Kentavious Caldwell-Pope,SG
04/03/2022,WAS,Corey Kispert,SF
04/03/2022,WAS,Rui Hachimura,PF
04/03/2022,WAS,Kristaps Porzingis,C
04/03/2022,BOS,Marcus Smart,PG
04/03/2022,BOS,Jaylen Brown,SG
04/03/2022,BOS,Jayson Tatum,SF
04/03/2022,BOS,Al Horford,C
04/03/2022,BOS,Daniel Theis,C
04/03/2022,DEN,Monte Morris,PG
04/03/2022,DEN,Will Barton,SG
04/03/2022,DEN,JaMychal Green,PF
04/03/2022,DEN,Aaron Gordon,PF
04/03/2022,DEN,Nikola Jokic,C
04/03/2022,LAL,Russell Westbrook,PG
04/03/2022,LAL,Malik Monk,SG
04/03/2022,LAL,Avery Bradley,SG
04/03/2022,LAL,Anthony Davis,C
04/03/2022,LAL,Dwight Howard,C
04/03/2022,DET,Killian Hayes,PG
04/03/2022,DET,Frank Jackson,PG
04/03/2022,DET,Isaiah Livers,SF
04/03/2022,DET,Isaiah Stewart,PF
04/03/2022,DET,Saddiq Bey,PF
04/03/2022,IND,Tyrese Haliburton,PG
04/03/2022,IND,Terry Taylor,SF
04/03/2022,IND,Buddy Hield,SF
04/03/2022,IND,Oshae Brissett,PF
04/03/2022,IND,Goga Bitadze,C
04/03/2022,NYK,Evan Fournier,SG
04/03/2022,NYK,RJ Barrett,SG
04/03/2022,NYK,Alec Burks,SG
04/03/2022,NYK,Obi Toppin,PF
04/03/2022,NYK,Mitchell Robinson,C
04/03/2022,ORL,Cole Anthony,PG
04/03/2022,ORL,R.J. Hampton,PG
04/03/2022,ORL,Ignas Brazdeikis,SF
04/03/2022,ORL,Chuma Okeke,PF
04/03/2022,ORL,Mo Bamba,C
04/03/2022,PHI,Tyrese Maxey,PG
04/03/2022,PHI,James Harden,SG
04/03/2022,PHI,Matisse Thybulle,SG
04/03/2022,PHI,Tobias Harris,SF
04/03/2022,PHI,Joel Embiid,C
04/03/2022,CLE,Darius Garland,PG
04/03/2022,CLE,Caris LeVert,SF
04/03/2022,CLE,Isaac Okoro,SF
04/03/2022,CLE,Lauri Markkanen,PF
04/03/2022,CLE,Moses Brown,C
04/03/2022,POR,Brandon Williams,PG
04/03/2022,POR,Keon Johnson,SG
04/03/2022,POR,CJ Elleby,SF
04/03/2022,POR,Greg Brown III,PF
04/03/2022,POR,Drew Eubanks,C
04/03/2022,SAS,Tre Jones,PG
04/03/2022,SAS,Joshua Primo,SG
04/03/2022,SAS,Devin Vassell,SG
04/03/2022,SAS,Keldon Johnson,SF
04/03/2022,SAS,Zach Collins,C
04/03/2022,PHO,Chris Paul,PG
04/03/2022,PHO,Landry Shamet,SG
04/03/2022,PHO,Mikal Bridges,SF
04/03/2022,PHO,Cameron Johnson,PF
04/03/2022,PHO,JaVale McGee,C
04/03/2022,OKC,Theo Maledon,PG
04/03/2022,OKC,Aaron Wiggins,SG
04/03/2022,OKC,Vit Krejci,SG
04/03/2022,OKC,Aleksej Pokusevski,PF
04/03/2022,OKC,Isaiah Roby,PF
04/03/2022,MIA,Kyle Lowry,PG
04/03/2022,MIA,Max Strus,SG
04/03/2022,MIA,Caleb Martin,PF
04/03/2022,MIA,Markieff Morris,PF
04/03/2022,MIA,Bam Adebayo,C
04/03/2022,TOR,Fred VanVleet,PG
04/03/2022,TOR,Gary Trent Jr.,SG
04/03/2022,TOR,Scottie Barnes,SF
04/03/2022,TOR,Pascal Siakam,PF
04/03/2022,TOR,Khem Birch,C
04/03/2022,MIN,D'Angelo Russell,PG
04/03/2022,MIN,Anthony Edwards,SG
04/03/2022,MIN,Malik Beasley,SG
04/03/2022,MIN,Jarred Vanderbilt,SF
04/03/2022,MIN,Karl-Anthony Towns,PF
04/03/2022,HOU,Kevin Porter Jr.,PG
04/03/2022,HOU,Garrison Mathews,SG
04/03/2022,HOU,Jalen Green,SG
04/03/2022,HOU,Jae'Sean Tate,SF
04/03/2022,HOU,Alperen Sengun,C
04/03/2022,GSW,Gary Payton II,PG
04/03/2022,GSW,Jordan Poole,PG
04/03/2022,GSW,Andrew Wiggins,SF
04/03/2022,GSW,Draymond Green,PF
04/03/2022,GSW,Kevon Looney,C
04/03/2022,SAC,Davion Mitchell,PG
04/03/2022,SAC,Justin Holiday,SF
04/03/2022,SAC,Harrison Barnes,SF
04/03/2022,SAC,Trey Lyles,PF
04/03/2022,SAC,Damian Jones,C
04/03/2022,NOP,CJ McCollum,PG
04/03/2022,NOP,Brandon Ingram,SF
04/03/2022,NOP,Herbert Jones,SF
04/03/2022,NOP,Jonas Valanciunas,C
04/03/2022,NOP,Jaxson Hayes,C
04/03/2022,LAC,Reggie Jackson,PG
04/03/2022,LAC,Paul George,SF
04/03/2022,LAC,Marcus Morris Sr.,PF
04/03/2022,LAC,Nicolas Batum,PF
04/03/2022,LAC,Ivica Zubac,C
04/05/2022,PHI,Tyrese Maxey,PG
04/05/2022,PHI,James Harden,SG
04/05/2022,PHI,Matisse Thybulle,SG
04/05/2022,PHI,Tobias Harris,SF
04/05/2022,PHI,Joel Embiid,C
04/05/2022,IND,Tyrese Haliburton,PG
04/05/2022,IND,Terry Taylor,SF
04/05/2022,IND,Buddy Hield,SF
04/05/2022,IND,Isaiah Jackson,PF
04/05/2022,IND,Oshae Brissett,PF
04/05/2022,CLE,Darius Garland,PG
04/05/2022,CLE,Isaac Okoro,SF
04/05/2022,CLE,Caris LeVert,SF
04/05/2022,CLE,Lauri Markkanen,PF
04/05/2022,CLE,Moses Brown,C
04/05/2022,ORL,Markelle Fultz,PG
04/05/2022,ORL,Jalen Suggs,SG
04/05/2022,ORL,Franz Wagner,SF
04/05/2022,ORL,Chuma Okeke,PF
04/05/2022,ORL,Mo Bamba,C
04/05/2022,HOU,Kevin Porter Jr.,PG
04/05/2022,HOU,Garrison Mathews,SG
04/05/2022,HOU,Jalen Green,SG
04/05/2022,HOU,Jae'Sean Tate,SF
04/05/2022,HOU,Alperen Sengun,C
04/05/2022,BRK,Kyrie Irving,PG
04/05/2022,BRK,Patty Mills,PG
04/05/2022,BRK,Bruce Brown,SG
04/05/2022,BRK,Kevin Durant,PF
04/05/2022,BRK,Andre Drummond,C
04/05/2022,ATL,Trae Young,PG
04/05/2022,ATL,Kevin Huerter,SG
04/05/2022,ATL,Timothe Luwawu-Cabarrot,SG
04/05/2022,ATL,De'Andre Hunter,SF
04/05/2022,ATL,Clint Capela,C
04/05/2022,TOR,Fred VanVleet,PG
04/05/2022,TOR,Gary Trent Jr.,SG
04/05/2022,TOR,Scottie Barnes,SF
04/05/2022,TOR,Pascal Siakam,PF
04/05/2022,TOR,Khem Birch,C
04/05/2022,CHO,Terry Rozier,PG
04/05/2022,CHO,LaMelo Ball,PG
04/05/2022,CHO,Miles Bridges,SF
04/05/2022,CHO,P.J. Washington,PF
04/05/2022,CHO,Mason Plumlee,C
04/05/2022,MIA,Gabe Vincent,PG
04/05/2022,MIA,Max Strus,SG
04/05/2022,MIA,Jimmy Butler III,SF
04/05/2022,MIA,P.J. Tucker,PF
04/05/2022,MIA,Bam Adebayo,C
04/05/2022,POR,Kris Dunn,PG
04/05/2022,POR,Keon Johnson,SG
04/05/2022,POR,CJ Elleby,SF
04/05/2022,POR,Greg Brown III,PF
04/05/2022,POR,Drew Eubanks,C
04/05/2022,OKC,Zavier Simpson,PG
04/05/2022,OKC,Vit Krejci,SG
04/05/2022,OKC,Georgios Kalaitzakis,SF
04/05/2022,OKC,Isaiah Roby,PF
04/05/2022,OKC,Jaylen Hoard,PF
04/05/2022,MIL,Jrue Holiday,PG
04/05/2022,MIL,Wesley Matthews,SG
04/05/2022,MIL,Khris Middleton,SF
04/05/2022,MIL,Giannis Antetokounmpo,PF
04/05/2022,MIL,Brook Lopez,C
04/05/2022,CHI,Ayo Dosunmu,PG
04/05/2022,CHI,Alex Caruso,SG
04/05/2022,CHI,DeMar DeRozan,SF
04/05/2022,CHI,Patrick Williams,PF
04/05/2022,CHI,Nikola Vucevic,C
04/05/2022,WAS,Tomas Satoransky,PG
04/05/2022,WAS,Kentavious Caldwell-Pope,SG
04/05/2022,WAS,Corey Kispert,SF
04/05/2022,WAS,Rui Hachimura,PF
04/05/2022,WAS,Kristaps Porzingis,C
04/05/2022,MIN,D'Angelo Russell,PG
04/05/2022,MIN,Anthony Edwards,SG
04/05/2022,MIN,Malik Beasley,SG
04/05/2022,MIN,Jarred Vanderbilt,SF
04/05/2022,MIN,Karl-Anthony Towns,PF
04/05/2022,SAS,Tre Jones,PG
04/05/2022,SAS,Devin Vassell,SG
04/05/2022,SAS,Joshua Primo,SG
04/05/2022,SAS,Keldon Johnson,SF
04/05/2022,SAS,Jakob Poeltl,C
04/05/2022,DEN,Austin Rivers,PG
04/05/2022,DEN,Monte Morris,PG
04/05/2022,DEN,Will Barton,SG
04/05/2022,DEN,Aaron Gordon,PF
04/05/2022,DEN,Nikola Jokic,C
04/05/2022,MEM,Tyus Jones,PG
04/05/2022,MEM,Desmond Bane,SG
04/05/2022,MEM,Ziaire Williams,SF
04/05/2022,MEM,Jaren Jackson Jr.,PF
04/05/2022,MEM,Steven Adams,C
04/05/2022,UTA,Mike Conley,PG
04/05/2022,UTA,Donovan Mitchell,SG
04/05/2022,UTA,Bojan Bogdanovic,SF
04/05/2022,UTA,Royce O'Neale,PF
04/05/2022,UTA,Rudy Gobert,C
04/05/2022,NOP,CJ McCollum,PG
04/05/2022,NOP,Brandon Ingram,SF
04/05/2022,NOP,Herbert Jones,SF
04/05/2022,NOP,Willy Hernangomez,C
04/05/2022,NOP,Jaxson Hayes,C
04/05/2022,SAC,Davion Mitchell,PG
04/05/2022,SAC,Justin Holiday,SF
04/05/2022,SAC,Harrison Barnes,SF
04/05/2022,SAC,Trey Lyles,PF
04/05/2022,SAC,Damian Jones,C
04/05/2022,LAL,Russell Westbrook,PG
04/05/2022,LAL,Avery Bradley,SG
04/05/2022,LAL,Malik Monk,SG
04/05/2022,LAL,Dwight Howard,C
04/05/2022,LAL,Anthony Davis,C
04/05/2022,PHO,Chris Paul,PG
04/05/2022,PHO,Devin Booker,SG
04/05/2022,PHO,Mikal Bridges,SF
04/05/2022,PHO,Jae Crowder,PF
04/05/2022,PHO,Deandre Ayton,C
04/06/2022,DAL,Luka Doncic,PG
04/06/2022,DAL,Jalen Brunson,PG
04/06/2022,DAL,Reggie Bullock,SF
04/06/2022,DAL,Dorian Finney-Smith,PF
04/06/2022,DAL,Dwight Powell,C
04/06/2022,DET,Killian Hayes,PG
04/06/2022,DET,Cade Cunningham,PG
04/06/2022,DET,Isaiah Livers,SF
04/06/2022,DET,Saddiq Bey,PF
04/06/2022,DET,Isaiah Stewart,PF
04/06/2022,BRK,Kyrie Irving,PG
04/06/2022,BRK,Bruce Brown,SG
04/06/2022,BRK,Seth Curry,SG
04/06/2022,BRK,Kevin Durant,PF
04/06/2022,BRK,Andre Drummond,C
04/06/2022,NYK,RJ Barrett,SG
04/06/2022,NYK,Alec Burks,SG
04/06/2022,NYK,Evan Fournier,SG
04/06/2022,NYK,Obi Toppin,PF
04/06/2022,NYK,Jericho Sims,C
04/06/2022,BOS,Marcus Smart,PG
04/06/2022,BOS,Jaylen Brown,SG
04/06/2022,BOS,Jayson Tatum,SF
04/06/2022,BOS,Al Horford,C
04/06/2022,BOS,Daniel Theis,C
04/06/2022,CHI,Ayo Dosunmu,PG
04/06/2022,CHI,Zach LaVine,SG
04/06/2022,CHI,DeMar DeRozan,SF
04/06/2022,CHI,Patrick Williams,PF
04/06/2022,CHI,Nikola Vucevic,C
04/06/2022,WAS,Tomas Satoransky,PG
04/06/2022,WAS,Kentavious Caldwell-Pope,SG
04/06/2022,WAS,Corey Kispert,SF
04/06/2022,WAS,Rui Hachimura,PF
04/06/2022,WAS,Kristaps Porzingis,C
04/06/2022,ATL,Trae Young,PG
04/06/2022,ATL,Kevin Huerter,SG
04/06/2022,ATL,De'Andre Hunter,SF
04/06/2022,ATL,Danilo Gallinari,PF
04/06/2022,ATL,Clint Capela,C
04/06/2022,OKC,Zavier Simpson,PG
04/06/2022,OKC,Vit Krejci,SG
04/06/2022,OKC,Georgios Kalaitzakis,SF
04/06/2022,OKC,Isaiah Roby,PF
04/06/2022,OKC,Jaylen Hoard,PF
04/06/2022,UTA,Trent Forrest,PG
04/06/2022,UTA,Bojan Bogdanovic,SF
04/06/2022,UTA,Danuel House Jr.,PF
04/06/2022,UTA,Juancho Hernangomez,PF
04/06/2022,UTA,Rudy Gobert,C
04/06/2022,PHO,Cameron Payne,PG
04/06/2022,PHO,Landry Shamet,SG
04/06/2022,PHO,Mikal Bridges,SF
04/06/2022,PHO,Cameron Johnson,PF
04/06/2022,PHO,JaVale McGee,C
04/06/2022,LAC,Reggie Jackson,PG
04/06/2022,LAC,Paul George,SF
04/06/2022,LAC,Nicolas Batum,PF
04/06/2022,LAC,Marcus Morris Sr.,PF
04/06/2022,LAC,Ivica Zubac,C
04/07/2022,ORL,Markelle Fultz,PG
04/07/2022,ORL,Jalen Suggs,SG
04/07/2022,ORL,Chuma Okeke,PF
04/07/2022,ORL,Moritz Wagner,C
04/07/2022,ORL,Mo Bamba,C
04/07/2022,CHO,Terry Rozier,PG
04/07/2022,CHO,LaMelo Ball,PG
04/07/2022,CHO,Miles Bridges,SF
04/07/2022,CHO,P.J. Washington,PF
04/07/2022,CHO,Mason Plumlee,C
04/07/2022,BOS,Marcus Smart,PG
04/07/2022,BOS,Jaylen Brown,SG
04/07/2022,BOS,Derrick White,SG
04/07/2022,BOS,Grant Williams,PF
04/07/2022,BOS,Daniel Theis,C
04/07/2022,MIL,Jrue Holiday,PG
04/07/2022,MIL,Wesley Matthews,SG
04/07/2022,MIL,Khris Middleton,SF
04/07/2022,MIL,Giannis Antetokounmpo,PF
04/07/2022,MIL,Brook Lopez,C
04/07/2022,PHI,Tyrese Maxey,PG
04/07/2022,PHI,James Harden,SG
04/07/2022,PHI,Danny Green,SG
04/07/2022,PHI,Tobias Harris,SF
04/07/2022,PHI,Joel Embiid,C
04/07/2022,TOR,Gary Trent Jr.,SG
04/07/2022,TOR,Scottie Barnes,SF
04/07/2022,TOR,Pascal Siakam,PF
04/07/2022,TOR,Precious Achiuwa,PF
04/07/2022,TOR,Khem Birch,C
04/07/2022,SAS,Tre Jones,PG
04/07/2022,SAS,Devin Vassell,SG
04/07/2022,SAS,Joshua Primo,SG
04/07/2022,SAS,Keldon Johnson,SF
04/07/2022,SAS,Jakob Poeltl,C
04/07/2022,MIN,Patrick Beverley,PG
04/07/2022,MIN,Anthony Edwards,SG
04/07/2022,MIN,Malik Beasley,SG
04/07/2022,MIN,Jarred Vanderbilt,SF
04/07/2022,MIN,Karl-Anthony Towns,PF
04/07/2022,POR,Kris Dunn,PG
04/07/2022,POR,Keon Johnson,SG
04/07/2022,POR,CJ Elleby,SF
04/07/2022,POR,Greg Brown III,PF
04/07/2022,POR,Drew Eubanks,C
04/07/2022,NOP,CJ McCollum,PG
04/07/2022,NOP,Devonte' Graham,PG
04/07/2022,NOP,Herbert Jones,SF
04/07/2022,NOP,Jaxson Hayes,C
04/07/2022,NOP,Jonas Valanciunas,C
04/07/2022,MEM,Tyus Jones,PG
04/07/2022,MEM,Desmond Bane,SG
04/07/2022,MEM,Dillon Brooks,SF
04/07/2022,MEM,Jaren Jackson Jr.,PF
04/07/2022,MEM,Steven Adams,C
04/07/2022,DEN,Monte Morris,PG
04/07/2022,DEN,Will Barton,SG
04/07/2022,DEN,Jeff Green,PF
04/07/2022,DEN,Aaron Gordon,PF
04/07/2022,DEN,Nikola Jokic,C
04/07/2022,LAL,Malik Monk,SG
04/07/2022,LAL,Austin Reaves,SG
04/07/2022,LAL,Talen Horton-Tucker,SG
04/07/2022,LAL,Stanley Johnson,SF
04/07/2022,LAL,Dwight Howard,C
04/07/2022,GSW,Jordan Poole,PG
04/07/2022,GSW,Klay Thompson,SG
04/07/2022,GSW,Andrew Wiggins,SF
04/07/2022,GSW,Draymond Green,PF
04/07/2022,GSW,Kevon Looney,C
04/08/2022,MIL,Jrue Holiday,PG
04/08/2022,MIL,Wesley Matthews,SG
04/08/2022,MIL,Khris Middleton,SF
04/08/2022,MIL,Giannis Antetokounmpo,PF
04/08/2022,MIL,Brook Lopez,C
04/08/2022,DET,Killian Hayes,PG
04/08/2022,DET,Cade Cunningham,PG
04/08/2022,DET,Isaiah Livers,SF
04/08/2022,DET,Saddiq Bey,PF
