Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,is_OT,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
2022-02-11,7:30p,Denver Nuggets,DEN,102,Boston Celtics,BOS,108,0,TD Garden,0,0,0,0,1
2022-02-11,8:00p,Minnesota Timberwolves,MIN,122,Chicago Bulls,CHI,134,0,United Center,0,0,0,0,1
2022-02-11,9:00p,Orlando Magic,ORL,99,Utah Jazz,UTA,114,0,Vivint Smart Home Arena,0,0,0,0,1
2022-02-12,5:00p,New York Knicks,NYK,103,Portland Trail Blazers,POR,112,0,Moda Center,0,0,0,0,1
2022-02-12,7:00p,Memphis Grizzlies,MEM,125,Charlotte Hornets,CHO,118,0,Spectrum Center,0,1,0,0,1
2022-02-12,7:00p,San Antonio Spurs,SAS,124,New Orleans Pelicans,NOP,114,0,Smoothie King Center,1,0,0,0,1
2022-02-12,7:00p,Sacramento Kings,SAC,123,Washington Wizards,WAS,110,0,Capital One Arena,0,0,0,0,1
2022-02-12,7:30p,Cleveland Cavaliers,CLE,93,Philadelphia 76ers,PHI,103,0,Wells Fargo Center,1,1,0,0,1
2022-02-12,7:30p,Denver Nuggets,DEN,110,Toronto Raptors,TOR,109,0,Scotiabank Arena,1,0,0,0,1
2022-02-12,8:00p,Oklahoma City Thunder,OKC,101,Chicago Bulls,CHI,106,0,United Center,1,1,0,0,1
2022-02-12,8:00p,Brooklyn Nets,BRK,111,Miami Heat,MIA,115,0,FTX Arena,0,0,0,0,1
2022-02-12,8:30p,Los Angeles Clippers,LAC,99,Dallas Mavericks,DAL,97,0,American Airlines Center,0,0,0,0,1
2022-02-12,8:30p,Los Angeles Lakers,LAL,115,Golden State Warriors,GSW,117,0,Chase Center,0,0,0,0,1
2022-02-12,9:00p,Orlando Magic,ORL,105,Phoenix Suns,PHO,132,0,Phoenix Suns Arena,1,0,0,0,1
2022-02-13,2:00p,Atlanta Hawks,ATL,95,Boston Celtics,BOS,105,0,TD Garden,0,0,0,0,1
2022-02-13,3:00p,Minnesota Timberwolves,MIN,129,Indiana Pacers,IND,120,0,Gainbridge Fieldhouse,0,0,0,0,1
2022-02-14,7:00p,Detroit Pistons,DET,94,Washington Wizards,WAS,103,0,Capital One Arena,0,0,0,0,1
2022-02-14,7:30p,Sacramento Kings,SAC,85,Brooklyn Nets,BRK,109,0,Barclays Center,0,0,0,0,1
2022-02-14,7:30p,Oklahoma City Thunder,OKC,127,New York Knicks,NYK,123,1,Madison Square Garden (IV),0,0,0,0,1
2022-02-14,8:00p,San Antonio Spurs,SAS,109,Chicago Bulls,CHI,120,0,United Center,0,0,0,0,1
2022-02-14,8:00p,Portland Trail Blazers,POR,122,Milwaukee Bucks,MIL,107,0,Fiserv Forum,0,0,0,0,1
2022-02-14,8:00p,Toronto Raptors,TOR,90,New Orleans Pelicans,NOP,120,0,Smoothie King Center,0,0,0,0,1
2022-02-14,9:00p,Orlando Magic,ORL,111,Denver Nuggets,DEN,121,0,Ball Arena,0,0,0,0,1
2022-02-14,9:00p,Houston Rockets,HOU,101,Utah Jazz,UTA,135,0,Vivint Smart Home Arena,0,0,0,0,1
2022-02-14,10:30p,Golden State Warriors,GSW,104,Los Angeles Clippers,LAC,119,0,Crypto.com Arena,0,0,0,0,1
2022-02-15,7:30p,Cleveland Cavaliers,CLE,116,Atlanta Hawks,ATL,124,0,State Farm Arena,0,0,0,0,1
2022-02-15,7:30p,Dallas Mavericks,DAL,107,Miami Heat,MIA,99,0,FTX Arena,0,0,0,0,1
2022-02-15,7:30p,Boston Celtics,BOS,135,Philadelphia 76ers,PHI,87,0,Wells Fargo Center,0,0,0,0,1
2022-02-15,8:00p,Indiana Pacers,IND,119,Milwaukee Bucks,MIL,128,0,Fiserv Forum,0,1,0,0,1
2022-02-15,8:00p,Charlotte Hornets,CHO,120,Minnesota Timberwolves,MIN,126,1,Target Center,0,0,0,0,1
2022-02-15,8:00p,Memphis Grizzlies,MEM,121,New Orleans Pelicans,NOP,109,0,Smoothie King Center,0,1,0,0,1
2022-02-15,10:00p,Los Angeles Clippers,LAC,96,Phoenix Suns,PHO,103,0,Phoenix Suns Arena,1,0,0,0,1
2022-02-16,7:00p,Atlanta Hawks,ATL,130,Orlando Magic,ORL,109,0,Amway Center,1,0,0,0,1
2022-02-16,7:30p,Detroit Pistons,DET,112,Boston Celtics,BOS,111,0,TD Garden,0,1,0,0,1
2022-02-16,7:30p,Washington Wizards,WAS,108,Indiana Pacers,IND,113,0,Gainbridge Fieldhouse,0,1,0,0,1
2022-02-16,7:30p,Brooklyn Nets,BRK,111,New York Knicks,NYK,106,0,Madison Square Garden (IV),0,0,0,0,1
2022-02-16,8:00p,Sacramento Kings,SAC,118,Chicago Bulls,CHI,125,0,United Center,0,0,0,0,1
2022-02-16,8:00p,Portland Trail Blazers,POR,123,Memphis Grizzlies,MEM,119,0,FedEx Forum,0,1,0,0,1
2022-02-16,8:00p,Toronto Raptors,TOR,103,Minnesota Timberwolves,MIN,91,0,Target Center,0,1,0,0,1
2022-02-16,8:00p,San Antonio Spurs,SAS,114,Oklahoma City Thunder,OKC,106,0,Paycom Center,0,0,0,0,1
2022-02-16,9:00p,Houston Rockets,HOU,121,Phoenix Suns,PHO,124,0,Phoenix Suns Arena,0,1,0,0,1
2022-02-16,10:00p,Denver Nuggets,DEN,117,Golden State Warriors,GSW,116,0,Chase Center,0,0,0,0,1
2022-02-16,10:00p,Utah Jazz,UTA,101,Los Angeles Lakers,LAL,106,0,Crypto.com Arena,0,0,0,0,1
2022-02-17,7:00p,Miami Heat,MIA,111,Charlotte Hornets,CHO,107,2,Spectrum Center,0,0,0,0,1
2022-02-17,7:30p,Washington Wizards,WAS,117,Brooklyn Nets,BRK,103,0,Barclays Center,1,1,0,0,1
2022-02-17,8:00p,Dallas Mavericks,DAL,125,New Orleans Pelicans,NOP,118,0,Smoothie King Center,0,0,0,0,1
2022-02-17,8:30p,Philadelphia 76ers,PHI,123,Milwaukee Bucks,MIL,120,0,Fiserv Forum,0,0,0,0,1
2022-02-17,10:30p,Houston Rockets,HOU,111,Los Angeles Clippers,LAC,142,0,Crypto.com Arena,1,0,0,0,1
2022-02-24,7:00p,Cleveland Cavaliers,CLE,103,Detroit Pistons,DET,106,0,Little Caesars Arena,0,0,0,0,1
2022-02-24,7:30p,Boston Celtics,BOS,129,Brooklyn Nets,BRK,106,0,Barclays Center,0,0,0,0,1
2022-02-24,8:00p,Atlanta Hawks,ATL,108,Chicago Bulls,CHI,112,0,United Center,0,0,0,0,1
2022-02-24,8:00p,Memphis Grizzlies,MEM,114,Minnesota Timberwolves,MIN,119,0,Target Center,0,0,0,0,1
2022-02-24,8:00p,Phoenix Suns,PHO,124,Oklahoma City Thunder,OKC,104,0,Paycom Center,0,0,0,0,1
2022-02-24,10:00p,Golden State Warriors,GSW,132,Portland Trail Blazers,POR,95,0,Moda Center,0,0,0,0,1
2022-02-24,10:00p,Denver Nuggets,DEN,128,Sacramento Kings,SAC,110,0,Golden 1 Center,0,0,0,0,1
2022-02-25,7:00p,Toronto Raptors,TOR,93,Charlotte Hornets,CHO,125,0,Spectrum Center,0,0,0,0,1
2022-02-25,7:00p,Oklahoma City Thunder,OKC,129,Indiana Pacers,IND,125,1,Gainbridge Fieldhouse,1,0,0,0,1
2022-02-25,7:00p,Houston Rockets,HOU,111,Orlando Magic,ORL,119,0,Amway Center,0,0,0,0,1
2022-02-25,7:00p,San Antonio Spurs,SAS,157,Washington Wizards,WAS,153,2,Capital One Arena,0,0,0,0,1
2022-02-25,7:30p,Miami Heat,MIA,115,New York Knicks,NYK,100,0,Madison Square Garden (IV),0,0,0,0,1
2022-02-25,8:00p,Philadelphia 76ers,PHI,133,Minnesota Timberwolves,MIN,102,0,Target Center,0,1,0,0,1
2022-02-25,9:00p,New Orleans Pelicans,NOP,117,Phoenix Suns,PHO,102,0,Phoenix Suns Arena,0,1,0,0,1
2022-02-25,9:00p,Dallas Mavericks,DAL,109,Utah Jazz,UTA,114,0,Vivint Smart Home Arena,0,0,0,0,1
2022-02-25,10:00p,Los Angeles Clippers,LAC,105,Los Angeles Lakers,LAL,102,0,Crypto.com Arena,0,0,0,0,1
2022-02-26,12:00p,Boston Celtics,BOS,113,Detroit Pistons,DET,104,0,Little Caesars Arena,0,0,0,0,1
2022-02-26,7:30p,Toronto Raptors,TOR,100,Atlanta Hawks,ATL,127,0,State Farm Arena,1,0,0,0,1
2022-02-26,8:00p,Memphis Grizzlies,MEM,116,Chicago Bulls,CHI,110,0,United Center,0,0,0,0,1
2022-02-26,8:00p,Washington Wizards,WAS,86,Cleveland Cavaliers,CLE,92,0,Rocket Mortgage Fieldhouse,1,0,0,0,1
2022-02-26,8:00p,San Antonio Spurs,SAS,129,Miami Heat,MIA,133,0,FTX Arena,1,1,0,0,1
2022-02-26,8:30p,Brooklyn Nets,BRK,126,Milwaukee Bucks,MIL,123,0,Fiserv Forum,0,0,0,0,1
2022-02-26,9:00p,Sacramento Kings,SAC,110,Denver Nuggets,DEN,115,0,Ball Arena,0,0,0,0,1
2022-02-27,1:00p,Philadelphia 76ers,PHI,125,New York Knicks,NYK,109,0,Madison Square Garden (IV),0,0,0,0,1
2022-02-27,3:30p,Utah Jazz,UTA,118,Phoenix Suns,PHO,114,0,Phoenix Suns Arena,0,0,0,0,1
2022-02-27,5:00p,Boston Celtics,BOS,107,Indiana Pacers,IND,128,0,Gainbridge Fieldhouse,1,0,0,0,1
2022-02-27,7:00p,Detroit Pistons,DET,127,Charlotte Hornets,CHO,126,1,Spectrum Center,1,0,0,0,1
2022-02-27,7:00p,Los Angeles Clippers,LAC,99,Houston Rockets,HOU,98,0,Toyota Center,0,0,0,0,1
2022-02-27,7:30p,Dallas Mavericks,DAL,107,Golden State Warriors,GSW,101,0,Chase Center,0,0,0,0,1
2022-02-27,9:00p,Denver Nuggets,DEN,124,Portland Trail Blazers,POR,92,0,Moda Center,1,0,0,0,1
2022-02-27,10:00p,New Orleans Pelicans,NOP,123,Los Angeles Lakers,LAL,95,0,Crypto.com Arena,0,0,0,0,1
2022-02-28,7:00p,Minnesota Timberwolves,MIN,127,Cleveland Cavaliers,CLE,122,0,Rocket Mortgage Fieldhouse,0,0,0,0,1
2022-02-28,7:00p,Indiana Pacers,IND,103,Orlando Magic,ORL,119,0,Amway Center,1,0,0,0,1
2022-02-28,7:30p,Toronto Raptors,TOR,133,Brooklyn Nets,BRK,97,0,Barclays Center,0,0,0,0,1
2022-02-28,7:30p,Chicago Bulls,CHI,99,Miami Heat,MIA,112,0,FTX Arena,0,0,0,0,1
2022-02-28,8:00p,San Antonio Spurs,SAS,105,Memphis Grizzlies,MEM,118,0,FedEx Forum,0,0,0,0,1
2022-02-28,8:00p,Charlotte Hornets,CHO,106,Milwaukee Bucks,MIL,130,0,Fiserv Forum,1,0,0,0,1
2022-02-28,8:00p,Sacramento Kings,SAC,131,Oklahoma City Thunder,OKC,110,0,Paycom Center,0,0,0,0,1
2022-03-01,7:00p,Detroit Pistons,DET,113,Washington Wizards,WAS,116,0,Capital One Arena,0,0,0,0,1
2022-03-01,7:30p,Atlanta Hawks,ATL,98,Boston Celtics,BOS,107,0,TD Garden,0,0,0,0,1
2022-03-01,7:30p,Brooklyn Nets,BRK,108,Toronto Raptors,TOR,109,0,Scotiabank Arena,1,1,0,0,1
2022-03-01,8:00p,Los Angeles Clippers,LAC,113,Houston Rockets,HOU,100,0,Toyota Center,0,0,0,0,1
2022-03-01,8:00p,Golden State Warriors,GSW,114,Minnesota Timberwolves,MIN,129,0,Target Center,0,1,0,0,1
2022-03-01,10:00p,Dallas Mavericks,DAL,109,Los Angeles Lakers,LAL,104,0,Crypto.com Arena,0,0,0,0,1
2022-03-02,7:00p,Charlotte Hornets,CHO,119,Cleveland Cavaliers,CLE,98,0,Rocket Mortgage Fieldhouse,0,0,0,0,1
2022-03-02,7:00p,Indiana Pacers,IND,122,Orlando Magic,ORL,114,1,Amway Center,0,0,0,0,1
2022-03-02,7:30p,New York Knicks,NYK,108,Philadelphia 76ers,PHI,123,0,Wells Fargo Center,0,0,0,0,1
2022-03-02,8:00p,Utah Jazz,UTA,132,Houston Rockets,HOU,127,1,Toyota Center,0,1,0,0,1
2022-03-02,8:00p,Miami Heat,MIA,119,Milwaukee Bucks,MIL,120,0,Fiserv Forum,0,0,0,0,1
2022-03-02,8:00p,Sacramento Kings,SAC,95,New Orleans Pelicans,NOP,125,0,Smoothie King Center,0,0,0,0,1
2022-03-02,9:00p,Oklahoma City Thunder,OKC,119,Denver Nuggets,DEN,107,0,Ball Arena,0,0,0,0,1
2022-03-02,10:00p,Portland Trail Blazers,POR,90,Phoenix Suns,PHO,120,0,Phoenix Suns Arena,0,0,0,0,1
2022-03-03,7:00p,Chicago Bulls,CHI,124,Atlanta Hawks,ATL,130,0,State Farm Arena,0,0,0,0,1
2022-03-03,7:30p,Memphis Grizzlies,MEM,107,Boston Celtics,BOS,120,0,TD Garden,0,0,0,0,1
2022-03-03,7:30p,Miami Heat,MIA,113,Brooklyn Nets,BRK,107,0,Barclays Center,1,0,0,0,1
2022-03-03,7:30p,Detroit Pistons,DET,108,Toronto Raptors,TOR,106,0,Scotiabank Arena,0,0,0,0,1
2022-03-03,8:30p,Golden State Warriors,GSW,113,Dallas Mavericks,DAL,122,0,American Airlines Center,0,0,0,0,1
2022-03-03,8:30p,Sacramento Kings,SAC,115,San Antonio Spurs,SAS,112,0,AT&T Center,1,0,0,0,1
2022-03-03,10:00p,Los Angeles Lakers,LAL,111,Los Angeles Clippers,LAC,132,0,Crypto.com Arena,0,0,0,0,1
2022-03-04,7:00p,Indiana Pacers,IND,106,Detroit Pistons,DET,111,0,Little Caesars Arena,0,1,0,0,1
2022-03-04,7:00p,Cleveland Cavaliers,CLE,119,Philadelphia 76ers,PHI,125,0,Wells Fargo Center,0,0,0,0,1
2022-03-04,7:00p,Atlanta Hawks,ATL,117,Washington Wizards,WAS,114,0,Capital One Arena,1,0,0,0,1
2022-03-04,7:30p,Milwaukee Bucks,MIL,118,Chicago Bulls,CHI,112,0,United Center,0,1,0,0,1
2022-03-04,7:30p,Orlando Magic,ORL,103,Toronto Raptors,TOR,97,0,Scotiabank Arena,0,1,0,0,1
2022-03-04,8:00p,Utah Jazz,UTA,90,New Orleans Pelicans,NOP,124,0,Smoothie King Center,0,0,0,0,1
2022-03-04,8:00p,Minnesota Timberwolves,MIN,138,Oklahoma City Thunder,OKC,101,0,Paycom Center,0,0,0,0,1
2022-03-04,9:00p,Houston Rockets,HOU,101,Denver Nuggets,DEN,116,0,Ball Arena,0,0,0,0,1
2022-03-04,10:00p,New York Knicks,NYK,114,Phoenix Suns,PHO,115,0,Phoenix Suns Arena,0,0,0,0,1
2022-03-05,5:00p,Sacramento Kings,SAC,113,Dallas Mavericks,DAL,114,0,American Airlines Center,0,0,0,0,1
2022-03-05,7:00p,San Antonio Spurs,SAS,117,Charlotte Hornets,CHO,123,0,Spectrum Center,0,0,0,0,1
2022-03-05,8:00p,Orlando Magic,ORL,96,Memphis Grizzlies,MEM,124,0,FedEx Forum,1,0,0,0,1
2022-03-05,8:00p,Philadelphia 76ers,PHI,82,Miami Heat,MIA,99,0,FTX Arena,1,0,0,0,1
2022-03-05,8:00p,Portland Trail Blazers,POR,121,Minnesota Timberwolves,MIN,135,0,Target Center,0,1,0,0,1
2022-03-05,8:30p,Golden State Warriors,GSW,116,Los Angeles Lakers,LAL,124,0,Crypto.com Arena,0,0,0,0,1
2022-03-06,1:00p,Brooklyn Nets,BRK,120,Boston Celtics,BOS,126,0,TD Garden,0,0,0,0,1
2022-03-06,3:30p,Phoenix Suns,PHO,122,Milwaukee Bucks,MIL,132,0,Fiserv Forum,0,0,0,0,1
2022-03-06,6:00p,Indiana Pacers,IND,123,Washington Wizards,WAS,133,0,Capital One Arena,0,0,0,0,1
2022-03-06,7:00p,Memphis Grizzlies,MEM,112,Houston Rockets,HOU,123,0,Toyota Center,1,0,0,0,1
2022-03-06,7:00p,Utah Jazz,UTA,116,Oklahoma City Thunder,OKC,103,0,Paycom Center,0,0,0,0,1
2022-03-06,7:30p,Toronto Raptors,TOR,96,Cleveland Cavaliers,CLE,104,0,Rocket Mortgage Fieldhouse,0,0,0,0,1
2022-03-06,8:00p,New Orleans Pelicans,NOP,130,Denver Nuggets,DEN,138,1,Ball Arena,0,0,0,0,1
2022-03-06,10:00p,New York Knicks,NYK,116,Los Angeles Clippers,LAC,93,0,Crypto.com Arena,0,0,0,0,1
2022-03-07,7:00p,Atlanta Hawks,ATL,110,Detroit Pistons,DET,113,1,Little Caesars Arena,0,0,0,0,1
2022-03-07,7:00p,Chicago Bulls,CHI,106,Philadelphia 76ers,PHI,121,0,Wells Fargo Center,0,0,0,0,1
2022-03-07,7:30p,Houston Rockets,HOU,106,Miami Heat,MIA,123,0,FTX Arena,1,0,0,0,1
2022-03-07,8:00p,Portland Trail Blazers,POR,81,Minnesota Timberwolves,MIN,124,0,Target Center,0,0,0,0,1
2022-03-07,8:30p,Utah Jazz,UTA,103,Dallas Mavericks,DAL,111,0,American Airlines Center,1,0,0,0,1
2022-03-07,8:30p,Los Angeles Lakers,LAL,110,San Antonio Spurs,SAS,117,0,AT&T Center,0,0,0,0,1
2022-03-07,9:00p,Golden State Warriors,GSW,124,Denver Nuggets,DEN,131,0,Ball Arena,0,1,0,0,1
2022-03-07,10:30p,New York Knicks,NYK,131,Sacramento Kings,SAC,115,0,Golden 1 Center,1,0,0,0,1
2022-03-08,7:00p,Brooklyn Nets,BRK,132,Charlotte Hornets,CHO,121,0,Spectrum Center,0,0,0,0,1
2022-03-08,7:00p,Cleveland Cavaliers,CLE,127,Indiana Pacers,IND,124,0,Gainbridge Fieldhouse,0,0,0,0,1
2022-03-08,7:00p,Phoenix Suns,PHO,102,Orlando Magic,ORL,99,0,Amway Center,0,0,0,0,1
2022-03-08,7:30p,New Orleans Pelicans,NOP,111,Memphis Grizzlies,MEM,132,0,FedEx Forum,0,0,0,0,1
2022-03-08,8:00p,Milwaukee Bucks,MIL,142,Oklahoma City Thunder,OKC,115,0,Paycom Center,0,0,0,0,1
2022-03-08,10:00p,Los Angeles Clippers,LAC,97,Golden State Warriors,GSW,112,0,Chase Center,0,1,0,0,1
2022-03-09,7:00p,Boston Celtics,BOS,115,Charlotte Hornets,CHO,101,0,Spectrum Center,0,1,0,0,1
2022-03-09,7:00p,Chicago Bulls,CHI,114,Detroit Pistons,DET,108,0,Little Caesars Arena,0,0,0,0,1
2022-03-09,7:30p,Phoenix Suns,PHO,111,Miami Heat,MIA,90,0,FTX Arena,1,0,0,0,1
2022-03-09,8:00p,Los Angeles Lakers,LAL,130,Houston Rockets,HOU,139,1,Toyota Center,0,0,0,0,1
2022-03-09,8:00p,Atlanta Hawks,ATL,115,Milwaukee Bucks,MIL,124,0,Fiserv Forum,0,1,0,0,1
2022-03-09,8:00p,Oklahoma City Thunder,OKC,102,Minnesota Timberwolves,MIN,132,0,Target Center,1,0,0,0,1
2022-03-09,8:00p,Orlando Magic,ORL,108,New Orleans Pelicans,NOP,102,0,Smoothie King Center,1,1,0,0,1
2022-03-09,8:30p,New York Knicks,NYK,107,Dallas Mavericks,DAL,77,0,American Airlines Center,0,0,0,0,1
2022-03-09,8:30p,Toronto Raptors,TOR,119,San Antonio Spurs,SAS,104,0,AT&T Center,0,0,0,0,1
2022-03-09,10:00p,Denver Nuggets,DEN,106,Sacramento Kings,SAC,100,0,Golden 1 Center,0,0,0,0,1
2022-03-09,10:00p,Portland Trail Blazers,POR,85,Utah Jazz,UTA,123,0,Vivint Smart Home Arena,0,0,0,0,1
2022-03-09,10:30p,Washington Wizards,WAS,109,Los Angeles Clippers,LAC,115,0,Crypto.com Arena,0,1,0,0,1
2022-03-10,7:30p,Brooklyn Nets,BRK,129,Philadelphia 76ers,PHI,100,0,Wells Fargo Center,0,0,0,0,1
2022-03-10,10:00p,Golden State Warriors,GSW,113,Denver Nuggets,DEN,102,0,Ball Arena,0,1,0,0,1
2022-03-11,7:00p,Minnesota Timberwolves,MIN,110,Orlando Magic,ORL,118,0,Amway Center,0,0,0,0,1
2022-03-11,7:30p,Los Angeles Clippers,LAC,106,Atlanta Hawks,ATL,112,0,State Farm Arena,0,0,0,0,1
2022-03-11,7:30p,Detroit Pistons,DET,103,Boston Celtics,BOS,114,0,TD Garden,0,0,0,0,1
2022-03-11,8:00p,Dallas Mavericks,DAL,113,Houston Rockets,HOU,100,0,Toyota Center,0,0,0,0,1
2022-03-11,8:00p,New York Knicks,NYK,114,Memphis Grizzlies,MEM,118,0,FedEx Forum,0,0,0,0,1
2022-03-11,8:00p,Cleveland Cavaliers,CLE,105,Miami Heat,MIA,117,0,FTX Arena,0,0,0,0,1
2022-03-11,8:00p,Charlotte Hornets,CHO,142,New Orleans Pelicans,NOP,120,0,Smoothie King Center,0,0,0,0,1
2022-03-11,8:30p,Utah Jazz,UTA,102,San Antonio Spurs,SAS,104,0,AT&T Center,0,0,0,0,1
2022-03-11,9:00p,Toronto Raptors,TOR,117,Phoenix Suns,PHO,112,0,Phoenix Suns Arena,0,0,0,0,1
2022-03-11,10:30p,Washington Wizards,WAS,109,Los Angeles Lakers,LAL,122,0,Crypto.com Arena,0,0,0,0,1
2022-03-12,8:00p,Cleveland Cavaliers,CLE,91,Chicago Bulls,CHI,101,0,United Center,1,0,0,0,1
2022-03-12,8:00p,Minnesota Timberwolves,MIN,113,Miami Heat,MIA,104,0,FTX Arena,1,1,0,0,1
2022-03-12,8:00p,Indiana Pacers,IND,119,San Antonio Spurs,SAS,108,0,AT&T Center,0,1,0,0,1
2022-03-12,8:30p,Milwaukee Bucks,MIL,109,Golden State Warriors,GSW,122,0,Chase Center,0,0,0,0,1
2022-03-12,9:00p,Toronto Raptors,TOR,127,Denver Nuggets,DEN,115,0,Ball Arena,1,0,0,0,1
2022-03-12,9:00p,Sacramento Kings,SAC,125,Utah Jazz,UTA,134,0,Vivint Smart Home Arena,0,1,0,0,1
2022-03-12,10:00p,Washington Wizards,WAS,118,Portland Trail Blazers,POR,127,0,Moda Center,1,0,0,0,1
2022-03-13,1:00p,New York Knicks,NYK,107,Brooklyn Nets,BRK,110,0,Barclays Center,0,0,0,0,1
2022-03-13,3:00p,Los Angeles Clippers,LAC,106,Detroit Pistons,DET,102,0,Little Caesars Arena,0,0,0,0,1
2022-03-13,3:30p,Dallas Mavericks,DAL,95,Boston Celtics,BOS,92,0,TD Garden,0,0,0,0,1
2022-03-13,6:00p,Philadelphia 76ers,PHI,116,Orlando Magic,ORL,114,1,Amway Center,0,0,0,0,1
2022-03-13,7:00p,Indiana Pacers,IND,128,Atlanta Hawks,ATL,131,0,State Farm Arena,1,0,0,0,1
2022-03-13,7:00p,Houston Rockets,HOU,105,New Orleans Pelicans,NOP,130,0,Smoothie King Center,0,0,0,0,1
2022-03-13,7:00p,Memphis Grizzlies,MEM,125,Oklahoma City Thunder,OKC,118,0,Paycom Center,0,0,0,0,1
2022-03-13,9:00p,Los Angeles Lakers,LAL,111,Phoenix Suns,PHO,140,0,Phoenix Suns Arena,0,0,0,0,1
2022-03-14,7:00p,Los Angeles Clippers,LAC,111,Cleveland Cavaliers,CLE,120,1,Rocket Mortgage Fieldhouse,1,0,0,0,1
2022-03-14,7:30p,Portland Trail Blazers,POR,113,Atlanta Hawks,ATL,122,0,State Farm Arena,0,1,0,0,1
2022-03-14,7:30p,Denver Nuggets,DEN,114,Philadelphia 76ers,PHI,110,0,Wells Fargo Center,0,1,0,0,1
2022-03-14,8:00p,Charlotte Hornets,CHO,134,Oklahoma City Thunder,OKC,116,0,Paycom Center,0,1,0,0,1
2022-03-14,8:30p,Minnesota Timberwolves,MIN,149,San Antonio Spurs,SAS,139,0,AT&T Center,0,0,0,0,1
2022-03-14,10:00p,Washington Wizards,WAS,112,Golden State Warriors,GSW,126,0,Chase Center,0,0,0,0,1
2022-03-14,10:00p,Chicago Bulls,CHI,103,Sacramento Kings,SAC,112,0,Golden 1 Center,0,0,0,0,1
2022-03-14,10:00p,Milwaukee Bucks,MIL,117,Utah Jazz,UTA,111,0,Vivint Smart Home Arena,0,0,0,0,1
2022-03-14,10:30p,Toronto Raptors,TOR,114,Los Angeles Lakers,LAL,103,0,Crypto.com Arena,0,1,0,0,1
2022-03-15,7:00p,Memphis Grizzlies,MEM,135,Indiana Pacers,IND,102,0,Gainbridge Fieldhouse,0,0,0,0,1
2022-03-15,7:00p,Brooklyn Nets,BRK,150,Orlando Magic,ORL,108,0,Amway Center,0,0,0,0,1
2022-03-15,7:30p,Detroit Pistons,DET,98,Miami Heat,MIA,105,0,FTX Arena,0,0,0,0,1
2022-03-15,8:00p,Phoenix Suns,PHO,131,New Orleans Pelicans,NOP,115,0,Smoothie King Center,0,0,0,0,1
2022-03-16,7:00p,Atlanta Hawks,ATL,106,Charlotte Hornets,CHO,116,0,Spectrum Center,0,0,0,0,1
2022-03-16,7:00p,Philadelphia 76ers,PHI,118,Cleveland Cavaliers,CLE,114,0,Rocket Mortgage Fieldhouse,0,0,0,0,1
2022-03-16,7:00p,Denver Nuggets,DEN,127,Washington Wizards,WAS,109,0,Capital One Arena,0,0,0,0,1
2022-03-16,7:30p,Dallas Mavericks,DAL,113,Brooklyn Nets,BRK,111,0,Barclays Center,0,1,0,0,1
2022-03-16,7:30p,Portland Trail Blazers,POR,98,New York Knicks,NYK,128,0,Madison Square Garden (IV),0,0,0,0,1
2022-03-16,8:00p,Phoenix Suns,PHO,129,Houston Rockets,HOU,112,0,Toyota Center,1,0,0,0,1
2022-03-16,8:00p,Los Angeles Lakers,LAL,104,Minnesota Timberwolves,MIN,124,0,Target Center,0,0,0,0,1
2022-03-16,8:30p,Oklahoma City Thunder,OKC,120,San Antonio Spurs,SAS,122,0,AT&T Center,0,0,0,0,1
2022-03-16,9:00p,Chicago Bulls,CHI,110,Utah Jazz,UTA,125,0,Vivint Smart Home Arena,0,0,0,0,1
2022-03-16,10:00p,Boston Celtics,BOS,110,Golden State Warriors,GSW,88,0,Chase Center,0,0,0,0,1
2022-03-16,10:00p,Milwaukee Bucks,MIL,135,Sacramento Kings,SAC,126,0,Golden 1 Center,0,0,0,0,1
2022-03-16,10:30p,Toronto Raptors,TOR,103,Los Angeles Clippers,LAC,100,0,Crypto.com Arena,0,0,0,0,1
2022-03-17,7:00p,Detroit Pistons,DET,134,Orlando Magic,ORL,120,0,Amway Center,0,0,0,0,1
2022-03-18,7:00p,Dallas Mavericks,DAL,101,Philadelphia 76ers,PHI,111,0,Wells Fargo Center,0,0,0,0,1
2022-03-18,7:30p,Memphis Grizzlies,MEM,105,Atlanta Hawks,ATL,120,0,State Farm Arena,0,0,0,0,1
2022-03-18,7:30p,Portland Trail Blazers,POR,123,Brooklyn Nets,BRK,128,0,Barclays Center,0,0,0,0,1
2022-03-18,7:30p,Denver Nuggets,DEN,116,Cleveland Cavaliers,CLE,119,1,Rocket Mortgage Fieldhouse,0,0,0,0,1
2022-03-18,7:30p,Washington Wizards,WAS,97,New York Knicks,NYK,100,0,Madison Square Garden (IV),0,0,0,0,1
2022-03-18,7:30p,Los Angeles Lakers,LAL,128,Toronto Raptors,TOR,123,1,Scotiabank Arena,0,0,0,0,1
2022-03-18,8:00p,Indiana Pacers,IND,121,Houston Rockets,HOU,118,0,Toyota Center,0,0,0,0,1
2022-03-18,8:00p,Oklahoma City Thunder,OKC,108,Miami Heat,MIA,120,0,FTX Arena,0,0,0,0,1
2022-03-18,8:30p,New Orleans Pelicans,NOP,124,San Antonio Spurs,SAS,91,0,AT&T Center,0,0,0,0,1
