Date,Team,Player,Status,Reason
10/22/2021,NOP,Daulton Hommes,Out,Injury/Illness - Right Peroneal; Soreness
10/22/2021,NYK,Nerlens Noel,Out,Injury/Illness - Left Knee; sore
10/22/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprained
10/22/2021,PHI,Grant Riller,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2021,PHO,Dario Saric,Out,Injury/Illness - Right Acl; Tear
10/22/2021,SAS,Devontae Cacok,Out,Not With Team
10/22/2021,TOR,Pascal Siakam,Out,Injury/Illness - Left Shoulder; Injury recovery
10/22/2021,WAS,Rui Hachimura,Out,Not With Team
10/22/2021,IND,Caris LeVert,Out,Injury/Illness - Back; Sore Lower
10/22/2021,LAL,Wayne Ellington,Out,Injury/Illness - Left Hamstring; Strain
10/22/2021,NOP,Josh Hart,Out,Injury/Illness - Right Quadriceps; Tendinosis
10/22/2021,NYK,Taj Gibson,Out,Personal Reasons
10/22/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2021,PHI,Shake Milton,Out,Injury/Illness - Right Ankle; Sprain
10/22/2021,WAS,Anthony Gill,Out,Injury/Illness - Right Calf; Right calf strain
10/22/2021,LAL,Sekou Doumbouya,Questionable,Injury/Illness - Stomach; Illness
10/22/2021,ORL,Gary Harris,Out,Injury/Illness - Right Hamstring; Injury Maintenance
10/22/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2021,LAL,Trevor Ariza,Out,Injury/Illness - Right Ankle; Injury recovery
10/22/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury recovery
10/22/2021,WAS,Bradley Beal,Out,Injury/Illness - Right Hip; Right hip contusion
10/22/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury recovery
10/23/2021,ATL,Onyeka Okongwu,Out,Injury/Illness - Right Shoulder; Injury Recovery
10/23/2021,CHI,Coby White,Out,Injury/Illness - Left Shoulder; Injury Management
10/23/2021,CLE,Dylan Windler,Out,Injury/Illness - Right Hip; Strain
10/23/2021,DAL,Eugene Omoruyi,Out,G League - Two-Way
10/23/2021,DET,Chris Smith,Out,Injury/Illness - Left Knee; Injury recovery
10/23/2021,IND,T.J. Warren,Out,Injury/Illness - Left Navicular; Fracture
10/23/2021,MEM,Dillon Brooks,Out,Injury/Illness - Left Hand; Fracture Recovery
10/23/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
10/23/2021,MIL,Bobby Portis,Out,Injury/Illness - Left Hamstring; Strain
10/23/2021,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Fracture
10/23/2021,PHO,Landry Shamet,Probable,Injury/Illness - Right Foot; Soreness
10/23/2021,POR,Tony Snell,Out,Injury/Illness - Right Foot; Sprain
10/23/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
10/23/2021,TOR,Yuta Watanabe,Out,Injury/Illness - Left Calf; Strain
10/23/2021,ATL,Danilo Gallinari,Out,Injury/Illness - Left Shoulder; Soreness
10/23/2021,CLE,Darius Garland,Out,Injury/Illness - Left Ankle; Sprain
10/23/2021,DAL,JaQuori McLaughlin,Out,G League - Two-Way
10/23/2021,DET,Isaiah Livers,Out,Injury/Illness - Right Foot; Injury recovery
10/23/2021,IND,Kelan Martin,Out,Injury/Illness - Left Hamstring; Strain
10/23/2021,MIA,Kyle Lowry,Questionable,Injury/Illness - Left Ankle; Sprain
10/23/2021,MIL,Semi Ojeleye,Out,Injury/Illness - Left Calf; Strain
10/23/2021,NOP,Daulton Hommes,Doubtful,Injury/Illness - Right Peroneal; Soreness
10/23/2021,PHO,Dario Saric,Out,Injury/Illness - Right Acl; Tear
10/23/2021,SAS,Devontae Cacok,Out,Not With Team
10/23/2021,TOR,Pascal Siakam,Out,Injury/Illness - Left Shoulder; Injury recovery
10/23/2021,DET,Cade Cunningham,Out,Injury/Illness - Right Ankle; Sprain
10/23/2021,IND,Caris LeVert,Out,Injury/Illness - Back; Sore Lower
10/23/2021,MIL,Brook Lopez,Out,Injury/Illness - Back; Soreness
10/23/2021,NOP,Josh Hart,Doubtful,Injury/Illness - Right Quadriceps; Tendinosis
10/23/2021,PHO,Cameron Payne,Out,Injury/Illness - Right Hamstring; Strain
10/23/2021,MIL,Donte DiVincenzo,Out,Injury/Illness - Left Ankle; Injury recovery
10/24/2021,BOS,Brodric Thomas,Out,G League - Two-Way
10/24/2021,BRK,Kyrie Irving,Out,Ineligible To Play
10/24/2021,CHO,Terry Rozier,Out,Injury/Illness - Right Ankle; Sprain
10/24/2021,GSW,James Wiseman,Out,Injury/Illness - Right Knee; Injury Recovery
10/24/2021,LAL,Kendrick Nunn,Out,Injury/Illness - Right Knee; Bone bruise
10/24/2021,MEM,Dillon Brooks,Out,Injury/Illness - Left Hand; Fracture Recovery
10/24/2021,NYK,Luka Samanic,Out,G League - Two-Way
10/24/2021,ORL,Chuma Okeke,Out,Injury/Illness - Right Hip; Bone Bruise
10/24/2021,PHI,Ben Simmons,Out,Personal Reasons
10/24/2021,SAC,Maurice Harkless,Questionable,Injury/Illness - Left Hip; Soreness
10/24/2021,BOS,Sam Hauser,Out,G League - Two-Way
10/24/2021,BRK,Blake Griffin,Out,Rest
10/24/2021,GSW,Klay Thompson,Out,Injury/Illness - Right Achilles Tendon; Injury Recovery
10/24/2021,LAL,Talen Horton-Tucker,Out,Injury/Illness - Right Thumb; Injury Recovery
10/24/2021,NYK,Nerlens Noel,Doubtful,Injury/Illness - Left Knee; Sore
10/24/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprain
10/24/2021,PHI,Grant Riller,Out,Injury/Illness - Left Knee; Injury Recovery
10/24/2021,BOS,Jaylen Brown,Out,Injury/Illness - Left Patella; Tendinopathy
10/24/2021,GSW,Jonathan Kuminga,Out,Injury/Illness - Right Patellar Tendon; Strain
10/24/2021,LAL,Wayne Ellington,Out,Injury/Illness - Left Hamstring; Strain
10/24/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
10/24/2021,PHI,Shake Milton,Out,Injury/Illness - Right Ankle; Sprain
10/24/2021,GSW,Andre Iguodala,Out,Injury/Illness - Left Hip; Soreness
10/24/2021,LAL,Trevor Ariza,Out,Injury/Illness - Right Ankle; Injury recovery
10/24/2021,ORL,Gary Harris,Questionable,Injury/Illness - Right Hamstring; Injury Maintenance
10/24/2021,PHI,Joel Embiid,Questionable,Injury/Illness - Right Knee; Soreness
10/24/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury Recovery
10/24/2021,PHI,Andre Drummond,Doubtful,Injury/Illness - Right Ankle; Sprain
10/24/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury Recovery
10/25/2021,BOS,Sam Hauser,Out,G League - Two-Way
10/25/2021,BOS,Al Horford,Out,Injury/Illness - Left Adductor; Strain
10/25/2021,BOS,Romeo Langford,Out,Injury/Illness - Left Calf; Tightness
10/25/2021,BOS,Brodric Thomas,Out,G League - Two-Way
10/25/2021,CHO,Arnoldas Kulboka,Out,G League - Two-Way
10/25/2021,CHO,Scottie Lewis,Out,G League - Two-Way
10/25/2021,CHO,Terry Rozier,Out,Injury/Illness - Right Ankle; Sprain
10/25/2021,CHO,P.J. Washington,Out,Injury/Illness - Right Knee; Sprain
10/25/2021,IND,DeJon Jarreau,Out,G League - Two-Way
10/25/2021,IND,Caris LeVert,Out,Injury/Illness - Back; Sore Lower
10/25/2021,IND,Kelan Martin,Out,Injury/Illness - Left Hamstring; Strain
10/25/2021,IND,T.J. Warren,Out,Injury/Illness - Left Navicular; Fracture
10/25/2021,IND,Duane Washington Jr.,Out,G League - Two-Way
10/25/2021,MIL,Donte DiVincenzo,Out,Injury/Illness - Left Ankle; Injury recovery
10/25/2021,MIL,Jrue Holiday,Out,Injury/Illness - Left Ankle; Sprain
10/25/2021,MIL,Brook Lopez,Out,Injury/Illness - Back; Soreness
10/25/2021,MIL,Semi Ojeleye,Out,Injury/Illness - Left Calf; Strain
10/25/2021,MIL,Bobby Portis,Out,Injury/Illness - Left Hamstring; Strain
10/25/2021,CHI,Tyler Cook,Out,G League - Two-Way
10/25/2021,CHI,Devon Dotson,Out,G League - Two-Way
10/25/2021,CHI,Marko Simonovic,Out,G League - On Assignment
10/25/2021,CHI,Coby White,Out,Injury/Illness - Left Shoulder; Injury Management
10/25/2021,TOR,Pascal Siakam,Out,Injury/Illness - Left Shoulder; Injury recovery
10/25/2021,TOR,Yuta Watanabe,Out,Injury/Illness - Left Calf; Strain
10/25/2021,ATL,Danilo Gallinari,Out,Injury/Illness - Left Shoulder; Soreness
10/25/2021,ATL,De'Andre Hunter,Out,Injury/Illness - Illness; Non-Covid
10/25/2021,ATL,Onyeka Okongwu,Out,Injury/Illness - Right Shoulder; Injury Recovery
10/25/2021,DET,Cade Cunningham,Out,Injury/Illness - Right Ankle; Sprain
10/25/2021,DET,Jerami Grant,Out,Injury/Illness - Left Elbow; Infection
10/25/2021,DET,Isaiah Livers,Out,Injury/Illness - Right Foot; Injury Recovery
10/25/2021,DET,Chris Smith,Out,Injury/Illness - Left Knee; Injury Recovery
10/25/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
10/25/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury Recovery
10/25/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury Recovery
10/25/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
10/25/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprain
10/25/2021,ORL,Chuma Okeke,Out,Injury/Illness - Right Hip; Bone Bruise
10/25/2021,BRK,LaMarcus Aldridge,Out,Rest
10/25/2021,BRK,Kyrie Irving,Out,Ineligible To Play
10/25/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Injury recovery
10/25/2021,WAS,Anthony Gill,Out,Injury/Illness - Right Calf; Right calf strain
10/25/2021,WAS,Rui Hachimura,Out,Not With Team
10/25/2021,WAS,Cassius Winston,Out,Injury/Illness - Left Hamstring; Left hamstring strain
10/25/2021,NOP,Josh Hart,Out,Injury/Illness - Right Quadriceps; Tendinosis
10/25/2021,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Fracture
10/25/2021,CLE,Tacko Fall,Out,G League - Two-Way
10/25/2021,CLE,Darius Garland,Questionable,Injury/Illness - Left Ankle; Sprain
10/25/2021,CLE,RJ Nembhard Jr.,Out,G League - Two-Way
10/25/2021,CLE,Dylan Windler,Questionable,Injury/Illness - Right Hip; Strain
10/25/2021,DEN,Vlatko Cancar,Out,Injury/Illness - Left Hip; Strain
10/25/2021,DEN,Jamal Murray,Out,Injury/Illness - Left Knee; Injury Recovery
10/25/2021,POR,Norman Powell,Out,Injury/Illness - Left Patellar; Tendonipathy
10/25/2021,POR,Tony Snell,Out,Injury/Illness - Right Foot; Sprain
10/26/2021,DAL,Eugene Omoruyi,Out,G League - Two-Way
10/26/2021,DEN,Jamal Murray,Out,Injury/Illness - Left Knee; Injury Recovery
10/26/2021,GSW,James Wiseman,Out,Injury/Illness - Right Knee; Injury Recovery
10/26/2021,HOU,Daishen Nix,Out,G League - Two-Way
10/26/2021,LAL,Kendrick Nunn,Out,Injury/Illness - Right Knee; Bone bruise
10/26/2021,NYK,Luka Samanic,Out,G League - Two-Way
10/26/2021,OKC,Paul Watson,Out,G League - Two-Way
10/26/2021,PHI,Jaden Springer,Out,G League - On Assignment
10/26/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
10/26/2021,UTA,Miye Oni,Questionable,Injury/Illness - N/A; Non-COVID related illness
10/26/2021,DAL,JaQuori McLaughlin,Out,G League - Two-Way
10/26/2021,DEN,P.J. Dozier,Probable,Injury/Illness - Left Elbow; Sprain
10/26/2021,GSW,Klay Thompson,Out,Injury/Illness - Right Achilles Tendon; Injury Recovery
10/26/2021,HOU,Garrison Mathews,Out,G League - Two-Way
10/26/2021,LAL,LeBron James,Out,Injury/Illness - Right Ankle; Soreness
10/26/2021,NYK,Nerlens Noel,Out,Injury/Illness - Left Knee; sore
10/26/2021,OKC,Derrick Favors,Out,Rest
10/26/2021,PHI,Ben Simmons,Out,Personal Reasons
10/26/2021,SAS,Devontae Cacok,Out,Not With Team
10/26/2021,UTA,Rudy Gay,Out,Injury/Illness - Right Heel; Injury recovery
10/26/2021,DEN,Vlatko Cancar,Out,Injury/Illness - Left Hip; Strain
10/26/2021,GSW,Jonathan Kuminga,Out,Injury/Illness - Right Patellar Tendon; Strain
10/26/2021,LAL,Jay Huff,Out,G League - Two-Way
10/26/2021,PHI,Grant Riller,Out,Injury/Illness - Left Knee; Injury recovery
10/26/2021,GSW,Jeff Dowtin,Out,G League - Two-Way
10/26/2021,LAL,Talen Horton-Tucker,Out,Injury/Illness - Right Thumb; Injury recovery
10/26/2021,PHI,Shake Milton,Out,Injury/Illness - Right Ankle; Sprain
10/26/2021,LAL,Sekou Doumbouya,Out,G League - Two-Way
10/26/2021,PHI,Aaron Henry,Out,G League - Two-Way
10/26/2021,LAL,Trevor Ariza,Out,Injury/Illness - Right Ankle; Injury recovery
10/27/2021,CHO,Terry Rozier,Out,Injury/Illness - Right Ankle; Sprain
10/27/2021,CHO,P.J. Washington,Out,Injury/Illness - Right Knee; Sprain
10/27/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury recovery
10/27/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury recovery
10/27/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
10/27/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprained
10/27/2021,ORL,Chuma Okeke,Out,Injury/Illness - Right Hip; Bone bruise
10/27/2021,ATL,Onyeka Okongwu,Out,Injury/Illness - Right Shoulder; Injury Recovery
10/27/2021,ATL,Lou Williams,Out,Injury/Illness - Right Ankle; Soreness
10/27/2021,NOP,Josh Hart,Out,Injury/Illness - Right Quadriceps; Tendinosis
10/27/2021,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Fracture
10/27/2021,IND,DeJon Jarreau,Out,G League - Two-Way
10/27/2021,IND,Caris LeVert,Out,Injury/Illness - Back; Sore
10/27/2021,IND,Kelan Martin,Out,Injury/Illness - Left Hamstring; Strain
10/27/2021,IND,T.J. Warren,Out,Injury/Illness - Left Navicular; Fracture
10/27/2021,IND,Duane Washington Jr.,Out,G League - Two-Way
10/27/2021,TOR,Pascal Siakam,Out,Injury/Illness - Left Shoulder; Injury recovery
10/27/2021,TOR,Yuta Watanabe,Out,Injury/Illness - Left Calf; Strain
10/27/2021,BRK,Nic Claxton,Out,Injury/Illness - N/a; Illness (Non-Covid)
10/27/2021,BRK,Kyrie Irving,Out,Ineligible To Play
10/27/2021,MIA,Marcus Garrett,Out,G League - Two-Way
10/27/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
10/27/2021,BOS,Sam Hauser,Out,G League - Two-Way
10/27/2021,BOS,Romeo Langford,Out,Injury/Illness - Left Calf; Strain
10/27/2021,BOS,Brodric Thomas,Out,G League - Two-Way
10/27/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Injury recovery
10/27/2021,WAS,Anthony Gill,Out,Injury/Illness - Right Calf; Right calf strain
10/27/2021,WAS,Rui Hachimura,Out,Not With Team
10/27/2021,WAS,Raul Neto,Out,Injury/Illness - Left Shoulder; Left shoulder contusion
10/27/2021,WAS,Cassius Winston,Out,Injury/Illness - Left Hamstring; Left hamstring strain
10/27/2021,LAL,Trevor Ariza,Out,Injury/Illness - Right Ankle; Injury recovery
10/27/2021,LAL,Sekou Doumbouya,Out,G League - Two-Way
10/27/2021,LAL,Talen Horton-Tucker,Out,Injury/Illness - Right Thumb; Injury recovery
10/27/2021,LAL,Jay Huff,Out,G League - Two-Way
10/27/2021,LAL,LeBron James,Out,Injury/Illness - Right Ankle; Soreness
10/27/2021,LAL,Kendrick Nunn,Out,Injury/Illness - Right Knee; Bone bruise
10/27/2021,OKC,Mike Muscala,Out,Rest
10/27/2021,OKC,Aaron Wiggins,Out,G League - Two-Way
10/27/2021,MIL,Donte DiVincenzo,Out,Injury/Illness - Left Ankle; Injury recovery
10/27/2021,MIL,Jrue Holiday,Out,Injury/Illness - Left Ankle; Sprain
10/27/2021,MIL,Brook Lopez,Out,Injury/Illness - Back; Soreness
10/27/2021,MIN,McKinley Wright IV,Out,G League - Two-Way
10/27/2021,MEM,Dillon Brooks,Out,Injury/Illness - Left Hand; Fracture Recovery
10/27/2021,POR,Norman Powell,Out,Injury/Illness - Left Patellar; Tendinopathy
10/27/2021,POR,Tony Snell,Out,Injury/Illness - Right Foot; Sprain
10/27/2021,PHO,Cameron Payne,Out,Injury/Illness - Right Hamstring; Strain
10/27/2021,PHO,Dario Saric,Out,Injury/Illness - Right Acl; Tear
10/27/2021,SAC,Louis King,Out,G League - Two-Way
10/27/2021,SAC,Neemias Queta,Out,G League - Two-Way
10/27/2021,SAC,Jahmi'us Ramsey,Out,G League - On Assignment
10/27/2021,SAC,Robert Woodard II,Out,G League - On Assignment
10/27/2021,CLE,Tacko Fall,Out,G League - Two-Way
10/27/2021,CLE,RJ Nembhard Jr.,Out,G League - Two-Way
10/27/2021,CLE,Isaac Okoro,Doubtful,Injury/Illness - Left Hamstring; Strain
10/28/2021,ATL,Onyeka Okongwu,Out,Injury/Illness - Right Shoulder; Injury Recovery
10/28/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Left ACL injury recovery
10/28/2021,WAS,Spencer Dinwiddie,Out,Rest - Rest
10/28/2021,WAS,Daniel Gafford,Out,Injury/Illness - Right Quad; Right quad contusion
10/28/2021,WAS,Anthony Gill,Out,Injury/Illness - Right Calf; Right calf strain
10/28/2021,WAS,Rui Hachimura,Out,Not With Team
10/28/2021,WAS,Cassius Winston,Out,Injury/Illness - Left Hamstring; Left hamstring strain
10/28/2021,DET,Cade Cunningham,Out,G League - On Assignment
10/28/2021,DET,Isaiah Livers,Out,G League - On Assignment
10/28/2021,DET,Chris Smith,Out,G League - Two-Way
10/28/2021,PHI,Aaron Henry,Out,G League - Two-Way
10/28/2021,PHI,Grant Riller,Out,Injury/Illness - Left Knee; Injury recovery
10/28/2021,PHI,Ben Simmons,Out,Personal Reasons
10/28/2021,PHI,Jaden Springer,Out,G League - On Assignment
10/28/2021,CHI,Tyler Cook,Out,G League - Two-Way
10/28/2021,CHI,Devon Dotson,Out,G League - Two-Way
10/28/2021,CHI,Marko Simonovic,Out,G League - On Assignment
10/28/2021,CHI,Coby White,Out,Injury/Illness - Left Shoulder; Injury Management
10/28/2021,NYK,Nerlens Noel,Out,Injury/Illness - Left Knee; Sore
10/28/2021,NYK,Luka Samanic,Out,G League - Two-Way
10/28/2021,HOU,Danuel House Jr.,Out,Injury/Illness - Right Foot; Sprain
10/28/2021,HOU,Garrison Mathews,Out,G League - Two-Way
10/28/2021,HOU,Daishen Nix,Out,G League - Two-Way
10/28/2021,UTA,Udoka Azubuike,Out,G League - On Assignment
10/28/2021,UTA,Rudy Gay,Out,Injury/Illness - Right Heel; Injury Recovery
10/28/2021,UTA,Miye Oni,Out,Injury/Illness - N/A; non-COVID illness
10/28/2021,DAL,Sterling Brown,Out,Injury/Illness - Left Ankle; Sprain
10/28/2021,DAL,Trey Burke,Out,Health and Safety Protocols
10/28/2021,DAL,Boban Marjanovic,Probable,Injury/Illness - Low Back; Tightness
10/28/2021,DAL,Kristaps Porzingis,Out,Injury/Illness - Low Back; Tightness
10/28/2021,SAS,Devontae Cacok,Out,G League - Two-Way
10/28/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
10/28/2021,SAS,Doug McDermott,Out,Injury/Illness - Right Knee; Inflammation
10/28/2021,SAS,Joshua Primo,Out,G League - On Assignment
10/28/2021,SAS,Joe Wieskamp,Out,G League - Two-Way
10/28/2021,GSW,Jonathan Kuminga,Out,Injury/Illness - Right Patellar Tendon; Strain
