Date,Team,Player,Status,Reason
12/14/2021,NYK,Obi Toppin,Out,Health and Safety Protocols
12/14/2021,BRK,LaMarcus Aldridge,Out,Health and Safety Protocols
12/14/2021,BRK,DeAndre' Bembry,Out,Health and Safety Protocols
12/14/2021,BRK,Bruce Brown,Out,Health and Safety Protocols
12/14/2021,BRK,Jevon Carter,Out,Health and Safety Protocols
12/14/2021,BRK,James Harden,Out,Health and Safety Protocols
12/14/2021,BRK,Joe Harris,Out,Injury/Illness - Left Ankle; Surgery
12/14/2021,BRK,Kyrie Irving,Out,Ineligible To Play
12/14/2021,BRK,James Johnson,Out,Health and Safety Protocols
12/14/2021,BRK,Paul Millsap,Out,Health and Safety Protocols
12/14/2021,TOR,Precious Achiuwa,Out,Health and Safety Protocols
12/14/2021,TOR,OG Anunoby,Out,Injury/Illness - Left Hip; Pointer
12/14/2021,TOR,Dalano Banton,Out,Injury/Illness - Illness; Non-COVID
12/14/2021,TOR,Khem Birch,Out,Injury/Illness - Right Knee; Swelling
12/14/2021,TOR,Goran Dragic,Out,Not With Team
12/14/2021,TOR,David Johnson,Out,Injury/Illness - Left Calf; Strain
12/14/2021,PHO,Deandre Ayton,Questionable,Injury/Illness - Non-covid; Illness
12/14/2021,PHO,Devin Booker,Out,Injury/Illness - Left Hamstring; Strain
12/14/2021,PHO,Chandler Hutchison,Out,G League - Two-Way
12/14/2021,PHO,Frank Kaminsky,Out,Injury/Illness - Right Knee; Stress reaction
12/14/2021,PHO,Abdel Nader,Out,Injury/Illness - Right Knee; Injury management
12/14/2021,PHO,Dario Saric,Out,Injury/Illness - Right Acl; Tear
12/14/2021,PHO,Jalen Smith,Out,Injury/Illness - Non-covid; Illness
12/14/2021,POR,CJ McCollum,Out,Injury/Illness - Right Lung; Pneumothorax
12/14/2021,POR,Cody Zeller,Out,Injury/Illness - Right Patellar; Fracture
12/15/2021,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Ankle; Sprain
12/15/2021,ATL,Solomon Hill,Out,Injury/Illness - Right Hamstring; Tear
12/15/2021,ATL,De'Andre Hunter,Out,Injury/Illness - Right Wrist; Tendon Surgery
12/15/2021,ATL,Jalen Johnson,Out,G League - On Assignment
12/15/2021,ATL,Skylar Mays,Out,G League - Two-Way
12/15/2021,ATL,Onyeka Okongwu,Out,G League - On Assignment
12/15/2021,ORL,Mo Bamba,Out,Injury/Illness - Right Ankle; Sprain
12/15/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury recovery
12/15/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury recovery
12/15/2021,ORL,Gary Harris,Out,Injury/Illness - Left Hamstring; Tightness
12/15/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
12/15/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprain
12/15/2021,ORL,Jalen Suggs,Out,Injury/Illness - Right Thumb; Fracture
12/15/2021,CLE,Tacko Fall,Out,G League - Two-Way
12/15/2021,CLE,Evan Mobley,Out,Injury/Illness - Right Hip; Soreness
12/15/2021,CLE,RJ Nembhard Jr.,Out,G League - Two-Way
12/15/2021,CLE,Collin Sexton,Out,Injury/Illness - Left Knee; Meniscal Tear
12/15/2021,HOU,Eric Gordon,Out,Injury/Illness - Right Groin; Tightness
12/15/2021,HOU,Jalen Green,Out,Injury/Illness - Left Hamstring; Strain
12/15/2021,HOU,Danuel House Jr.,Out,Injury/Illness - Left Ankle; Sprain
12/15/2021,HOU,Daishen Nix,Out,G League - Two-Way
12/15/2021,HOU,Kevin Porter Jr.,Out,Injury/Illness - Left Thigh; Contusion
12/15/2021,HOU,Christian Wood,Out,Injury/Illness - Left Knee; Tendinitis
12/15/2021,MIA,Bam Adebayo,Out,Injury/Illness - Right Thumb; UCL Reconstruction
12/15/2021,MIA,Jimmy Butler,Out,Injury/Illness - Tailbone; Contusion
12/15/2021,MIA,Tyler Herro,Out,Injury/Illness - Right Quadriceps; Contusion
12/15/2021,MIA,Caleb Martin,Out,Health and Safety Protocols
12/15/2021,MIA,Markieff Morris,Out,Injury/Illness - Neck; Whiplash
12/15/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
12/15/2021,PHI,Furkan Korkmaz,Out,Injury/Illness - N/a; Non COVID illness
12/15/2021,PHI,Georges Niang,Out,Health and Safety Protocols
12/15/2021,PHI,Grant Riller,Out,Injury/Illness - Right Shoulder; Soreness
12/15/2021,PHI,Ben Simmons,Out,Personal Reasons
12/15/2021,PHI,Jaden Springer,Out,Injury/Illness - N/a; Concussion protocol
12/15/2021,DAL,Sterling Brown,Out,Injury/Illness - Left Foot; Soreness
12/15/2021,DAL,Willie Cauley-Stein,Out,Personal Reasons
12/15/2021,DAL,Luka Doncic,Out,Injury/Illness - Left Ankle; Soreness
12/15/2021,LAL,Trevor Ariza,Out,Injury/Illness - Right Ankle; Injury recovery
12/15/2021,LAL,Talen Horton-Tucker,Out,Health and Safety Protocols
12/15/2021,LAL,Dwight Howard,Out,Health and Safety Protocols
12/15/2021,LAL,Malik Monk,Out,Health and Safety Protocols
12/15/2021,LAL,Kendrick Nunn,Out,Injury/Illness - Right Knee; Bone bruise
12/15/2021,IND,Goga Bitadze,Out,G League - On Assignment
12/15/2021,IND,Torrey Craig,Out,Injury/Illness - N/A; Non-COVID related illness
12/15/2021,IND,T.J. McConnell,Out,Injury/Illness - Right Wrist; Ligament Surgery
12/15/2021,IND,Terry Taylor,Out,G League - Two-Way
12/15/2021,IND,T.J. Warren,Out,Injury/Illness - Left Navicular; Fracture
12/15/2021,IND,Duane Washington Jr.,Out,G League - Two-Way
12/15/2021,MIL,Giannis Antetokounmpo,Out,Health and Safety Protocols
12/15/2021,MIL,DeMarcus Cousins,Out,Personal Reasons
12/15/2021,MIL,Donte DiVincenzo,Out,Health and Safety Protocols
12/15/2021,MIL,Brook Lopez,Out,Injury/Illness - Back; Surgery
12/15/2021,MIL,Wesley Matthews,Out,Health and Safety Protocols
12/15/2021,MIL,Khris Middleton,Questionable,Injury/Illness - Left Knee; Hyperextension
12/15/2021,MIL,Semi Ojeleye,Out,Injury/Illness - Right Calf; Strain
12/15/2021,NOP,Jose Alvarado,Out,G League - Two-Way
12/15/2021,NOP,Daulton Hommes,Out,Injury/Illness - Right Fibular; Stress Fracture
12/15/2021,NOP,Kira Lewis Jr.,Out,Injury/Illness - Right Knee ACL/MCL; Sprain
12/15/2021,NOP,Didi Louzada,Out,League Suspension
12/15/2021,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Fracture
12/15/2021,OKC,Luguentz Dort,Out,Injury/Illness - Left Ankle; Sprain
12/15/2021,CHO,LaMelo Ball,Out,G League - On Assignment
12/15/2021,CHO,Arnoldas Kulboka,Out,G League - Two-Way
12/15/2021,CHO,Ish Smith,Out,G League - On Assignment
12/15/2021,SAS,Devontae Cacok,Out,G League - Two-Way
12/15/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
12/15/2021,SAS,Joshua Primo,Out,G League - On Assignment
12/15/2021,SAS,Lonnie Walker IV,Out,"Injury/Illness - "" ""; Gastroenteritis"
12/15/2021,SAS,Joe Wieskamp,Out,G League - Two-Way
12/15/2021,DEN,Will Barton,Probable,Injury/Illness - Non-covid; Illness
12/15/2021,DEN,P.J. Dozier,Out,Injury/Illness - Left Acl; Surgery
12/15/2021,DEN,Aaron Gordon,Probable,Injury/Illness - Low Back; Pain
12/15/2021,DEN,JaMychal Green,Out,Injury/Illness - Right Ankle; Sprain
12/15/2021,DEN,Jamal Murray,Out,Injury/Illness - Left Knee; Injury Recovery
12/15/2021,DEN,Michael Porter Jr.,Out,Injury/Illness - Lumbar Spine; Surgery
12/15/2021,DEN,Austin Rivers,Questionable,Health and Safety Protocols
12/15/2021,MIN,D'Angelo Russell,Questionable,Injury/Illness - Right Ankle; Soreness
12/15/2021,MIN,McKinley Wright IV,Out,G League - Two-Way
12/15/2021,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Sprain
12/15/2021,UTA,Jared Butler,Out,Injury/Illness - Right Knee; Soreness
12/15/2021,MEM,Brandon Clarke,Out,Injury/Illness - Right Knee; Soreness
12/15/2021,MEM,Sam Merrill,Out,Injury/Illness - Left Ankle; Sprain
12/15/2021,MEM,Ja Morant,Out,Injury/Illness - Left Knee; Sprain + Health and Safety Protocols
12/15/2021,MEM,Ziaire Williams,Out,Injury/Illness - Left Ankle; Sprain
12/15/2021,POR,CJ McCollum,Out,Injury/Illness - Right Lung; Pneumothorax
12/15/2021,POR,Cody Zeller,Out,Injury/Illness - Right Patellar; Fracture
12/15/2021,SAC,Marvin Bagley III,Out,Health and Safety Protocols
12/15/2021,SAC,Terence Davis,Out,Health and Safety Protocols
12/15/2021,SAC,Richaun Holmes,Doubtful,Injury/Illness - Right Eye; Injury
12/15/2021,SAC,Louis King,Out,G League - Two-Way
12/15/2021,SAC,Neemias Queta,Out,G League - Two-Way
12/15/2021,SAC,Jahmi'us Ramsey,Out,G League - On Assignment
12/15/2021,SAC,Robert Woodard II,Out,G League - On Assignment
12/15/2021,WAS,Joel Ayayi,Out,G League - Two-Way
12/15/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Left ACL injury recovery
12/15/2021,WAS,Rui Hachimura,Out,Not with Team - Return to Competition Reconditioning
12/15/2021,WAS,Kyle Kuzma,Questionable,Health and Safety Protocols
12/15/2021,WAS,Isaiah Todd,Out,G League - On Assignment
12/15/2021,WAS,Cassius Winston,Out,G League - Two-Way
12/16/2021,DET,Jerami Grant,Out,Injury/Illness - Right Thumb; Sprain
12/16/2021,DET,Kelly Olynyk,Out,Injury/Illness - Left Knee; Sprain
12/16/2021,DET,Chris Smith,Out,G League - Two-Way
12/16/2021,IND,Malcolm Brogdon,Out,Injury/Illness - Right Achilles; Sore
12/16/2021,IND,T.J. McConnell,Out,Injury/Illness - Right Wrist; Ligament Surgery
12/16/2021,IND,Terry Taylor,Out,G League - Two-Way
12/16/2021,IND,T.J. Warren,Out,Injury/Illness - Left Navicular; Fracture
12/16/2021,BRK,LaMarcus Aldridge,Out,Health and Safety Protocols
12/16/2021,BRK,DeAndre' Bembry,Out,Health and Safety Protocols
12/16/2021,BRK,Bruce Brown,Out,Health and Safety Protocols
12/16/2021,BRK,Jevon Carter,Out,Health and Safety Protocols
12/16/2021,BRK,James Harden,Out,Health and Safety Protocols
12/16/2021,BRK,Joe Harris,Out,Injury/Illness - Left Ankle; Surgery
12/16/2021,BRK,Kyrie Irving,Out,Ineligible To Play
12/16/2021,BRK,James Johnson,Out,Health and Safety Protocols
12/16/2021,BRK,Paul Millsap,Out,Health and Safety Protocols
12/16/2021,PHI,Furkan Korkmaz,Out,Injury/Illness - N/a; Non COVID illness
12/16/2021,PHI,Tyrese Maxey,Out,Injury/Illness - Left Quad; Contusion
12/16/2021,PHI,Georges Niang,Out,Health and Safety Protocols
12/16/2021,PHI,Grant Riller,Out,Injury/Illness - Right Shoulder; Soreness
12/16/2021,PHI,Ben Simmons,Out,Personal Reasons
12/16/2021,PHI,Jaden Springer,Out,Injury/Illness - N/a; Concussion protocol
12/16/2021,HOU,Jalen Green,Out,Injury/Illness - Left Hamstring; Strain
12/16/2021,HOU,Danuel House Jr.,Out,Injury/Illness - Left Ankle; Sprain
12/16/2021,HOU,Daishen Nix,Out,G League - Two-Way
12/16/2021,HOU,Kevin Porter Jr.,Out,Injury/Illness - Left Thigh; Contusion
12/16/2021,HOU,Christian Wood,Out,Injury/Illness - Left Knee; Tendinitis
12/16/2021,NYK,RJ Barrett,Out,Health and Safety Protocols
12/16/2021,NYK,Quentin Grimes,Out,Health and Safety Protocols
12/16/2021,NYK,Kevin Knox II,Out,Health and Safety Protocols
12/16/2021,NYK,Luka Samanic,Out,G League - Two-Way
12/16/2021,NYK,Jericho Sims,Out,G League - Two-Way
12/16/2021,NYK,Obi Toppin,Out,Health and Safety Protocols
12/16/2021,PHO,Devin Booker,Out,Injury/Illness - Left Hamstring; Strain
12/16/2021,PHO,Chandler Hutchison,Out,G League - Two-Way
12/16/2021,PHO,Frank Kaminsky,Out,Injury/Illness - Right Knee; Stress reaction
12/16/2021,PHO,Abdel Nader,Out,Injury/Illness - Right Knee; Injury management
12/16/2021,PHO,Dario Saric,Out,Injury/Illness - Right Acl; Tear
12/16/2021,WAS,Joel Ayayi,Out,G League - Two-Way
12/16/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Left ACL injury recovery
12/16/2021,WAS,Spencer Dinwiddie,Out,Injury/Illness - Right Knee; Right knee injury maintenance
12/16/2021,WAS,Rui Hachimura,Out,Not with Team - Return to Competition Reconditioning
12/16/2021,WAS,Isaiah Todd,Out,G League - On Assignment
12/16/2021,WAS,Cassius Winston,Out,G League - Two-Way
12/17/2021,MIA,Bam Adebayo,Out,Injury/Illness - Right Thumb; UCL Reconstruction
12/17/2021,MIA,Jimmy Butler,Out,Injury/Illness - Tailbone; Contusion
12/17/2021,MIA,Tyler Herro,Out,Injury/Illness - Right Quadriceps; Contusion
12/17/2021,MIA,Caleb Martin,Out,Health and Safety Protocols
12/17/2021,MIA,Markieff Morris,Out,Injury/Illness - Neck; Whiplash
12/17/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
12/17/2021,ORL,Cole Anthony,Out,Injury/Illness - Right Ankle; Sprain
12/17/2021,ORL,Mo Bamba,Out,Health and Safety Protocols
12/17/2021,ORL,Ignas Brazdeikis,Out,Health and Safety Protocols
12/17/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury recovery
12/17/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury recovery
12/17/2021,ORL,R.J. Hampton,Out,Health and Safety Protocols
12/17/2021,ORL,Gary Harris,Questionable,Injury/Illness - Left Hamstring; Tightness
12/17/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury recovery
12/17/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprain
12/17/2021,ORL,Terrence Ross,Out,Health and Safety Protocols
12/17/2021,ORL,Jalen Suggs,Out,Injury/Illness - Right Thumb; Fracture
12/17/2021,ORL,Moritz Wagner,Out,Health and Safety Protocols
12/17/2021,ATL,Bogdan Bogdanovic,Out,Injury/Illness - Right Ankle; Sprain
12/17/2021,ATL,Solomon Hill,Out,Injury/Illness - Right Hamstring; Tear
12/17/2021,ATL,De'Andre Hunter,Out,Injury/Illness - Right Wrist; Tendon Surgery
12/17/2021,ATL,Jalen Johnson,Out,G League - On Assignment
12/17/2021,ATL,Skylar Mays,Out,G League - Two-Way
12/17/2021,DEN,Bol Bol,Out,Health and Safety Protocols
12/17/2021,DEN,P.J. Dozier,Out,Injury/Illness - Left Acl; Surgery
12/17/2021,DEN,JaMychal Green,Out,Injury/Illness - Right Ankle; Sprain
12/17/2021,DEN,Markus Howard,Out,Injury/Illness - Left Knee; Sprain
12/17/2021,DEN,Jamal Murray,Out,Injury/Illness - Left Knee; Injury Recovery
12/17/2021,DEN,Michael Porter Jr.,Out,Injury/Illness - Lumbar Spine; Surgery / health and safety protocols
12/17/2021,DEN,Austin Rivers,Probable,Health and Safety Protocols
12/17/2021,BOS,Sam Hauser,Out,Health and Safety Protocols
12/17/2021,BOS,Juancho Hernangomez,Out,Health and Safety Protocols
12/17/2021,BOS,Al Horford,Out,Health and Safety Protocols
12/17/2021,BOS,Jabari Parker,Out,Health and Safety Protocols
12/17/2021,BOS,Dennis Schroder,Out,Injury/Illness - Illness; Non-COVID
12/17/2021,BOS,Grant Williams,Out,Health and Safety Protocols
12/17/2021,GSW,Jordan Poole,Out,Health and Safety Protocols
12/17/2021,GSW,Klay Thompson,Out,Injury/Illness - Right Achilles Tendon; Injury Recovery
12/17/2021,GSW,James Wiseman,Out,Injury/Illness - Right Knee; Injury Recovery
12/17/2021,MIL,Giannis Antetokounmpo,Out,Health and Safety Protocols
12/17/2021,MIL,Thanasis Antetokounmpo,Out,Injury/Illness - Right Soleus; Strain
12/17/2021,MIL,Donte DiVincenzo,Out,Health and Safety Protocols
12/17/2021,MIL,Brook Lopez,Out,Injury/Illness - Back; Surgery
12/17/2021,MIL,Wesley Matthews,Out,Health and Safety Protocols
12/17/2021,MIL,Khris Middleton,Out,Injury/Illness - Left Knee; Hyperextension
12/17/2021,MIL,Semi Ojeleye,Out,Injury/Illness - Right Calf; Strain
12/17/2021,MIL,Bobby Portis,Out,Health and Safety Protocols
12/17/2021,NOP,Daulton Hommes,Out,Injury/Illness - Right Fibular; Stress Fracture
12/17/2021,NOP,Kira Lewis Jr.,Out,Injury/Illness - Right Knee ACL/MCL; Sprain
12/17/2021,NOP,Didi Louzada,Out,League Suspension
12/17/2021,NOP,Zion Williamson,Out,Injury/Illness - Right Foot; Fracture
12/17/2021,SAS,Devontae Cacok,Out,G League - Two-Way
12/17/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
12/17/2021,SAS,Joshua Primo,Out,G League - On Assignment
12/17/2021,SAS,Joe Wieskamp,Out,G League - Two-Way
12/17/2021,UTA,Udoka Azubuike,Out,Injury/Illness - Right Ankle; Sprain
12/17/2021,UTA,Malik Fitts,Out,Injury/Illness - Right Shoulder; Sprain
12/17/2021,CHO,LaMelo Ball,Questionable,Return to Competition Reconditioning
12/17/2021,CHO,Arnoldas Kulboka,Out,G League - Two-Way
12/17/2021,POR,CJ McCollum,Out,Injury/Illness - Right Lung; Pneumothorax
12/17/2021,POR,Dennis Smith Jr.,Questionable,Injury/Illness - Right Knee; Imflammation
12/17/2021,POR,Tony Snell,Out,Personal Reasons
12/17/2021,POR,Cody Zeller,Out,Injury/Illness - Right Patellar; Fracture
12/17/2021,LAL,Trevor Ariza,Questionable,Injury/Illness - Right Ankle; Injury recovery
12/17/2021,LAL,Avery Bradley,Out,Health and Safety Protocols
12/17/2021,LAL,Anthony Davis,Probable,Injury/Illness - Left Knee; Soreness
12/17/2021,LAL,Talen Horton-Tucker,Out,Health and Safety Protocols
12/17/2021,LAL,Dwight Howard,Out,Health and Safety Protocols
12/17/2021,LAL,LeBron James,Probable,Injury/Illness - Rectus Abdominis; Strain
12/17/2021,LAL,Malik Monk,Out,Health and Safety Protocols
12/17/2021,LAL,Kendrick Nunn,Out,Injury/Illness - Right Knee; Bone bruise; + Health and Safety Protocols
12/17/2021,LAL,Austin Reaves,Out,Health and Safety Protocols
12/17/2021,MIN,Anthony Edwards,Out,Health and Safety Protocols
12/17/2021,MIN,Taurean Prince,Out,Health and Safety Protocols
12/17/2021,MIN,McKinley Wright IV,Out,G League - Two-Way
12/17/2021,MEM,Santi Aldama,Questionable,Injury/Illness - Right Calf; Soreness
12/17/2021,MEM,Brandon Clarke,Out,Injury/Illness - Right Knee; Soreness
12/17/2021,MEM,Sam Merrill,Out,Injury/Illness - Left Ankle; Sprain
12/17/2021,MEM,Ja Morant,Out,Injury/Illness - Left Knee; Sprain + Health and Safety Protocols
12/17/2021,MEM,Ziaire Williams,Out,Injury/Illness - Left Ankle; Sprain
12/17/2021,SAC,Marvin Bagley III,Out,Health and Safety Protocols
12/17/2021,SAC,Terence Davis,Out,Health and Safety Protocols
12/17/2021,SAC,De'Aaron Fox,Out,Health and Safety Protocols
12/17/2021,SAC,Tyrese Haliburton,Questionable,Injury/Illness - Back; Soreness
12/17/2021,SAC,Richaun Holmes,Out,Injury/Illness - Right Eye; Injury
12/17/2021,SAC,Louis King,Out,Health and Safety Protocols
12/17/2021,SAC,Alex Len,Out,Health and Safety Protocols
12/17/2021,SAC,Chimezie Metu,Questionable,Injury/Illness - Left Knee; Soreness
12/17/2021,SAC,Davion Mitchell,Out,Health and Safety Protocols
12/18/2021,DET,Jerami Grant,Out,Injury/Illness - Right Thumb; Sprain
12/18/2021,DET,Isaiah Livers,Out,G League - On Assignment
12/18/2021,DET,Kelly Olynyk,Out,Injury/Illness - Left Knee; Sprain
12/18/2021,DET,Jamorko Pickett,Out,G League - Two-Way
12/18/2021,DET,Chris Smith,Out,G League - Two-Way
12/18/2021,HOU,Armoni Brooks,Out,Injury/Illness - Left Ankle; Soreness
12/18/2021,HOU,Jalen Green,Out,Injury/Illness - Left Hamstring; Strain
12/18/2021,HOU,Danuel House Jr.,Out,Not With Team
12/18/2021,HOU,Daishen Nix,Out,G League - Two-Way
12/18/2021,HOU,Kevin Porter Jr.,Out,Injury/Illness - Left Thigh; Contusion
12/18/2021,NYK,RJ Barrett,Out,Health and Safety Protocols
12/18/2021,NYK,Quentin Grimes,Out,Health and Safety Protocols
12/18/2021,NYK,Kevin Knox II,Out,Health and Safety Protocols
12/18/2021,NYK,Immanuel Quickley,Out,Health and Safety Protocols
12/18/2021,NYK,Derrick Rose,Questionable,Injury/Illness - Right Ankle; Sore
12/18/2021,NYK,Luka Samanic,Out,G League - Two-Way
12/18/2021,NYK,Jericho Sims,Out,G League - Two-Way
12/18/2021,NYK,Obi Toppin,Out,Health and Safety Protocols
12/18/2021,GSW,Stephen Curry,Out,Rest
12/18/2021,GSW,Draymond Green,Out,Injury/Illness - Right Hip; Tightness
12/18/2021,GSW,Andre Iguodala,Out,Injury/Illness - Right Knee; Injury Management
12/18/2021,GSW,Jordan Poole,Out,Health and Safety Protocols
12/18/2021,GSW,Otto Porter Jr.,Out,Injury/Illness - Left Foot; Injury Management
12/18/2021,GSW,Klay Thompson,Out,Injury/Illness - Right Achilles Tendon; Injury Recovery
12/18/2021,GSW,Andrew Wiggins,Out,Injury/Illness - Left Knee; Soreness
12/18/2021,GSW,James Wiseman,Out,Injury/Illness - Right Knee; Injury Recovery
12/18/2021,TOR,Precious Achiuwa,Questionable,Injury/Illness - Right Shoulder; Tendinitis
12/18/2021,TOR,OG Anunoby,Questionable,Injury/Illness - Left Hip; Pointer
12/18/2021,TOR,Khem Birch,Questionable,Injury/Illness - Right Knee; Swelling
12/18/2021,TOR,Goran Dragic,Out,Not With Team
12/18/2021,TOR,David Johnson,Out,Injury/Illness - Left Calf; Strain
12/18/2021,BRK,LaMarcus Aldridge,Out,Health and Safety Protocols
12/18/2021,BRK,DeAndre' Bembry,Out,Health and Safety Protocols
12/18/2021,BRK,Bruce Brown,Out,Health and Safety Protocols
12/18/2021,BRK,Jevon Carter,Out,Health and Safety Protocols
12/18/2021,BRK,Nic Claxton,Questionable,Injury/Illness - Left Wrist; Soreness
12/18/2021,BRK,David Duke Jr.,Probable,Injury/Illness - Left Hip; Soreness
12/18/2021,BRK,Kevin Durant,Out,Injury/Illness - Right Ankle; Soreness
12/18/2021,BRK,James Harden,Out,Health and Safety Protocols
12/18/2021,BRK,Joe Harris,Out,Injury/Illness - Left Ankle; Surgery
12/18/2021,BRK,Kyrie Irving,Out,Ineligible To Play
12/18/2021,BRK,James Johnson,Out,Health and Safety Protocols
12/18/2021,BRK,Paul Millsap,Out,Health and Safety Protocols
12/18/2021,ORL,Cole Anthony,Questionable,Injury/Illness - Right Ankle; Sprain
12/18/2021,ORL,Mo Bamba,Out,Health and Safety Protocols
12/18/2021,ORL,Ignas Brazdeikis,Out,Health and Safety Protocols
12/18/2021,ORL,Wendell Carter Jr.,Doubtful,Injury/Illness - Right Lower Leg; Muscle Strain
12/18/2021,ORL,Michael Carter-Williams,Out,Injury/Illness - Left Ankle; Injury Recovery
12/18/2021,ORL,Markelle Fultz,Out,Injury/Illness - Left Knee; Injury Recovery
12/18/2021,ORL,R.J. Hampton,Out,Health and Safety Protocols
12/18/2021,ORL,Jonathan Isaac,Out,Injury/Illness - Left Knee; Injury Recovery
12/18/2021,ORL,E'Twaun Moore,Out,Injury/Illness - Left Knee; Sprain
12/18/2021,ORL,Terrence Ross,Out,Health and Safety Protocols
12/18/2021,ORL,Jalen Suggs,Out,Injury/Illness - Right Thumb; Fracture
12/18/2021,ORL,Moritz Wagner,Out,Health and Safety Protocols
12/18/2021,OKC,Luguentz Dort,Questionable,Injury/Illness - Left Ankle; Sprain
12/18/2021,OKC,Ty Jerome,Out,G League - On Assignment
12/18/2021,OKC,Tre Mann,Out,G League - On Assignment
12/18/2021,OKC,Aleksej Pokusevski,Out,G League - On Assignment
12/18/2021,OKC,Aaron Wiggins,Out,G League - Two-Way
12/18/2021,CLE,Tacko Fall,Out,G League - Two-Way
12/18/2021,CLE,Evan Mobley,Questionable,Injury/Illness - Right Hip; Soreness
12/18/2021,CLE,Isaac Okoro,Out,Health and Safety Protocols
12/18/2021,CLE,Collin Sexton,Out,Injury/Illness - Left Knee; Meniscal Tear
12/18/2021,WAS,Joel Ayayi,Out,G League - Two-Way
12/18/2021,WAS,Thomas Bryant,Out,Injury/Illness - Left Knee; Left ACL injury recovery
12/18/2021,WAS,Rui Hachimura,Out,Not with Team - Return to Competition Reconditioning
12/18/2021,WAS,Corey Kispert,Questionable,Injury/Illness - Left Quad; Left quad contusion
12/18/2021,WAS,Isaiah Todd,Out,G League - On Assignment
12/18/2021,WAS,Cassius Winston,Out,G League - Two-Way
12/19/2021,DET,Jerami Grant,Out,Injury/Illness - Right Thumb; Sprain
12/19/2021,DET,Isaiah Livers,Out,G League - On Assignment
12/19/2021,DET,Kelly Olynyk,Out,Injury/Illness - Left Knee; Sprain
12/19/2021,DET,Jamorko Pickett,Out,G League - Two-Way
12/19/2021,DET,Chris Smith,Out,G League - Two-Way
12/19/2021,MIA,Bam Adebayo,Out,Injury/Illness - Right Thumb; UCL Reconstruction
12/19/2021,MIA,Jimmy Butler,Out,Injury/Illness - Tail Bone; Contusion
12/19/2021,MIA,Marcus Garrett,Questionable,Injury/Illness - Left Eye;  Bruise
12/19/2021,MIA,Tyler Herro,Questionable,Injury/Illness - Right Quadriceps; Contusion
12/19/2021,MIA,Caleb Martin,Out,Health and Safety Protocols
12/19/2021,MIA,Markieff Morris,Out,Injury/Illness - Neck; Whiplash
12/19/2021,MIA,Victor Oladipo,Out,Injury/Illness - Right Knee; Injury Recovery
12/19/2021,MEM,Santi Aldama,Out,Injury/Illness - Right Calf; Soreness
12/19/2021,MEM,Brandon Clarke,Out,Injury/Illness - Right Knee; Soreness
12/19/2021,MEM,Sam Merrill,Out,Injury/Illness - Left Ankle; Sprain
12/19/2021,MEM,Ja Morant,Out,Injury/Illness - Left Knee; Sprain
12/19/2021,MEM,Ziaire Williams,Out,Injury/Illness - Left Ankle; Sprain + Health and Safety Protocols
12/19/2021,POR,CJ McCollum,Out,Injury/Illness - Right Lung; pneumothorax
12/19/2021,POR,Cody Zeller,Out,Injury/Illness - Right Patellar; fracture
12/19/2021,SAC,Marvin Bagley III,Out,Health and Safety Protocols
12/19/2021,SAC,Terence Davis,Out,Health and Safety Protocols
12/19/2021,SAC,De'Aaron Fox,Out,Health and Safety Protocols
12/19/2021,SAC,Richaun Holmes,Out,Injury/Illness - Right Eye; Injury
12/19/2021,SAC,Louis King,Out,Health and Safety Protocols
12/19/2021,SAC,Alex Len,Out,Health and Safety Protocols
12/19/2021,SAC,Davion Mitchell,Out,Health and Safety Protocols
12/19/2021,SAS,Devontae Cacok,Out,G League - Two-Way
12/19/2021,SAS,Zach Collins,Out,Injury/Illness - Left Ankle; Stress Fracture
12/19/2021,SAS,Doug McDermott,Out,Injury/Illness - Tooth; Infection
12/19/2021,SAS,Joshua Primo,Out,G League - On Assignment
12/19/2021,SAS,Joe Wieskamp,Out,G League - Two-Way
12/19/2021,CHO,Vernon Carey Jr.,Out,G League - On Assignment
12/19/2021,CHO,Kai Jones,Out,G League - On Assignment
12/19/2021,CHO,Arnoldas Kulboka,Out,G League - Two-Way
12/19/2021,CHO,Scottie Lewis,Out,G League - Two-Way
12/19/2021,CHO,Cody Martin,Out,Health and Safety Protocols
