Date,Team,B2B,Player,Opp,Off_PTS,Off_L5_PTS,AVG_PTS_H2H,Def_PTS,Def_L5_PTS
10/26/2024,MIN,1,Jaden McDaniels,TOR,7.0,7.0,,12.666666666666666,10.2
10/26/2024,DEN,0,Vlatko Cancar,LAC,0.0,0.0,,17.5,17.5
10/26/2024,DEN,0,Hunter Tyson,LAC,0.0,0.0,,17.5,17.5
10/26/2024,SAC,0,Isaac Jones,LAL,0.0,0.0,,16.25,16.25
10/26/2024,MEM,1,Jake LaRavia,ORL,4.666666666666667,4.666666666666667,,11.666666666666666,11.0
10/26/2024,DAL,0,P.J. Washington,PHO,8.0,8.0,,7.0,7.0
10/26/2024,MEM,1,Brandon Clarke,ORL,3.333333333333333,3.333333333333333,,11.666666666666666,11.0
10/26/2024,HOU,1,Tari Eason,SAS,7.0,7.0,,8.0,8.0
10/26/2024,DEN,0,Nikola Jokic,LAC,28.5,28.5,30.0,26.0,26.0
10/26/2024,LAL,0,Anthony Davis,SAC,34.0,34.0,21.666666666666668,17.666666666666668,17.666666666666668
10/26/2024,LAC,0,Ivica Zubac,DEN,22.5,22.5,14.333333333333334,24.5,24.5
10/26/2024,SAS,1,Victor Wembanyama,HOU,23.0,23.0,17.6,16.0,16.0
10/26/2024,CHI,0,Nikola Vucevic,OKC,20.33333333333333,20.33333333333333,14.5,17.0,17.0
10/26/2024,SAC,0,Domantas Sabonis,LAL,26.5,26.5,20.666666666666668,12.8,12.8
10/26/2024,TOR,1,Jakob Poeltl,MIN,11.0,11.0,9.0,22.666666666666668,22.666666666666668
10/26/2024,PHO,0,Jusuf Nurkic,DAL,11.0,11.0,7.75,17.5,17.5
10/26/2024,CLE,1,Jarrett Allen,WAS,18.0,18.0,16.833333333333332,11.5,11.5
10/26/2024,DAL,0,Dereck Lively II,PHO,10.0,10.0,9.5,17.0,17.0
10/26/2024,LAL,0,Jaxson Hayes,SAC,6.666666666666667,6.666666666666667,3.2,17.666666666666668,17.666666666666668
10/26/2024,HOU,1,Alperen Sengun,SAS,15.666666666666666,15.666666666666666,22.75,10.0,10.0
10/26/2024,DAL,0,Daniel Gafford,PHO,8.0,8.0,13.0,17.0,17.0
10/26/2024,MIA,0,Bam Adebayo,CHO,10.5,10.5,16.5,12.5,12.5
10/26/2024,PHO,0,Mason Plumlee,DAL,5.666666666666667,5.666666666666667,3.142857142857143,17.5,17.5
10/26/2024,DET,0,Jalen Duren,BOS,11.0,11.0,8.333333333333334,9.5,10.6
10/26/2024,SAS,1,Zach Collins,HOU,4.5,4.5,5.6,16.0,16.0
10/26/2024,CHO,0,Nick Richards,MIA,10.0,10.0,8.714285714285714,10.0,10.0
10/26/2024,DEN,0,Dario Saric,LAC,1.0,1.0,4.0,26.0,26.0
10/26/2024,MIA,0,Thomas Bryant,CHO,6.5,6.5,3.8,12.5,12.5
10/26/2024,DEN,0,DeAndre Jordan,LAC,0.0,0.0,4.166666666666667,26.0,26.0
10/26/2024,DAL,0,Dwight Powell,PHO,1.0,1.0,1.0,17.0,17.0
10/26/2024,WAS,1,Marvin Bagley III,CLE,8.5,8.5,9.0,8.25,8.25
10/26/2024,HOU,1,Jock Landale,SAS,6.0,6.0,7.6,10.0,10.0
10/26/2024,BOS,0,Xavier Tillman Sr.,DET,4.333333333333333,4.333333333333333,3.0,11.4,11.4
10/26/2024,SAC,0,Alex Len,LAL,1.5,1.5,0.8,12.8,12.8
10/26/2024,BOS,0,Neemias Queta,DET,4.0,4.0,2.5,11.4,11.4
10/26/2024,BOS,0,Luke Kornet,DET,2.6666666666666665,2.6666666666666665,2.5,11.4,11.4
10/26/2024,DET,0,Isaiah Stewart,BOS,2.6666666666666665,2.6666666666666665,7.75,9.5,10.6
10/26/2024,CHO,0,Taj Gibson,MIA,0.0,0.0,0.6666666666666666,10.0,10.0
10/26/2024,DET,0,Paul Reed,BOS,0.0,0.0,5.333333333333333,9.5,10.6
10/26/2024,OKC,0,Chet Holmgren,CHI,23.0,23.0,,10.8,10.8
10/26/2024,MIN,1,Naz Reid,TOR,13.666666666666666,13.666666666666666,,12.5,12.5
10/26/2024,CHI,0,Jalen Smith,OKC,10.0,10.0,,17.0,17.0
10/26/2024,ORL,1,Moritz Wagner,MEM,11.333333333333334,11.333333333333334,,11.666666666666666,11.666666666666666
10/26/2024,MEM,1,Jay Huff,ORL,13.0,13.0,,11.0,11.0
10/26/2024,MEM,1,Jaren Jackson Jr.,ORL,13.0,13.0,,11.0,11.0
10/26/2024,MIN,1,Rudy Gobert,TOR,10.333333333333334,10.333333333333334,,12.5,12.5
10/26/2024,TOR,1,Bruno Fernando,MIN,4.666666666666667,4.666666666666667,,22.666666666666668,22.666666666666668
10/26/2024,WAS,1,Jonas Valanciunas,CLE,14.0,14.0,,8.25,8.25
10/26/2024,LAC,0,Kai Jones,DEN,3.0,3.0,,24.5,24.5
10/26/2024,BOS,0,Al Horford,DET,9.333333333333334,9.333333333333334,,11.4,11.4
10/26/2024,MEM,1,Zach Edey,ORL,8.333333333333334,8.333333333333334,,11.0,11.0
10/26/2024,ORL,1,Wendell Carter Jr.,MEM,6.333333333333333,6.333333333333333,,11.666666666666666,11.666666666666666
10/26/2024,OKC,0,Ousmane Dieng,CHI,6.0,6.0,,10.8,10.8
10/26/2024,WAS,1,Alex Sarr,CLE,7.0,7.0,,8.25,8.25
10/26/2024,SAS,1,Charles Bassey,HOU,0.0,0.0,,16.0,16.0
10/26/2024,ORL,1,Goga Bitadze,MEM,1.6666666666666667,1.6666666666666667,,11.666666666666666,11.666666666666666
10/26/2024,CHO,0,Moussa Diabate,MIA,3.0,3.0,,10.0,10.0
10/26/2024,MIN,1,Luka Garza,TOR,0.0,0.0,,12.5,12.5
10/26/2024,CLE,1,Tristan Thompson,WAS,0.6666666666666666,0.6666666666666666,,11.5,11.5
10/26/2024,HOU,1,N'Faly Dante,SAS,0.0,0.0,,10.0,10.0
10/27/2024,PHI,0,Tyrese Maxey,IND,31.33333333333333,31.33333333333333,30.4,26.5,26.5
10/27/2024,NOP,0,CJ McCollum,POR,23.33333333333333,23.33333333333333,21.166666666666668,21.33333333333333,21.33333333333333
10/27/2024,PHI,0,Kyle Lowry,IND,11.0,11.0,8.75,26.5,26.5
10/27/2024,BRK,0,Dennis Schroder,MIL,20.666666666666668,20.666666666666668,16.75,17.2,17.2
10/27/2024,MIL,0,Damian Lillard,BRK,26.33333333333333,26.33333333333333,18.166666666666668,15.0,15.0
10/27/2024,IND,0,Tyrese Haliburton,PHI,12.333333333333334,12.333333333333334,24.75,16.2,16.2
10/27/2024,NOP,0,Jose Alvarado,POR,2.0,2.0,2.833333333333333,21.33333333333333,21.33333333333333
10/27/2024,PHI,0,Reggie Jackson,IND,0.0,0.0,6.75,26.5,26.5
10/27/2024,LAC,1,James Harden,GSW,25.0,25.0,23.2,14.0,14.0
10/27/2024,IND,0,T.J. McConnell,PHI,10.333333333333334,10.333333333333334,7.8,16.2,16.2
10/27/2024,GSW,1,Stephen Curry,LAC,18.33333333333333,18.33333333333333,24.33333333333333,13.25,13.25
10/27/2024,POR,0,Scoot Henderson,NOP,15.333333333333334,15.333333333333334,10.8,12.666666666666666,12.666666666666666
10/27/2024,LAC,1,Bones Hyland,GSW,0.0,0.0,2.8,14.0,14.0
10/27/2024,POR,0,Dalano Banton,NOP,1.0,1.0,8.428571428571429,12.666666666666666,12.666666666666666
10/27/2024,OKC,0,Shai Gilgeous-Alexander,ATL,28.666666666666668,28.666666666666668,,17.833333333333332,20.2
10/27/2024,PHI,0,Jeff Dowtin Jr.,IND,0.0,0.0,,26.5,26.5
10/27/2024,BRK,0,Ben Simmons,MIL,5.0,5.0,,17.2,17.2
10/27/2024,ATL,0,Trae Young,OKC,30.666666666666668,30.666666666666668,,12.2,12.2
10/27/2024,IND,0,Quenton Jackson,PHI,0.6666666666666666,0.6666666666666666,,16.2,16.2
10/27/2024,MIL,0,Delon Wright,BRK,2.333333333333333,2.333333333333333,,15.0,15.0
10/27/2024,LAC,1,Kris Dunn,GSW,7.333333333333333,7.333333333333333,,14.0,14.0
10/27/2024,MIL,0,Ryan Rollins,BRK,0.6666666666666666,0.6666666666666666,,15.0,15.0
10/27/2024,ATL,0,Vit Krejci,OKC,3.6666666666666665,3.6666666666666665,,12.2,12.2
10/27/2024,ATL,0,Keaton Wallace,OKC,0.6666666666666666,0.6666666666666666,,12.2,12.2
10/27/2024,BRK,0,Cam Thomas,MIL,30.666666666666668,30.666666666666668,21.2,17.75,17.75
10/27/2024,POR,0,Anfernee Simons,NOP,22.0,22.0,24.75,17.25,17.25
10/27/2024,GSW,1,Buddy Hield,LAC,19.0,19.0,11.6,11.666666666666666,11.0
10/27/2024,PHI,0,Eric Gordon,IND,8.333333333333334,8.333333333333334,14.25,14.666666666666666,14.2
10/27/2024,LAC,1,Norman Powell,GSW,24.666666666666668,24.666666666666668,16.0,10.0,10.6
10/27/2024,NOP,0,Jordan Hawkins,POR,18.0,18.0,8.2,11.0,11.0
10/27/2024,GSW,1,Moses Moody,LAC,10.0,10.0,9.0,11.666666666666666,11.0
10/27/2024,POR,0,Rayan Rupert,NOP,2.0,2.0,1.6,17.25,17.25
10/27/2024,MIL,0,Gary Trent Jr.,BRK,10.0,10.0,14.5,10.5,10.5
10/27/2024,ATL,0,Dyson Daniels,OKC,13.333333333333334,13.333333333333334,4.0,9.8,9.8
10/27/2024,BRK,0,Shake Milton,MIL,1.0,1.0,3.75,17.75,17.75
10/27/2024,GSW,1,Brandin Podziemski,LAC,6.333333333333333,6.333333333333333,11.6,11.666666666666666,11.0
10/27/2024,BRK,0,Tyrese Martin,MIL,0.0,0.0,0.0,17.75,17.75
10/27/2024,IND,0,Andrew Nembhard,PHI,6.666666666666667,6.666666666666667,8.0,10.0,10.0
10/27/2024,ATL,0,Garrison Mathews,OKC,7.333333333333333,7.333333333333333,7.5,9.8,9.8
10/27/2024,LAC,1,Amir Coffey,GSW,6.333333333333333,6.333333333333333,8.833333333333334,10.0,10.6
10/27/2024,MIL,0,Pat Connaughton,BRK,5.0,5.0,4.5,10.5,10.5
10/27/2024,OKC,0,Alex Caruso,ATL,1.6666666666666667,1.6666666666666667,5.4,13.5,9.0
10/27/2024,MIL,0,A.J. Green,BRK,4.666666666666667,4.666666666666667,5.75,10.5,10.5
10/27/2024,IND,0,Ben Sheppard,PHI,3.333333333333333,3.333333333333333,2.0,10.0,10.0
10/27/2024,LAC,1,Terance Mann,GSW,3.333333333333333,3.333333333333333,7.0,10.0,10.6
10/27/2024,MIL,0,Andre Jackson Jr.,BRK,0.0,0.0,0.0,10.5,10.5
10/27/2024,OKC,0,Jalen Williams,ATL,18.666666666666668,18.666666666666668,,13.5,9.0
10/27/2024,OKC,0,Aaron Wiggins,ATL,10.666666666666666,10.666666666666666,,13.5,9.0
10/27/2024,OKC,0,Isaiah Joe,ATL,6.333333333333333,6.333333333333333,,13.5,9.0
10/27/2024,BRK,0,Keon Johnson,MIL,0.6666666666666666,0.6666666666666666,,17.75,17.75
10/27/2024,GSW,1,De'Anthony Melton,LAC,6.333333333333333,6.333333333333333,,11.666666666666666,11.0
10/27/2024,OKC,0,Cason Wallace,ATL,6.0,6.0,,13.5,9.0
10/27/2024,BRK,0,Cui Yongxi,MIL,0.3333333333333333,0.3333333333333333,,17.75,17.75
10/27/2024,NOP,0,Javonte Green,POR,6.333333333333333,6.333333333333333,,11.0,11.0
10/27/2024,GSW,1,Gary Payton II,LAC,6.0,6.0,,11.666666666666666,11.0
10/27/2024,PHI,0,Jared McCain,IND,2.6666666666666665,2.6666666666666665,,14.666666666666666,14.2
10/27/2024,GSW,1,Lindy Waters III,LAC,4.666666666666667,4.666666666666667,,11.666666666666666,11.0
10/27/2024,OKC,0,Adam Flagler,ATL,2.0,2.0,,13.5,9.0
10/27/2024,OKC,0,Ajay Mitchell,ATL,1.3333333333333333,1.3333333333333333,,13.5,9.0
10/27/2024,PHI,0,Lester Quinones,IND,0.0,0.0,,14.666666666666666,14.2
10/27/2024,LAC,1,Kevin Porter Jr.,GSW,4.333333333333333,4.333333333333333,,10.0,10.6
10/27/2024,OKC,0,Alex Ducas,ATL,0.0,0.0,,13.5,9.0
10/27/2024,MIL,0,AJ Johnson,BRK,0.6666666666666666,0.6666666666666666,,10.5,10.5
10/27/2024,NOP,0,Antonio Reeves,POR,0.0,0.0,,11.0,11.0
10/27/2024,LAC,1,Cam Christie,GSW,0.0,0.0,,10.0,10.6
10/27/2024,IND,0,Johnny Furphy,PHI,0.0,0.0,,10.0,10.0
10/27/2024,PHI,0,Caleb Martin,IND,13.333333333333334,13.333333333333334,15.0,17.333333333333332,17.333333333333332
10/27/2024,NOP,0,Brandon Ingram,POR,22.666666666666668,22.666666666666668,17.6,15.0,15.0
10/27/2024,LAC,1,Derrick Jones Jr.,GSW,13.0,13.0,7.833333333333333,16.5,16.5
10/27/2024,GSW,1,Andrew Wiggins,LAC,19.666666666666668,19.666666666666668,19.75,14.333333333333334,14.333333333333334
10/27/2024,NOP,0,Herbert Jones,POR,7.333333333333333,7.333333333333333,8.5,15.0,15.0
10/27/2024,POR,0,Deni Avdija,NOP,9.333333333333334,9.333333333333334,17.25,13.333333333333334,13.333333333333334
10/27/2024,IND,0,Bennedict Mathurin,PHI,14.666666666666666,14.666666666666666,10.4,10.333333333333334,10.333333333333334
10/27/2024,POR,0,Kris Murray,NOP,4.333333333333333,4.333333333333333,5.8,13.333333333333334,13.333333333333334
10/27/2024,POR,0,Jabari Walker,NOP,3.0,3.0,5.5,13.333333333333334,13.333333333333334
10/27/2024,IND,0,Aaron Nesmith,PHI,7.0,7.0,9.8,10.333333333333334,10.333333333333334
10/27/2024,MIL,0,MarJon Beauchamp,BRK,1.3333333333333333,1.3333333333333333,3.6,12.4,12.4
10/27/2024,PHI,0,Kelly Oubre Jr.,IND,21.0,21.0,,17.333333333333332,17.333333333333332
10/27/2024,BRK,0,Ziaire Williams,MIL,7.666666666666667,7.666666666666667,,16.25,16.25
10/27/2024,PHI,0,Ricky Council IV,IND,2.333333333333333,2.333333333333333,,17.333333333333332,17.333333333333332
10/27/2024,ATL,0,Jalen Johnson,OKC,11.333333333333334,11.333333333333334,,14.25,14.25
10/27/2024,PHI,0,Justin Edwards,IND,0.0,0.0,,17.333333333333332,17.333333333333332
10/27/2024,ATL,0,Zaccharie Risacher,OKC,8.333333333333334,8.333333333333334,,14.25,14.25
10/27/2024,MIL,0,Taurean Prince,BRK,10.0,10.0,,12.4,12.4
10/27/2024,BRK,0,Jaylen Martin,MIL,1.0,1.0,,16.25,16.25
10/27/2024,LAC,1,Trentyn Flowers,GSW,0.0,0.0,,16.5,16.5
10/27/2024,LAC,1,Jordan Miller,GSW,0.0,0.0,,16.5,16.5
10/27/2024,BRK,0,Dariq Whitehead,MIL,0.0,0.0,,16.25,16.25
10/27/2024,OKC,0,Luguentz Dort,ATL,9.333333333333334,9.333333333333334,,9.5,9.5
10/27/2024,MIL,0,Chris Livingston,BRK,0.0,0.0,,12.4,12.4
10/27/2024,OKC,0,Dillon Jones,ATL,0.0,0.0,,9.5,9.5
10/27/2024,MIL,0,Giannis Antetokounmpo,BRK,28.33333333333333,28.33333333333333,30.8,17.666666666666668,17.666666666666668
10/27/2024,POR,0,Jerami Grant,NOP,26.0,26.0,28.25,17.0,17.0
10/27/2024,MIL,0,Bobby Portis,BRK,13.666666666666666,13.666666666666666,13.4,17.666666666666668,17.666666666666668
10/27/2024,IND,0,Pascal Siakam,PHI,16.0,16.0,20.142857142857142,16.571428571428573,15.0
10/27/2024,POR,0,Toumani Camara,NOP,9.333333333333334,9.333333333333334,8.25,17.0,17.0
10/27/2024,IND,0,Obi Toppin,PHI,8.333333333333334,8.333333333333334,17.2,16.571428571428573,15.0
10/27/2024,IND,0,Jarace Walker,PHI,6.0,6.0,0.75,16.571428571428573,15.0
10/27/2024,NOP,0,Zion Williamson,POR,15.0,15.0,21.4,12.0,12.0
10/27/2024,GSW,1,Jonathan Kuminga,LAC,8.0,8.0,11.5,12.25,12.25
10/27/2024,GSW,1,Draymond Green,LAC,4.333333333333333,4.333333333333333,9.0,12.25,12.25
10/27/2024,PHI,0,KJ Martin,IND,4.333333333333333,4.333333333333333,6.2,11.666666666666666,11.666666666666666
10/27/2024,GSW,1,Kyle Anderson,LAC,3.0,3.0,6.6,12.25,12.25
10/27/2024,BRK,0,Jalen Wilson,MIL,6.0,6.0,6.75,10.5,10.5
10/27/2024,NOP,0,Jeremiah Robinson-Earl,POR,2.0,2.0,1.6,12.0,12.0
10/27/2024,ATL,0,David Roddy,OKC,3.333333333333333,3.333333333333333,4.8,8.333333333333334,8.333333333333334
10/27/2024,LAC,1,Kobe Brown,GSW,0.0,0.0,0.4,10.8,10.8
10/27/2024,ATL,0,Larry Nance Jr.,OKC,0.0,0.0,5.25,8.333333333333334,8.333333333333334
10/27/2024,MIL,0,Tyler Smith,BRK,2.333333333333333,2.333333333333333,,17.666666666666668,17.666666666666668
10/27/2024,BRK,0,Cameron Johnson,MIL,13.0,13.0,,10.5,10.5
10/27/2024,IND,0,Enrique Freeman,PHI,1.3333333333333333,1.3333333333333333,,16.571428571428573,15.0
10/27/2024,BRK,0,Noah Clowney,MIL,9.0,9.0,,10.5,10.5
10/27/2024,BRK,0,Dorian Finney-Smith,MIL,8.666666666666666,8.666666666666666,,10.5,10.5
10/27/2024,IND,0,James Johnson,PHI,0.6666666666666666,0.6666666666666666,,16.571428571428573,15.0
10/27/2024,OKC,0,Alex Reese,ATL,0.6666666666666666,0.6666666666666666,,14.8,14.8
10/27/2024,LAC,1,Nicolas Batum,GSW,2.6666666666666665,2.6666666666666665,,10.8,10.8
10/27/2024,GSW,1,Gui Santos,LAC,1.0,1.0,,12.25,12.25
10/27/2024,NOP,0,Karlo Matkovic,POR,0.6666666666666666,0.6666666666666666,,12.0,12.0
10/27/2024,ATL,0,Mouhamed Gueye,OKC,0.6666666666666666,0.6666666666666666,,8.333333333333334,8.333333333333334
10/27/2024,GSW,1,Trayce Jackson-Davis,LAC,10.0,10.0,1.2,20.666666666666668,20.666666666666668
10/27/2024,GSW,1,Kevon Looney,LAC,7.0,7.0,6.666666666666667,20.666666666666668,20.666666666666668
10/27/2024,POR,0,Deandre Ayton,NOP,12.333333333333334,12.333333333333334,16.5,16.0,16.0
10/27/2024,IND,0,Myles Turner,PHI,15.666666666666666,15.666666666666666,14.6,14.333333333333334,14.333333333333334
10/27/2024,MIL,0,Brook Lopez,BRK,10.666666666666666,10.666666666666666,9.0,14.25,14.25
10/27/2024,PHI,0,Andre Drummond,IND,10.0,10.0,7.666666666666667,14.333333333333334,14.333333333333334
10/27/2024,LAC,1,Ivica Zubac,GSW,22.666666666666668,22.666666666666668,14.0,11.666666666666666,11.666666666666666
10/27/2024,IND,0,Isaiah Jackson,PHI,6.0,6.0,2.8,14.333333333333334,14.333333333333334
10/27/2024,POR,0,Duop Reath,NOP,1.0,1.0,3.0,16.0,16.0
10/27/2024,NOP,0,Daniel Theis,POR,5.0,5.0,5.2,8.0,8.0
10/27/2024,OKC,0,Chet Holmgren,ATL,23.666666666666668,23.666666666666668,,18.5,18.5
10/27/2024,ATL,0,Onyeka Okongwu,OKC,16.333333333333332,16.333333333333332,,13.5,13.5
10/27/2024,OKC,0,Ousmane Dieng,ATL,5.666666666666667,5.666666666666667,,18.5,18.5
10/27/2024,PHI,0,Guerschon Yabusele,IND,6.333333333333333,6.333333333333333,,14.333333333333334,14.333333333333334
10/27/2024,BRK,0,Nic Claxton,MIL,7.0,7.0,,13.0,13.0
10/27/2024,ATL,0,Clint Capela,OKC,6.0,6.0,,13.5,13.5
10/27/2024,POR,0,Donovan Clingan,NOP,5.0,5.0,,16.0,16.0
10/27/2024,POR,0,Robert Williams,NOP,0.0,0.0,,16.0,16.0
10/27/2024,PHI,0,Adem Bona,IND,0.6666666666666666,0.6666666666666666,,14.333333333333334,14.333333333333334
10/27/2024,NOP,0,Yves Missi,POR,8.333333333333334,8.333333333333334,,8.0,8.0
10/27/2024,LAC,1,Kai Jones,GSW,2.0,2.0,,11.666666666666666,11.666666666666666
10/28/2024,MIL,1,Damian Lillard,BOS,28.0,28.0,25.0,18.0,18.0
10/28/2024,DET,0,Cade Cunningham,MIA,26.5,26.5,21.0,18.75,18.75
10/28/2024,SAC,1,De'Aaron Fox,POR,22.33333333333333,22.33333333333333,31.0,22.0,22.0
10/28/2024,ORL,1,Jalen Suggs,IND,16.75,16.75,16.75,23.166666666666668,22.2
10/28/2024,BOS,1,Payton Pritchard,MIL,16.25,16.25,16.8,19.285714285714285,19.4
10/28/2024,NYK,0,Jalen Brunson,CLE,23.0,23.0,17.166666666666668,16.4,16.4
10/28/2024,ATL,0,Trae Young,WAS,26.5,26.5,24.8,14.75,14.75
10/28/2024,HOU,0,Fred VanVleet,SAS,14.75,14.75,18.5,19.0,19.0
10/28/2024,BOS,1,Jrue Holiday,MIL,13.25,13.25,11.0,19.285714285714285,19.4
10/28/2024,DAL,0,Luka Doncic,UTA,27.666666666666668,27.666666666666668,28.33333333333333,14.166666666666666,14.8
10/28/2024,MIA,0,Terry Rozier,DET,19.33333333333333,19.33333333333333,18.4,14.8,14.8
10/28/2024,ORL,1,Anthony Black,IND,9.5,9.5,6.25,23.166666666666668,22.2
10/28/2024,IND,1,Tyrese Haliburton,ORL,14.0,14.0,20.0,14.428571428571429,15.0
10/28/2024,CHI,0,Josh Giddey,MEM,14.25,14.25,15.4,14.2,14.2
10/28/2024,TOR,0,Davion Mitchell,DEN,8.0,8.0,6.5,17.2,17.2
10/28/2024,SAS,0,Chris Paul,HOU,7.333333333333333,7.333333333333333,10.0,17.285714285714285,12.6
10/28/2024,LAL,0,D'Angelo Russell,PHO,11.0,11.0,13.77777777777778,14.428571428571429,13.4
10/28/2024,NYK,0,Cameron Payne,CLE,8.0,8.0,7.625,16.4,16.4
10/28/2024,MEM,0,Marcus Smart,CHI,7.0,7.0,8.0,17.166666666666668,17.8
10/28/2024,ORL,1,Cole Anthony,IND,2.0,2.0,10.75,23.166666666666668,22.2
10/28/2024,UTA,0,Keyonte George,DAL,13.666666666666666,13.666666666666666,12.4,9.333333333333334,9.333333333333334
10/28/2024,IND,1,T.J. McConnell,ORL,7.75,7.75,8.333333333333334,14.428571428571429,15.0
10/28/2024,MIL,1,Delon Wright,BOS,1.75,1.75,4.125,18.0,18.0
10/28/2024,DET,0,Marcus Sasser,MIA,0.5,0.5,3.6,18.75,18.75
10/28/2024,SAC,1,Jordan McLaughlin,POR,0.0,0.0,0.5,22.0,22.0
10/28/2024,LAL,0,Gabe Vincent,PHO,3.0,3.0,6.25,14.428571428571429,13.4
10/28/2024,HOU,0,Aaron Holiday,SAS,0.0,0.0,2.5,19.0,19.0
10/28/2024,DAL,0,Spencer Dinwiddie,UTA,3.6666666666666665,3.6666666666666665,12.0,14.166666666666666,14.8
10/28/2024,UTA,0,Patty Mills,DAL,2.333333333333333,2.333333333333333,1.6666666666666667,9.333333333333334,9.333333333333334
10/28/2024,DEN,0,Jamal Murray,TOR,17.0,17.0,,14.4,14.4
10/28/2024,MEM,0,Scotty Pippen Jr.,CHI,11.0,11.0,,17.166666666666668,17.8
10/28/2024,CLE,0,Darius Garland,NYK,19.25,19.25,,13.75,13.75
10/28/2024,TOR,0,Jamal Shead,DEN,8.5,8.5,,17.2,17.2
10/28/2024,WAS,0,Bub Carrington,ATL,8.666666666666666,8.666666666666666,,17.142857142857142,20.2
10/28/2024,POR,1,Scoot Henderson,SAC,16.0,16.0,,13.333333333333334,13.333333333333334
10/28/2024,WAS,0,Jared Butler,ATL,4.666666666666667,4.666666666666667,,17.142857142857142,20.2
10/28/2024,HOU,0,Reed Sheppard,SAS,2.5,2.5,,19.0,19.0
10/28/2024,PHO,0,Tyus Jones,LAL,10.0,10.0,,13.5,13.5
10/28/2024,ORL,1,Cory Joseph,IND,0.75,0.75,,23.166666666666668,22.2
10/28/2024,DEN,0,Russell Westbrook,TOR,5.666666666666667,5.666666666666667,,14.4,14.4
10/28/2024,ATL,0,Vit Krejci,WAS,4.5,4.5,,14.75,14.75
10/28/2024,NYK,0,Tyler Kolek,CLE,2.333333333333333,2.333333333333333,,16.4,16.4
10/28/2024,CHI,0,Lonzo Ball,MEM,4.666666666666667,4.666666666666667,,14.2,14.2
10/28/2024,MIL,1,Ryan Rollins,BOS,0.5,0.5,,18.0,18.0
10/28/2024,PHO,0,Monte Morris,LAL,5.25,5.25,,13.5,13.5
10/28/2024,DET,0,Daniss Jenkins,MIA,0.0,0.0,,18.75,18.75
10/28/2024,MEM,0,Yuki Kawamura,CHI,0.0,0.0,,17.166666666666668,17.8
10/28/2024,ATL,0,Keaton Wallace,WAS,0.5,0.5,,14.75,14.75
10/28/2024,IND,1,Quenton Jackson,ORL,0.5,0.5,,14.428571428571429,15.0
10/28/2024,POR,1,Dalano Banton,SAC,1.25,1.25,,13.333333333333334,13.333333333333334
10/28/2024,CHI,0,Jevon Carter,MEM,0.0,0.0,,14.2,14.2
10/28/2024,DAL,0,Brandon Williams,UTA,0.0,0.0,,14.166666666666666,14.8
10/28/2024,HOU,0,Jalen Green,SAS,28.75,28.75,22.166666666666668,22.75,22.75
10/28/2024,PHO,0,Devin Booker,LAL,23.0,23.0,25.666666666666668,18.33333333333333,18.2
10/28/2024,DAL,0,Kyrie Irving,UTA,20.0,20.0,21.2,17.833333333333332,20.2
10/28/2024,PHO,0,Bradley Beal,LAL,18.0,18.0,22.75,18.33333333333333,18.2
10/28/2024,CLE,0,Donovan Mitchell,NYK,23.75,23.75,28.4,14.25,14.25
10/28/2024,LAL,0,Austin Reaves,PHO,19.25,19.25,16.5,16.0,17.4
10/28/2024,BOS,1,Derrick White,MIL,18.25,18.25,12.0,16.8,16.8
10/28/2024,POR,1,Anfernee Simons,SAC,19.5,19.5,15.75,15.6,15.6
10/28/2024,UTA,0,Collin Sexton,DAL,17.0,17.0,16.166666666666668,16.25,16.25
10/28/2024,WAS,0,Jordan Poole,ATL,22.0,22.0,14.4,13.75,9.0
10/28/2024,DET,0,Jaden Ivey,MIA,20.75,20.75,12.4,12.833333333333334,11.8
10/28/2024,UTA,0,Jordan Clarkson,DAL,13.666666666666666,13.666666666666666,14.75,16.25,16.25
10/28/2024,NYK,0,Josh Hart,CLE,16.0,16.0,10.6,12.11111111111111,13.6
10/28/2024,NYK,0,Miles McBride,CLE,14.666666666666666,14.666666666666666,6.0,12.11111111111111,13.6
10/28/2024,SAC,1,Malik Monk,POR,14.333333333333334,14.333333333333334,12.0,12.142857142857142,14.8
10/28/2024,PHO,0,Grayson Allen,LAL,5.5,5.5,10.857142857142858,18.33333333333333,18.2
10/28/2024,ATL,0,Garrison Mathews,WAS,9.0,9.0,5.6,14.666666666666666,13.8
10/28/2024,DET,0,Malik Beasley,MIA,11.75,11.75,10.0,12.833333333333334,11.8
10/28/2024,IND,1,Andrew Nembhard,ORL,8.25,8.25,6.0,14.4,14.4
10/28/2024,SAC,1,Kevin Huerter,POR,11.333333333333334,11.333333333333334,15.75,12.142857142857142,14.8
10/28/2024,DAL,0,Jaden Hardy,UTA,3.6666666666666665,3.6666666666666665,5.166666666666667,17.833333333333332,20.2
10/28/2024,TOR,0,Ochai Agbaji,DEN,12.25,12.25,5.333333333333333,10.5,13.4
10/28/2024,MIL,1,Pat Connaughton,BOS,5.0,5.0,4.2,15.75,17.6
10/28/2024,CLE,0,Sam Merrill,NYK,6.0,6.0,8.25,14.25,14.25
10/28/2024,MIL,1,A.J. Green,BOS,4.25,4.25,3.6,15.75,17.6
10/28/2024,LAL,0,Max Christie,PHO,3.0,3.0,4.0,16.0,17.4
10/28/2024,DAL,0,Quentin Grimes,UTA,2.0,2.0,4.5,17.833333333333332,20.2
