Date,StartTime_ET,AwayTeam,AwayABV,AwayPTS,HomeTeam,HomeABV,HomePTS,is_OT,Arena,AwayB2B,HomeB2B,cup_gm,pstszn_gm,rtrvd
2024-10-22,7:30p,New York Knicks,NYK,109,Boston Celtics,BOS,132,0,TD Garden,0,0,0,0,0
2024-10-22,10:00p,Minnesota Timberwolves,MIN,103,Los Angeles Lakers,LAL,110,0,Crypto.com Arena,0,0,0,0,0
2024-10-23,7:00p,Indiana Pacers,IND,115,Detroit Pistons,DET,109,0,Little Caesars Arena,0,0,0,0,0
2024-10-23,7:30p,Brooklyn Nets,BRK,116,Atlanta Hawks,ATL,120,0,State Farm Arena,0,0,0,0,0
2024-10-23,7:30p,Orlando Magic,ORL,116,Miami Heat,MIA,97,0,Kaseya Center,0,0,0,0,0
2024-10-23,7:30p,Milwaukee Bucks,MIL,124,Philadelphia 76ers,PHI,109,0,Wells Fargo Center,0,0,0,0,0
2024-10-23,7:30p,Cleveland Cavaliers,CLE,136,Toronto Raptors,TOR,106,0,Scotiabank Arena,0,0,0,0,0
2024-10-23,8:00p,Charlotte Hornets,CHO,110,Houston Rockets,HOU,105,0,Toyota Center,0,0,0,0,0
2024-10-23,8:00p,Chicago Bulls,CHI,111,New Orleans Pelicans,NOP,123,0,Smoothie King Center,0,0,0,0,0
2024-10-23,9:00p,Memphis Grizzlies,MEM,126,Utah Jazz,UTA,124,0,Delta Center,0,0,0,0,0
2024-10-23,10:00p,Phoenix Suns,PHO,116,Los Angeles Clippers,LAC,113,1,Intuit Dome,0,0,0,0,0
2024-10-23,10:00p,Golden State Warriors,GSW,140,Portland Trail Blazers,POR,104,0,Moda Center,0,0,0,0,0
2024-10-24,7:00p,Boston Celtics,BOS,122,Washington Wizards,WAS,102,0,Capital One Arena,0,0,0,0,0
2024-10-24,7:30p,San Antonio Spurs,SAS,109,Dallas Mavericks,DAL,120,0,American Airlines Center,0,0,0,0,0
2024-10-24,10:00p,Minnesota Timberwolves,MIN,117,Sacramento Kings,SAC,115,0,Golden 1 Center,0,0,0,0,0
2024-10-24,10:00p,Oklahoma City Thunder,OKC,102,Denver Nuggets,DEN,87,0,Ball Arena,0,0,0,0,0
2024-10-25,7:00p,Brooklyn Nets,BRK,101,Orlando Magic,ORL,116,0,Kia Center,0,0,0,0,0
2024-10-25,7:00p,Philadelphia 76ers,PHI,107,Toronto Raptors,TOR,115,0,Scotiabank Arena,0,0,0,0,0
2024-10-25,7:30p,Charlotte Hornets,CHO,120,Atlanta Hawks,ATL,125,0,State Farm Arena,0,0,0,0,0
2024-10-25,7:30p,Detroit Pistons,DET,101,Cleveland Cavaliers,CLE,113,0,Rocket Arena,0,0,0,0,0
2024-10-25,7:30p,Indiana Pacers,IND,98,New York Knicks,NYK,123,0,Madison Square Garden (IV),0,0,0,0,0
2024-10-25,8:00p,Memphis Grizzlies,MEM,108,Houston Rockets,HOU,128,0,Toyota Center,0,0,0,0,0
